date,SPHD_HEDGED_2023_Q1,meta
2023-01-18 15:30:30,5.394645509807113,
2023-01-18 23:59:59,2.6686433936655476,c
2023-01-19 00:00:00,-6.378428882357987,
2023-01-19 10:00:00,4.9611068909092495,
2023-01-19 10:30:00,8.06684961536807,
2023-01-19 12:00:00,15.30024121453173,
2023-01-19 13:30:00,22.625691813471725,
2023-01-19 15:00:00,28.107977007463653,
2023-01-19 15:30:30,28.107977007463653,
2023-01-19 23:59:59,34.185445427929174,c
2023-01-20 00:00:00,42.008543692526736,
2023-01-20 10:00:00,40.02875420823447,
2023-01-20 10:30:00,29.270419747677956,
2023-01-20 12:00:00,16.858502534267323,
2023-01-20 13:30:00,21.513503919119493,
2023-01-20 15:00:00,31.507251922367196,
2023-01-20 15:30:30,31.507251922367196,
2023-01-20 23:59:59,26.319641492034187,w
2023-01-23 00:00:00,34.39264860515684,
2023-01-23 10:00:00,36.40034632476901,
2023-01-23 10:30:00,24.72621979599416,
2023-01-23 12:00:00,31.51620614632882,
2023-01-23 13:30:00,25.117200948409952,
2023-01-23 15:00:00,20.083125010224997,
2023-01-23 15:30:30,20.083125010224997,
2023-01-23 23:59:59,25.075541645047245,c
2023-01-24 00:00:00,-42.146357391720315,
2023-01-24 10:00:00,17.529316087428548,
2023-01-24 10:30:00,18.63687263858582,
2023-01-24 12:00:00,6.389529995022556,
2023-01-24 13:30:00,3.8802345307550112,
2023-01-24 15:00:00,2.380714463517485,
2023-01-24 15:30:30,2.380714463517485,
2023-01-24 23:59:59,0.0,a
2023-01-25 00:00:00,6.531760208870992,
2023-01-25 10:00:00,-9.653714522985297,
2023-01-25 10:30:00,-7.865362831052828,
2023-01-25 12:00:00,-13.363081975733209,
2023-01-25 13:30:00,-17.154578864074708,
2023-01-25 15:00:00,-30.474265165118226,
2023-01-25 15:30:30,-30.474265165118226,
2023-01-25 23:59:59,-38.07237569060691,c
2023-01-26 00:00:00,-41.6433225768607,
2023-01-26 10:00:00,-13.218542240410223,
2023-01-26 10:30:00,-14.566872571221865,
2023-01-26 12:00:00,-27.219036675898245,
2023-01-26 13:30:00,-23.670518974676643,
2023-01-26 15:00:00,-31.262090815712405,
2023-01-26 15:30:30,-31.262090815712405,
2023-01-26 23:59:59,-33.99130143701619,c
2023-01-27 00:00:00,-0.18081632108071943,
2023-01-27 10:00:00,6.0884605793654885,
2023-01-27 10:30:00,12.952786749867279,
2023-01-27 12:00:00,7.7834786365284145,
2023-01-27 13:30:00,14.37696602003762,
2023-01-27 15:00:00,12.127912839255949,
2023-01-27 15:30:30,12.127912839255949,
2023-01-27 23:59:59,3.8269766078568352,w
2023-01-30 00:00:00,3.541759944908854,
2023-01-30 10:00:00,16.814546028421738,
2023-01-30 10:30:00,11.362191458052202,
2023-01-30 12:00:00,20.97585135116021,
2023-01-30 13:30:00,22.373266732476203,
2023-01-30 15:00:00,11.846165035769594,
2023-01-30 15:30:30,11.846165035769594,
2023-01-30 23:59:59,-0.05417487818315436,c
2023-01-31 00:00:00,10.42599691340937,
2023-01-31 10:00:00,19.764671128560174,
2023-01-31 10:30:00,16.469145375219334,
2023-01-31 12:00:00,25.70870462666064,
2023-01-31 13:30:00,24.32859322700383,
2023-01-31 15:00:00,26.672072258524146,
2023-01-31 15:30:30,26.672072258524146,
2023-01-31 23:59:59,39.39431728758206,e
2023-02-01 00:00:00,37.872726820434,
2023-02-01 10:00:00,35.303551841988245,
2023-02-01 10:30:00,33.30104619200636,
2023-02-01 12:00:00,36.88072423265455,
2023-02-01 13:30:00,38.432743516707625,
2023-02-01 15:00:00,30.104213672292666,
2023-02-01 15:30:30,30.104213672292666,
2023-02-01 23:59:59,29.853607213981242,c
2023-02-02 00:00:00,41.050864428978265,
2023-02-02 10:00:00,52.52083149804924,
2023-02-02 10:30:00,64.13257709672521,
2023-02-02 12:00:00,94.94602775737067,
2023-02-02 13:30:00,100.00156958067615,
2023-02-02 15:00:00,101.86880762799424,
2023-02-02 15:30:30,101.86880762799424,
2023-02-02 23:59:59,97.55805148225627,c
2023-02-03 00:00:00,52.20417277309611,
2023-02-03 10:00:00,47.346036299511546,
2023-02-03 10:30:00,47.54491815891631,
2023-02-03 12:00:00,55.83349526751518,
2023-02-03 13:30:00,46.710637914951654,
2023-02-03 15:00:00,44.90085590643448,
2023-02-03 15:30:30,44.90085590643448,
2023-02-03 23:59:59,41.29019798263001,w
2023-02-06 00:00:00,43.20419736976947,
2023-02-06 10:00:00,35.774696794466756,
2023-02-06 10:30:00,46.39199793034907,
2023-02-06 12:00:00,54.387833085111986,
2023-02-06 13:30:00,44.345411275551136,
2023-02-06 15:00:00,52.17840878483258,
2023-02-06 15:30:30,52.17840878483258,
2023-02-06 23:59:59,51.05629859706068,c
2023-02-07 00:00:00,47.531393018408544,
2023-02-07 10:00:00,40.356288075999494,
2023-02-07 10:30:00,32.33635279526697,
2023-02-07 12:00:00,31.326643739880275,
2023-02-07 13:30:00,26.261562816497367,
2023-02-07 15:00:00,30.762136245973373,
2023-02-07 15:30:30,30.762136245973373,
2023-02-07 23:59:59,35.631120651151925,c
2023-02-08 00:00:00,20.527686067310817,
2023-02-08 10:00:00,13.908238309789759,
2023-02-08 10:30:00,13.714069287476455,
2023-02-08 12:00:00,11.004815631020627,
2023-02-08 13:30:00,13.627526391944677,
2023-02-08 15:00:00,21.83563204084806,
2023-02-08 15:30:30,21.83563204084806,
2023-02-08 23:59:59,23.106966313833347,c
2023-02-09 00:00:00,32.53771550633383,
2023-02-09 10:00:00,30.160989661178867,
2023-02-09 10:30:00,22.988019993547248,
2023-02-09 12:00:00,33.01016987673979,
2023-02-09 13:30:00,35.89566315677367,
2023-02-09 15:00:00,29.248011451899508,
2023-02-09 15:30:30,29.248011451899508,
2023-02-09 23:59:59,24.91381221949066,c
2023-02-10 00:00:00,18.4825690624266,
2023-02-10 10:00:00,2.5392637859375427,
2023-02-10 10:30:00,-0.2526919646602295,
2023-02-10 12:00:00,-2.4186760042953566,
2023-02-10 13:30:00,-2.4359282769806114,
2023-02-10 15:00:00,-1.1505698309501255,
2023-02-10 15:30:30,-1.1505698309501255,
2023-02-10 23:59:59,-3.2802525200007366,w
2023-02-13 00:00:00,-13.301914395920477,
2023-02-13 10:00:00,-12.576408421397211,
2023-02-13 10:30:00,-13.99689886559851,
2023-02-13 12:00:00,-8.454363399106818,
2023-02-13 13:30:00,-8.223129933751423,
2023-02-13 15:00:00,-12.359054120113832,
2023-02-13 15:30:30,-12.359054120113832,
2023-02-13 23:59:59,-5.746636370973697,c
2023-02-14 00:00:00,-18.131657918712214,
2023-02-14 10:00:00,-0.18990755770170864,
2023-02-14 10:30:00,3.3528182327862623,
2023-02-14 12:00:00,19.4366806140221,
2023-02-14 13:30:00,14.594590130533966,
2023-02-14 15:00:00,11.886769465630387,
2023-02-14 15:30:30,11.886769465630387,
2023-02-14 23:59:59,21.60601415665193,c
