date,SPHD_HEDGED_2023_Q1,meta
2023-01-03 00:00:00,-123.81414455543649,
2023-01-03 10:00:00,-123.2636496587007,
2023-01-03 10:30:00,-117.08262996888786,
2023-01-03 12:00:00,-110.21077960733798,
2023-01-03 13:30:00,-111.62718035918903,
2023-01-03 15:00:00,-105.18880932508746,
2023-01-03 15:30:30,-105.18880932508746,
2023-01-03 23:59:59,-109.29841868014296,c
2023-01-04 00:00:00,-115.19217765323694,
2023-01-04 10:00:00,-111.62339092673022,
2023-01-04 10:30:00,-97.97129948826867,
2023-01-04 12:00:00,-80.77424255394885,
2023-01-04 13:30:00,-77.33939000324897,
2023-01-04 15:00:00,-73.20092205035422,
2023-01-04 15:30:30,-73.20092205035422,
2023-01-04 23:59:59,-84.14385362807394,c
2023-01-05 00:00:00,-91.50025273023883,
2023-01-05 10:00:00,-104.19033111813236,
2023-01-05 10:30:00,-96.21111381466957,
2023-01-05 12:00:00,-102.19880287687423,
2023-01-05 13:30:00,-108.4020054301035,
2023-01-05 15:00:00,-97.14315960086594,
2023-01-05 15:30:30,-97.14315960086594,
2023-01-05 23:59:59,-105.26540175954199,c
2023-01-06 00:00:00,-113.3471979158137,
2023-01-06 10:00:00,-133.84389809091613,
2023-01-06 10:30:00,-130.28914573988533,
2023-01-06 12:00:00,-122.36805632439601,
2023-01-06 13:30:00,-108.97310014469848,
2023-01-06 15:00:00,-110.59058789994424,
2023-01-06 15:30:30,-110.59058789994424,
2023-01-06 23:59:59,-123.76535633649368,w
2023-01-09 00:00:00,-118.62595315530731,
2023-01-09 10:00:00,-112.18188368042118,
2023-01-09 10:30:00,-108.37582946055502,
2023-01-09 12:00:00,-104.0883348697918,
2023-01-09 13:30:00,-97.95263886722988,
2023-01-09 15:00:00,-112.71369865867808,
2023-01-09 15:30:30,-112.71369865867808,
2023-01-09 23:59:59,-110.50798688016133,c
2023-01-10 00:00:00,-114.30800266677667,
2023-01-10 10:00:00,-95.87922112165646,
2023-01-10 10:30:00,-98.72878460768013,
2023-01-10 12:00:00,-92.34626183705024,
2023-01-10 13:30:00,-91.11576020841935,
2023-01-10 15:00:00,-89.0502165881993,
2023-01-10 15:30:30,-89.0502165881993,
2023-01-10 23:59:59,-86.42756543756025,c
2023-01-11 00:00:00,-87.21539821634553,
2023-01-11 10:00:00,-69.52546121390237,
2023-01-11 10:30:00,-58.83034114837317,
2023-01-11 12:00:00,-61.28434950689008,
2023-01-11 13:30:00,-57.084752105830944,
2023-01-11 15:00:00,-52.27515020231104,
2023-01-11 15:30:30,-52.27515020231104,
2023-01-11 23:59:59,-47.880301923401944,c
2023-01-12 00:00:00,-47.74903229849197,
2023-01-12 10:00:00,-58.88344840241483,
2023-01-12 10:30:00,-49.42218319138111,
2023-01-12 12:00:00,-50.08458946209833,
2023-01-12 13:30:00,-43.32489091827313,
2023-01-12 15:00:00,-34.712193033980896,
2023-01-12 15:30:30,-34.712193033980896,
2023-01-12 23:59:59,-33.736474116936904,c
2023-01-13 00:00:00,-39.878165953826176,
2023-01-13 10:00:00,-27.22498234058941,
2023-01-13 10:30:00,-18.21302091325679,
2023-01-13 12:00:00,-16.609363565401317,
2023-01-13 13:30:00,-20.608883291638527,
2023-01-13 15:00:00,-21.007659453761185,
2023-01-13 15:30:30,-21.007659453761185,
2023-01-13 23:59:59,-25.985534865409136,w
2023-01-16 00:00:00,-25.985534865409136,
2023-01-16 10:00:00,-25.985534865409136,
2023-01-16 10:30:00,-25.985534865409136,
2023-01-16 12:00:00,-25.985534865409136,
2023-01-16 13:30:00,-25.985534865409136,
2023-01-16 15:00:00,-25.985534865409136,
2023-01-16 15:30:30,-25.985534865409136,
2023-01-16 23:59:59,-25.985534865409136,c
2023-01-17 00:00:00,-18.967433559656634,
2023-01-17 10:00:00,-37.839494812348605,
2023-01-17 10:30:00,-36.128474147209474,
2023-01-17 12:00:00,-31.462751344199503,
2023-01-17 13:30:00,-29.956640759197718,
2023-01-17 15:00:00,-34.720132806254185,
2023-01-17 15:30:30,-34.720132806254185,
2023-01-17 23:59:59,-30.823603467609505,c
2023-01-18 00:00:00,-21.01537899125841,
2023-01-18 10:00:00,-18.486026623887085,
2023-01-18 10:30:00,-2.3029286489376375,
2023-01-18 12:00:00,-9.478076721049476,
2023-01-18 13:30:00,-4.8558845710178105,
2023-01-18 15:00:00,5.394645509807113,
