date,AS_KWEB_2022_Q2,meta
2022-05-17 00:00:00,205.96475438510586,
2022-05-17 01:00:00,205.96475438510586,
2022-05-17 02:30:00,230.6527051737906,
2022-05-17 03:00:00,212.0873508728591,
2022-05-17 18:30:00,212.0873508728591,
2022-05-17 20:00:00,212.0873508728591,
2022-05-17 23:00:00,256.0231379090722,
2022-05-17 23:59:59,274.40027392018055,c
2022-05-18 00:00:00,247.50645046630518,
2022-05-18 01:00:00,247.50645046630518,
2022-05-18 02:30:00,236.1910232569423,
2022-05-18 03:00:00,243.46913694179335,
2022-05-18 18:30:00,243.46913694179335,
2022-05-18 20:00:00,243.46913694179335,
2022-05-18 23:00:00,273.2171252002627,
2022-05-18 23:59:59,275.75731778082354,c
2022-05-19 00:00:00,274.34375319440187,
2022-05-19 01:00:00,274.34375319440187,
2022-05-19 02:30:00,299.76248377355586,
2022-05-19 03:00:00,294.60228202496273,
2022-05-19 18:30:00,294.60228202496273,
2022-05-19 20:00:00,294.60228202496273,
2022-05-19 23:00:00,298.96339927477817,
2022-05-19 23:59:59,303.6276460601649,c
2022-05-20 00:00:00,272.17631396784145,
2022-05-20 01:00:00,272.17631396784145,
2022-05-20 02:30:00,281.91730682128735,
2022-05-20 03:00:00,275.9917624585314,
2022-05-20 18:30:00,275.9917624585314,
2022-05-20 20:00:00,275.9917624585314,
2022-05-20 23:00:00,275.9917624585314,
2022-05-20 23:59:59,306.51840774843396,w
2022-05-23 00:00:00,259.35570496295975,
2022-05-23 01:00:00,259.35570496295975,
2022-05-23 02:30:00,271.51866214255864,
2022-05-23 03:00:00,298.44221066121617,
2022-05-23 18:30:00,298.44221066121617,
2022-05-23 20:00:00,298.44221066121617,
2022-05-23 23:00:00,286.87682156407897,
2022-05-23 23:59:59,281.0327292736875,c
2022-05-24 00:00:00,303.0065377523939,
2022-05-24 01:00:00,303.0065377523939,
2022-05-24 02:30:00,341.5433864440078,
2022-05-24 03:00:00,341.37440555695224,
2022-05-24 18:30:00,341.37440555695224,
2022-05-24 20:00:00,341.37440555695224,
2022-05-24 23:00:00,322.8927477623471,
2022-05-24 23:59:59,361.3346388857198,c
2022-05-25 00:00:00,346.1847532110895,
2022-05-25 01:00:00,346.1847532110895,
2022-05-25 02:30:00,325.8398277107742,
2022-05-25 03:00:00,313.834647517208,
2022-05-25 18:30:00,313.834647517208,
2022-05-25 20:00:00,313.834647517208,
2022-05-25 23:00:00,345.91335740074413,
2022-05-25 23:59:59,379.03199621139026,c
2022-05-26 00:00:00,347.25317059242803,
2022-05-26 01:00:00,347.25317059242803,
2022-05-26 02:30:00,324.3498681191167,
2022-05-26 03:00:00,305.0821565430913,
2022-05-26 18:30:00,305.0821565430913,
2022-05-26 20:00:00,305.0821565430913,
2022-05-26 23:00:00,262.63228728672937,
2022-05-26 23:59:59,245.0170111994134,c
2022-05-27 00:00:00,136.10012386918788,
2022-05-27 01:00:00,136.10012386918788,
2022-05-27 02:30:00,142.80749994050666,
2022-05-27 03:00:00,158.88772524683958,
2022-05-27 18:30:00,158.88772524683958,
2022-05-27 20:00:00,158.88772524683958,
2022-05-27 23:00:00,158.88772524683958,
2022-05-27 23:59:59,184.51518044192125,w
2022-05-30 00:00:00,218.02074753745546,
2022-05-30 01:00:00,218.02074753745546,
2022-05-30 02:30:00,253.26091215184326,
2022-05-30 03:00:00,237.52843278869776,
2022-05-30 18:30:00,237.52843278869776,
2022-05-30 20:00:00,237.52843278869776,
2022-05-30 23:00:00,267.6141836443501,
2022-05-30 23:59:59,228.17037150117312,c
2022-05-31 00:00:00,208.08107443017198,
2022-05-31 01:00:00,208.08107443017198,
2022-05-31 02:30:00,134.73230168472224,
2022-05-31 03:00:00,142.64758572519156,
2022-05-31 18:30:00,142.64758572519156,
2022-05-31 20:00:00,142.64758572519156,
2022-05-31 23:00:00,11.088823088520883,
2022-05-31 23:59:59,0.0,a
2022-06-01 00:00:00,73.80249173697877,
2022-06-01 01:00:00,73.80249173697877,
2022-06-01 02:30:00,62.95978980170162,
2022-06-01 03:00:00,77.48176006239237,
2022-06-01 18:30:00,77.48176006239237,
2022-06-01 20:00:00,77.48176006239237,
2022-06-01 23:00:00,85.76592624091325,
2022-06-01 23:59:59,87.51824190400964,c
2022-06-02 00:00:00,58.929644962708096,
2022-06-02 01:00:00,58.929644962708096,
2022-06-02 02:30:00,81.14943556296191,
2022-06-02 03:00:00,77.5035722312893,
2022-06-02 18:30:00,77.5035722312893,
2022-06-02 20:00:00,77.5035722312893,
2022-06-02 23:00:00,77.5035722312893,
2022-06-02 23:59:59,80.52454994661076,c
2022-06-03 00:00:00,80.52454994661076,
2022-06-03 01:00:00,80.52454994661076,
2022-06-03 02:30:00,80.52454994661076,
2022-06-03 03:00:00,80.52454994661076,
2022-06-03 18:30:00,80.52454994661076,
2022-06-03 20:00:00,80.52454994661076,
2022-06-03 23:00:00,80.52454994661076,
2022-06-03 23:59:59,80.52454994661076,w
2022-06-06 00:00:00,120.69390092867857,
2022-06-06 01:00:00,120.69390092867857,
2022-06-06 02:30:00,90.19220116821094,
2022-06-06 03:00:00,89.76743069480437,
2022-06-06 18:30:00,89.76743069480437,
2022-06-06 20:00:00,89.76743069480437,
2022-06-06 23:00:00,124.51212165139731,
2022-06-06 23:59:59,108.82643537836094,c
2022-06-07 00:00:00,87.04891583713822,
2022-06-07 01:00:00,87.04891583713822,
2022-06-07 02:30:00,73.38149143144267,
2022-06-07 03:00:00,87.09322968311585,
2022-06-07 18:30:00,87.09322968311585,
2022-06-07 20:00:00,87.09322968311585,
2022-06-07 23:00:00,128.98361317312043,
2022-06-07 23:59:59,160.47281773359543,c
2022-06-08 00:00:00,205.7981506618277,
2022-06-08 01:00:00,205.7981506618277,
2022-06-08 02:30:00,255.5043892823872,
2022-06-08 03:00:00,268.00500224960655,
2022-06-08 18:30:00,268.00500224960655,
2022-06-08 20:00:00,268.00500224960655,
2022-06-08 23:00:00,252.77104119326242,
2022-06-08 23:59:59,241.91709938022473,c
2022-06-09 00:00:00,247.7898904395422,
2022-06-09 01:00:00,247.7898904395422,
2022-06-09 02:30:00,265.1072001463211,
2022-06-09 03:00:00,268.078444492457,
2022-06-09 18:30:00,268.078444492457,
2022-06-09 20:00:00,268.078444492457,
2022-06-09 23:00:00,295.7962650278472,
2022-06-09 23:59:59,343.67871138266895,c
2022-06-10 00:00:00,318.8129797193773,
2022-06-10 01:00:00,318.8129797193773,
2022-06-10 02:30:00,274.8822379068372,
2022-06-10 03:00:00,327.16455066668925,
2022-06-10 18:30:00,327.16455066668925,
2022-06-10 20:00:00,327.16455066668925,
2022-06-10 23:00:00,327.16455066668925,
2022-06-10 23:59:59,343.58858279297027,e
2022-06-13 00:00:00,236.46338515143515,
2022-06-13 01:00:00,236.46338515143515,
2022-06-13 02:30:00,202.57276102934162,
2022-06-13 03:00:00,199.09895924673413,
2022-06-13 18:30:00,199.09895924673413,
2022-06-13 20:00:00,199.09895924673413,
2022-06-13 23:00:00,169.22445987789075,
2022-06-13 23:59:59,151.79691649546706,c
2022-06-14 00:00:00,212.56891202516042,
2022-06-14 01:00:00,212.56891202516042,
2022-06-14 02:30:00,243.6222333672685,
2022-06-14 03:00:00,242.7655272451504,
2022-06-14 18:30:00,242.7655272451504,
2022-06-14 20:00:00,242.7655272451504,
2022-06-14 23:00:00,124.56097544752095,
2022-06-14 23:59:59,173.6671759462894,c
2022-06-15 00:00:00,142.97288339912808,
2022-06-15 01:00:00,142.97288339912808,
2022-06-15 02:30:00,213.76261676287768,
2022-06-15 03:00:00,186.82198611741404,
2022-06-15 18:30:00,186.82198611741404,
2022-06-15 20:00:00,186.82198611741404,
2022-06-15 23:00:00,140.59110460451495,
2022-06-15 23:59:59,134.6499666030079,c
2022-06-16 00:00:00,142.35652645743835,
2022-06-16 01:00:00,142.35652645743835,
2022-06-16 02:30:00,215.19839067383123,
2022-06-16 03:00:00,211.69570304948758,
2022-06-16 18:30:00,211.69570304948758,
2022-06-16 20:00:00,211.69570304948758,
2022-06-16 23:00:00,188.45600204547802,
2022-06-16 23:59:59,204.7107807514025,c
2022-06-17 00:00:00,207.71181724393017,
2022-06-17 01:00:00,207.71181724393017,
2022-06-17 02:30:00,188.10702025777402,
2022-06-17 03:00:00,179.61689271390355,
2022-06-17 18:30:00,179.61689271390355,
2022-06-17 20:00:00,179.61689271390355,
2022-06-17 23:00:00,179.61689271390355,
2022-06-17 23:59:59,148.95891190461046,w
2022-06-20 00:00:00,123.47087319983353,
2022-06-20 01:00:00,123.47087319983353,
2022-06-20 02:30:00,150.06093002969715,
2022-06-20 03:00:00,176.46473827434073,
2022-06-20 18:30:00,176.46473827434073,
2022-06-20 20:00:00,176.46473827434073,
2022-06-20 23:00:00,207.5337530563077,
2022-06-20 23:59:59,251.70796560407638,c
2022-06-21 00:00:00,243.91081762929673,
2022-06-21 01:00:00,243.91081762929673,
2022-06-21 02:30:00,250.27461875997363,
2022-06-21 03:00:00,245.6824250561894,
2022-06-21 18:30:00,245.6824250561894,
2022-06-21 20:00:00,245.6824250561894,
2022-06-21 23:00:00,232.24902227857132,
2022-06-21 23:59:59,228.96311483479946,c
2022-06-22 00:00:00,220.61808864716306,
2022-06-22 01:00:00,220.61808864716306,
2022-06-22 02:30:00,151.94611499557323,
2022-06-22 03:00:00,177.16914710475507,
2022-06-22 18:30:00,177.16914710475507,
2022-06-22 20:00:00,177.16914710475507,
2022-06-22 23:00:00,126.93972125577832,
2022-06-22 23:59:59,124.78232834240339,c
2022-06-23 00:00:00,139.90849094140225,
2022-06-23 01:00:00,139.90849094140225,
2022-06-23 02:30:00,172.4359802330933,
2022-06-23 03:00:00,173.80217532048678,
2022-06-23 18:30:00,173.80217532048678,
2022-06-23 20:00:00,173.80217532048678,
2022-06-23 23:00:00,164.05450185156906,
2022-06-23 23:59:59,178.37245926363352,c
2022-06-24 00:00:00,200.17290702509862,
2022-06-24 01:00:00,200.17290702509862,
2022-06-24 02:30:00,145.96788927358082,
2022-06-24 03:00:00,153.23149410397932,
2022-06-24 18:30:00,153.23149410397932,
2022-06-24 20:00:00,153.23149410397932,
2022-06-24 23:00:00,153.23149410397932,
2022-06-24 23:59:59,186.99695732226323,w
