date,KOMP_2021_Q4,meta
2021-11-19 00:00:00,292.30469136934926,
2021-11-19 10:00:00,325.45756529988216,
2021-11-19 10:30:00,331.2565027567889,
2021-11-19 12:00:00,351.74239907713877,
2021-11-19 13:30:00,353.68371533806317,
2021-11-19 15:00:00,367.2991194100846,
2021-11-19 15:30:30,367.2991194100846,
2021-11-19 23:59:59,367.4182662596254,w
2021-11-22 00:00:00,413.78442580926367,
2021-11-22 10:00:00,391.0145983981388,
2021-11-22 10:30:00,384.46922905941915,
2021-11-22 12:00:00,344.8180697379987,
2021-11-22 13:30:00,349.8303399949666,
2021-11-22 15:00:00,335.1914266746644,
2021-11-22 15:30:30,335.1914266746644,u
2021-11-22 23:59:59,330.31095390646465,c
2021-11-23 00:00:00,308.0424606323504,
2021-11-23 10:00:00,284.385429675953,
2021-11-23 10:30:00,233.2241784031496,
2021-11-23 12:00:00,229.53884358140408,
2021-11-23 13:30:00,219.4637442575056,
2021-11-23 15:00:00,228.52939250140298,
2021-11-23 15:30:30,228.52939250140298,
2021-11-23 23:59:59,247.46082467901738,c
2021-11-24 00:00:00,244.2440320038138,
2021-11-24 10:00:00,230.09015441602264,
2021-11-24 10:30:00,257.32688448038994,
2021-11-24 12:00:00,286.03197983104724,
2021-11-24 13:30:00,282.5636819315,
2021-11-24 15:00:00,273.7607162054833,
2021-11-24 15:30:30,273.7607162054833,
2021-11-24 23:59:59,275.67348286811443,c
2021-11-25 00:00:00,275.67348286811443,
2021-11-25 10:00:00,275.67348286811443,
2021-11-25 10:30:00,275.67348286811443,
2021-11-25 12:00:00,275.67348286811443,
2021-11-25 13:30:00,275.67348286811443,
2021-11-25 15:00:00,275.67348286811443,
2021-11-25 15:30:30,275.67348286811443,
2021-11-25 23:59:59,275.67348286811443,c
2021-11-26 00:00:00,267.1728172322287,
2021-11-26 10:00:00,300.4901405288101,
2021-11-26 10:30:00,300.517327936391,
2021-11-26 12:00:00,300.6105067797621,
2021-11-26 13:30:00,300.6105067797621,
2021-11-26 15:00:00,300.6105067797621,
2021-11-26 15:30:30,300.6105067797621,
2021-11-26 23:59:59,289.6662160069218,w
2021-11-29 00:00:00,306.4223965376427,
2021-11-29 10:00:00,288.1427551550719,
2021-11-29 10:30:00,255.17500210193953,
2021-11-29 12:00:00,297.4855246520042,
2021-11-29 13:30:00,311.44475100112845,
2021-11-29 15:00:00,305.9460377171231,
2021-11-29 15:30:30,305.9460377171231,
2021-11-29 23:59:59,299.56743777664315,c
2021-11-30 00:00:00,280.2721675722207,
2021-11-30 10:00:00,316.72203947292496,
2021-11-30 10:30:00,316.5744338066859,
2021-11-30 12:00:00,289.99294444932775,
2021-11-30 13:30:00,284.79602104922037,
2021-11-30 15:00:00,301.2122931590379,
2021-11-30 15:30:30,301.2122931590379,m
2021-11-30 23:59:59,331.68419620582245,c
2021-12-01 00:00:00,318.8542422111334,
2021-12-01 10:00:00,324.2854769426351,
2021-12-01 10:30:00,318.1359787523304,
2021-12-01 12:00:00,300.94028675627806,
2021-12-01 13:30:00,267.19172600200545,
2021-12-01 15:00:00,248.60954544196102,
2021-12-01 15:30:30,248.60954544196102,
2021-12-01 23:59:59,208.42053545942633,c
2021-12-02 00:00:00,201.2113503169769,
2021-12-02 10:00:00,206.93006741871204,
2021-12-02 10:30:00,163.50256942214048,
2021-12-02 12:00:00,156.7561501253614,
2021-12-02 13:30:00,150.46259318363445,
2021-12-02 15:00:00,168.04497130777088,
2021-12-02 15:30:30,168.04497130777088,
2021-12-02 23:59:59,182.3786426905333,c
2021-12-03 00:00:00,218.90678832818526,
2021-12-03 10:00:00,136.4276596704143,
2021-12-03 10:30:00,126.4476669761707,
2021-12-03 12:00:00,89.35114210360223,
2021-12-03 13:30:00,110.95301577640555,
2021-12-03 15:00:00,93.55383766774105,
2021-12-03 15:30:30,93.55383766774105,s
2021-12-03 23:59:59,104.82785543731995,w
2021-12-06 00:00:00,82.18455989805386,
2021-12-06 10:00:00,27.3383056432707,
2021-12-06 10:30:00,56.30898333891855,
2021-12-06 12:00:00,59.47254950520187,
2021-12-06 13:30:00,74.28326830113781,
2021-12-06 15:00:00,58.67966323952248,
2021-12-06 15:30:30,58.67966323952248,
2021-12-06 23:59:59,63.05241400046452,c
2021-12-07 00:00:00,91.2329999175164,
2021-12-07 10:00:00,121.88921659922892,
2021-12-07 10:30:00,110.15467231574257,
2021-12-07 12:00:00,113.50935677740574,
2021-12-07 13:30:00,115.87992555578353,
2021-12-07 15:00:00,133.75356027168937,
2021-12-07 15:30:30,133.75356027168937,
2021-12-07 23:59:59,126.09990213598314,c
2021-12-08 00:00:00,106.83939366748189,
2021-12-08 10:00:00,90.66202592474508,
2021-12-08 10:30:00,100.69350345641908,
2021-12-08 12:00:00,109.33374819114579,
2021-12-08 13:30:00,130.38824185664635,
2021-12-08 15:00:00,122.77319737479434,
2021-12-08 15:30:30,122.77319737479434,
2021-12-08 23:59:59,125.7556093128918,c
2021-12-09 00:00:00,120.77972090766605,
2021-12-09 10:00:00,108.92077661089843,
2021-12-09 10:30:00,98.5788720458894,
2021-12-09 12:00:00,91.39786873753837,
2021-12-09 13:30:00,70.96752924530574,
2021-12-09 15:00:00,49.011532009248526,
2021-12-09 15:30:30,49.011532009248526,
2021-12-09 23:59:59,56.730085270303675,c
2021-12-10 00:00:00,40.209270084523155,
2021-12-10 10:00:00,29.646903783087055,
2021-12-10 10:30:00,26.740020246708127,
2021-12-10 12:00:00,-1.3119781223526843,
2021-12-10 13:30:00,9.537198479923745,
2021-12-10 15:00:00,3.1002361577020565,
2021-12-10 15:30:30,3.1002361577020565,
2021-12-10 23:59:59,0.0,a
2021-12-13 00:00:00,68.38487818924375,
2021-12-13 10:00:00,243.84727047965657,
2021-12-13 10:30:00,250.0593572283965,
2021-12-13 12:00:00,268.5325205358856,
2021-12-13 13:30:00,299.2066726159701,
2021-12-13 15:00:00,311.48102767631144,
