date,HDV_HEDGED_2021_Q2,meta
2021-05-14 00:00:00,-98.02329950402437,
2021-05-14 10:00:00,-103.68936723527821,
2021-05-14 10:30:00,-105.08585326830261,
2021-05-14 12:00:00,-108.41445827088438,
2021-05-14 13:30:00,-107.2746338207927,
2021-05-14 15:00:00,-110.29991054463724,
2021-05-14 15:30:30,-110.29991054463724,
2021-05-14 23:59:59,-109.5677676435417,w
2021-05-17 00:00:00,-102.3982441941166,
2021-05-17 10:00:00,-107.80948431019027,
2021-05-17 10:30:00,-104.92363820639451,
2021-05-17 12:00:00,-107.47599932815896,
2021-05-17 13:30:00,-106.42197193053102,
2021-05-17 15:00:00,-107.43271283157901,
2021-05-17 15:30:30,-107.43271283157901,
2021-05-17 23:59:59,-111.27650260299905,c
2021-05-18 00:00:00,-111.9411562974025,
2021-05-18 10:00:00,-116.31971141366836,
2021-05-18 10:30:00,-119.89802801214736,
2021-05-18 12:00:00,-116.21305456375055,
2021-05-18 13:30:00,-112.71329199433403,
2021-05-18 15:00:00,-114.18024082546947,
2021-05-18 15:30:30,-114.18024082546947,
2021-05-18 23:59:59,-110.65214979203175,c
2021-05-19 00:00:00,-107.89270310526915,
2021-05-19 10:00:00,-86.85009167620245,
2021-05-19 10:30:00,-83.59202831782282,
2021-05-19 12:00:00,-82.46719417167913,
2021-05-19 13:30:00,-88.52897683576906,
2021-05-19 15:00:00,-92.59821045277725,
2021-05-19 15:30:30,-92.59821045277725,
2021-05-19 23:59:59,-91.40759981040662,c
2021-05-20 00:00:00,-84.8395023974529,
2021-05-20 10:00:00,-88.43112523170022,
2021-05-20 10:30:00,-91.81407811540858,
2021-05-20 12:00:00,-91.55062922985519,
2021-05-20 13:30:00,-89.63686966059274,
2021-05-20 15:00:00,-86.59451829484088,
2021-05-20 15:30:30,-86.59451829484088,
2021-05-20 23:59:59,-87.3221047868784,c
2021-05-21 00:00:00,-86.59946626944011,
2021-05-21 10:00:00,-83.36354572634775,
2021-05-21 10:30:00,-80.16258215289581,
2021-05-21 12:00:00,-81.4248056939275,
2021-05-21 13:30:00,-82.44890698195815,
2021-05-21 15:00:00,-77.87544221628667,
2021-05-21 15:30:30,-77.87544221628667,
2021-05-21 23:59:59,-74.17295471205456,w
2021-05-24 00:00:00,-76.08738471124764,
2021-05-24 10:00:00,-68.16764734942909,
2021-05-24 10:30:00,-65.94930457933269,
2021-05-24 12:00:00,-63.72350917983779,
2021-05-24 13:30:00,-65.31504023261482,
2021-05-24 15:00:00,-62.69691307102845,
2021-05-24 15:30:30,-62.69691307102845,
2021-05-24 23:59:59,-60.59946446136411,c
2021-05-25 00:00:00,-61.03086998021509,
2021-05-25 10:00:00,-66.5857758819161,
2021-05-25 10:30:00,-67.2328940748952,
2021-05-25 12:00:00,-66.89774089771075,
2021-05-25 13:30:00,-66.63296149710915,
2021-05-25 15:00:00,-60.928021640024795,
2021-05-25 15:30:30,-60.928021640024795,
2021-05-25 23:59:59,-58.050330108827254,c
2021-05-26 00:00:00,-73.3574669238616,
2021-05-26 10:00:00,-65.4671962642214,
2021-05-26 10:30:00,-61.76066029131256,
2021-05-26 12:00:00,-61.06862890171878,
2021-05-26 13:30:00,-61.51386920562369,
2021-05-26 15:00:00,-58.27916604119646,
2021-05-26 15:30:30,-58.27916604119646,
2021-05-26 23:59:59,-53.68284395109339,c
2021-05-27 00:00:00,-58.43225478561121,
2021-05-27 10:00:00,-66.97893856730717,
2021-05-27 10:30:00,-65.11084013981367,
2021-05-27 12:00:00,-63.378403609946275,
2021-05-27 13:30:00,-67.90658358927448,
2021-05-27 15:00:00,-70.37397603635186,
2021-05-27 15:30:30,-70.37397603635186,m
2021-05-27 23:59:59,-81.47274909425275,c
2021-05-28 00:00:00,-77.64832826707182,
2021-05-28 10:00:00,-81.61429014833632,
2021-05-28 10:30:00,-77.00973899954495,
2021-05-28 12:00:00,-76.088523275863,
2021-05-28 13:30:00,-76.48707279897954,
2021-05-28 15:00:00,-73.61032222120717,
2021-05-28 15:30:30,-73.61032222120717,
2021-05-28 23:59:59,-72.02064091641512,w
2021-05-31 00:00:00,-72.02064091641512,
2021-05-31 10:00:00,-72.02064091641512,
2021-05-31 10:30:00,-72.02064091641512,
2021-05-31 12:00:00,-72.02064091641512,
2021-05-31 13:30:00,-72.02064091641512,
2021-05-31 15:00:00,-72.02064091641512,
2021-05-31 15:30:30,-72.02064091641512,s
2021-05-31 23:59:59,-72.02064091641512,c
2021-06-01 00:00:00,-72.73295247250577,
2021-06-01 10:00:00,-79.44427133449926,
2021-06-01 10:30:00,-78.64214443790324,
2021-06-01 12:00:00,-81.55210826486038,
2021-06-01 13:30:00,-83.79260447434577,
2021-06-01 15:00:00,-82.17784752317428,
2021-06-01 15:30:30,-82.17784752317428,
2021-06-01 23:59:59,-81.43625772219168,c
2021-06-02 00:00:00,-88.27376389035518,
2021-06-02 10:00:00,-79.55197777999341,
2021-06-02 10:30:00,-88.20761373545143,
2021-06-02 12:00:00,-90.48641891207718,
2021-06-02 13:30:00,-86.33899989622012,
2021-06-02 15:00:00,-87.90913685298644,
2021-06-02 15:30:30,-87.90913685298644,
2021-06-02 23:59:59,-89.48890391905843,c
2021-06-03 00:00:00,-94.01136958697606,
2021-06-03 10:00:00,-90.02602830581172,
2021-06-03 10:30:00,-97.96371067735505,
2021-06-03 12:00:00,-94.84282680244101,
2021-06-03 13:30:00,-90.71021225087073,
2021-06-03 15:00:00,-85.49087800473359,
2021-06-03 15:30:30,-85.49087800473359,
2021-06-03 23:59:59,-81.25411683423376,c
2021-06-04 00:00:00,-81.22463499508835,
2021-06-04 10:00:00,-75.9984537302467,
2021-06-04 10:30:00,-73.61433044607465,
2021-06-04 12:00:00,-70.8223575564354,
2021-06-04 13:30:00,-79.8461399804627,
2021-06-04 15:00:00,-81.86635131007957,
2021-06-04 15:30:30,-81.86635131007957,
2021-06-04 23:59:59,-79.99885181308022,w
2021-06-07 00:00:00,-78.91929719506071,
2021-06-07 10:00:00,-72.2906215210892,
2021-06-07 10:30:00,-73.86627572187332,
2021-06-07 12:00:00,-71.04927228447222,
2021-06-07 13:30:00,-71.12376669000157,
2021-06-07 15:00:00,-70.63199031245522,
2021-06-07 15:30:30,-70.63199031245522,
2021-06-07 23:59:59,-67.12001515221873,c
2021-06-08 00:00:00,-67.27023637368346,
2021-06-08 10:00:00,-62.102590486414215,
2021-06-08 10:30:00,-68.41991333562397,
2021-06-08 12:00:00,-73.60109470279026,
2021-06-08 13:30:00,-69.71207708455968,
2021-06-08 15:00:00,-75.63015069285589,
2021-06-08 15:30:30,-75.63015069285589,
2021-06-08 23:59:59,-77.02659716775223,c
2021-06-09 00:00:00,-70.04235455024659,
2021-06-09 10:00:00,-58.53374662812894,
2021-06-09 10:30:00,-60.77815827050355,
2021-06-09 12:00:00,-61.42991342236648,
2021-06-09 13:30:00,-56.511714789551604,
2021-06-09 15:00:00,-57.84938245296631,
2021-06-09 15:30:30,-57.84938245296631,
2021-06-09 23:59:59,-59.01163930899119,c
2021-06-10 00:00:00,-64.835693402017,
2021-06-10 10:00:00,-53.79839154469224,
2021-06-10 10:30:00,-50.17967486633536,
2021-06-10 12:00:00,-51.09178232888404,
2021-06-10 13:30:00,-51.96194888656079,
2021-06-10 15:00:00,-42.24665283649463,
2021-06-10 15:30:30,-42.24665283649463,
2021-06-10 23:59:59,-38.77177901404275,c
2021-06-11 00:00:00,-34.668511916841396,
2021-06-11 10:00:00,-13.930770612630027,
2021-06-11 10:30:00,-6.011778097927873,
2021-06-11 12:00:00,-3.7270843650045435,
2021-06-11 13:30:00,-1.7815108691055457,
2021-06-11 15:00:00,-2.2168844611687746,
2021-06-11 15:30:30,-2.2168844611687746,
2021-06-11 23:59:59,0.0,a
2021-06-14 00:00:00,4.561495455785263,
2021-06-14 10:00:00,34.67532326549215,
2021-06-14 10:30:00,39.012431092881485,
2021-06-14 12:00:00,53.78572084150244,
2021-06-14 13:30:00,53.74299769631861,
2021-06-14 15:00:00,57.660122128433215,
2021-06-14 15:30:30,57.660122128433215,
2021-06-14 23:59:59,62.571088082898456,c
2021-06-15 00:00:00,64.0944464051044,
2021-06-15 10:00:00,86.10947271745133,
2021-06-15 10:30:00,89.68620367467173,
2021-06-15 12:00:00,91.33128061858795,
2021-06-15 13:30:00,89.23726676263342,
2021-06-15 15:00:00,90.69369312826603,
2021-06-15 15:30:30,90.69369312826603,
2021-06-15 23:59:59,89.61754709574845,c
2021-06-16 00:00:00,91.78156787118996,
2021-06-16 10:00:00,94.5985845224073,
2021-06-16 10:30:00,93.69587180149603,
2021-06-16 12:00:00,89.50047737246197,
2021-06-16 13:30:00,93.29802802361667,
2021-06-16 15:00:00,91.44041520174616,
2021-06-16 15:30:30,91.44041520174616,
2021-06-16 23:59:59,87.82905690344353,c
2021-06-17 00:00:00,92.31013631963594,
2021-06-17 10:00:00,97.13260245786893,
2021-06-17 10:30:00,96.13524012727365,
2021-06-17 12:00:00,95.05386532416077,
2021-06-17 13:30:00,95.85753033016323,
2021-06-17 15:00:00,100.0081974945839,
2021-06-17 15:30:30,100.0081974945839,
2021-06-17 23:59:59,97.37108925284733,c
2021-06-18 00:00:00,104.68655618918837,
2021-06-18 10:00:00,92.47638412373675,
2021-06-18 10:30:00,90.02801592318738,
2021-06-18 12:00:00,96.68284446422689,
2021-06-18 13:30:00,102.91169538573126,
2021-06-18 15:00:00,106.05409184590366,
2021-06-18 15:30:30,106.05409184590366,
2021-06-18 23:59:59,88.56642084924283,e
2021-06-21 00:00:00,87.98469832839822,
2021-06-21 10:00:00,75.2473513367695,
2021-06-21 10:30:00,64.91028581233533,
2021-06-21 12:00:00,65.12871827251553,
2021-06-21 13:30:00,67.86131582221529,
2021-06-21 15:00:00,69.39572440506961,
2021-06-21 15:30:30,69.39572440506961,
2021-06-21 23:59:59,69.32126650753185,c
2021-06-22 00:00:00,68.11643941119934,
2021-06-22 10:00:00,67.39034641024284,
2021-06-22 10:30:00,68.01462725617728,
2021-06-22 12:00:00,65.60007815297868,
2021-06-22 13:30:00,63.34734955625831,
2021-06-22 15:00:00,64.92747507502688,
2021-06-22 15:30:30,64.92747507502688,
2021-06-22 23:59:59,67.51472001196424,c
2021-06-23 00:00:00,67.54493874882633,
2021-06-23 10:00:00,59.23831335512392,
2021-06-23 10:30:00,57.202650196854165,
2021-06-23 12:00:00,61.08728306999015,
2021-06-23 13:30:00,55.792506221874106,
2021-06-23 15:00:00,56.21796432623978,
2021-06-23 15:30:30,56.21796432623978,
2021-06-23 23:59:59,58.688192151555626,c
2021-06-24 00:00:00,45.97051689948597,
2021-06-24 10:00:00,56.68952698215148,
2021-06-24 10:30:00,56.33150227276775,
2021-06-24 12:00:00,54.66243627998651,
2021-06-24 13:30:00,53.06093866766349,
2021-06-24 15:00:00,52.433967222827704,
2021-06-24 15:30:30,52.433967222827704,
2021-06-24 23:59:59,58.11447780379979,c
2021-06-25 00:00:00,49.33745059972526,
2021-06-25 10:00:00,55.77460462604705,
2021-06-25 10:30:00,56.31332771069029,
2021-06-25 12:00:00,53.48177238476245,
2021-06-25 13:30:00,52.307233443413054,
2021-06-25 15:00:00,52.724542959966385,
2021-06-25 15:30:30,52.724542959966385,
2021-06-25 23:59:59,54.99555669073695,w
2021-06-28 00:00:00,52.784191764601644,
2021-06-28 10:00:00,48.42892272717441,
2021-06-28 10:30:00,44.2129328119199,
2021-06-28 12:00:00,43.419464909475266,
2021-06-28 13:30:00,42.67328033810452,
2021-06-28 15:00:00,44.09867714535696,
2021-06-28 15:30:30,44.09867714535696,
2021-06-28 23:59:59,42.071575686469146,c
2021-06-29 00:00:00,45.410952657211,
2021-06-29 10:00:00,26.121667375620177,
2021-06-29 10:30:00,25.154625922056994,
2021-06-29 12:00:00,23.36024626353634,
2021-06-29 13:30:00,28.305793239109903,
2021-06-29 15:00:00,28.92478511474681,
2021-06-29 15:30:30,28.92478511474681,
2021-06-29 23:59:59,33.33473858385662,c
2021-06-30 00:00:00,29.57141055932243,
2021-06-30 10:00:00,27.341484657540718,
2021-06-30 10:30:00,24.71149107615952,
2021-06-30 12:00:00,21.314498992557702,
2021-06-30 13:30:00,17.133498265890722,
2021-06-30 15:00:00,21.102502816609018,
2021-06-30 15:30:30,21.102502816609018,
2021-06-30 23:59:59,18.02414945520269,c
2021-07-01 00:00:00,15.949781743971329,
2021-07-01 10:00:00,22.612182809401673,
2021-07-01 10:30:00,17.565322141954624,
2021-07-01 12:00:00,21.420965024608904,
2021-07-01 13:30:00,17.22623562512004,
2021-07-01 15:00:00,17.996983099505712,
2021-07-01 15:30:30,17.996983099505712,
2021-07-01 23:59:59,21.77407432090203,c
2021-07-02 00:00:00,26.065230966323867,
2021-07-02 10:00:00,34.96503874098005,
