date,EU_IUKD_2022_Q3,meta
2022-08-19 00:00:00,355.6585998278294,
2022-08-19 03:30:00,353.2221041867385,
2022-08-19 04:00:00,349.17106856372885,
2022-08-19 06:00:00,355.5467275013586,
2022-08-19 08:00:00,350.21370796356547,
2022-08-19 10:30:00,314.1658259858778,
2022-08-19 11:00:00,299.4617864990719,
2022-08-19 23:59:59,292.76612848488503,w
2022-08-22 00:00:00,312.05710366694166,
2022-08-22 03:30:00,267.49946712015327,
2022-08-22 04:00:00,251.3648006390857,
2022-08-22 06:00:00,222.30749211485664,
2022-08-22 08:00:00,211.13133287866492,
2022-08-22 10:30:00,193.96124968799938,
2022-08-22 11:00:00,204.64148562626886,
2022-08-22 23:59:59,203.49906830925346,c
2022-08-23 00:00:00,202.52506042569658,
2022-08-23 03:30:00,251.11651616763967,
2022-08-23 04:00:00,244.74045075224345,
2022-08-23 06:00:00,251.15564758598256,
2022-08-23 08:00:00,224.07423633419958,
2022-08-23 10:30:00,223.2052319128072,
2022-08-23 11:00:00,217.76234075314946,
2022-08-23 23:59:59,213.0614890937335,c
2022-08-24 00:00:00,197.2551743064981,
2022-08-24 03:30:00,165.5552396821018,
2022-08-24 04:00:00,165.54220933262127,
2022-08-24 06:00:00,153.2440772462946,
2022-08-24 08:00:00,158.2437323113882,
2022-08-24 10:30:00,144.36864247141213,
2022-08-24 11:00:00,139.9009244037961,
2022-08-24 23:59:59,153.31690266846917,c
2022-08-25 00:00:00,171.46105545329482,
2022-08-25 03:30:00,151.14825100361426,
2022-08-25 04:00:00,145.28600578733446,
2022-08-25 06:00:00,114.19449265133358,
2022-08-25 08:00:00,137.0018343490465,
2022-08-25 10:30:00,153.0035684303337,
2022-08-25 11:00:00,144.86003683879065,
2022-08-25 23:59:59,125.81736699478783,c
2022-08-26 00:00:00,99.28429114828907,
2022-08-26 03:30:00,107.49212374227889,
2022-08-26 04:00:00,105.73382602908327,
2022-08-26 06:00:00,102.163853128844,
2022-08-26 08:00:00,99.0715814984531,
2022-08-26 10:30:00,81.04242710859013,
2022-08-26 11:00:00,90.9569249702412,
2022-08-26 23:59:59,74.16271933261127,w
2022-08-29 00:00:00,74.16271933261127,
2022-08-29 03:30:00,74.16271933261127,
2022-08-29 04:00:00,74.16271933261127,
2022-08-29 06:00:00,74.16271933261127,
2022-08-29 08:00:00,74.16271933261127,
2022-08-29 10:30:00,74.16271933261127,
2022-08-29 11:00:00,74.16271933261127,
2022-08-29 23:59:59,74.16271933261127,c
2022-08-30 00:00:00,45.56301525061429,
2022-08-30 03:30:00,50.960909979229875,
2022-08-30 04:00:00,78.94629499698544,
2022-08-30 06:00:00,108.81057312913701,
2022-08-30 08:00:00,135.19199622868055,
2022-08-30 10:30:00,91.3790125682512,
2022-08-30 11:00:00,95.53182384376801,
2022-08-30 23:59:59,92.48060459411798,c
2022-08-31 00:00:00,104.56745400999934,
2022-08-31 03:30:00,111.99307757148836,
2022-08-31 04:00:00,108.32260547055178,
2022-08-31 06:00:00,132.4453068451455,
2022-08-31 08:00:00,131.61246348413962,
2022-08-31 10:30:00,94.17437085804069,
2022-08-31 11:00:00,92.79917145728682,
2022-08-31 23:59:59,90.98929535912508,c
2022-09-01 00:00:00,84.53285604783628,
2022-09-01 03:30:00,60.18449914793112,
2022-09-01 04:00:00,43.35083488220693,
2022-09-01 06:00:00,8.58195391931035,
2022-09-01 08:00:00,4.79254044206588,
2022-09-01 10:30:00,-7.22601138531126,
2022-09-01 11:00:00,-6.364460656465907,
2022-09-01 23:59:59,-14.693700141822896,c
2022-09-02 00:00:00,-44.100776223537,
2022-09-02 03:30:00,-40.66021487250925,
2022-09-02 04:00:00,-70.83662793529878,
2022-09-02 06:00:00,-51.98392812158047,
2022-09-02 08:00:00,-41.02829718580537,
2022-09-02 10:30:00,-25.64402011871362,
2022-09-02 11:00:00,-5.832972078924529,
2022-09-02 23:59:59,0.0,a
2022-09-05 00:00:00,5.368557318154279,
2022-09-05 03:30:00,-0.5347555328756659,
2022-09-05 04:00:00,-21.982730814456204,
2022-09-05 06:00:00,-19.74708226197496,
2022-09-05 08:00:00,-0.009069530499321132,
2022-09-05 10:30:00,-36.520643739256165,
2022-09-05 11:00:00,-35.14052029140486,
2022-09-05 23:59:59,-39.45007031653018,c
2022-09-06 00:00:00,-29.3751533793017,
2022-09-06 03:30:00,54.92502403240063,
