date,AS_ALPHADEX_COUNTRY_2022_Q2,meta
2022-03-22 00:00:00,-28.34509089934727,
2022-03-22 01:00:00,-26.83172919371532,
2022-03-22 02:30:00,-23.636474589804948,
2022-03-22 03:00:00,-21.244872626824645,
2022-03-22 18:30:00,-31.89548485562841,
2022-03-22 20:00:00,-28.8263774248976,
2022-03-22 23:00:00,-46.741921870400574,
2022-03-22 23:59:59,-48.50885518705263,c
2022-03-23 00:00:00,-53.73742723095938,
2022-03-23 01:00:00,-47.230398972589,
2022-03-23 02:30:00,-47.518448419463084,
2022-03-23 03:00:00,-46.40783369983615,
2022-03-23 18:30:00,-43.91822479035591,
2022-03-23 20:00:00,-45.67035244725139,
2022-03-23 23:00:00,-27.70330010442717,
2022-03-23 23:59:59,-26.436783864669906,c
2022-03-24 00:00:00,-18.490591088899464,
2022-03-24 01:00:00,-18.780842192538785,
2022-03-24 02:30:00,-29.15895962349373,
2022-03-24 03:00:00,-25.63772011062042,
2022-03-24 18:30:00,-22.26487680711557,
2022-03-24 20:00:00,-23.300801859321155,
2022-03-24 23:00:00,-4.3708348096133705,
2022-03-24 23:59:59,19.72759582766571,c
2022-03-25 00:00:00,11.365301135087975,
2022-03-25 01:00:00,8.390763034768042,
2022-03-25 02:30:00,12.986377324640443,
2022-03-25 03:00:00,16.63417953544922,
2022-03-25 18:30:00,16.63417953544922,
2022-03-25 20:00:00,16.63417953544922,
2022-03-25 23:00:00,16.63417953544922,
2022-03-25 23:59:59,26.82512256974178,w
2022-03-28 00:00:00,48.541721588250084,
2022-03-28 01:00:00,48.500362076697456,
2022-03-28 02:30:00,57.071937549616905,
2022-03-28 03:00:00,42.00581251097901,
2022-03-28 18:30:00,36.529303643412504,
2022-03-28 20:00:00,34.63827993704331,
2022-03-28 23:00:00,41.2847466838125,
2022-03-28 23:59:59,50.792256459008286,c
2022-03-29 00:00:00,42.10119455632889,
2022-03-29 01:00:00,39.73809510227784,
2022-03-29 02:30:00,34.279828633302486,
2022-03-29 03:00:00,37.71824863979282,
2022-03-29 18:30:00,22.816940070127202,
2022-03-29 20:00:00,23.088581367671395,
2022-03-29 23:00:00,11.964365771142411,
2022-03-29 23:59:59,4.812163212199039,c
2022-03-30 00:00:00,1.9771617432322728,
2022-03-30 01:00:00,4.384866786516795,
2022-03-30 02:30:00,-5.12483331179692,
2022-03-30 03:00:00,-8.895511230153488,
2022-03-30 18:30:00,-11.746209331191494,
2022-03-30 20:00:00,-19.681775573156074,
2022-03-30 23:00:00,9.302068335227887,
2022-03-30 23:59:59,14.005025006440974,c
2022-03-31 00:00:00,12.915975898060424,
2022-03-31 01:00:00,9.434175011087518,
2022-03-31 02:30:00,19.34839487179829,
2022-03-31 03:00:00,19.483276971039686,
2022-03-31 18:30:00,12.117769573729447,
2022-03-31 20:00:00,11.926196368777255,
2022-03-31 23:00:00,-0.7637494451516886,
2022-03-31 23:59:59,8.768508767443109,c
2022-04-01 00:00:00,2.3391093375207674,
2022-04-01 01:00:00,4.739274393077949,
2022-04-01 02:30:00,-3.7107000468447495,
2022-04-01 03:00:00,-2.4900189991803927,
2022-04-01 18:30:00,-2.4900189991803927,
2022-04-01 20:00:00,-2.4900189991803927,
2022-04-01 23:00:00,-2.4900189991803927,
2022-04-01 23:59:59,-6.973996936882713,w
2022-04-04 00:00:00,-39.150758322604815,
2022-04-04 01:00:00,-40.631166503551185,
2022-04-04 02:30:00,-49.222445593543625,
2022-04-04 03:00:00,-49.73756831797323,
2022-04-04 18:30:00,-49.42501730699837,
2022-04-04 20:00:00,-48.7640443072371,
2022-04-04 23:00:00,-31.71942613682836,
2022-04-04 23:59:59,-32.22695238331016,c
2022-04-05 00:00:00,-35.6848368647959,
2022-04-05 01:00:00,-38.20925510632719,
2022-04-05 02:30:00,-43.00868169903379,
2022-04-05 03:00:00,-42.93527945799633,
2022-04-05 18:30:00,-43.949601710688285,
2022-04-05 20:00:00,-44.03560500468461,
2022-04-05 23:00:00,7.365085953091693,
2022-04-05 23:59:59,0.0,a
2022-04-06 00:00:00,19.61210755461252,
2022-04-06 01:00:00,19.64773243121317,
2022-04-06 02:30:00,19.866040761748764,
2022-04-06 03:00:00,22.715504432901298,
2022-04-06 18:30:00,35.087947364252386,
2022-04-06 20:00:00,35.79860869873937,
2022-04-06 23:00:00,58.930773145106514,
2022-04-06 23:59:59,73.02901642429697,c
2022-04-07 00:00:00,80.96250424879213,
2022-04-07 01:00:00,80.61120061176757,
2022-04-07 02:30:00,82.34758359685043,
2022-04-07 03:00:00,88.07812545827846,
2022-04-07 18:30:00,91.74089956701687,
2022-04-07 20:00:00,91.54849607976598,
2022-04-07 23:00:00,68.96031066916407,
2022-04-07 23:59:59,76.26205570202956,c
2022-04-08 00:00:00,72.61808363750583,
2022-04-08 01:00:00,67.77297445724093,
2022-04-08 02:30:00,62.17279012562608,
2022-04-08 03:00:00,54.271600982396194,
2022-04-08 18:30:00,54.271600982396194,
2022-04-08 20:00:00,54.271600982396194,
2022-04-08 23:00:00,54.271600982396194,
2022-04-08 23:59:59,50.31066133432091,w
2022-04-11 00:00:00,91.50376715791958,
2022-04-11 01:00:00,92.648059503877,
2022-04-11 02:30:00,109.57584275590762,
2022-04-11 03:00:00,111.5588899614911,
2022-04-11 18:30:00,111.32862704861941,
2022-04-11 20:00:00,110.57446774908703,
2022-04-11 23:00:00,142.47393590347792,
2022-04-11 23:59:59,137.7900321767354,c
2022-04-12 00:00:00,139.64018055147676,
2022-04-12 01:00:00,141.28253880303055,
2022-04-12 02:30:00,128.58472774447432,
2022-04-12 03:00:00,127.64514159461942,
2022-04-12 18:30:00,131.74378757001136,
2022-04-12 20:00:00,132.30734933511553,
2022-04-12 23:00:00,82.83951134270978,
2022-04-12 23:59:59,84.87295607339229,e
2022-04-13 00:00:00,91.08058516311894,
2022-04-13 01:00:00,92.6023354433994,
2022-04-13 02:30:00,85.15448811004535,
2022-04-13 03:00:00,91.24714326480876,
2022-04-13 18:30:00,93.01110251065188,
2022-04-13 20:00:00,93.22817009264395,
2022-04-13 23:00:00,87.88994483052261,
2022-04-13 23:59:59,82.90844658857122,c
2022-04-14 00:00:00,73.57624624827986,
2022-04-14 01:00:00,76.87787366750854,
2022-04-14 02:30:00,76.87304558834558,
2022-04-14 03:00:00,84.62057373174707,
2022-04-14 18:30:00,84.62057373174707,
2022-04-14 20:00:00,84.62057373174707,
2022-04-14 23:00:00,80.37205137297406,
2022-04-14 23:59:59,76.93895123423522,c
2022-04-15 00:00:00,83.17757656553886,
2022-04-15 01:00:00,85.63462227017385,
2022-04-15 02:30:00,85.63462227017385,
2022-04-15 03:00:00,85.63462227017385,
2022-04-15 18:30:00,85.63462227017385,
2022-04-15 20:00:00,85.63462227017385,
2022-04-15 23:00:00,85.63462227017385,
2022-04-15 23:59:59,86.00932713032489,w
2022-04-18 00:00:00,94.06345511462928,
2022-04-18 01:00:00,95.50991100528609,
2022-04-18 02:30:00,93.0335823830485,
2022-04-18 03:00:00,92.78219096111343,
2022-04-18 18:30:00,91.99355918546439,
2022-04-18 20:00:00,92.09592609313063,
2022-04-18 23:00:00,100.87827150362682,
2022-04-18 23:59:59,82.16637881805514,c
2022-04-19 00:00:00,87.17823323137395,
2022-04-19 01:00:00,91.30738669226253,
2022-04-19 02:30:00,98.4112062567358,
2022-04-19 03:00:00,93.3866565418075,
2022-04-19 18:30:00,92.09904386590961,
2022-04-19 20:00:00,92.1771658382122,
2022-04-19 23:00:00,76.86633043799065,
2022-04-19 23:59:59,62.05305621419711,c
2022-04-20 00:00:00,55.737568504370984,
2022-04-20 01:00:00,51.27476312107137,
2022-04-20 02:30:00,81.96804260378667,
2022-04-20 03:00:00,78.67972002044189,
2022-04-20 18:30:00,80.4208009118945,
2022-04-20 20:00:00,81.47519522808057,
2022-04-20 23:00:00,85.94527310201397,
2022-04-20 23:59:59,98.32317826702865,c
2022-04-21 00:00:00,98.21713991495812,
2022-04-21 01:00:00,92.36052249300678,
2022-04-21 02:30:00,90.07980951666309,
2022-04-21 03:00:00,95.34117664822634,
2022-04-21 18:30:00,95.49484438884815,
2022-04-21 20:00:00,95.64683279957353,
2022-04-21 23:00:00,98.34798138392489,
2022-04-21 23:59:59,91.210772876389,c
2022-04-22 00:00:00,93.62170812975978,
2022-04-22 01:00:00,90.25442418212037,
2022-04-22 02:30:00,87.78336360316416,
2022-04-22 03:00:00,84.30277152184135,
2022-04-22 18:30:00,84.30277152184135,
2022-04-22 20:00:00,84.30277152184135,
2022-04-22 23:00:00,84.30277152184135,
2022-04-22 23:59:59,83.86439565671003,w
2022-04-25 00:00:00,118.27902516096651,
2022-04-25 01:00:00,120.71682895774234,
2022-04-25 02:30:00,132.40006133873771,
2022-04-25 03:00:00,140.88835251257115,
2022-04-25 18:30:00,139.28333140909012,
2022-04-25 20:00:00,139.58109527643956,
2022-04-25 23:00:00,127.31045183975334,
2022-04-25 23:59:59,132.33846953292914,c
2022-04-26 00:00:00,132.9760875394245,
2022-04-26 01:00:00,131.43792694127615,
2022-04-26 02:30:00,154.88773213736954,
2022-04-26 03:00:00,156.62788984772214,
2022-04-26 18:30:00,156.62788984772214,
2022-04-26 20:00:00,156.62788984772214,
2022-04-26 23:00:00,156.62788984772214,
2022-04-26 23:59:59,155.54073980452722,c
