date,R2_STAY_HEDGED_2021_Q4,meta
2021-10-08 00:00:00,333.2391042928625,
2021-10-08 10:00:00,321.2447998900748,
2021-10-08 10:30:00,328.15296794143205,
2021-10-08 12:00:00,306.4478543525165,
2021-10-08 13:30:00,279.0374956145988,
2021-10-08 15:00:00,269.4683376616149,
2021-10-08 15:30:30,269.4683376616149,
2021-10-08 23:59:59,269.5563729887631,w
2021-10-11 00:00:00,269.0096415693597,
2021-10-11 10:00:00,256.76824772810915,
2021-10-11 10:30:00,271.1807080341191,
2021-10-11 12:00:00,263.90942129112545,
2021-10-11 13:30:00,267.18882001008933,
2021-10-11 15:00:00,238.07966340586745,
2021-10-11 15:30:30,238.07966340586745,
2021-10-11 23:59:59,232.85060747016996,c
2021-10-12 00:00:00,236.79125366222388,
2021-10-12 10:00:00,223.2871726525268,
2021-10-12 10:30:00,204.0157447636907,
2021-10-12 12:00:00,210.63589336850328,
2021-10-12 13:30:00,189.67269443500436,
2021-10-12 15:00:00,180.6798215754825,
2021-10-12 15:30:30,180.6798215754825,
2021-10-12 23:59:59,183.16524534704968,c
2021-10-13 00:00:00,198.49571212683713,
2021-10-13 10:00:00,198.10679643539606,
2021-10-13 10:30:00,216.6022469417603,
2021-10-13 12:00:00,253.9575565219866,
2021-10-13 13:30:00,272.57543173080103,
2021-10-13 15:00:00,305.33560158584123,
2021-10-13 15:30:30,305.33560158584123,
2021-10-13 23:59:59,310.1142167528815,c
2021-10-14 00:00:00,349.45164833016406,
2021-10-14 10:00:00,334.7535798354729,
2021-10-14 10:30:00,355.68691590898925,
2021-10-14 12:00:00,360.9117493774538,
2021-10-14 13:30:00,345.3997216172129,
2021-10-14 15:00:00,339.2981850169763,
2021-10-14 15:30:30,339.2981850169763,
2021-10-14 23:59:59,334.03728465804306,c
2021-10-15 00:00:00,371.42630259679527,
2021-10-15 10:00:00,345.0610065663295,
2021-10-15 10:30:00,324.15608480465926,
2021-10-15 12:00:00,293.27658106467607,
2021-10-15 13:30:00,275.16012830854834,
2021-10-15 15:00:00,292.44291084146835,
2021-10-15 15:30:30,292.44291084146835,
2021-10-15 23:59:59,282.6938106237217,w
2021-10-18 00:00:00,288.48349772720803,
2021-10-18 10:00:00,246.15392683881964,
2021-10-18 10:30:00,237.53327605451204,
2021-10-18 12:00:00,206.72226230305796,
2021-10-18 13:30:00,211.14996163347087,
2021-10-18 15:00:00,178.56678908560434,
2021-10-18 15:30:30,178.56678908560434,
2021-10-18 23:59:59,183.6988286498222,c
2021-10-19 00:00:00,193.74998141011656,
2021-10-19 10:00:00,166.56687829964358,
2021-10-19 10:30:00,175.31606314022338,
2021-10-19 12:00:00,187.37353036234936,
2021-10-19 13:30:00,203.3388790496556,
2021-10-19 15:00:00,195.60724765604982,
2021-10-19 15:30:30,195.60724765604982,
2021-10-19 23:59:59,209.77394342301432,c
2021-10-20 00:00:00,194.38298143708698,
2021-10-20 10:00:00,191.33884407368214,
2021-10-20 10:30:00,233.82689592173028,
2021-10-20 12:00:00,245.07764920162435,
2021-10-20 13:30:00,234.31322785498605,
2021-10-20 15:00:00,247.44072761707866,
2021-10-20 15:30:30,247.44072761707866,
2021-10-20 23:59:59,228.46378524551028,c
2021-10-21 00:00:00,240.0317835905721,
2021-10-21 10:00:00,238.0987404776497,
2021-10-21 10:30:00,223.35557488847826,
2021-10-21 12:00:00,196.4244703781378,
2021-10-21 13:30:00,201.77104535764693,
2021-10-21 15:00:00,192.35286570790277,
2021-10-21 15:30:30,192.35286570790277,
2021-10-21 23:59:59,187.08434704767205,c
2021-10-22 00:00:00,174.13750541255285,
2021-10-22 10:00:00,157.26602989089815,
2021-10-22 10:30:00,173.62085482219754,
2021-10-22 12:00:00,146.49816049595393,
2021-10-22 13:30:00,158.73036570521208,
2021-10-22 15:00:00,166.3085711106719,
2021-10-22 15:30:30,166.3085711106719,
2021-10-22 23:59:59,174.53216532930173,w
2021-10-25 00:00:00,199.87642418216046,
2021-10-25 10:00:00,204.56659983731151,
2021-10-25 10:30:00,200.9351226670483,
2021-10-25 12:00:00,212.68109349636143,
2021-10-25 13:30:00,228.55807025266358,
2021-10-25 15:00:00,234.82979809575,
2021-10-25 15:30:30,234.82979809575,
2021-10-25 23:59:59,219.4962395959824,c
2021-10-26 00:00:00,221.79250426679027,
2021-10-26 10:00:00,243.5210152067807,
2021-10-26 10:30:00,256.3588146418174,
2021-10-26 12:00:00,246.58661504396468,
2021-10-26 13:30:00,235.1630162700949,
2021-10-26 15:00:00,247.95622913675152,
2021-10-26 15:30:30,247.95622913675152,
2021-10-26 23:59:59,234.0444234399838,c
2021-10-27 00:00:00,226.68177776578204,
2021-10-27 10:00:00,196.74905280595658,
2021-10-27 10:30:00,187.32649036588055,
2021-10-27 12:00:00,183.8353992518255,
2021-10-27 13:30:00,180.9559968332319,
2021-10-27 15:00:00,191.00173956202798,
2021-10-27 15:30:30,191.00173956202798,
2021-10-27 23:59:59,158.4311298749658,c
2021-10-28 00:00:00,159.18069854242822,
2021-10-28 10:00:00,141.4834658505206,
2021-10-28 10:30:00,129.756347225853,
2021-10-28 12:00:00,122.64477987331065,
2021-10-28 13:30:00,125.34191122983611,
2021-10-28 15:00:00,129.29834744019126,
2021-10-28 15:30:30,129.29834744019126,
2021-10-28 23:59:59,133.82793505100472,c
2021-10-29 00:00:00,120.68390510448307,
2021-10-29 10:00:00,107.40335937184136,
2021-10-29 10:30:00,93.48224782414627,
2021-10-29 12:00:00,114.44709637748701,
2021-10-29 13:30:00,109.64786632748655,
2021-10-29 15:00:00,97.23982405516608,
2021-10-29 15:30:30,97.23982405516608,
2021-10-29 23:59:59,106.75969487506518,w
2021-11-01 00:00:00,139.73710683720356,
2021-11-01 10:00:00,137.42149394203443,
2021-11-01 10:30:00,153.86566765628277,
2021-11-01 12:00:00,173.1179554295195,
2021-11-01 13:30:00,159.87909613681813,
2021-11-01 15:00:00,167.8148650382468,
2021-11-01 15:30:30,167.8148650382468,
2021-11-01 23:59:59,169.08562626402136,c
2021-11-02 00:00:00,151.76412929611752,
2021-11-02 10:00:00,63.45218808564596,
2021-11-02 10:30:00,-88.43233025340032,
2021-11-02 12:00:00,-27.31970791885624,
2021-11-02 13:30:00,-43.43637204632978,
2021-11-02 15:00:00,-58.50631132677063,
2021-11-02 15:30:30,-58.50631132677063,
2021-11-02 23:59:59,-65.56321179633642,c
2021-11-03 00:00:00,-4.609673882659536,
2021-11-03 10:00:00,23.547802634980144,
2021-11-03 10:30:00,45.67233743833958,
2021-11-03 12:00:00,34.20930242993745,
2021-11-03 13:30:00,33.787270791929586,
2021-11-03 15:00:00,24.37031977575998,
2021-11-03 15:30:30,24.37031977575998,
2021-11-03 23:59:59,12.904188663451805,c
2021-11-04 00:00:00,21.890123653004594,
2021-11-04 10:00:00,36.88674191892369,
2021-11-04 10:30:00,-11.1900607989337,
2021-11-04 12:00:00,-13.688324033415483,
2021-11-04 13:30:00,-17.849061741650985,
2021-11-04 15:00:00,-30.378033136566046,
2021-11-04 15:30:30,-30.378033136566046,
2021-11-04 23:59:59,-4.820351126830246,c
2021-11-05 00:00:00,19.802669613705802,
2021-11-05 10:00:00,36.96005815809167,
2021-11-05 10:30:00,21.236891650502457,
2021-11-05 12:00:00,24.657554297074512,
2021-11-05 13:30:00,-12.659891167078513,
2021-11-05 15:00:00,-4.706369787841595,
2021-11-05 15:30:30,-4.706369787841595,
2021-11-05 23:59:59,-10.721415198436262,w
2021-11-08 00:00:00,9.908825866752977,
2021-11-08 10:00:00,52.130785040772025,
2021-11-08 10:30:00,66.04129169372845,
2021-11-08 12:00:00,45.74614170655559,
2021-11-08 13:30:00,48.45585551914564,
2021-11-08 15:00:00,49.67830478518272,
2021-11-08 15:30:30,49.67830478518272,
2021-11-08 23:59:59,60.11502664302907,c
2021-11-09 00:00:00,67.29434789895049,
2021-11-09 10:00:00,-29.032065242241515,
2021-11-09 10:30:00,-4.890280594704109,
2021-11-09 12:00:00,47.02664473028835,
2021-11-09 13:30:00,85.2039137470224,
2021-11-09 15:00:00,100.97885252261494,
2021-11-09 15:30:30,100.97885252261494,
2021-11-09 23:59:59,99.55579203797697,c
2021-11-10 00:00:00,124.77094203585875,
2021-11-10 10:00:00,143.78876603492745,
2021-11-10 10:30:00,153.23540064798453,
2021-11-10 12:00:00,130.85492067162068,
2021-11-10 13:30:00,86.12575699492527,
2021-11-10 15:00:00,48.253748524022285,
2021-11-10 15:30:30,48.253748524022285,
2021-11-10 23:59:59,53.90274316335717,c
2021-11-11 00:00:00,63.64869173790703,
2021-11-11 10:00:00,86.98473137324163,
2021-11-11 10:30:00,108.10481866697046,
2021-11-11 12:00:00,160.83091125903638,
2021-11-11 13:30:00,173.81813866408083,
2021-11-11 15:00:00,157.0295859699636,
2021-11-11 15:30:30,157.0295859699636,
2021-11-11 23:59:59,159.76786589611902,c
2021-11-12 00:00:00,131.9292600092881,
2021-11-12 10:00:00,157.9313891155689,
2021-11-12 10:30:00,133.75973897633685,
2021-11-12 12:00:00,132.95398263489415,
2021-11-12 13:30:00,148.45360616234166,
2021-11-12 15:00:00,150.46790092857782,
2021-11-12 15:30:30,150.46790092857782,s
2021-11-12 23:59:59,145.79097738022256,w
2021-11-15 00:00:00,173.3084097916012,
2021-11-15 10:00:00,137.58583015050726,
2021-11-15 10:30:00,148.703187501907,
2021-11-15 12:00:00,161.3200531514044,
2021-11-15 13:30:00,149.8497389029185,
2021-11-15 15:00:00,167.63965624015145,
2021-11-15 15:30:30,167.63965624015145,
2021-11-15 23:59:59,162.90124824451868,c
2021-11-16 00:00:00,169.56915955407385,
2021-11-16 10:00:00,128.57852549286872,
2021-11-16 10:30:00,129.00513962719333,
2021-11-16 12:00:00,158.61937537141057,
2021-11-16 13:30:00,160.38123072254393,
2021-11-16 15:00:00,177.59811969540942,
2021-11-16 15:30:30,177.59811969540942,
2021-11-16 23:59:59,178.22698944531976,c
2021-11-17 00:00:00,139.54196597329747,
2021-11-17 10:00:00,93.14026427586305,
2021-11-17 10:30:00,118.35129101083157,
2021-11-17 12:00:00,127.4650657756406,
2021-11-17 13:30:00,106.05279539937419,
2021-11-17 15:00:00,96.20223071202054,
2021-11-17 15:30:30,96.20223071202054,
2021-11-17 23:59:59,115.04729028939255,c
2021-11-18 00:00:00,115.3270622783707,
2021-11-18 10:00:00,63.50996264632795,
2021-11-18 10:30:00,45.04949560123896,
2021-11-18 12:00:00,73.76426712685497,
2021-11-18 13:30:00,64.68642899931956,
2021-11-18 15:00:00,68.15563910622086,
2021-11-18 15:30:30,68.15563910622086,
2021-11-18 23:59:59,66.61186114713973,c
2021-11-19 00:00:00,42.279899679869686,
2021-11-19 10:00:00,42.17703603399923,
2021-11-19 10:30:00,-2.300953897492036,
2021-11-19 12:00:00,27.03237721827327,
2021-11-19 13:30:00,8.498877061737858,
2021-11-19 15:00:00,22.905251706914896,
2021-11-19 15:30:30,22.905251706914896,
2021-11-19 23:59:59,0.0,a
2021-11-22 00:00:00,36.053426192070674,
2021-11-22 10:00:00,-16.475207317991135,
2021-11-22 10:30:00,-29.001441429808892,
2021-11-22 12:00:00,-79.25008437639917,
2021-11-22 13:30:00,-73.60677528207225,
2021-11-22 15:00:00,-35.57069351373593,
2021-11-22 15:30:30,-35.57069351373593,u
2021-11-22 23:59:59,-60.83964224872079,c
2021-11-23 00:00:00,-31.410301554073612,
2021-11-23 10:00:00,-46.82678567563562,
2021-11-23 10:30:00,-99.4808883897349,
2021-11-23 12:00:00,-132.78371100567892,
2021-11-23 13:30:00,-161.6899666145041,
2021-11-23 15:00:00,-193.59354745233077,
2021-11-23 15:30:30,-193.59354745233077,
2021-11-23 23:59:59,-169.8380409268657,c
2021-11-24 00:00:00,-173.25608193831886,
2021-11-24 10:00:00,-187.76489391686255,
2021-11-24 10:30:00,-159.82185070699734,
2021-11-24 12:00:00,-91.62778238398096,
2021-11-24 13:30:00,-72.25248463999105,
2021-11-24 15:00:00,-76.67711468847529,
2021-11-24 15:30:30,-76.67711468847529,
2021-11-24 23:59:59,-57.2682235001198,c
2021-11-25 00:00:00,-57.2682235001198,
2021-11-25 10:00:00,-57.2682235001198,
2021-11-25 10:30:00,-57.2682235001198,
2021-11-25 12:00:00,-57.2682235001198,
2021-11-25 13:30:00,-57.2682235001198,
2021-11-25 15:00:00,-57.2682235001198,
2021-11-25 15:30:30,-57.2682235001198,
2021-11-25 23:59:59,-57.2682235001198,c
2021-11-26 00:00:00,-101.37748443330338,
2021-11-26 10:00:00,-64.79741206299059,
2021-11-26 10:30:00,-59.091987764137684,
2021-11-26 12:00:00,-37.76160551516159,
2021-11-26 13:30:00,-37.76160551516159,
2021-11-26 15:00:00,-37.76160551516159,
2021-11-26 15:30:30,-37.76160551516159,
2021-11-26 23:59:59,-29.14253953191701,w
2021-11-29 00:00:00,-29.410353969351036,
2021-11-29 10:00:00,-45.641855168921666,
2021-11-29 10:30:00,-50.63114622277726,
2021-11-29 12:00:00,-18.831421422408766,
2021-11-29 13:30:00,11.68715964436933,
2021-11-29 15:00:00,8.667110828434488,
2021-11-29 15:30:30,8.667110828434488,
2021-11-29 23:59:59,-17.212213925716696,c
2021-11-30 00:00:00,-43.09174500150766,
2021-11-30 10:00:00,-22.296342563355665,
2021-11-30 10:30:00,-17.05113483051582,
2021-11-30 12:00:00,-53.17077758113146,
2021-11-30 13:30:00,-50.51631167175856,
2021-11-30 15:00:00,-37.962500635599554,
2021-11-30 15:30:30,-37.962500635599554,m
2021-11-30 23:59:59,-25.097083147206376,c
2021-12-01 00:00:00,17.213126199640556,
