date,SML_PURE_2022_Q4,meta
2022-11-23 10:00:00,-99.677456307297,
2022-11-23 10:30:00,-86.56878245817688,
2022-11-23 12:00:00,-81.34365615042702,
2022-11-23 13:30:00,-80.24314181867885,
2022-11-23 15:00:00,-73.9311663075448,
2022-11-23 15:30:30,-73.9311663075448,
2022-11-23 23:59:59,-69.31207466370688,c
2022-11-24 00:00:00,-69.31207466370688,
2022-11-24 10:00:00,-69.31207466370688,
2022-11-24 10:30:00,-69.31207466370688,
2022-11-24 12:00:00,-69.31207466370688,
2022-11-24 13:30:00,-69.31207466370688,
2022-11-24 15:00:00,-69.31207466370688,
2022-11-24 15:30:30,-69.31207466370688,
2022-11-24 23:59:59,-69.31207466370688,c
2022-11-25 00:00:00,-76.08856149538474,
2022-11-25 10:00:00,-79.34200829673637,
2022-11-25 10:30:00,-73.56718751621042,
2022-11-25 12:00:00,-56.613038692119744,
2022-11-25 13:30:00,-56.613038692119744,
2022-11-25 15:00:00,-56.613038692119744,
2022-11-25 15:30:30,-56.613038692119744,
2022-11-25 23:59:59,-43.04882546207682,w
2022-11-28 00:00:00,-29.172141226779786,
2022-11-28 10:00:00,-45.93384652052691,
2022-11-28 10:30:00,-46.26390023563954,
2022-11-28 12:00:00,-52.81471719621459,
2022-11-28 13:30:00,-51.218837933635314,
2022-11-28 15:00:00,-38.51734679615993,
2022-11-28 15:30:30,-38.51734679615993,
2022-11-28 23:59:59,-33.8056965376411,c
2022-11-29 00:00:00,-30.163055397678363,
2022-11-29 10:00:00,-40.987989294159206,
2022-11-29 10:30:00,-44.34655563502952,
2022-11-29 12:00:00,-55.318499803901204,
2022-11-29 13:30:00,-51.52836745367904,
2022-11-29 15:00:00,-43.35011974806321,
2022-11-29 15:30:30,-43.35011974806321,
2022-11-29 23:59:59,-33.557726582040004,c
2022-11-30 00:00:00,-35.73905937250197,
2022-11-30 10:00:00,-28.483268245307045,
2022-11-30 10:30:00,-15.218110000857223,
2022-11-30 12:00:00,-31.446106140136408,
2022-11-30 13:30:00,-39.63492879591013,
2022-11-30 15:00:00,-41.12608166552968,
2022-11-30 15:30:30,-41.12608166552968,s
2022-11-30 23:59:59,-27.872460349512266,c
2022-12-01 00:00:00,-34.33488977549564,
2022-12-01 10:00:00,-30.68090272551194,
2022-12-01 10:30:00,-42.201773391634106,
2022-12-01 12:00:00,-52.52230703115697,
2022-12-01 13:30:00,-70.4697493185588,
2022-12-01 15:00:00,-71.18686532990296,
2022-12-01 15:30:30,-71.18686532990296,
2022-12-01 23:59:59,-64.70004803717302,c
2022-12-02 00:00:00,-48.914939640712646,
2022-12-02 10:00:00,-111.15612698977588,
2022-12-02 10:30:00,-98.28922987327087,
2022-12-02 12:00:00,-108.70300093684182,
2022-12-02 13:30:00,-118.22043598739242,
2022-12-02 15:00:00,-116.71282642836832,
2022-12-02 15:30:30,-116.71282642836832,
2022-12-02 23:59:59,-107.18223203820276,w
2022-12-05 00:00:00,-96.25894728715684,
2022-12-05 10:00:00,-30.848308644700865,
2022-12-05 10:30:00,-23.5592322133798,
2022-12-05 12:00:00,-17.30519505657071,
2022-12-05 13:30:00,-45.885625413848175,
2022-12-05 15:00:00,-32.262947828329516,
2022-12-05 15:30:30,-32.262947828329516,
2022-12-05 23:59:59,-55.521627892704146,c
2022-12-06 00:00:00,-55.330984984729184,
2022-12-06 10:00:00,-44.05164548383732,
2022-12-06 10:30:00,-54.13682968788021,
2022-12-06 12:00:00,-57.238513187655826,
2022-12-06 13:30:00,-49.788395114165496,
2022-12-06 15:00:00,-56.39796041060481,
2022-12-06 15:30:30,-56.39796041060481,
2022-12-06 23:59:59,-56.97421164006482,c
2022-12-07 00:00:00,-50.607501705608456,
2022-12-07 10:00:00,-83.04776085769436,
2022-12-07 10:30:00,-122.97391735332462,
2022-12-07 12:00:00,-107.88262142840381,
2022-12-07 13:30:00,-77.08724150558214,
2022-12-07 15:00:00,-95.24953418146197,
2022-12-07 15:30:30,-95.24953418146197,
2022-12-07 23:59:59,-77.52843607744103,c
2022-12-08 00:00:00,-94.5932146129312,
2022-12-08 10:00:00,-78.10413267194826,
2022-12-08 10:30:00,-93.25826812042806,
2022-12-08 12:00:00,-93.64683411786632,
2022-12-08 13:30:00,-72.67262736518228,
2022-12-08 15:00:00,-62.644841700377356,
2022-12-08 15:30:30,-62.644841700377356,
2022-12-08 23:59:59,-72.63863009519446,c
2022-12-09 00:00:00,-74.14502116434096,
2022-12-09 10:00:00,-51.820544982371075,
2022-12-09 10:30:00,-31.880185472834,
2022-12-09 12:00:00,-36.05782455001281,
2022-12-09 13:30:00,-23.30595505426959,
2022-12-09 15:00:00,-17.198305544831783,
2022-12-09 15:30:30,-17.198305544831783,
2022-12-09 23:59:59,0.0,a
2022-12-12 00:00:00,9.481143809897503,
2022-12-12 10:00:00,72.56740286998365,
2022-12-12 10:30:00,61.03241995832741,
2022-12-12 12:00:00,68.2485460504945,
2022-12-12 13:30:00,64.08353540982762,
2022-12-12 15:00:00,56.6455415385542,
2022-12-12 15:30:30,56.6455415385542,
2022-12-12 23:59:59,53.43331040962471,c
2022-12-13 00:00:00,40.05381115958221,
2022-12-13 10:00:00,90.43142171273053,
2022-12-13 10:30:00,86.63756459330511,
2022-12-13 12:00:00,41.642361678464795,
2022-12-13 13:30:00,46.91999285533075,
2022-12-13 15:00:00,46.19088583310918,
2022-12-13 15:30:30,46.19088583310918,
2022-12-13 23:59:59,52.39340370632158,c
2022-12-14 00:00:00,58.19068626474859,
2022-12-14 10:00:00,88.63482445570844,
2022-12-14 10:30:00,81.98317613911308,
2022-12-14 12:00:00,83.64132505115253,
2022-12-14 13:30:00,82.22704843746192,
2022-12-14 15:00:00,105.22146621430511,
2022-12-14 15:30:30,105.22146621430511,
2022-12-14 23:59:59,102.69426798197173,c
2022-12-15 00:00:00,95.74248456771102,
2022-12-15 10:00:00,111.22366498995098,
2022-12-15 10:30:00,106.30855412639653,
2022-12-15 12:00:00,120.63638464741211,
2022-12-15 13:30:00,115.87091699515508,
2022-12-15 15:00:00,100.4895544140461,
2022-12-15 15:30:30,100.4895544140461,
2022-12-15 23:59:59,96.86201741874629,c
2022-12-16 00:00:00,88.75521568387444,
2022-12-16 10:00:00,86.99756450295399,
2022-12-16 10:30:00,58.372574897541426,
2022-12-16 12:00:00,39.47142512170376,
2022-12-16 13:30:00,87.67118053296008,
2022-12-16 15:00:00,49.20176003289657,
2022-12-16 15:30:30,49.20176003289657,
2022-12-16 23:59:59,20.38549995434687,e
2022-12-19 00:00:00,4.697611681452599,
2022-12-19 10:00:00,-25.776141018964154,
2022-12-19 10:30:00,-53.24705143926258,
2022-12-19 12:00:00,-94.12887185671957,
2022-12-19 13:30:00,-82.28882233993,
2022-12-19 15:00:00,-100.13831919492077,
2022-12-19 15:30:30,-100.13831919492077,
2022-12-19 23:59:59,-108.8505790018587,c
2022-12-20 00:00:00,-138.18731053112765,
2022-12-20 10:00:00,-139.94506346338062,
2022-12-20 10:30:00,-135.64627759091331,
2022-12-20 12:00:00,-132.86973282714052,
2022-12-20 13:30:00,-135.54725185965526,
2022-12-20 15:00:00,-143.47760595202362,
2022-12-20 15:30:30,-143.47760595202362,
2022-12-20 23:59:59,-149.13860389530987,c
2022-12-21 00:00:00,-152.35407031877617,
2022-12-21 10:00:00,-152.3751697732789,
2022-12-21 10:30:00,-161.55195004107713,
2022-12-21 12:00:00,-164.53869635663477,
2022-12-21 13:30:00,-173.96553160755275,
2022-12-21 15:00:00,-189.0673830753858,
2022-12-21 15:30:30,-189.0673830753858,
2022-12-21 23:59:59,-180.19763898010206,c
2022-12-22 00:00:00,-189.37799014322354,
2022-12-22 10:00:00,-165.69729567570516,
2022-12-22 10:30:00,-148.63283083494025,
2022-12-22 12:00:00,-161.3661174638744,
2022-12-22 13:30:00,-154.67587604397067,
2022-12-22 15:00:00,-151.11560107952528,
2022-12-22 15:30:30,-151.11560107952528,
2022-12-22 23:59:59,-135.09210933922031,c
2022-12-23 00:00:00,-147.89401287275427,
2022-12-23 10:00:00,-155.03064354731305,
2022-12-23 10:30:00,-155.21845244858855,
2022-12-23 12:00:00,-158.13239485371855,
2022-12-23 13:30:00,-161.2926076202591,
2022-12-23 15:00:00,-178.50648799506803,
2022-12-23 15:30:30,-178.50648799506803,
2022-12-23 23:59:59,-160.3036512762469,w
2022-12-26 00:00:00,-160.3036512762469,
2022-12-26 10:00:00,-160.3036512762469,
2022-12-26 10:30:00,-160.3036512762469,
2022-12-26 12:00:00,-160.3036512762469,
2022-12-26 13:30:00,-160.3036512762469,
2022-12-26 15:00:00,-160.3036512762469,
2022-12-26 15:30:30,-160.3036512762469,
2022-12-26 23:59:59,-160.3036512762469,c
2022-12-27 00:00:00,-174.88419399730674,
2022-12-27 10:00:00,-197.31950652221713,
2022-12-27 10:30:00,-202.55037780700832,
2022-12-27 12:00:00,-190.505048188689,
2022-12-27 13:30:00,-189.12875860398685,
2022-12-27 15:00:00,-175.32725597842773,
2022-12-27 15:30:30,-175.32725597842773,
2022-12-27 23:59:59,-173.68754177188043,c
2022-12-28 00:00:00,-171.83248525909926,
2022-12-28 10:00:00,-140.63631639523373,
2022-12-28 10:30:00,-131.58934877988827,
2022-12-28 12:00:00,-131.59269864201224,
2022-12-28 13:30:00,-141.93443762207517,
2022-12-28 15:00:00,-142.20426325497715,
2022-12-28 15:30:30,-142.20426325497715,
2022-12-28 23:59:59,-121.95104439605711,c
2022-12-29 00:00:00,-121.46696772515952,
2022-12-29 10:00:00,-85.50512927101181,
2022-12-29 10:30:00,-73.86056225125935,
2022-12-29 12:00:00,-75.66781185780201,
2022-12-29 13:30:00,-76.0345841629412,
2022-12-29 15:00:00,-73.09476564348256,
2022-12-29 15:30:30,-73.09476564348256,
2022-12-29 23:59:59,-63.801447942088316,c
2022-12-30 00:00:00,-69.37673922593603,
2022-12-30 10:00:00,-52.30757619400515,
2022-12-30 10:30:00,-53.27780894829061,
2022-12-30 12:00:00,-49.1698864187731,
2022-12-30 13:30:00,-37.78074082671583,
2022-12-30 15:00:00,-49.93291015432237,
2022-12-30 15:30:30,-49.93291015432237,
2022-12-30 23:59:59,-34.720330236345944,w
2023-01-02 00:00:00,-34.720330236345944,
2023-01-02 10:00:00,-34.720330236345944,
2023-01-02 10:30:00,-34.720330236345944,
2023-01-02 12:00:00,-34.720330236345944,
2023-01-02 13:30:00,-34.720330236345944,
2023-01-02 15:00:00,-34.720330236345944,
2023-01-02 15:30:30,-34.720330236345944,
2023-01-02 23:59:59,-34.720330236345944,c
2023-01-03 00:00:00,-30.44121747453073,
2023-01-03 10:00:00,-9.75488197475488,
2023-01-03 10:30:00,3.9324316937002095,
2023-01-03 12:00:00,25.585430008767844,
2023-01-03 13:30:00,27.055676968310536,
2023-01-03 15:00:00,37.71245858735983,
2023-01-03 15:30:30,37.71245858735983,
2023-01-03 23:59:59,26.919930653520623,c
2023-01-04 00:00:00,46.087959767056645,
2023-01-04 10:00:00,47.73362565972093,
2023-01-04 10:30:00,63.80135515425263,
2023-01-04 12:00:00,91.31880777054494,
2023-01-04 13:30:00,98.62008115795993,
2023-01-04 15:00:00,111.68103734871602,
2023-01-04 15:30:30,111.68103734871602,
2023-01-04 23:59:59,120.5512985805392,c
2023-01-05 00:00:00,107.23406619660545,
2023-01-05 10:00:00,109.3142144660078,
2023-01-05 10:30:00,105.28311476949034,
2023-01-05 12:00:00,122.05322714424551,
2023-01-05 13:30:00,122.12010373391172,
2023-01-05 15:00:00,125.51652141660543,
2023-01-05 15:30:30,125.51652141660543,
2023-01-05 23:59:59,132.88045316729222,c
2023-01-06 00:00:00,100.0829532206194,
2023-01-06 10:00:00,91.57681332437505,
2023-01-06 10:30:00,72.73687795723527,
2023-01-06 12:00:00,94.21613909635698,
2023-01-06 13:30:00,92.43325152039438,
2023-01-06 15:00:00,94.62904290613415,
2023-01-06 15:30:30,94.62904290613415,
2023-01-06 23:59:59,110.16709270075103,w
