date,EU_SX5EP_STAY_2022_Q3,meta
2022-08-23 11:00:00,-31.746494624335014,
2022-08-23 23:59:59,-35.63839508360513,c
2022-08-24 00:00:00,-22.18562778410262,
2022-08-24 03:30:00,-34.407743191875284,
2022-08-24 04:00:00,-31.552975007862074,
2022-08-24 06:00:00,-40.83263695005178,
2022-08-24 08:00:00,-38.15263143009781,
2022-08-24 10:30:00,-38.77249780477564,
2022-08-24 11:00:00,-40.109765020689,
2022-08-24 23:59:59,-42.43478457504875,c
2022-08-25 00:00:00,-39.791227231897665,
2022-08-25 03:30:00,-44.2613185313802,
2022-08-25 04:00:00,-45.5028137255656,
2022-08-25 06:00:00,-37.881098463203784,
2022-08-25 08:00:00,-44.051214378694226,
2022-08-25 10:30:00,-51.15842345295971,
2022-08-25 11:00:00,-40.79650942127523,
2022-08-25 23:59:59,-43.25047295551394,c
2022-08-26 00:00:00,-44.77121800655277,
2022-08-26 03:30:00,-37.10191123642937,
2022-08-26 04:00:00,-20.108606491186492,
2022-08-26 06:00:00,-38.96803942620488,
2022-08-26 08:00:00,-22.078697524404674,
2022-08-26 10:30:00,17.363030598225805,
2022-08-26 11:00:00,-25.44904879292278,
2022-08-26 23:59:59,-24.612511082779292,w
2022-08-29 00:00:00,-8.336398406256421,
2022-08-29 03:30:00,-23.41955398521236,
2022-08-29 04:00:00,-33.073191737049456,
2022-08-29 06:00:00,-15.542519556129719,
2022-08-29 08:00:00,-20.263153679422658,
2022-08-29 10:30:00,-1.9289164364090539,
2022-08-29 11:00:00,-5.7648385132674775,
2022-08-29 23:59:59,-3.5407446065107706,c
2022-08-30 00:00:00,-0.8248617931710669,
2022-08-30 03:30:00,-1.813194312155133,
2022-08-30 04:00:00,-0.9630756120194519,
2022-08-30 06:00:00,-16.257546800655177,
2022-08-30 08:00:00,6.601695948407837,
2022-08-30 10:30:00,3.3417384693219674,
2022-08-30 11:00:00,-1.199357478599154,
2022-08-30 23:59:59,-0.6108597117770387,c
2022-08-31 00:00:00,-1.7957971788193845,
2022-08-31 03:30:00,8.95625808236025,
2022-08-31 04:00:00,11.654478869664558,
2022-08-31 06:00:00,-1.216795764675453,
2022-08-31 08:00:00,-2.030771373294556,
2022-08-31 10:30:00,26.412106935455995,
2022-08-31 11:00:00,3.4983621713910225,
2022-08-31 23:59:59,-4.998492928847668,c
2022-09-01 00:00:00,-14.474283808543532,
2022-09-01 03:30:00,7.96453642374513,
2022-09-01 04:00:00,7.606318875274724,
2022-09-01 06:00:00,12.921020080685594,
2022-09-01 08:00:00,7.46182920209219,
2022-09-01 10:30:00,8.62947978681666,
2022-09-01 11:00:00,10.253546551734644,
2022-09-01 23:59:59,0.0,a
2022-09-02 00:00:00,-6.494764505669764,
2022-09-02 03:30:00,-6.184171117257506,
2022-09-02 04:00:00,18.476040172030594,
2022-09-02 06:00:00,25.377366986508832,
2022-09-02 08:00:00,27.384786496237894,
2022-09-02 10:30:00,24.648975983200103,
2022-09-02 11:00:00,21.22228766748924,
2022-09-02 23:59:59,25.364641986499123,w
2022-09-05 00:00:00,30.180228604689887,
2022-09-05 03:30:00,28.898237146543124,
2022-09-05 04:00:00,26.009038361267812,
2022-09-05 06:00:00,26.293703359765345,
2022-09-05 08:00:00,19.05873606711816,
2022-09-05 10:30:00,12.551185775710792,
2022-09-05 11:00:00,10.353194115370911,
2022-09-05 23:59:59,15.50905152577991,c
2022-09-06 00:00:00,42.97223244280099,
2022-09-06 03:30:00,10.12510651538264,
2022-09-06 04:00:00,29.148106980805892,
2022-09-06 06:00:00,21.92461952168435,
2022-09-06 08:00:00,30.132070376779325,
2022-09-06 10:30:00,19.77072589775969,
2022-09-06 11:00:00,29.448626706804475,
2022-09-06 23:59:59,33.10056648329214,c
0,33.10056648329214,
0,33.10056648329214,
0,33.10056648329214,
0,33.10056648329214,
0,33.10056648329214,
0,33.10056648329214,
0,33.10056648329214,
0,33.10056648329214,
2022-09-07 00:00:00,33.847122740481495,
2022-09-07 03:30:00,38.17562240306859,
2022-09-07 04:00:00,23.498685013831846,
2022-09-07 06:00:00,36.68838285544928,
2022-09-07 08:00:00,41.76776527304139,
2022-09-07 10:30:00,29.653006756044533,
2022-09-07 11:00:00,46.871622545443415,
2022-09-07 23:59:59,37.873790883187894,c
2022-09-08 00:00:00,40.579026931961835,
2022-09-08 03:30:00,38.72691670289407,
2022-09-08 04:00:00,37.898990279191935,
2022-09-08 06:00:00,25.54111717210492,
2022-09-08 08:00:00,46.67341952289678,
2022-09-08 10:30:00,27.41048762742298,
2022-09-08 11:00:00,24.341738137287848,
2022-09-08 23:59:59,28.093169729389842,c
2022-09-09 00:00:00,44.300565320272995,
2022-09-09 03:30:00,32.30166348687169,
2022-09-09 04:00:00,37.47446005340112,
2022-09-09 06:00:00,28.24150070795247,
2022-09-09 08:00:00,25.28565888655305,
2022-09-09 10:30:00,26.671856712698627,
2022-09-09 11:00:00,27.097007313836457,
2022-09-09 23:59:59,22.252802084258633,w
2022-09-12 00:00:00,28.871848343823217,
2022-09-12 03:30:00,33.59974740661198,
2022-09-12 04:00:00,36.89378619616173,
2022-09-12 06:00:00,34.42311474586916,
2022-09-12 08:00:00,28.130545015096118,
2022-09-12 10:30:00,21.092409613993823,
2022-09-12 11:00:00,32.65654831761549,
2022-09-12 23:59:59,29.309981996284705,c
2022-09-13 00:00:00,25.156011033429422,
2022-09-13 03:30:00,23.937611330228606,
2022-09-13 04:00:00,24.99878788704973,
2022-09-13 06:00:00,22.359452638125845,
2022-09-13 08:00:00,18.96236662467834,
2022-09-13 10:30:00,27.417008394270056,
2022-09-13 11:00:00,27.084649357622084,
2022-09-13 23:59:59,27.744352805400354,c
2022-09-14 00:00:00,44.778476434917025,
2022-09-14 03:30:00,51.53261717052908,
2022-09-14 04:00:00,31.22480198046196,
2022-09-14 06:00:00,37.9968689407234,
2022-09-14 08:00:00,38.922255518986276,
2022-09-14 10:30:00,38.956841002697956,
2022-09-14 11:00:00,42.14949402405455,
2022-09-14 23:59:59,44.06648477639817,c
2022-09-15 00:00:00,55.71097334222782,
2022-09-15 03:30:00,51.13463727055648,
2022-09-15 04:00:00,51.500466302000746,
2022-09-15 06:00:00,56.04564774954849,
2022-09-15 08:00:00,48.97549286119704,
2022-09-15 10:30:00,68.55073656710033,
2022-09-15 11:00:00,85.83774590210686,
2022-09-15 23:59:59,65.92098395684167,c
2022-09-16 00:00:00,63.64388781884793,
2022-09-16 03:30:00,56.3584045187921,
2022-09-16 04:00:00,60.75616327296302,
2022-09-16 06:00:00,46.05694455044386,
2022-09-16 08:00:00,57.111921001983205,
2022-09-16 10:30:00,46.00739845906469,
2022-09-16 11:00:00,62.71811963536095,
2022-09-16 23:59:59,57.787180227923045,e
2022-09-19 00:00:00,49.01904330475327,
2022-09-19 03:30:00,77.81044246923477,
2022-09-19 04:00:00,66.37894204502271,
2022-09-19 06:00:00,54.754136404644214,
2022-09-19 08:00:00,59.695171940477394,
2022-09-19 10:30:00,59.72705195642095,
2022-09-19 11:00:00,59.41797114850726,
2022-09-19 23:59:59,61.14356975852331,c
2022-09-20 00:00:00,66.416905251348,
2022-09-20 03:30:00,66.32332851123084,
2022-09-20 04:00:00,77.65315965526139,
2022-09-20 06:00:00,67.39988975679626,
2022-09-20 08:00:00,80.60607465130482,
2022-09-20 10:30:00,73.96124638405007,
2022-09-20 11:00:00,70.41596399709704,
2022-09-20 23:59:59,73.29117515247935,c
2022-09-21 00:00:00,66.71653528488935,
2022-09-21 03:30:00,68.48572059726223,
2022-09-21 04:00:00,83.7543464539433,
2022-09-21 06:00:00,76.65556451592153,
2022-09-21 08:00:00,79.57667999329686,
2022-09-21 10:30:00,71.62089165844822,
2022-09-21 11:00:00,77.96256789870819,
2022-09-21 23:59:59,75.05748243369152,c
2022-09-22 00:00:00,83.32544759521863,
2022-09-22 03:30:00,62.24016981185878,
2022-09-22 04:00:00,80.0433219994419,
2022-09-22 06:00:00,74.43687002915607,
2022-09-22 08:00:00,72.57076627624917,
2022-09-22 10:30:00,80.66329002189224,
2022-09-22 11:00:00,88.42597599400796,
2022-09-22 23:59:59,87.92016157749009,c
2022-09-23 00:00:00,72.25926380641141,
2022-09-23 03:30:00,81.54130348913912,
2022-09-23 04:00:00,85.38170401890693,
2022-09-23 06:00:00,84.7186573931574,
2022-09-23 08:00:00,77.58691507627731,
2022-09-23 10:30:00,68.09676561066698,
2022-09-23 11:00:00,79.8619452042472,
2022-09-23 23:59:59,66.17518129191257,w
2022-09-26 00:00:00,85.7533188565406,
2022-09-26 03:30:00,51.9408835208219,
2022-09-26 04:00:00,54.626462781829105,
2022-09-26 06:00:00,48.915152586967224,
2022-09-26 08:00:00,50.169524913660325,
2022-09-26 10:30:00,50.790181278714385,
2022-09-26 11:00:00,50.75695904285578,
2022-09-26 23:59:59,60.76129979692439,c
2022-09-27 00:00:00,60.214676234784974,
2022-09-27 03:30:00,45.58504898911394,
2022-09-27 04:00:00,67.38242296685456,
2022-09-27 06:00:00,50.25747212049623,
2022-09-27 08:00:00,46.08138218782483,
2022-09-27 10:30:00,51.55684315760391,
2022-09-27 11:00:00,50.185858487232736,
2022-09-27 23:59:59,49.126825584633934,c
2022-09-28 00:00:00,68.28967945355095,
2022-09-28 03:30:00,36.64426727541445,
2022-09-28 04:00:00,42.9564222914712,
2022-09-28 06:00:00,45.40636178997477,
2022-09-28 08:00:00,36.72269583513537,
2022-09-28 10:30:00,23.229150946944515,
2022-09-28 11:00:00,40.7976178925627,
2022-09-28 23:59:59,49.86256025469913,c
2022-09-29 00:00:00,35.426552706327016,
2022-09-29 03:30:00,28.815447090581188,
2022-09-29 04:00:00,32.952974181946274,
2022-09-29 06:00:00,44.16560955894897,
2022-09-29 08:00:00,31.014416291822045,
2022-09-29 10:30:00,18.905836014800116,
2022-09-29 11:00:00,24.267101730157037,
2022-09-29 23:59:59,27.721350621818374,c
2022-09-30 00:00:00,37.04095606121302,
2022-09-30 03:30:00,31.109538921508374,
2022-09-30 04:00:00,35.83677874919306,
2022-09-30 06:00:00,29.684613135983,
2022-09-30 08:00:00,41.87687586993195,
2022-09-30 10:30:00,20.072762416949217,
2022-09-30 11:00:00,18.994566860708346,
2022-09-30 23:59:59,22.808021225939797,w
