date,EU_SX5EP_STAY_2022_Q3,meta
2022-08-11 00:00:00,-59.10043992847636,
2022-08-11 03:30:00,-51.16191048675307,
2022-08-11 04:00:00,-55.361559334808476,
2022-08-11 06:00:00,-51.54222945397123,
2022-08-11 08:00:00,-54.93717950791927,
2022-08-11 10:30:00,-61.38990214907449,
2022-08-11 11:00:00,-54.38519064061995,
2022-08-11 23:59:59,-52.741831356291755,c
2022-08-12 00:00:00,-52.44430477353956,
2022-08-12 03:30:00,-56.81171031623376,
2022-08-12 04:00:00,-54.699355989934475,
2022-08-12 06:00:00,-46.721119737148456,
2022-08-12 08:00:00,-47.73683719237658,
2022-08-12 10:30:00,-44.01311939320669,
2022-08-12 11:00:00,-46.31062076908472,
2022-08-12 23:59:59,-43.65526538629001,w
2022-08-15 00:00:00,-41.81029196057057,
2022-08-15 03:30:00,-43.12357787173937,
2022-08-15 04:00:00,-48.77260049043923,
2022-08-15 06:00:00,-49.84894093447531,
2022-08-15 08:00:00,-49.44412182930387,
2022-08-15 10:30:00,-36.066720006285095,
2022-08-15 11:00:00,-38.705672780455416,
2022-08-15 23:59:59,-42.139883343248925,c
2022-08-16 00:00:00,-33.60094255958893,
2022-08-16 03:30:00,-40.136120666361535,
2022-08-16 04:00:00,-37.40879698440983,
2022-08-16 06:00:00,-33.168012226413225,
2022-08-16 08:00:00,-35.80108250250828,
2022-08-16 10:30:00,-36.48344649044748,
2022-08-16 11:00:00,-31.461911872798282,
2022-08-16 23:59:59,-39.17111331847002,c
2022-08-17 00:00:00,-37.23870152322718,
2022-08-17 03:30:00,-46.012088540749346,
2022-08-17 04:00:00,-39.636472587831236,
2022-08-17 06:00:00,-38.27793161548061,
2022-08-17 08:00:00,-43.538578690880286,
2022-08-17 10:30:00,-42.62720405221103,
2022-08-17 11:00:00,-41.021399464904675,
2022-08-17 23:59:59,-45.06717367589431,c
2022-08-18 00:00:00,-48.49429262583885,
2022-08-18 03:30:00,-55.449234392470544,
2022-08-18 04:00:00,-45.00796108447935,
2022-08-18 06:00:00,-40.85178945492851,
2022-08-18 08:00:00,-36.42747917736813,
2022-08-18 10:30:00,-42.39500852178719,
2022-08-18 11:00:00,-42.90502326832302,
2022-08-18 23:59:59,-34.84228741168954,c
2022-08-19 00:00:00,-17.94882630027223,
2022-08-19 03:30:00,-40.20807219726635,
2022-08-19 04:00:00,-45.67687197873454,
2022-08-19 06:00:00,-46.88469013923486,
2022-08-19 08:00:00,-50.18567508329568,
2022-08-19 10:30:00,-50.06919010607612,
2022-08-19 11:00:00,-46.55833484208074,
2022-08-19 23:59:59,-48.12950089350443,w
2022-08-22 00:00:00,-44.757793399075354,
2022-08-22 03:30:00,-53.637490466862005,
2022-08-22 04:00:00,-51.46765477330837,
2022-08-22 06:00:00,-56.181075467794585,
2022-08-22 08:00:00,-56.207506792840036,
2022-08-22 10:30:00,-58.0430833271829,
2022-08-22 11:00:00,-52.03471005948791,
2022-08-22 23:59:59,-50.09995037475733,c
2022-08-23 00:00:00,-38.20646789716409,
2022-08-23 03:30:00,-48.456083985476425,
2022-08-23 04:00:00,-63.103220156011844,
2022-08-23 06:00:00,-46.87475655306764,
2022-08-23 08:00:00,-42.31488546803166,
2022-08-23 10:30:00,-32.42539763911168,
