date,HUI_2022_Q4,meta
2022-11-18 00:00:00,288.6271579521804,
2022-11-18 10:00:00,238.37825586079157,
2022-11-18 10:30:00,231.93169926973172,
2022-11-18 12:00:00,273.78787667391316,
2022-11-18 13:30:00,284.77149364755866,
2022-11-18 15:00:00,270.0325131390468,
2022-11-18 15:30:30,270.0325131390468,
2022-11-18 23:59:59,273.41804320651175,w
2022-11-21 00:00:00,297.69077527790785,
2022-11-21 10:00:00,244.16281609076958,
2022-11-21 10:30:00,210.84797893266432,
2022-11-21 12:00:00,203.815054978276,
2022-11-21 13:30:00,186.0165843681939,
2022-11-21 15:00:00,149.9826105642503,
2022-11-21 15:30:30,149.9826105642503,
2022-11-21 23:59:59,162.53292474942504,c
2022-11-22 00:00:00,153.39638952585528,
2022-11-22 10:00:00,122.07541447257256,
2022-11-22 10:30:00,105.3543377887168,
2022-11-22 12:00:00,86.5456513611291,
2022-11-22 13:30:00,99.51780432671274,
2022-11-22 15:00:00,65.46614752824007,
2022-11-22 15:30:30,65.46614752824007,
2022-11-22 23:59:59,27.647243720837935,c
2022-11-23 00:00:00,-30.138607860041816,
2022-11-23 10:00:00,16.333607485708512,
2022-11-23 10:30:00,77.40324679225523,
2022-11-23 12:00:00,102.25343730168805,
2022-11-23 13:30:00,90.93478379428905,
2022-11-23 15:00:00,61.14078350811326,
2022-11-23 15:30:30,61.14078350811326,
2022-11-23 23:59:59,29.330804095505243,c
2022-11-24 00:00:00,29.330804095505243,
2022-11-24 10:00:00,29.330804095505243,
2022-11-24 10:30:00,29.330804095505243,
2022-11-24 12:00:00,29.330804095505243,
2022-11-24 13:30:00,29.330804095505243,
2022-11-24 15:00:00,29.330804095505243,
2022-11-24 15:30:30,29.330804095505243,
2022-11-24 23:59:59,29.330804095505243,c
2022-11-25 00:00:00,-1.8292374593211207,
2022-11-25 10:00:00,21.272192101881615,
2022-11-25 10:30:00,16.65115046927417,
2022-11-25 12:00:00,-8.577797289840646,
2022-11-25 13:30:00,-8.577797289840646,
2022-11-25 15:00:00,-8.577797289840646,
2022-11-25 15:30:30,-8.577797289840646,
2022-11-25 23:59:59,-36.77270758048439,w
2022-11-28 00:00:00,-20.35220726044713,
2022-11-28 10:00:00,-12.561164087707084,
2022-11-28 10:30:00,12.260418181707223,
2022-11-28 12:00:00,46.79719348193373,
2022-11-28 13:30:00,40.9983752988241,
2022-11-28 15:00:00,65.91123271098814,
2022-11-28 15:30:30,65.91123271098814,
2022-11-28 23:59:59,75.57691788112618,c
2022-11-29 00:00:00,49.81653146985644,
2022-11-29 10:00:00,47.67339877210776,
2022-11-29 10:30:00,16.159931606951204,
2022-11-29 12:00:00,55.5288767914962,
2022-11-29 13:30:00,58.76086319631622,
2022-11-29 15:00:00,48.05650508744367,
2022-11-29 15:30:30,48.05650508744367,
2022-11-29 23:59:59,51.43514207108291,c
2022-11-30 00:00:00,5.104904125844087,
2022-11-30 10:00:00,16.721651653185518,
2022-11-30 10:30:00,23.32739641211151,
2022-11-30 12:00:00,32.11949292301989,
2022-11-30 13:30:00,41.976571526865655,
2022-11-30 15:00:00,12.135753989770933,
2022-11-30 15:30:30,12.135753989770933,m
2022-11-30 23:59:59,51.12742219326532,c
2022-12-01 00:00:00,26.879017860117074,
2022-12-01 10:00:00,46.924804133056625,
2022-12-01 10:30:00,89.50251549485193,
2022-12-01 12:00:00,33.6742446385411,
2022-12-01 13:30:00,16.77677460209486,
2022-12-01 15:00:00,-2.988666195523365,
2022-12-01 15:30:30,-2.988666195523365,
2022-12-01 23:59:59,-38.14543514968932,c
2022-12-02 00:00:00,24.638046680895968,
2022-12-02 10:00:00,-31.8558299435947,
2022-12-02 10:30:00,-33.51020436978126,
2022-12-02 12:00:00,-44.83451497681176,
2022-12-02 13:30:00,-77.33029525353754,
2022-12-02 15:00:00,-33.73156712114633,
2022-12-02 15:30:30,-33.73156712114633,
2022-12-02 23:59:59,-29.424331533759073,w
2022-12-05 00:00:00,-38.11458203865584,
2022-12-05 10:00:00,-46.43910463101565,
2022-12-05 10:30:00,-34.564865221278524,
2022-12-05 12:00:00,-1.7468071375959653,
2022-12-05 13:30:00,-7.673049733974381,
2022-12-05 15:00:00,5.472140320082872,
2022-12-05 15:30:30,5.472140320082872,
2022-12-05 23:59:59,11.023094588122262,c
2022-12-06 00:00:00,-17.420588382406095,
2022-12-06 10:00:00,-19.382912867132973,
2022-12-06 10:30:00,-51.43634796205299,
2022-12-06 12:00:00,-50.99065277246814,
2022-12-06 13:30:00,-40.199454312020976,
2022-12-06 15:00:00,-29.640910037076196,
2022-12-06 15:30:30,-29.640910037076196,
2022-12-06 23:59:59,-17.346575417833492,c
2022-12-07 00:00:00,-37.95244973573642,
2022-12-07 10:00:00,-36.84673246676334,
2022-12-07 10:30:00,-15.360012196532693,
2022-12-07 12:00:00,-4.088136250457069,
2022-12-07 13:30:00,8.761159214074155,
2022-12-07 15:00:00,-25.96395896972615,
2022-12-07 15:30:30,-25.96395896972615,
2022-12-07 23:59:59,1.6993002389402818,c
2022-12-08 00:00:00,-28.16573198415267,
2022-12-08 10:00:00,-27.970572840008458,
2022-12-08 10:30:00,-20.31815113147354,
2022-12-08 12:00:00,-21.03473698753794,
2022-12-08 13:30:00,-26.608573391683535,
2022-12-08 15:00:00,-13.935689170490036,
2022-12-08 15:30:30,-13.935689170490036,s
2022-12-08 23:59:59,-19.17116147365755,c
2022-12-09 00:00:00,-12.149627598339862,
2022-12-09 10:00:00,-20.073004195855106,
2022-12-09 10:30:00,-39.79405323888568,
2022-12-09 12:00:00,-85.51051268610286,
2022-12-09 13:30:00,-66.42906152220485,
2022-12-09 15:00:00,-42.51887383134488,
2022-12-09 15:30:30,-42.51887383134488,
2022-12-09 23:59:59,0.0,a
2022-12-12 00:00:00,22.931511202694765,
2022-12-12 10:00:00,25.767973494268745,
2022-12-12 10:30:00,41.44649798432607,
2022-12-12 12:00:00,75.64688265886326,
2022-12-12 13:30:00,98.35133703867751,
2022-12-12 15:00:00,90.74907048205193,
2022-12-12 15:30:30,90.74907048205193,
2022-12-12 23:59:59,100.95470610732247,c
2022-12-13 00:00:00,12.366159770702893,
2022-12-13 10:00:00,19.350530048413248,
2022-12-13 10:30:00,69.24650202507632,
2022-12-13 12:00:00,109.87598910082454,
2022-12-13 13:30:00,119.60372260525571,
2022-12-13 15:00:00,135.77489127223458,
2022-12-13 15:30:30,135.77489127223458,
2022-12-13 23:59:59,95.00418623041708,c
2022-12-14 00:00:00,53.22477114900937,
2022-12-14 10:00:00,121.16431557773797,
2022-12-14 10:30:00,106.04554829532515,
2022-12-14 12:00:00,94.9723344640891,
2022-12-14 13:30:00,73.83148710380152,
2022-12-14 15:00:00,60.26446385070386,
2022-12-14 15:30:30,60.26446385070386,
2022-12-14 23:59:59,97.74029001845253,c
2022-12-15 00:00:00,134.1451853721864,
2022-12-15 10:00:00,121.88336737356019,
2022-12-15 10:30:00,155.71281196882103,
2022-12-15 12:00:00,191.60462054935755,
2022-12-15 13:30:00,163.73557197314204,
2022-12-15 15:00:00,159.632744654801,
2022-12-15 15:30:30,159.632744654801,
2022-12-15 23:59:59,187.50607594324975,c
2022-12-16 00:00:00,192.8826633620468,
2022-12-16 10:00:00,198.36303742054304,
2022-12-16 10:30:00,188.97687097083644,
2022-12-16 12:00:00,182.46586775842275,
2022-12-16 13:30:00,178.79262196603042,
2022-12-16 15:00:00,190.5922451589915,
2022-12-16 15:30:30,190.5922451589915,
2022-12-16 23:59:59,214.50382617813665,e
2022-12-19 00:00:00,139.27906956928814,
2022-12-19 10:00:00,144.84929708615857,
2022-12-19 10:30:00,151.46255813887177,
2022-12-19 12:00:00,190.80625870444578,
2022-12-19 13:30:00,198.78118821584349,
2022-12-19 15:00:00,203.3143714948152,
2022-12-19 15:30:30,203.3143714948152,
2022-12-19 23:59:59,226.32007825062158,c
2022-12-20 00:00:00,-73.75927884979535,
2022-12-20 10:00:00,-85.73199618841568,
2022-12-20 10:30:00,-79.4537095380881,
2022-12-20 12:00:00,-62.21610117794762,
2022-12-20 13:30:00,-70.51202904731588,
2022-12-20 15:00:00,-34.72234720793381,
2022-12-20 15:30:30,-34.72234720793381,
2022-12-20 23:59:59,-49.5712941520344,c
2022-12-21 00:00:00,-61.29910617220992,
2022-12-21 10:00:00,-43.625222094930905,
2022-12-21 10:30:00,-74.57521761563942,
2022-12-21 12:00:00,-68.03539265253596,
2022-12-21 13:30:00,-64.21252920466009,
2022-12-21 15:00:00,-96.64373517433921,
2022-12-21 15:30:30,-96.64373517433921,
2022-12-21 23:59:59,-98.66609550113469,c
2022-12-22 00:00:00,-80.71219664778948,
2022-12-22 10:00:00,-82.17581634817645,
2022-12-22 10:30:00,-37.0533993844133,
2022-12-22 12:00:00,-92.22211859374875,
2022-12-22 13:30:00,-85.88277194811656,
2022-12-22 15:00:00,-160.89187272415165,
2022-12-22 15:30:30,-160.89187272415165,
2022-12-22 23:59:59,-194.41111690923185,c
2022-12-23 00:00:00,-207.32408332273974,
2022-12-23 10:00:00,-179.02699406150725,
2022-12-23 10:30:00,-221.4395663520288,
2022-12-23 12:00:00,-250.67936547624106,
2022-12-23 13:30:00,-186.54827309723441,
2022-12-23 15:00:00,-192.15316506222064,
2022-12-23 15:30:30,-192.15316506222064,
2022-12-23 23:59:59,-168.14439998556384,w
2022-12-26 00:00:00,-168.14439998556384,
2022-12-26 10:00:00,-168.14439998556384,
2022-12-26 10:30:00,-168.14439998556384,
2022-12-26 12:00:00,-168.14439998556384,
2022-12-26 13:30:00,-168.14439998556384,
2022-12-26 15:00:00,-168.14439998556384,
2022-12-26 15:30:30,-168.14439998556384,
2022-12-26 23:59:59,-168.14439998556384,c
2022-12-27 00:00:00,-168.87970597432025,
2022-12-27 10:00:00,-228.4532259968172,
2022-12-27 10:30:00,-278.801450034975,
2022-12-27 12:00:00,-253.57662100205732,
2022-12-27 13:30:00,-246.62803158134534,
2022-12-27 15:00:00,-234.21931811182594,
2022-12-27 15:30:30,-234.21931811182594,
2022-12-27 23:59:59,-233.47471157776693,c
2022-12-28 00:00:00,-253.43035113496228,
2022-12-28 10:00:00,-225.66654074375208,
2022-12-28 10:30:00,-179.41812579523082,
2022-12-28 12:00:00,-212.8748126951824,
2022-12-28 13:30:00,-225.46162437580438,
2022-12-28 15:00:00,-236.64118593258263,
2022-12-28 15:30:30,-236.64118593258263,
2022-12-28 23:59:59,-228.84183383499203,c
2022-12-29 00:00:00,-293.6091663600064,
2022-12-29 10:00:00,-354.6411818119187,
2022-12-29 10:30:00,-331.03023298850303,
2022-12-29 12:00:00,-324.6167628944155,
2022-12-29 13:30:00,-298.4974545415912,
2022-12-29 15:00:00,-314.77986512006476,
2022-12-29 15:30:30,-314.77986512006476,
2022-12-29 23:59:59,-312.9016593101129,c
2022-12-30 00:00:00,-286.5167942049379,
2022-12-30 10:00:00,-292.87650835315026,
2022-12-30 10:30:00,-303.2726162491631,
2022-12-30 12:00:00,-256.29533195842964,
2022-12-30 13:30:00,-252.37825881327262,
2022-12-30 15:00:00,-277.3395594051343,
2022-12-30 15:30:30,-277.3395594051343,
2022-12-30 23:59:59,-286.9164106025394,w
