date,EU_DJSC_2022_Q2,meta
2022-05-11 00:00:00,63.15353735644885,
2022-05-11 03:30:00,96.85821693384764,
2022-05-11 04:00:00,84.79258769123146,
2022-05-11 06:00:00,65.53478280316324,
2022-05-11 08:00:00,43.92053868562641,
2022-05-11 10:30:00,25.0871790535914,
2022-05-11 11:00:00,24.68796325152175,
2022-05-11 23:59:59,34.39329078642379,c
2022-05-12 00:00:00,90.45386771615426,
2022-05-12 03:30:00,29.480421956569558,
2022-05-12 04:00:00,16.508173917012414,
2022-05-12 06:00:00,24.995062608492162,
2022-05-12 08:00:00,16.696567247115013,
2022-05-12 10:30:00,44.23698343865965,
2022-05-12 11:00:00,42.67404500223165,
2022-05-12 23:59:59,55.46546636396806,c
2022-05-13 00:00:00,64.68608163644126,
2022-05-13 03:30:00,63.724083827557365,
2022-05-13 04:00:00,84.28675175449257,
2022-05-13 06:00:00,44.7191098424895,
2022-05-13 08:00:00,73.74715770636249,
2022-05-13 10:30:00,78.51017312972454,
2022-05-13 11:00:00,69.7040220164406,
2022-05-13 23:59:59,83.45045428622245,w
2022-05-16 00:00:00,79.84983055936414,
2022-05-16 03:30:00,91.14207630901228,
2022-05-16 04:00:00,83.41204204677297,
2022-05-16 06:00:00,90.5359121571446,
2022-05-16 08:00:00,86.72929547247475,
2022-05-16 10:30:00,100.353145140783,
2022-05-16 11:00:00,110.42620811502081,
2022-05-16 23:59:59,107.91505759912752,c
2022-05-17 00:00:00,108.20188547591613,
2022-05-17 03:30:00,83.93606496403913,
2022-05-17 04:00:00,76.60157082099454,
2022-05-17 06:00:00,89.2934419676933,
2022-05-17 08:00:00,104.70661035477872,
2022-05-17 10:30:00,115.15303221486579,
2022-05-17 11:00:00,117.16262207958334,
2022-05-17 23:59:59,122.61763587364476,c
2022-05-18 00:00:00,140.9236498354477,
2022-05-18 03:30:00,137.81003549071147,
2022-05-18 04:00:00,116.89301544705347,
2022-05-18 06:00:00,120.77658714790175,
2022-05-18 08:00:00,138.76752652274013,
2022-05-18 10:30:00,141.22155420127842,
2022-05-18 11:00:00,158.56754753203552,
2022-05-18 23:59:59,158.14884948050985,c
2022-05-19 00:00:00,151.39263613845253,
2022-05-19 03:30:00,158.98898410332856,
2022-05-19 04:00:00,163.2172007550688,
2022-05-19 06:00:00,131.89630687999875,
2022-05-19 08:00:00,136.80141423213433,
2022-05-19 10:30:00,116.46309479392391,
2022-05-19 11:00:00,131.66582626346724,
2022-05-19 23:59:59,138.03078024126125,c
2022-05-20 00:00:00,126.58817929156953,
2022-05-20 03:30:00,142.0616587749039,
2022-05-20 04:00:00,159.96321163500056,
2022-05-20 06:00:00,183.60936990972448,
2022-05-20 08:00:00,200.94732369216592,
2022-05-20 10:30:00,181.67526257673444,
2022-05-20 11:00:00,184.26978541448648,
2022-05-20 23:59:59,185.5987953028516,w
2022-05-23 00:00:00,167.36946069986948,
2022-05-23 03:30:00,136.33210613054234,
2022-05-23 04:00:00,119.78569592464316,
2022-05-23 06:00:00,90.03791610239614,
2022-05-23 08:00:00,94.88625039699332,
2022-05-23 10:30:00,84.84173033953971,
2022-05-23 11:00:00,84.71319400567359,
2022-05-23 23:59:59,87.93426084582222,c
2022-05-24 00:00:00,114.01096651940816,
2022-05-24 03:30:00,55.58093563144587,
2022-05-24 04:00:00,46.19688546886459,
2022-05-24 06:00:00,54.016711986207724,
2022-05-24 08:00:00,51.59477521367114,
2022-05-24 10:30:00,12.342978706067356,
2022-05-24 11:00:00,14.129212850117597,
2022-05-24 23:59:59,9.15393958235245,c
2022-05-25 00:00:00,-0.7288481982420763,
2022-05-25 03:30:00,-10.868689141539221,
2022-05-25 04:00:00,-5.08093928172309,
2022-05-25 06:00:00,10.719289988004448,
2022-05-25 08:00:00,7.005149159320467,
2022-05-25 10:30:00,14.463269682276518,
2022-05-25 11:00:00,18.162234790161506,
2022-05-25 23:59:59,3.6906398398854208,c
2022-05-26 00:00:00,2.3857987695568,
2022-05-26 03:30:00,-29.87422989808772,
2022-05-26 04:00:00,-53.33974975011381,
2022-05-26 06:00:00,-55.67767247824429,
2022-05-26 08:00:00,-46.6659479176966,
2022-05-26 10:30:00,-34.60211777830398,
2022-05-26 11:00:00,-25.458356423448436,
2022-05-26 23:59:59,-20.6839308787454,c
2022-05-27 00:00:00,-12.93740260423101,
2022-05-27 03:30:00,-9.378314532616628,
2022-05-27 04:00:00,5.259444589225495,
2022-05-27 06:00:00,24.233998667547212,
2022-05-27 08:00:00,30.928055540182186,
2022-05-27 10:30:00,54.88459920957189,
2022-05-27 11:00:00,54.25642399528931,
2022-05-27 23:59:59,52.406850873627945,w
2022-05-30 00:00:00,94.30409745455393,
2022-05-30 03:30:00,59.64107786266891,
2022-05-30 04:00:00,39.88394461584642,
2022-05-30 06:00:00,48.953075925729536,
2022-05-30 08:00:00,7.073665584991204,
2022-05-30 10:30:00,-12.17541181735237,
2022-05-30 11:00:00,-20.768555438962835,
2022-05-30 23:59:59,-13.043950858491371,c
2022-05-31 00:00:00,-13.977316430056021,
2022-05-31 03:30:00,-45.72460700831209,
2022-05-31 04:00:00,-42.31148074265104,
2022-05-31 06:00:00,-16.505511803292393,
2022-05-31 08:00:00,-20.2680572935775,
2022-05-31 10:30:00,-13.186348679903517,
2022-05-31 11:00:00,-7.796100081022473,
2022-05-31 23:59:59,-2.496666456672415,c
2022-06-01 00:00:00,2.6559922822755198,
2022-06-01 03:30:00,-27.183640082932584,
2022-06-01 04:00:00,-14.9152361323371,
2022-06-01 06:00:00,7.121880855354107,
2022-06-01 08:00:00,10.96585125604554,
2022-06-01 10:30:00,4.698347952959921,
2022-06-01 11:00:00,7.707446628741991,
2022-06-01 23:59:59,0.0,a
2022-06-02 00:00:00,-8.48794566027334,
2022-06-02 03:30:00,27.849035826935392,
2022-06-02 04:00:00,45.973871533283614,
2022-06-02 06:00:00,29.81441668578509,
2022-06-02 08:00:00,40.41784027457959,
2022-06-02 10:30:00,46.80116710212644,
2022-06-02 11:00:00,53.22812884748487,
2022-06-02 23:59:59,63.797769005165264,c
2022-06-03 00:00:00,30.286052111273648,
2022-06-03 03:30:00,21.969483619354264,
2022-06-03 04:00:00,24.580211808423314,
2022-06-03 06:00:00,29.99284133356832,
2022-06-03 08:00:00,27.292538918950754,
2022-06-03 10:30:00,11.365865527597293,
2022-06-03 11:00:00,15.006571132876843,
2022-06-03 23:59:59,17.341898688094375,w
2022-06-06 00:00:00,6.720358167941072,
2022-06-06 03:30:00,21.027871802172058,
2022-06-06 04:00:00,5.231565956389318,
2022-06-06 06:00:00,21.146099737992927,
2022-06-06 08:00:00,28.991086639182527,
2022-06-06 10:30:00,55.56614997413692,
2022-06-06 11:00:00,47.7315907594035,
2022-06-06 23:59:59,50.58529414972463,c
2022-06-07 00:00:00,48.38393865002695,
2022-06-07 03:30:00,58.60767226391431,
2022-06-07 04:00:00,41.28148506876232,
2022-06-07 06:00:00,41.09394042361896,
2022-06-07 08:00:00,39.929251921768014,
2022-06-07 10:30:00,43.874755732899075,
2022-06-07 11:00:00,52.21007645946145,
2022-06-07 23:59:59,52.06142593568438,c
2022-06-08 00:00:00,37.440707778681485,
2022-06-08 03:30:00,50.051880272670815,
2022-06-08 04:00:00,60.883754318355614,
2022-06-08 06:00:00,45.05050326463959,
2022-06-08 08:00:00,51.86483317322484,
2022-06-08 10:30:00,51.05348684929584,
2022-06-08 11:00:00,48.8484734436729,
2022-06-08 23:59:59,51.75302832448756,c
2022-06-09 00:00:00,44.52216823205197,
2022-06-09 03:30:00,10.6825499006967,
2022-06-09 04:00:00,2.342912684359817,
2022-06-09 06:00:00,-2.174854757454,
2022-06-09 08:00:00,1.149897887038037,
2022-06-09 10:30:00,2.8618579417939145,
2022-06-09 11:00:00,10.62820297361543,
2022-06-09 23:59:59,-0.7647552731929181,c
2022-06-10 00:00:00,-1.538979105803719,
2022-06-10 03:30:00,18.926914715248586,
2022-06-10 04:00:00,24.744458078207344,
2022-06-10 06:00:00,57.509780517820445,
2022-06-10 08:00:00,108.73641606756985,
2022-06-10 10:30:00,117.0804130051099,
2022-06-10 11:00:00,116.36352359849525,
2022-06-10 23:59:59,119.54455380835111,w
2022-06-13 00:00:00,136.42180483388222,
2022-06-13 03:30:00,138.28174650791277,
2022-06-13 04:00:00,136.12847895463403,
2022-06-13 06:00:00,134.64933776134376,
2022-06-13 08:00:00,127.93132092039787,
2022-06-13 10:30:00,142.02318046769722,
2022-06-13 11:00:00,141.31665208504967,
2022-06-13 23:59:59,136.61712198916234,c
2022-06-14 00:00:00,126.96077884679676,
2022-06-14 03:30:00,151.98538631419183,
2022-06-14 04:00:00,116.18183292807896,
2022-06-14 06:00:00,124.38437388987882,
2022-06-14 08:00:00,126.07756782236527,
2022-06-14 10:30:00,95.5857688952409,
2022-06-14 11:00:00,91.4944453278489,
2022-06-14 23:59:59,98.75580942066608,c
2022-06-15 00:00:00,118.01026988924775,
2022-06-15 03:30:00,133.61618817364433,
2022-06-15 04:00:00,130.26705212628622,
2022-06-15 06:00:00,108.1924724169229,
2022-06-15 08:00:00,101.9447589642806,
2022-06-15 10:30:00,119.79084001297338,
2022-06-15 11:00:00,139.9858681522462,
2022-06-15 23:59:59,142.95636936258472,c
2022-06-16 00:00:00,139.44451689035316,
2022-06-16 03:30:00,146.19470298656483,
2022-06-16 04:00:00,167.73902222346135,
2022-06-16 06:00:00,187.05609393596717,
2022-06-16 08:00:00,212.66165160937442,
2022-06-16 10:30:00,181.38320612429607,
2022-06-16 11:00:00,173.20729175902693,
2022-06-16 23:59:59,185.21298538255098,c
2022-06-17 00:00:00,192.32353928836085,
2022-06-17 03:30:00,178.35308902252348,
2022-06-17 04:00:00,186.87994234750056,
2022-06-17 06:00:00,121.91552579745883,
2022-06-17 08:00:00,113.60607115807079,
2022-06-17 10:30:00,129.19423509587307,
2022-06-17 11:00:00,138.82682522871448,
2022-06-17 23:59:59,127.42567734220268,e
2022-06-20 00:00:00,145.20828152838226,
2022-06-20 03:30:00,147.01810740373276,
2022-06-20 04:00:00,152.20667230401,
2022-06-20 06:00:00,144.34584626366927,
2022-06-20 08:00:00,132.3508670640124,
2022-06-20 10:30:00,140.79821344667255,
2022-06-20 11:00:00,138.96799716221597,
2022-06-20 23:59:59,148.15469682436094,c
2022-06-21 00:00:00,131.8055236843892,
