date,US_MISC_2021_Q4,meta
2021-11-19 00:00:00,23.109300127028064,
2021-11-19 10:00:00,7.020693681792864,
2021-11-19 10:30:00,3.1847857303796445,
2021-11-19 12:00:00,-15.287104752087089,
2021-11-19 13:30:00,-10.082364569729634,
2021-11-19 15:00:00,-12.681704970295186,
2021-11-19 15:30:30,-12.681704970295186,
2021-11-19 23:59:59,-15.217372714598241,w
2021-11-22 00:00:00,-19.090464314092742,
2021-11-22 10:00:00,-47.82529371750684,
2021-11-22 10:30:00,-52.92321968823171,
2021-11-22 12:00:00,-26.002668867820375,
2021-11-22 13:30:00,-45.4624619385977,
2021-11-22 15:00:00,-55.6031462904175,
2021-11-22 15:30:30,-55.6031462904175,u
2021-11-22 23:59:59,-42.12922142060961,c
2021-11-23 00:00:00,-38.72310090339488,
2021-11-23 10:00:00,-51.74148822291181,
2021-11-23 10:30:00,-52.487193944497676,
2021-11-23 12:00:00,-39.62403756016897,
2021-11-23 13:30:00,-31.883297602314997,
2021-11-23 15:00:00,-32.384508592289194,
2021-11-23 15:30:30,-32.384508592289194,
2021-11-23 23:59:59,-38.25354347211578,c
2021-11-24 00:00:00,-54.998163181881864,
2021-11-24 10:00:00,-57.33701672201596,
2021-11-24 10:30:00,-51.994585381123215,
2021-11-24 12:00:00,-48.6629611781143,
2021-11-24 13:30:00,-38.59080329750509,
2021-11-24 15:00:00,-40.839667742155825,
2021-11-24 15:30:30,-40.839667742155825,
2021-11-24 23:59:59,-35.91698379285231,c
2021-11-25 00:00:00,-35.53203023063497,
2021-11-25 10:00:00,-34.42156940767086,
2021-11-25 10:30:00,-34.38363202756773,
2021-11-25 12:00:00,-34.20433779541327,
2021-11-25 13:30:00,-34.52278607925041,
2021-11-25 15:00:00,-34.33991876418031,
2021-11-25 15:30:30,-34.33991876418031,
2021-11-25 23:59:59,-34.6648376638675,c
2021-11-26 00:00:00,-38.719335190304264,
2021-11-26 10:00:00,-44.24153234321989,
2021-11-26 10:30:00,-25.663644669925134,
2021-11-26 12:00:00,-43.960816406680124,
2021-11-26 13:30:00,-37.83237437043795,
2021-11-26 15:00:00,-37.89664424497482,
2021-11-26 15:30:30,-37.89664424497482,
2021-11-26 23:59:59,-37.60482357528508,w
2021-11-29 00:00:00,-27.671738786018068,
2021-11-29 10:00:00,-67.02059177515412,
2021-11-29 10:30:00,-59.69623429060334,
2021-11-29 12:00:00,-63.63342095077974,
2021-11-29 13:30:00,-42.21662941690988,
