date,CRSP_STAY_HEDGED_2022_Q1,meta
2022-01-21 00:00:00,-103.54633439365966,
2022-01-21 10:00:00,-120.58102170421904,
2022-01-21 10:30:00,-117.36515218681768,
2022-01-21 12:00:00,-110.79919979543126,
2022-01-21 13:30:00,-122.21810827929437,
2022-01-21 15:00:00,-124.5755063490181,
2022-01-21 15:30:30,-124.5755063490181,
2022-01-21 23:59:59,-122.4061175490454,w
2022-01-24 00:00:00,-154.38966573215413,
2022-01-24 10:00:00,-165.75019399131503,
2022-01-24 10:30:00,-161.23358454498467,
2022-01-24 12:00:00,-160.5264380182039,
2022-01-24 13:30:00,-147.09634297970646,
2022-01-24 15:00:00,-145.22276120976787,
2022-01-24 15:30:30,-145.22276120976787,
2022-01-24 23:59:59,-137.06224368101482,c
2022-01-25 00:00:00,-136.27967897692065,
2022-01-25 10:00:00,-136.63647592818617,
2022-01-25 10:30:00,-135.44034083561414,
2022-01-25 12:00:00,-149.64022769515503,
2022-01-25 13:30:00,-145.47674501553544,
2022-01-25 15:00:00,-123.66313383021628,
2022-01-25 15:30:30,-123.66313383021628,
2022-01-25 23:59:59,-122.93929500787334,c
2022-01-26 00:00:00,-119.1093892626509,
2022-01-26 10:00:00,-123.81844150276595,
2022-01-26 10:30:00,-115.73581289883742,
2022-01-26 12:00:00,-102.8736895884843,
2022-01-26 13:30:00,-102.97461238637152,
2022-01-26 15:00:00,-105.89361274764644,
2022-01-26 15:30:30,-105.89361274764644,
2022-01-26 23:59:59,-122.14032377685987,c
2022-01-27 00:00:00,-121.65648552241822,
2022-01-27 10:00:00,-133.52104082384903,
2022-01-27 10:30:00,-140.70386164804742,
2022-01-27 12:00:00,-142.0216658318735,
2022-01-27 13:30:00,-161.02342976286113,
2022-01-27 15:00:00,-167.94624267786597,
2022-01-27 15:30:30,-167.94624267786597,
2022-01-27 23:59:59,-169.91033959221983,c
2022-01-28 00:00:00,-170.33574502293922,
2022-01-28 10:00:00,-202.80405594591983,
2022-01-28 10:30:00,-193.9688016578864,
2022-01-28 12:00:00,-184.71369959826066,
2022-01-28 13:30:00,-190.62806341164475,
2022-01-28 15:00:00,-188.31718582027386,
2022-01-28 15:30:30,-188.31718582027386,
2022-01-28 23:59:59,-182.07587903876637,w
2022-01-31 00:00:00,-177.55343132748334,
2022-01-31 10:00:00,-164.45422483084454,
2022-01-31 10:30:00,-159.47750041793822,
2022-01-31 12:00:00,-139.9071711517066,
2022-01-31 13:30:00,-144.27564899811912,
2022-01-31 15:00:00,-141.1651192410589,
2022-01-31 15:30:30,-141.1651192410589,
2022-01-31 23:59:59,-136.71640847130246,c
2022-02-01 00:00:00,-125.22529716608062,
2022-02-01 10:00:00,-141.60745424079045,
2022-02-01 10:30:00,-140.36049042481804,
2022-02-01 12:00:00,-132.573542930391,
2022-02-01 13:30:00,-136.54592178359087,
2022-02-01 15:00:00,-142.75080088635727,
2022-02-01 15:30:30,-142.75080088635727,
2022-02-01 23:59:59,-145.36919088056732,c
2022-02-02 00:00:00,-164.85012682735046,
2022-02-02 10:00:00,-179.66102882514298,
2022-02-02 10:30:00,-180.36635422345876,
2022-02-02 12:00:00,-192.65272375166836,
2022-02-02 13:30:00,-191.00291878435706,
2022-02-02 15:00:00,-191.77267036503645,
2022-02-02 15:30:30,-191.77267036503645,
2022-02-02 23:59:59,-193.00000241857865,c
2022-02-03 00:00:00,-152.3193374338379,
2022-02-03 10:00:00,-148.47330024787155,
2022-02-03 10:30:00,-138.51323717553333,
2022-02-03 12:00:00,-134.23358140854043,
2022-02-03 13:30:00,-136.26264683300238,
2022-02-03 15:00:00,-148.79857433031776,
2022-02-03 15:30:30,-148.79857433031776,
2022-02-03 23:59:59,-150.14768468692068,c
2022-02-04 00:00:00,-139.63110426805488,
2022-02-04 10:00:00,-143.66543779180287,
2022-02-04 10:30:00,-141.92692204313894,
2022-02-04 12:00:00,-140.31696897594747,
2022-02-04 13:30:00,-129.3797970465293,
2022-02-04 15:00:00,-122.99116595347357,
2022-02-04 15:30:30,-122.99116595347357,
2022-02-04 23:59:59,-121.97502490262593,w
2022-02-07 00:00:00,-120.86414569775826,
2022-02-07 10:00:00,-103.91567461808614,
2022-02-07 10:30:00,-106.62858484922515,
2022-02-07 12:00:00,-109.04834299827166,
2022-02-07 13:30:00,-104.17515649532146,
2022-02-07 15:00:00,-103.37864420583054,
2022-02-07 15:30:30,-103.37864420583054,
2022-02-07 23:59:59,-103.2872008836386,c
2022-02-08 00:00:00,-100.86332055089593,
2022-02-08 10:00:00,-99.94439028977376,
2022-02-08 10:30:00,-99.35492347755513,
2022-02-08 12:00:00,-91.37638470984518,
2022-02-08 13:30:00,-86.77734425553405,
2022-02-08 15:00:00,-86.6207432829325,
2022-02-08 15:30:30,-86.6207432829325,
2022-02-08 23:59:59,-84.62898735397545,c
2022-02-09 00:00:00,-77.74444585665765,
2022-02-09 10:00:00,-75.89625437314788,
2022-02-09 10:30:00,-61.86464638692104,
2022-02-09 12:00:00,-64.65704752582025,
2022-02-09 13:30:00,-67.34715165999103,
2022-02-09 15:00:00,-65.22778640782133,
2022-02-09 15:30:30,-65.22778640782133,
2022-02-09 23:59:59,-62.3458549355355,c
2022-02-10 00:00:00,-73.43533684955821,
2022-02-10 10:00:00,-57.874972460532604,
2022-02-10 10:30:00,-44.337989880554915,
2022-02-10 12:00:00,-43.94393849895755,
2022-02-10 13:30:00,-56.12508195453796,
2022-02-10 15:00:00,-71.67513970494338,
2022-02-10 15:30:30,-71.67513970494338,
2022-02-10 23:59:59,-72.76378932284456,c
2022-02-11 00:00:00,-81.35521923020428,
2022-02-11 10:00:00,-89.88939788975279,
2022-02-11 10:30:00,-81.17395758739389,
2022-02-11 12:00:00,-97.63492130148626,
2022-02-11 13:30:00,-97.33793940511015,
2022-02-11 15:00:00,-108.52020167447989,
2022-02-11 15:30:30,-108.52020167447989,
2022-02-11 23:59:59,-101.68557475136856,w
2022-02-14 00:00:00,-106.11859713418812,
2022-02-14 10:00:00,-76.20669702584439,
2022-02-14 10:30:00,-70.13217396925734,
2022-02-14 12:00:00,-70.98251708035485,
2022-02-14 13:30:00,-79.37883107010532,
2022-02-14 15:00:00,-75.80818342034996,
2022-02-14 15:30:30,-75.80818342034996,
