date,FPX_2022_Q3,meta
2022-08-30 00:00:00,-324.88091197848075,
2022-08-30 10:00:00,-322.10001740228773,
2022-08-30 10:30:00,-311.9418956013514,
2022-08-30 12:00:00,-323.2686222492283,
2022-08-30 13:30:00,-329.8930198872821,
2022-08-30 15:00:00,-306.45776098206306,
2022-08-30 15:30:30,-306.45776098206306,
2022-08-30 23:59:59,-296.19545029745314,c
2022-08-31 00:00:00,-265.833583527429,
2022-08-31 10:00:00,-246.79365164040388,
2022-08-31 10:30:00,-252.28786655036222,
2022-08-31 12:00:00,-268.58519607969765,
2022-08-31 13:30:00,-261.52280757319573,
2022-08-31 15:00:00,-262.0408227424093,
2022-08-31 15:30:30,-262.0408227424093,m
2022-08-31 23:59:59,-255.2755118297556,c
2022-09-01 00:00:00,-220.01427992032117,
2022-09-01 10:00:00,-221.04403004459547,
2022-09-01 10:30:00,-224.26602066879002,
2022-09-01 12:00:00,-245.6307800664267,
2022-09-01 13:30:00,-243.32106113415077,
2022-09-01 15:00:00,-236.78575241981522,
2022-09-01 15:30:30,-236.78575241981522,
2022-09-01 23:59:59,-222.8307725844779,c
2022-09-02 00:00:00,-222.9933526009633,
2022-09-02 10:00:00,-240.8572972469049,
2022-09-02 10:30:00,-231.7795029002952,
2022-09-02 12:00:00,-224.9808515908868,
2022-09-02 13:30:00,-226.85594101155226,
2022-09-02 15:00:00,-224.87211100526432,
2022-09-02 15:30:30,-224.87211100526432,
2022-09-02 23:59:59,-228.25206697002363,w
2022-09-05 00:00:00,-228.25206697002363,
2022-09-05 10:00:00,-228.25206697002363,
2022-09-05 10:30:00,-228.25206697002363,
2022-09-05 12:00:00,-228.25206697002363,
2022-09-05 13:30:00,-228.25206697002363,
2022-09-05 15:00:00,-228.25206697002363,
2022-09-05 15:30:30,-228.25206697002363,
2022-09-05 23:59:59,-228.25206697002363,c
2022-09-06 00:00:00,-243.98330791855665,
2022-09-06 10:00:00,-249.72458426676474,
2022-09-06 10:30:00,-257.1187333899324,
2022-09-06 12:00:00,-234.202361685591,
2022-09-06 13:30:00,-233.2256282216991,
2022-09-06 15:00:00,-218.21056426047943,
2022-09-06 15:30:30,-218.21056426047943,
2022-09-06 23:59:59,-224.63827169554136,c
2022-09-07 00:00:00,-190.8644126884541,
2022-09-07 10:00:00,-153.96618972117471,
2022-09-07 10:30:00,-138.7487516992228,
2022-09-07 12:00:00,-120.1703323934288,
2022-09-07 13:30:00,-105.42010483158168,
2022-09-07 15:00:00,-107.40388955640418,
2022-09-07 15:30:30,-107.40388955640418,
2022-09-07 23:59:59,-103.0157344836739,c
2022-09-08 00:00:00,-72.82110751633343,
2022-09-08 10:00:00,-14.238213077579644,
2022-09-08 10:30:00,-26.17094059780078,
2022-09-08 12:00:00,-34.368234533659745,
2022-09-08 13:30:00,-22.812002006538876,
2022-09-08 15:00:00,-19.06774532976192,
2022-09-08 15:30:30,-19.06774532976192,
2022-09-08 23:59:59,-9.25290449974699,c
2022-09-09 00:00:00,-5.964671454369011,
2022-09-09 10:00:00,16.584561306689466,
2022-09-09 10:30:00,-8.2889358325898,
2022-09-09 12:00:00,4.663420504531132,
2022-09-09 13:30:00,1.6389522572417263,
2022-09-09 15:00:00,-16.64252189508352,
2022-09-09 15:30:30,-16.64252189508352,
2022-09-09 23:59:59,-19.383590233598454,w
2022-09-12 00:00:00,-40.8263477825073,
2022-09-12 10:00:00,-47.052583473092,
2022-09-12 10:30:00,-51.941204255138075,
2022-09-12 12:00:00,-39.42915647732087,
2022-09-12 13:30:00,-22.817547865281938,
2022-09-12 15:00:00,-15.807210754092182,
2022-09-12 15:30:30,-15.807210754092182,s
2022-09-12 23:59:59,-16.889427162203617,c
2022-09-13 00:00:00,-63.98226407480945,
2022-09-13 10:00:00,-46.69497062519855,
2022-09-13 10:30:00,-19.10889982665401,
2022-09-13 12:00:00,-18.81585458741131,
2022-09-13 13:30:00,-18.635349508690354,
2022-09-13 15:00:00,-12.900061328384538,
2022-09-13 15:30:30,-12.900061328384538,
2022-09-13 23:59:59,0.0,a
2022-09-14 00:00:00,-2.9145773454430355,
2022-09-14 10:00:00,9.624500061725485,
2022-09-14 10:30:00,13.974268676207942,
2022-09-14 12:00:00,26.66783888403654,
2022-09-14 13:30:00,31.312831932028928,
2022-09-14 15:00:00,51.149974584542576,
2022-09-14 15:30:30,51.149974584542576,
2022-09-14 23:59:59,64.68889590068187,c
2022-09-15 00:00:00,67.511821697941,
2022-09-15 10:00:00,86.90712366989402,
2022-09-15 10:30:00,90.43482827254951,
2022-09-15 12:00:00,131.29248752809093,
2022-09-15 13:30:00,143.0481011592338,
2022-09-15 15:00:00,138.35292988133943,
2022-09-15 15:30:30,138.35292988133943,
2022-09-15 23:59:59,123.32905647610033,c
2022-09-16 00:00:00,103.25286518522176,
2022-09-16 10:00:00,83.24571090082196,
2022-09-16 10:30:00,72.86376727670597,
2022-09-16 12:00:00,108.20109364028389,
2022-09-16 13:30:00,108.13701906854857,
2022-09-16 15:00:00,92.44086831574356,
2022-09-16 15:30:30,92.44086831574356,
2022-09-16 23:59:59,94.81401198265809,e
2022-09-19 00:00:00,93.83294023814432,
2022-09-19 10:00:00,90.86387665956255,
2022-09-19 10:30:00,86.53834766699225,
2022-09-19 12:00:00,92.95850724361247,
2022-09-19 13:30:00,103.91637812521373,
2022-09-19 15:00:00,114.00160908734125,
2022-09-19 15:30:30,114.00160908734125,
2022-09-19 23:59:59,107.6451444711609,c
2022-09-20 00:00:00,125.03151654664231,
2022-09-20 10:00:00,138.79166466813302,
2022-09-20 10:30:00,152.8126498438965,
2022-09-20 12:00:00,148.864220855817,
2022-09-20 13:30:00,140.20293391839772,
2022-09-20 15:00:00,131.63467779382694,
2022-09-20 15:30:30,131.63467779382694,
2022-09-20 23:59:59,138.44932219440471,c
