date,AS_MSCI_EM_SC_ALL_2021_Q4,meta
2021-09-30 00:00:00,-178.29522563584214,
2021-09-30 01:00:00,-186.516079827848,
2021-09-30 02:30:00,-176.2943389979664,
2021-09-30 03:00:00,-176.2963947887588,
2021-09-30 18:30:00,-176.2963947887588,
2021-09-30 20:00:00,-176.2963947887588,
2021-09-30 23:00:00,-128.20616515110942,
2021-09-30 23:59:59,-135.1352853123708,c
2021-10-01 00:00:00,-137.888141556984,
2021-10-01 01:00:00,-130.42195422709256,
2021-10-01 02:30:00,-121.17959194542709,
2021-10-01 03:00:00,-121.6483910743932,
2021-10-01 18:30:00,-121.6483910743932,
2021-10-01 20:00:00,-121.6483910743932,
2021-10-01 23:00:00,-121.6483910743932,
2021-10-01 23:59:59,-122.8291088349929,w
2021-10-04 00:00:00,-59.406342075571956,
2021-10-04 01:00:00,-58.90035522095468,
2021-10-04 02:30:00,-48.398235310527525,
2021-10-04 03:00:00,-48.40841647929119,
2021-10-04 18:30:00,-48.40841647929119,
2021-10-04 20:00:00,-48.40841647929119,
2021-10-04 23:00:00,-43.991927203026535,
2021-10-04 23:59:59,-29.726408748527774,c
2021-10-05 00:00:00,-21.961982908973823,
2021-10-05 01:00:00,-14.512621681727524,
2021-10-05 02:30:00,-20.445202388509642,
2021-10-05 03:00:00,-20.47155968293282,
2021-10-05 18:30:00,-20.47155968293282,
2021-10-05 20:00:00,-20.47155968293282,
2021-10-05 23:00:00,15.822259395085894,
2021-10-05 23:59:59,23.512576730430737,c
2021-10-06 00:00:00,19.92939779923381,
2021-10-06 01:00:00,35.54899140983753,
2021-10-06 02:30:00,37.06999709358706,
2021-10-06 03:00:00,37.06395726659457,
2021-10-06 18:30:00,37.06395726659457,
2021-10-06 20:00:00,37.06395726659457,
2021-10-06 23:00:00,15.999021776921381,
2021-10-06 23:59:59,-3.805517616234738,c
2021-10-07 00:00:00,-12.330205523782752,
2021-10-07 01:00:00,-23.580411273558184,
2021-10-07 02:30:00,-34.596635716424316,
2021-10-07 03:00:00,-34.646494693921795,
2021-10-07 18:30:00,-34.646494693921795,
2021-10-07 20:00:00,-34.646494693921795,
2021-10-07 23:00:00,-36.58729218851067,
2021-10-07 23:59:59,-40.02053571439501,c
2021-10-08 00:00:00,-36.09340019737283,
2021-10-08 01:00:00,-35.44402426113447,
2021-10-08 02:30:00,-38.44848944416253,
2021-10-08 03:00:00,-38.45258989359809,
2021-10-08 18:30:00,-38.45258989359809,
2021-10-08 20:00:00,-38.45258989359809,
2021-10-08 23:00:00,-38.45258989359809,
2021-10-08 23:59:59,-42.252016150152485,w
2021-10-11 00:00:00,-42.174865624588165,
2021-10-11 01:00:00,-42.174865624588165,
2021-10-11 02:30:00,-41.781466007280414,
2021-10-11 03:00:00,-41.81415802888705,
2021-10-11 18:30:00,-41.81415802888705,
2021-10-11 20:00:00,-41.81415802888705,
2021-10-11 23:00:00,-15.890911043789401,
2021-10-11 23:59:59,-10.908939747602744,c
2021-10-12 00:00:00,-3.9580402937253893,
2021-10-12 01:00:00,-4.503918099730072,
2021-10-12 02:30:00,-19.771538259534736,
2021-10-12 03:00:00,-19.775603191561004,
2021-10-12 18:30:00,-19.775603191561004,
2021-10-12 20:00:00,-19.775603191561004,
2021-10-12 23:00:00,19.22814565260296,
2021-10-12 23:59:59,34.173418230887364,c
2021-10-13 00:00:00,33.13471998124078,
2021-10-13 01:00:00,35.80510087039056,
2021-10-13 02:30:00,23.08394808372941,
2021-10-13 03:00:00,23.075905446099114,
2021-10-13 18:30:00,23.075905446099114,
2021-10-13 20:00:00,23.075905446099114,
2021-10-13 23:00:00,68.05779413569326,
2021-10-13 23:59:59,57.0734092072762,c
2021-10-14 00:00:00,57.32673983268933,
2021-10-14 01:00:00,43.937632305743136,
2021-10-14 02:30:00,40.980702623161505,
2021-10-14 03:00:00,40.96233836236934,
2021-10-14 18:30:00,40.96233836236934,
2021-10-14 20:00:00,40.96233836236934,
2021-10-14 23:00:00,56.7472665825203,
2021-10-14 23:59:59,68.22676611070847,c
2021-10-15 00:00:00,65.87691616898428,
2021-10-15 01:00:00,76.27442549419447,
2021-10-15 02:30:00,93.62067524356598,
2021-10-15 03:00:00,93.60033559418889,
2021-10-15 18:30:00,93.60033559418889,
2021-10-15 20:00:00,93.60033559418889,
2021-10-15 23:00:00,93.60033559418889,
2021-10-15 23:59:59,92.57039612724611,w
2021-10-18 00:00:00,95.96979499659437,
2021-10-18 01:00:00,85.57649742522062,
2021-10-18 02:30:00,83.24014956631481,
2021-10-18 03:00:00,83.7153228180805,
2021-10-18 18:30:00,83.7153228180805,
2021-10-18 20:00:00,83.7153228180805,
2021-10-18 23:00:00,58.202800020068025,
2021-10-18 23:59:59,46.88641294659101,c
2021-10-19 00:00:00,43.071816276910795,
2021-10-19 01:00:00,62.107639160119106,
2021-10-19 02:30:00,58.42347689122471,
2021-10-19 03:00:00,58.42748290758391,
2021-10-19 18:30:00,58.42748290758391,
2021-10-19 20:00:00,58.42748290758391,
2021-10-19 23:00:00,56.77327696451903,
2021-10-19 23:59:59,56.885648804895936,c
2021-10-20 00:00:00,43.58698310785576,
2021-10-20 01:00:00,32.27375475585859,
2021-10-20 02:30:00,66.77356798632036,
2021-10-20 03:00:00,67.68648590914836,
2021-10-20 18:30:00,67.68648590914836,
2021-10-20 20:00:00,67.68648590914836,
2021-10-20 23:00:00,93.22343625350231,
2021-10-20 23:59:59,103.64042182917638,c
2021-10-21 00:00:00,92.23851614214072,
2021-10-21 01:00:00,123.28123183132539,
2021-10-21 02:30:00,92.14192250561337,
2021-10-21 03:00:00,92.21259954181642,
2021-10-21 18:30:00,92.21259954181642,
2021-10-21 20:00:00,92.21259954181642,
2021-10-21 23:00:00,127.75612752609368,
2021-10-21 23:59:59,89.00716165346194,c
2021-10-22 00:00:00,87.3730866171677,
2021-10-22 01:00:00,78.99092050698073,
2021-10-22 02:30:00,77.01150268090578,
2021-10-22 03:00:00,77.01150268090578,
2021-10-22 18:30:00,77.01150268090578,
2021-10-22 20:00:00,77.01150268090578,
2021-10-22 23:00:00,77.01150268090578,
2021-10-22 23:59:59,75.42141111017008,w
2021-10-25 00:00:00,42.791238916298425,
2021-10-25 01:00:00,55.47155584213351,
2021-10-25 02:30:00,46.61884543629458,
2021-10-25 03:00:00,47.084682266528944,
2021-10-25 18:30:00,47.084682266528944,
2021-10-25 20:00:00,47.084682266528944,
2021-10-25 23:00:00,-12.184159220231777,
2021-10-25 23:59:59,-11.629611092361756,c
2021-10-26 00:00:00,-12.916027361997749,
2021-10-26 01:00:00,-14.087984234082342,
2021-10-26 02:30:00,-31.34169893981607,
2021-10-26 03:00:00,-31.330371184637443,
