date,DJSECT_TRANS_2021_Q3,meta
2021-08-20 00:00:00,-80.64899134976446,
2021-08-20 10:00:00,-83.93854424759624,
2021-08-20 10:30:00,-86.21598941066358,
2021-08-20 12:00:00,-93.22696205394084,
2021-08-20 13:30:00,-91.43091297321342,
2021-08-20 15:00:00,-92.97870448453213,
2021-08-20 15:30:30,-92.97870448453213,
2021-08-20 23:59:59,-89.62528171515342,w
2021-08-23 00:00:00,-75.6772292854846,
2021-08-23 10:00:00,-66.95713398869242,
2021-08-23 10:30:00,-71.85079916736589,
2021-08-23 12:00:00,-53.26134816606327,
2021-08-23 13:30:00,-50.18264999135431,
2021-08-23 15:00:00,-53.318261429308336,
2021-08-23 15:30:30,-53.318261429308336,
2021-08-23 23:59:59,-54.13094218943547,c
2021-08-24 00:00:00,-47.10756096212668,
2021-08-24 10:00:00,-26.688341941095246,
2021-08-24 10:30:00,-25.73404075082601,
2021-08-24 12:00:00,-32.87543000453201,
2021-08-24 13:30:00,-27.675171125725115,
2021-08-24 15:00:00,-26.311414263062943,
2021-08-24 15:30:30,-26.311414263062943,
2021-08-24 23:59:59,-27.019440764810213,c
2021-08-25 00:00:00,-21.60895118567754,
2021-08-25 10:00:00,-14.4622838510424,
2021-08-25 10:30:00,-12.903112589824275,
2021-08-25 12:00:00,-12.34408951615444,
2021-08-25 13:30:00,-11.83510729763401,
2021-08-25 15:00:00,-14.598926083453648,
2021-08-25 15:30:30,-14.598926083453648,
2021-08-25 23:59:59,-12.305960073680126,c
2021-08-26 00:00:00,-4.368389659119657,
2021-08-26 10:00:00,8.957372225995414,
2021-08-26 10:30:00,6.768094100581834,
2021-08-26 12:00:00,5.978878083738039,
2021-08-26 13:30:00,1.6913286313287585,
2021-08-26 15:00:00,-3.150685790100738,
2021-08-26 15:30:30,-3.150685790100738,
2021-08-26 23:59:59,-2.7739604421167883,c
2021-08-27 00:00:00,-5.5753193149078015,
2021-08-27 10:00:00,8.295331038952895,
2021-08-27 10:30:00,1.8995724213548328,
2021-08-27 12:00:00,7.266129277295363,
2021-08-27 13:30:00,10.269481172338544,
2021-08-27 15:00:00,12.231064300561002,
2021-08-27 15:30:30,12.231064300561002,
2021-08-27 23:59:59,16.93605210098457,w
2021-08-30 00:00:00,13.19622788461362,
2021-08-30 10:00:00,0.7156676205625558,
2021-08-30 10:30:00,1.6184086295839961,
2021-08-30 12:00:00,8.171796709272314,
2021-08-30 13:30:00,3.1660507747590714,
2021-08-30 15:00:00,-3.825938528289214,
2021-08-30 15:30:30,-3.825938528289214,
2021-08-30 23:59:59,-16.744825381511703,c
2021-08-31 00:00:00,-14.337704730870257,
2021-08-31 10:00:00,-17.219373217473787,
2021-08-31 10:30:00,-12.359619583871222,
2021-08-31 12:00:00,-10.68009298908538,
2021-08-31 13:30:00,-15.385147609930073,
2021-08-31 15:00:00,-13.185290467780248,
2021-08-31 15:30:30,-13.185290467780248,s
2021-08-31 23:59:59,-14.983914739737088,c
2021-09-01 00:00:00,-10.4777427220493,
2021-09-01 10:00:00,-20.554347903677126,
2021-09-01 10:30:00,-14.721941478735062,
2021-09-01 12:00:00,-14.278542528776256,
2021-09-01 13:30:00,-15.434503015377686,
2021-09-01 15:00:00,-16.235843735240564,
2021-09-01 15:30:30,-16.235843735240564,
2021-09-01 23:59:59,-20.733644973459775,c
2021-09-02 00:00:00,-18.614602917866478,
2021-09-02 10:00:00,-17.50809709811614,
2021-09-02 10:30:00,-14.517057901048588,
2021-09-02 12:00:00,-15.38055590213321,
2021-09-02 13:30:00,-15.690323219381014,
2021-09-02 15:00:00,-24.702164869503918,
2021-09-02 15:30:30,-24.702164869503918,
2021-09-02 23:59:59,-27.639636731374083,c
2021-09-03 00:00:00,-19.75463964896636,
2021-09-03 10:00:00,-18.43234006370261,
2021-09-03 10:30:00,-16.561148174426535,
2021-09-03 12:00:00,-23.9602849998318,
2021-09-03 13:30:00,-24.7792013598106,
2021-09-03 15:00:00,-25.08623763731748,
2021-09-03 15:30:30,-25.08623763731748,
2021-09-03 23:59:59,-24.41257052224711,w
2021-09-06 00:00:00,-24.41257052224711,
2021-09-06 10:00:00,-24.41257052224711,
2021-09-06 10:30:00,-24.41257052224711,
2021-09-06 12:00:00,-24.41257052224711,
2021-09-06 13:30:00,-24.41257052224711,
2021-09-06 15:00:00,-24.41257052224711,
2021-09-06 15:30:30,-24.41257052224711,
2021-09-06 23:59:59,-24.41257052224711,c
2021-09-07 00:00:00,-20.949831053249227,
2021-09-07 10:00:00,-9.464792607468326,
2021-09-07 10:30:00,-8.82096615022175,
2021-09-07 12:00:00,-9.42469445813623,
2021-09-07 13:30:00,-10.97131956763468,
2021-09-07 15:00:00,-14.962817323241154,
2021-09-07 15:30:30,-14.962817323241154,
2021-09-07 23:59:59,-20.29293168689702,c
2021-09-08 00:00:00,-19.478801902358214,
2021-09-08 10:00:00,-27.31702487587171,
2021-09-08 10:30:00,-28.84818471359273,
2021-09-08 12:00:00,-33.964400157131706,
2021-09-08 13:30:00,-28.350320864461935,
2021-09-08 15:00:00,-33.43192614623939,
2021-09-08 15:30:30,-33.43192614623939,
2021-09-08 23:59:59,-36.22499738895141,c
2021-09-09 00:00:00,-34.371764804949805,
2021-09-09 10:00:00,-20.153855076281104,
2021-09-09 10:30:00,-16.608034751614014,
2021-09-09 12:00:00,-17.236058822549296,
2021-09-09 13:30:00,-18.88546248322649,
2021-09-09 15:00:00,-16.363808597522905,
2021-09-09 15:30:30,-16.363808597522905,
2021-09-09 23:59:59,-12.219243951152578,c
2021-09-10 00:00:00,-7.750547721846374,
