date,CRSP_AD_HEDGED_2021_Q1,meta
2021-01-22 00:00:00,723.3444545485438,
2021-01-22 10:00:00,820.602016001131,
2021-01-22 10:30:00,811.7652412190484,
2021-01-22 12:00:00,803.191130473663,
2021-01-22 13:30:00,777.5797034093719,
2021-01-22 15:00:00,794.8539280356135,
2021-01-22 15:30:30,794.8539280356135,
2021-01-22 23:59:59,790.2104488236923,w
2021-01-25 00:00:00,809.918671645908,
2021-01-25 10:00:00,846.3991340478356,
2021-01-25 10:30:00,869.0813169391811,
2021-01-25 12:00:00,812.497907191487,
2021-01-25 13:30:00,774.3178429330605,
2021-01-25 15:00:00,767.5264030858812,
2021-01-25 15:30:30,767.5264030858812,
2021-01-25 23:59:59,746.0452387360599,c
2021-01-26 00:00:00,767.884907658565,
2021-01-26 10:00:00,815.5734031936204,
2021-01-26 10:30:00,844.6758796019565,
2021-01-26 12:00:00,800.3980342231107,
2021-01-26 13:30:00,826.3621712856327,
2021-01-26 15:00:00,845.2501903167295,
2021-01-26 15:30:30,845.2501903167295,
2021-01-26 23:59:59,857.5124667723935,c
2021-01-27 00:00:00,801.4071713829012,
2021-01-27 10:00:00,857.2405545653546,
2021-01-27 10:30:00,915.4960854821095,
2021-01-27 12:00:00,889.3590055682366,
2021-01-27 13:30:00,875.497286700099,
2021-01-27 15:00:00,847.1957161276041,
2021-01-27 15:30:30,847.1957161276041,
2021-01-27 23:59:59,770.8444395137919,c
2021-01-28 00:00:00,801.1476696772136,
2021-01-28 10:00:00,807.7500083519553,
2021-01-28 10:30:00,786.1237024064621,
2021-01-28 12:00:00,731.8849421385862,
2021-01-28 13:30:00,758.9579799091332,
2021-01-28 15:00:00,755.8801899013865,
2021-01-28 15:30:30,755.8801899013865,
2021-01-28 23:59:59,744.2484974188446,c
2021-01-29 00:00:00,738.5975891613789,
2021-01-29 10:00:00,756.6679733208432,
2021-01-29 10:30:00,771.0315339998999,
2021-01-29 12:00:00,756.061861117,
2021-01-29 13:30:00,701.3817060745068,
2021-01-29 15:00:00,701.8743145595058,
2021-01-29 15:30:30,701.8743145595058,
2021-01-29 23:59:59,708.108063044117,w
2021-02-01 00:00:00,724.0073726405983,
2021-02-01 10:00:00,639.970297638703,
2021-02-01 10:30:00,650.6189206586805,
2021-02-01 12:00:00,668.7972161106279,
2021-02-01 13:30:00,651.8917751822655,
2021-02-01 15:00:00,648.169640202497,
2021-02-01 15:30:30,648.169640202497,
2021-02-01 23:59:59,683.8106967779033,c
2021-02-02 00:00:00,711.4878059057351,
2021-02-02 10:00:00,684.7198246360856,
2021-02-02 10:30:00,700.8598856515023,
2021-02-02 12:00:00,682.5384841310897,
2021-02-02 13:30:00,670.0575922506303,
2021-02-02 15:00:00,637.4548157398447,
2021-02-02 15:30:30,637.4548157398447,
2021-02-02 23:59:59,633.5323980077212,c
2021-02-03 00:00:00,662.0967984075737,
2021-02-03 10:00:00,693.8983307798674,
2021-02-03 10:30:00,710.3109018621951,
2021-02-03 12:00:00,754.587440793114,
2021-02-03 13:30:00,735.2834361714824,
2021-02-03 15:00:00,719.8308164568498,
2021-02-03 15:30:30,719.8308164568498,
2021-02-03 23:59:59,730.9233603183322,c
2021-02-04 00:00:00,791.4222730996612,
