date,SP1500_GV_2021_Q4,meta
2021-12-10 15:30:30,10.570349480476068,
2021-12-10 23:59:59,4.5943474797153385,w
2021-12-13 00:00:00,4.9733787491900046,
2021-12-13 10:00:00,50.85313592809953,
2021-12-13 10:30:00,52.029906583037445,
2021-12-13 12:00:00,48.66738685872649,
2021-12-13 13:30:00,51.27193521797331,
2021-12-13 15:00:00,55.20521986398019,
2021-12-13 15:30:30,55.20521986398019,
2021-12-13 23:59:59,58.72778790286441,c
2021-12-14 00:00:00,53.11285284503869,
2021-12-14 10:00:00,53.5173662723779,
2021-12-14 10:30:00,41.42257549699217,
2021-12-14 12:00:00,35.08411439563288,
2021-12-14 13:30:00,32.5548011077224,
2021-12-14 15:00:00,35.044505790206955,
2021-12-14 15:30:30,35.044505790206955,
2021-12-14 23:59:59,36.47529263892814,c
2021-12-15 00:00:00,37.43007982260788,
2021-12-15 10:00:00,56.27113820160834,
2021-12-15 10:30:00,50.16092118021352,
2021-12-15 12:00:00,45.476208324568915,
2021-12-15 13:30:00,47.9094256228136,
2021-12-15 15:00:00,54.28887785741121,
2021-12-15 15:30:30,54.28887785741121,
2021-12-15 23:59:59,63.758214212600734,c
2021-12-16 00:00:00,46.65608897259452,
2021-12-16 10:00:00,60.11409658682594,
2021-12-16 10:30:00,51.77272858092998,
2021-12-16 12:00:00,55.54798904589224,
2021-12-16 13:30:00,58.969889624148664,
2021-12-16 15:00:00,55.90690746364038,
2021-12-16 15:30:30,55.90690746364038,
2021-12-16 23:59:59,57.575006932032124,c
2021-12-17 00:00:00,58.268885643672704,
2021-12-17 10:00:00,54.99088558671082,
2021-12-17 10:30:00,58.71657443875827,
2021-12-17 12:00:00,68.46939894132012,
2021-12-17 13:30:00,76.97249993257913,
2021-12-17 15:00:00,74.84111746855692,
2021-12-17 15:30:30,74.84111746855692,
2021-12-17 23:59:59,64.7767612702956,e
2021-12-20 00:00:00,70.80698341208794,
2021-12-20 10:00:00,36.54424850108755,
2021-12-20 10:30:00,40.082743285495454,
2021-12-20 12:00:00,26.064763448994995,
2021-12-20 13:30:00,28.396246680307314,
2021-12-20 15:00:00,35.75255571413926,
2021-12-20 15:30:30,35.75255571413926,
2021-12-20 23:59:59,31.813461143458724,c
2021-12-21 00:00:00,21.075640602719858,
2021-12-21 10:00:00,18.26289611950351,
2021-12-21 10:30:00,22.684899964089297,
2021-12-21 12:00:00,32.45456281397519,
2021-12-21 13:30:00,29.82263230428869,
2021-12-21 15:00:00,34.871855055267034,
2021-12-21 15:30:30,34.871855055267034,
2021-12-21 23:59:59,28.026357265645757,c
2021-12-22 00:00:00,25.01648661786558,
2021-12-22 10:00:00,26.486259911663808,
2021-12-22 10:30:00,22.22756970596737,
2021-12-22 12:00:00,17.357049405179907,
2021-12-22 13:30:00,14.405848178669714,
2021-12-22 15:00:00,11.829011410808903,
2021-12-22 15:30:30,11.829011410808903,
2021-12-22 23:59:59,18.452646892843347,c
2021-12-23 00:00:00,23.015051152103965,
2021-12-23 10:00:00,12.65356119366524,
2021-12-23 10:30:00,8.350888780945724,
2021-12-23 12:00:00,12.764918086998023,
2021-12-23 13:30:00,12.812344741626589,
2021-12-23 15:00:00,8.629502238451323,
2021-12-23 15:30:30,8.629502238451323,
2021-12-23 23:59:59,11.332776588542231,c
2021-12-24 00:00:00,11.332776588542231,
2021-12-24 10:00:00,11.332776588542231,
2021-12-24 10:30:00,11.332776588542231,
2021-12-24 12:00:00,11.332776588542231,
2021-12-24 13:30:00,11.332776588542231,
2021-12-24 15:00:00,11.332776588542231,
2021-12-24 15:30:30,11.332776588542231,
2021-12-24 23:59:59,11.332776588542231,w
2021-12-27 00:00:00,3.7659736154611494,
2021-12-27 10:00:00,-2.300861021422776,
2021-12-27 10:30:00,-4.231421608434346,
2021-12-27 12:00:00,-14.900773521998872,
2021-12-27 13:30:00,-17.690680493873174,
2021-12-27 15:00:00,-18.207089995499217,
2021-12-27 15:30:30,-18.207089995499217,
2021-12-27 23:59:59,-21.235532629359653,c
2021-12-28 00:00:00,-22.03301686674402,
2021-12-28 10:00:00,-30.268706733928042,
2021-12-28 10:30:00,-28.66485604110369,
2021-12-28 12:00:00,-29.889724228638215,
2021-12-28 13:30:00,-30.050660714150894,
2021-12-28 15:00:00,-28.788438652774886,
2021-12-28 15:30:30,-28.788438652774886,
2021-12-28 23:59:59,-21.196073119791265,c
2021-12-29 00:00:00,-26.578748143387998,
2021-12-29 10:00:00,-43.502180134033296,
2021-12-29 10:30:00,-45.13146250927937,
2021-12-29 12:00:00,-48.48764187098149,
2021-12-29 13:30:00,-49.76587031504846,
2021-12-29 15:00:00,-50.38946078894898,
2021-12-29 15:30:30,-50.38946078894898,
2021-12-29 23:59:59,-53.4615579946917,c
2021-12-30 00:00:00,-58.83921017776149,
2021-12-30 10:00:00,-46.01807675279491,
2021-12-30 10:30:00,-37.37139186951029,
2021-12-30 12:00:00,-29.389834458104986,
2021-12-30 13:30:00,-28.633474621124407,
2021-12-30 15:00:00,-30.174747543781052,
2021-12-30 15:30:30,-30.174747543781052,
2021-12-30 23:59:59,-25.923140344433193,c
2021-12-31 00:00:00,-26.32240196178148,
2021-12-31 10:00:00,-19.971900837235523,
2021-12-31 10:30:00,-27.376838279048087,
2021-12-31 12:00:00,-26.56453024722532,
2021-12-31 13:30:00,-37.815851129556876,
2021-12-31 15:00:00,-39.219621813668255,
2021-12-31 15:30:30,-39.219621813668255,
2021-12-31 23:59:59,-44.361842267222215,w
2022-01-03 00:00:00,-39.68557909542281,
2022-01-03 10:00:00,-50.442782410011375,
2022-01-03 10:30:00,-48.186674349716895,
2022-01-03 12:00:00,-41.055598174192795,
2022-01-03 13:30:00,-33.811596474062725,
2022-01-03 15:00:00,-33.60948328786509,
2022-01-03 15:30:30,-33.60948328786509,
2022-01-03 23:59:59,-39.740146161664654,c
2022-01-04 00:00:00,-38.0488192808634,
2022-01-04 10:00:00,-67.69654164185016,
2022-01-04 10:30:00,-73.85698955167317,
2022-01-04 12:00:00,-68.01311935401074,
2022-01-04 13:30:00,-79.16498065229953,
2022-01-04 15:00:00,-79.47143567805452,
2022-01-04 15:30:30,-79.47143567805452,
2022-01-04 23:59:59,-78.83594239484347,c
2022-01-05 00:00:00,-83.47552418654169,
2022-01-05 10:00:00,-87.80900141386633,
2022-01-05 10:30:00,-88.96545654175799,
2022-01-05 12:00:00,-79.22191935462959,
2022-01-05 13:30:00,-83.51826721556284,
2022-01-05 15:00:00,-78.47810757736136,
2022-01-05 15:30:30,-78.47810757736136,
2022-01-05 23:59:59,-74.79034145256401,c
2022-01-06 00:00:00,-73.05039067038891,
2022-01-06 10:00:00,-92.02918411407899,
2022-01-06 10:30:00,-95.28422991527029,
2022-01-06 12:00:00,-90.73877096044689,
2022-01-06 13:30:00,-92.4114229610559,
2022-01-06 15:00:00,-96.18993822293754,
2022-01-06 15:30:30,-96.18993822293754,
2022-01-06 23:59:59,-95.91882088988208,c
2022-01-07 00:00:00,-88.77462011464127,
2022-01-07 10:00:00,-82.49026450067171,
2022-01-07 10:30:00,-80.04252444943339,
2022-01-07 12:00:00,-67.55969921974514,
2022-01-07 13:30:00,-63.59567763278764,
2022-01-07 15:00:00,-64.4724639236961,
2022-01-07 15:30:30,-64.4724639236961,
2022-01-07 23:59:59,-51.47453546915145,w
