date,AS_MSCI_EM_REST_AD_2021_Q4,meta
2021-09-30 00:00:00,-390.8800783461235,
2021-09-30 01:00:00,-390.8800783461235,
2021-09-30 02:30:00,-390.8800783461235,
2021-09-30 03:00:00,-390.8800783461235,
2021-09-30 18:30:00,-390.8800783461235,
2021-09-30 20:00:00,-390.8800783461235,
2021-09-30 23:00:00,-390.8800783461235,
2021-09-30 23:59:59,-390.8800783461235,c
2021-10-01 00:00:00,-390.8800783461235,
2021-10-01 01:00:00,-390.8800783461235,
2021-10-01 02:30:00,-390.8800783461235,
2021-10-01 03:00:00,-390.8800783461235,
2021-10-01 18:30:00,-390.8800783461235,
2021-10-01 20:00:00,-390.8800783461235,
2021-10-01 23:00:00,-390.8800783461235,
2021-10-01 23:59:59,-390.8800783461235,w
2021-10-04 00:00:00,-390.8800783461235,
2021-10-04 01:00:00,-390.8800783461235,
2021-10-04 02:30:00,-390.8800783461235,
2021-10-04 03:00:00,-390.8800783461235,
2021-10-04 18:30:00,-390.8800783461235,
2021-10-04 20:00:00,-390.8800783461235,
2021-10-04 23:00:00,-390.8800783461235,
2021-10-04 23:59:59,-390.8800783461235,c
2021-10-05 00:00:00,-390.8800783461235,
2021-10-05 01:00:00,-390.8800783461235,
2021-10-05 02:30:00,-390.8800783461235,
2021-10-05 03:00:00,-390.8800783461235,
2021-10-05 18:30:00,-390.8800783461235,
2021-10-05 20:00:00,-390.8800783461235,
2021-10-05 23:00:00,-390.8800783461235,
2021-10-05 23:59:59,-390.8800783461235,c
2021-10-06 00:00:00,-390.8800783461235,
2021-10-06 01:00:00,-390.8800783461235,
2021-10-06 02:30:00,-390.8800783461235,
2021-10-06 03:00:00,-390.8800783461235,
2021-10-06 18:30:00,-390.8800783461235,
2021-10-06 20:00:00,-390.8800783461235,
2021-10-06 23:00:00,-390.8800783461235,
2021-10-06 23:59:59,-390.8800783461235,c
2021-10-07 00:00:00,-390.8800783461235,
2021-10-07 01:00:00,-390.8800783461235,
2021-10-07 02:30:00,-390.8800783461235,
2021-10-07 03:00:00,-390.8800783461235,
2021-10-07 18:30:00,-390.8800783461235,
2021-10-07 20:00:00,-390.8800783461235,
2021-10-07 23:00:00,-390.8800783461235,
2021-10-07 23:59:59,-390.8800783461235,c
2021-10-08 00:00:00,-390.8800783461235,
2021-10-08 01:00:00,-390.8800783461235,
2021-10-08 02:30:00,-390.8800783461235,
2021-10-08 03:00:00,-390.8800783461235,
2021-10-08 18:30:00,-390.8800783461235,
2021-10-08 20:00:00,-390.8800783461235,
2021-10-08 23:00:00,-390.8800783461235,
2021-10-08 23:59:59,-390.8800783461235,w
2021-10-11 00:00:00,-390.8800783461235,
2021-10-11 01:00:00,-390.8800783461235,
2021-10-11 02:30:00,-390.8800783461235,
2021-10-11 03:00:00,-390.8800783461235,
2021-10-11 18:30:00,-390.8800783461235,
2021-10-11 20:00:00,-390.8800783461235,
2021-10-11 23:00:00,-390.8800783461235,
2021-10-11 23:59:59,-390.8800783461235,c
2021-10-12 00:00:00,-390.8800783461235,
2021-10-12 01:00:00,-390.8800783461235,
2021-10-12 02:30:00,-390.8800783461235,
2021-10-12 03:00:00,-390.8800783461235,
2021-10-12 18:30:00,-390.8800783461235,
2021-10-12 20:00:00,-390.8800783461235,
2021-10-12 23:00:00,-390.8800783461235,
2021-10-12 23:59:59,-390.8800783461235,c
2021-10-13 00:00:00,-390.8800783461235,
2021-10-13 01:00:00,-390.8800783461235,
2021-10-13 02:30:00,-390.8800783461235,
2021-10-13 03:00:00,-390.8800783461235,
2021-10-13 18:30:00,-390.8800783461235,
2021-10-13 20:00:00,-390.8800783461235,
2021-10-13 23:00:00,-390.8800783461235,
2021-10-13 23:59:59,-390.8800783461235,c
2021-10-14 00:00:00,-390.8800783461235,
2021-10-14 01:00:00,-390.8800783461235,
2021-10-14 02:30:00,-390.8800783461235,
2021-10-14 03:00:00,-390.8800783461235,
2021-10-14 18:30:00,-390.8800783461235,
2021-10-14 20:00:00,-390.8800783461235,
2021-10-14 23:00:00,-390.8800783461235,
2021-10-14 23:59:59,-390.8800783461235,c
2021-10-15 00:00:00,-390.8800783461235,
2021-10-15 01:00:00,-390.8800783461235,
2021-10-15 02:30:00,-390.8800783461235,
2021-10-15 03:00:00,-390.8800783461235,
2021-10-15 18:30:00,-390.8800783461235,
2021-10-15 20:00:00,-390.8800783461235,
2021-10-15 23:00:00,-390.8800783461235,
2021-10-15 23:59:59,-390.8800783461235,w
2021-10-18 00:00:00,-390.8800783461235,
2021-10-18 01:00:00,-390.8800783461235,
2021-10-18 02:30:00,-390.8800783461235,
2021-10-18 03:00:00,-390.8800783461235,
2021-10-18 18:30:00,-390.8800783461235,
2021-10-18 20:00:00,-390.8800783461235,
2021-10-18 23:00:00,-390.8800783461235,
2021-10-18 23:59:59,-390.8800783461235,c
2021-10-19 00:00:00,-390.8800783461235,
2021-10-19 01:00:00,-390.8800783461235,
2021-10-19 02:30:00,-390.8800783461235,
2021-10-19 03:00:00,-390.8800783461235,
2021-10-19 18:30:00,-390.8800783461235,
2021-10-19 20:00:00,-390.8800783461235,
2021-10-19 23:00:00,-408.3903711413108,
2021-10-19 23:59:59,-408.3903711413108,c
2021-10-20 00:00:00,-423.73634938966876,
2021-10-20 01:00:00,-426.6838565832773,
2021-10-20 02:30:00,-426.6838565832773,
2021-10-20 03:00:00,-426.6838565832773,
2021-10-20 18:30:00,-426.6838565832773,
2021-10-20 20:00:00,-426.6838565832773,
2021-10-20 23:00:00,-388.19363966301125,
2021-10-20 23:59:59,-387.94460730525685,c
2021-10-21 00:00:00,-382.62406699230945,
2021-10-21 01:00:00,-380.5405741955554,
2021-10-21 02:30:00,-380.5405741955554,
2021-10-21 03:00:00,-380.5405741955554,
2021-10-21 18:30:00,-380.5405741955554,
2021-10-21 20:00:00,-380.5405741955554,
2021-10-21 23:00:00,-392.66902410504736,
