date,EU_FTSEUK_MIG_2022_Q2,meta
2022-05-13 00:00:00,-313.18627326762544,
2022-05-13 03:30:00,-277.9820386007066,
2022-05-13 04:00:00,-285.0638658785722,
2022-05-13 06:00:00,-324.40888375566215,
2022-05-13 08:00:00,-334.99221819197305,
2022-05-13 10:30:00,-300.63649005947286,
2022-05-13 11:00:00,-297.43485545073327,
2022-05-13 23:59:59,-295.54998055239093,w
2022-05-16 00:00:00,-236.27499706001208,
2022-05-16 03:30:00,-232.09840416033535,
2022-05-16 04:00:00,-200.93238179076616,
2022-05-16 06:00:00,-169.51278807829635,
2022-05-16 08:00:00,-136.36351769025623,
2022-05-16 10:30:00,-136.11508226358,
2022-05-16 11:00:00,-128.5954328237574,
2022-05-16 23:59:59,-198.73193533908602,c
2022-05-17 00:00:00,-180.92640609880482,
2022-05-17 03:30:00,-123.63239174659702,
2022-05-17 04:00:00,-178.06017596098332,
2022-05-17 06:00:00,-198.4186626836031,
2022-05-17 08:00:00,-153.88085548431513,
2022-05-17 10:30:00,-124.89051801418873,
2022-05-17 11:00:00,-94.13882392321239,
2022-05-17 23:59:59,-84.90218730170909,c
2022-05-18 00:00:00,-79.02986803798967,
2022-05-18 03:30:00,-20.760392518755452,
2022-05-18 04:00:00,-37.51845410809892,
2022-05-18 06:00:00,0.8470104083762635,
2022-05-18 08:00:00,35.28980856956832,
2022-05-18 10:30:00,140.60154888751003,
2022-05-18 11:00:00,92.00080626791441,
2022-05-18 23:59:59,158.60055143011914,c
2022-05-19 00:00:00,203.21098785930872,
2022-05-19 03:30:00,218.2155761117806,
2022-05-19 04:00:00,283.10557454187165,
2022-05-19 06:00:00,355.5526960871098,
2022-05-19 08:00:00,456.4483142661802,
2022-05-19 10:30:00,390.0965922297578,
2022-05-19 11:00:00,381.2743317765144,
2022-05-19 23:59:59,342.3150416427952,c
2022-05-20 00:00:00,313.7091270817891,
2022-05-20 03:30:00,245.50723614070557,
2022-05-20 04:00:00,277.36183807981524,
2022-05-20 06:00:00,289.0800530753063,
2022-05-20 08:00:00,210.82230936555152,
2022-05-20 10:30:00,226.57166454041362,
2022-05-20 11:00:00,267.9969469611651,
2022-05-20 23:59:59,246.7482072066282,w
2022-05-23 00:00:00,258.0047878017822,
2022-05-23 03:30:00,201.05199660896142,
2022-05-23 04:00:00,195.01680617398733,
2022-05-23 06:00:00,245.3861756780734,
2022-05-23 08:00:00,189.87726862559884,
2022-05-23 10:30:00,129.89890166197938,
2022-05-23 11:00:00,131.5955659608071,
2022-05-23 23:59:59,135.47650737308504,c
2022-05-24 00:00:00,63.76517765325525,
2022-05-24 03:30:00,-34.061123359554585,
2022-05-24 04:00:00,11.404525431451475,
2022-05-24 06:00:00,-100.2000634282681,
2022-05-24 08:00:00,-70.33503832182168,
2022-05-24 10:30:00,-42.00036634410026,
2022-05-24 11:00:00,2.470559296501051,
2022-05-24 23:59:59,64.82770709637452,c
2022-05-25 00:00:00,185.33272581737674,
2022-05-25 03:30:00,206.427030641104,
2022-05-25 04:00:00,218.9517624953137,
2022-05-25 06:00:00,220.44687604052297,
2022-05-25 08:00:00,191.1880630754804,
2022-05-25 10:30:00,59.72270119103314,
2022-05-25 11:00:00,104.46594180312013,
2022-05-25 23:59:59,84.88410165782534,c
2022-05-26 00:00:00,70.99991857545137,
2022-05-26 03:30:00,-12.634724984804961,
2022-05-26 04:00:00,43.29675480281139,
2022-05-26 06:00:00,107.01788459378577,
2022-05-26 08:00:00,41.776012059161985,
2022-05-26 10:30:00,-217.54873307232333,
2022-05-26 11:00:00,-251.6679532422138,
2022-05-26 23:59:59,-285.60895873181244,c
2022-05-27 00:00:00,-307.47179173587347,
2022-05-27 03:30:00,-351.21591436739413,
2022-05-27 04:00:00,-413.8944882253804,
2022-05-27 06:00:00,-389.9070888833544,
2022-05-27 08:00:00,-389.74541464010986,
2022-05-27 10:30:00,-280.11163617508396,
2022-05-27 11:00:00,-296.8271906677105,
2022-05-27 23:59:59,-286.3378796589641,w
2022-05-30 00:00:00,-265.65763002249537,
2022-05-30 03:30:00,-309.46262725187785,
2022-05-30 04:00:00,-343.90071603025467,
2022-05-30 06:00:00,-364.7795444192516,
2022-05-30 08:00:00,-318.7191061692897,
2022-05-30 10:30:00,-272.5645970216101,
2022-05-30 11:00:00,-242.1306089541854,
2022-05-30 23:59:59,-266.62490839988413,c
2022-05-31 00:00:00,-278.27311132598857,
2022-05-31 03:30:00,-185.10814237785075,
2022-05-31 04:00:00,-218.6657721118363,
2022-05-31 06:00:00,-165.54276162257634,
2022-05-31 08:00:00,-123.97326977974035,
2022-05-31 10:30:00,-98.51503424535849,
2022-05-31 11:00:00,-86.02185573104043,
2022-05-31 23:59:59,-93.9210792889944,c
2022-06-01 00:00:00,-104.66582039799414,
2022-06-01 03:30:00,16.408298855219982,
2022-06-01 04:00:00,-11.070371017597154,
2022-06-01 06:00:00,-39.449823527812896,
2022-06-01 08:00:00,-48.31764822892228,
2022-06-01 10:30:00,-67.40843895931039,
2022-06-01 11:00:00,-77.70524872742317,
2022-06-01 23:59:59,0.0,c
2022-06-02 00:00:00,0.0,
2022-06-02 03:30:00,0.0,
2022-06-02 04:00:00,0.0,
2022-06-02 06:00:00,0.0,
2022-06-02 08:00:00,0.0,
2022-06-02 10:30:00,0.0,
2022-06-02 11:00:00,0.0,
2022-06-02 23:59:59,0.0,c
2022-06-03 00:00:00,0.0,
2022-06-03 03:30:00,0.0,
2022-06-03 04:00:00,0.0,
2022-06-03 06:00:00,0.0,
2022-06-03 08:00:00,0.0,
2022-06-03 10:30:00,0.0,
2022-06-03 11:00:00,0.0,
2022-06-03 23:59:59,0.0,a
2022-06-06 00:00:00,24.463213137838466,
2022-06-06 03:30:00,47.77614048569467,
