date,AS_NKY_2022_Q3,meta
2022-07-11 00:00:00,-245.04007380032624,
2022-07-11 01:00:00,-241.89032107868894,
2022-07-11 02:30:00,-241.89032107868894,
2022-07-11 03:00:00,-241.89032107868894,
2022-07-11 18:30:00,-241.89032107868894,
2022-07-11 20:00:00,-241.89032107868894,
2022-07-11 23:00:00,-272.44420578503986,
2022-07-11 23:59:59,-281.4709193739549,c
2022-07-12 00:00:00,-291.3943893458017,
2022-07-12 01:00:00,-293.18830288168334,
2022-07-12 02:30:00,-293.18830288168334,
2022-07-12 03:00:00,-293.18830288168334,
2022-07-12 18:30:00,-293.18830288168334,
2022-07-12 20:00:00,-293.18830288168334,
2022-07-12 23:00:00,-295.62708915615525,
2022-07-12 23:59:59,-287.96259115053806,c
2022-07-13 00:00:00,-286.4073588874752,
2022-07-13 01:00:00,-290.73972507345826,
2022-07-13 02:30:00,-290.73972507345826,
2022-07-13 03:00:00,-290.73972507345826,
2022-07-13 18:30:00,-290.73972507345826,
2022-07-13 20:00:00,-290.73972507345826,
2022-07-13 23:00:00,-241.92070296837494,
2022-07-13 23:59:59,-251.115224607074,c
2022-07-14 00:00:00,-264.6045644360591,
2022-07-14 01:00:00,-258.2594583514723,
2022-07-14 02:30:00,-258.2594583514723,
2022-07-14 03:00:00,-258.2594583514723,
2022-07-14 18:30:00,-258.2594583514723,
2022-07-14 20:00:00,-258.2594583514723,
2022-07-14 23:00:00,-174.77065020318963,
2022-07-14 23:59:59,-173.5985176172409,c
2022-07-15 00:00:00,-193.50034593705345,
2022-07-15 01:00:00,-196.75841374037645,
2022-07-15 02:30:00,-196.75841374037645,
2022-07-15 03:00:00,-196.75841374037645,
2022-07-15 18:30:00,-196.75841374037645,
2022-07-15 20:00:00,-196.75841374037645,
2022-07-15 23:00:00,-196.75841374037645,
2022-07-15 23:59:59,-192.95351940411354,w
2022-07-18 00:00:00,-193.6120451305662,
2022-07-18 01:00:00,-193.57707857774844,
2022-07-18 02:30:00,-193.57707857774844,
2022-07-18 03:00:00,-193.57707857774844,
2022-07-18 18:30:00,-193.57707857774844,
2022-07-18 20:00:00,-193.57707857774844,
2022-07-18 23:00:00,-183.6938206433897,
2022-07-18 23:59:59,-178.9365238348199,c
2022-07-19 00:00:00,-199.2246210800071,
2022-07-19 01:00:00,-198.6703004079664,
2022-07-19 02:30:00,-198.6703004079664,
2022-07-19 03:00:00,-198.6703004079664,
2022-07-19 18:30:00,-198.6703004079664,
2022-07-19 20:00:00,-198.6703004079664,
2022-07-19 23:00:00,-187.12604888817967,
2022-07-19 23:59:59,-178.37472791265714,c
2022-07-20 00:00:00,-172.17998207678295,
2022-07-20 01:00:00,-180.33005303773166,
2022-07-20 02:30:00,-180.33005303773166,
2022-07-20 03:00:00,-180.33005303773166,
2022-07-20 18:30:00,-180.33005303773166,
2022-07-20 20:00:00,-180.33005303773166,
2022-07-20 23:00:00,-160.26855942602106,
2022-07-20 23:59:59,-178.15990340865667,c
2022-07-21 00:00:00,-190.69036847556603,
2022-07-21 01:00:00,-190.44119958890758,
2022-07-21 02:30:00,-190.44119958890758,
2022-07-21 03:00:00,-190.44119958890758,
2022-07-21 18:30:00,-190.44119958890758,
2022-07-21 20:00:00,-190.44119958890758,
2022-07-21 23:00:00,-174.13153250975355,
2022-07-21 23:59:59,-162.0598778738987,c
2022-07-22 00:00:00,-191.08520943411776,
2022-07-22 01:00:00,-183.05300289860492,
2022-07-22 02:30:00,-183.05300289860492,
2022-07-22 03:00:00,-183.05300289860492,
2022-07-22 18:30:00,-183.05300289860492,
2022-07-22 20:00:00,-183.05300289860492,
2022-07-22 23:00:00,-183.05300289860492,
2022-07-22 23:59:59,-184.65229128713648,w
2022-07-25 00:00:00,-205.25339110770406,
2022-07-25 01:00:00,-197.92888271415168,
2022-07-25 02:30:00,-197.92888271415168,
2022-07-25 03:00:00,-197.92888271415168,
2022-07-25 18:30:00,-197.92888271415168,
2022-07-25 20:00:00,-197.92888271415168,
2022-07-25 23:00:00,-195.18583424779396,
2022-07-25 23:59:59,-195.40044327766884,c
2022-07-26 00:00:00,-201.4613837003861,
2022-07-26 01:00:00,-206.05102021079685,
2022-07-26 02:30:00,-206.05102021079685,
2022-07-26 03:00:00,-206.05102021079685,
2022-07-26 18:30:00,-206.05102021079685,
2022-07-26 20:00:00,-206.05102021079685,
2022-07-26 23:00:00,-144.0976654139541,
2022-07-26 23:59:59,-148.21382550755877,c
2022-07-27 00:00:00,-145.4582673935934,
2022-07-27 01:00:00,-151.2812059636442,
2022-07-27 02:30:00,-151.2812059636442,
2022-07-27 03:00:00,-151.2812059636442,
2022-07-27 18:30:00,-151.2812059636442,
2022-07-27 20:00:00,-151.2812059636442,
2022-07-27 23:00:00,-143.87810904822032,
2022-07-27 23:59:59,-145.61956060844216,c
2022-07-28 00:00:00,-154.31700545844063,
2022-07-28 01:00:00,-150.1432913824311,
2022-07-28 02:30:00,-150.1432913824311,
2022-07-28 03:00:00,-150.1432913824311,
2022-07-28 18:30:00,-150.1432913824311,
2022-07-28 20:00:00,-150.1432913824311,
2022-07-28 23:00:00,-171.0861070629389,
2022-07-28 23:59:59,-164.29645875071478,c
2022-07-29 00:00:00,-160.87925107853644,
2022-07-29 01:00:00,-161.2771349149837,
2022-07-29 02:30:00,-161.2771349149837,
2022-07-29 03:00:00,-161.2771349149837,
2022-07-29 18:30:00,-161.2771349149837,
2022-07-29 20:00:00,-161.2771349149837,
2022-07-29 23:00:00,-161.2771349149837,
2022-07-29 23:59:59,-160.5670851314662,w
2022-08-01 00:00:00,-92.06048247127751,
2022-08-01 01:00:00,-89.07441997006377,
2022-08-01 02:30:00,-89.07441997006377,
2022-08-01 03:00:00,-89.07441997006377,
2022-08-01 18:30:00,-89.07441997006377,
2022-08-01 20:00:00,-89.07441997006377,
2022-08-01 23:00:00,-87.29333624128881,
2022-08-01 23:59:59,-99.42197317925292,c
2022-08-02 00:00:00,-109.59383352969914,
2022-08-02 01:00:00,-101.4067278123557,
2022-08-02 02:30:00,-101.4067278123557,
2022-08-02 03:00:00,-101.4067278123557,
2022-08-02 18:30:00,-101.4067278123557,
2022-08-02 20:00:00,-101.4067278123557,
2022-08-02 23:00:00,-59.19916821486083,
2022-08-02 23:59:59,-59.54914077550285,c
2022-08-03 00:00:00,-56.52202301459941,
2022-08-03 01:00:00,-46.778067503936825,
2022-08-03 02:30:00,-46.778067503936825,
2022-08-03 03:00:00,-46.778067503936825,
2022-08-03 18:30:00,-46.778067503936825,
2022-08-03 20:00:00,-46.778067503936825,
2022-08-03 23:00:00,-30.906573117469083,
2022-08-03 23:59:59,-14.519071868527739,c
2022-08-04 00:00:00,-24.435499978030126,
2022-08-04 01:00:00,-14.695995078409936,
2022-08-04 02:30:00,-14.695995078409936,
2022-08-04 03:00:00,-14.695995078409936,
2022-08-04 18:30:00,-14.695995078409936,
2022-08-04 20:00:00,-14.695995078409936,
2022-08-04 23:00:00,-8.582798648499558,
2022-08-04 23:59:59,-6.099328014313414,c
2022-08-05 00:00:00,26.18105467707265,
2022-08-05 01:00:00,16.071870950514672,
2022-08-05 02:30:00,16.071870950514672,
2022-08-05 03:00:00,16.071870950514672,
2022-08-05 18:30:00,16.071870950514672,
2022-08-05 20:00:00,16.071870950514672,
2022-08-05 23:00:00,16.071870950514672,
2022-08-05 23:59:59,11.964974511696767,w
2022-08-08 00:00:00,-20.147441952393297,
2022-08-08 01:00:00,-9.925673909073804,
2022-08-08 02:30:00,-9.925673909073804,
2022-08-08 03:00:00,-9.925673909073804,
2022-08-08 18:30:00,-9.925673909073804,
2022-08-08 20:00:00,-9.925673909073804,
2022-08-08 23:00:00,-10.40549146871545,
2022-08-08 23:59:59,-11.12847827606867,c
2022-08-09 00:00:00,6.170896372913015,
2022-08-09 01:00:00,-12.244944434179125,
2022-08-09 02:30:00,-12.244944434179125,
2022-08-09 03:00:00,-12.244944434179125,
2022-08-09 18:30:00,-12.244944434179125,
2022-08-09 20:00:00,-12.244944434179125,
2022-08-09 23:00:00,-14.037052559725883,
2022-08-09 23:59:59,-4.663981872315285,c
2022-08-10 00:00:00,-19.992176000986007,
2022-08-10 01:00:00,-20.185339675353934,
2022-08-10 02:30:00,-20.185339675353934,
2022-08-10 03:00:00,-20.185339675353934,
2022-08-10 18:30:00,-20.185339675353934,
2022-08-10 20:00:00,-20.185339675353934,
2022-08-10 23:00:00,-21.93325275775421,
2022-08-10 23:59:59,-22.057724070832922,c
2022-08-11 00:00:00,-21.715266247362898,
2022-08-11 01:00:00,-22.099676385032,
2022-08-11 02:30:00,-22.099676385032,
2022-08-11 03:00:00,-22.099676385032,
2022-08-11 18:30:00,-22.099676385032,
2022-08-11 20:00:00,-22.099676385032,
2022-08-11 23:00:00,10.63580393069187,
2022-08-11 23:59:59,32.33326989352064,c
2022-08-12 00:00:00,20.77949665080017,
2022-08-12 01:00:00,10.887704991822568,
2022-08-12 02:30:00,10.887704991822568,
2022-08-12 03:00:00,10.887704991822568,
2022-08-12 18:30:00,10.887704991822568,
2022-08-12 20:00:00,10.887704991822568,
2022-08-12 23:00:00,10.887704991822568,
2022-08-12 23:59:59,27.034466861165914,w
2022-08-15 00:00:00,-3.903008136815398,
2022-08-15 01:00:00,2.5650791981105803,
2022-08-15 02:30:00,2.5650791981105803,
2022-08-15 03:00:00,2.5650791981105803,
2022-08-15 18:30:00,2.5650791981105803,
2022-08-15 20:00:00,2.5650791981105803,
2022-08-15 23:00:00,-15.985550474276248,
2022-08-15 23:59:59,-16.028506415366646,c
2022-08-16 00:00:00,-21.545475209548997,
2022-08-16 01:00:00,-15.167165537186712,
2022-08-16 02:30:00,-15.167165537186712,
2022-08-16 03:00:00,-15.167165537186712,
2022-08-16 18:30:00,-15.167165537186712,
2022-08-16 20:00:00,-15.167165537186712,
2022-08-16 23:00:00,-6.882023891240056,
2022-08-16 23:59:59,-2.1062420644356834,c
2022-08-17 00:00:00,-18.355126160004644,
2022-08-17 01:00:00,-23.24554788485116,
2022-08-17 02:30:00,-23.24554788485116,
2022-08-17 03:00:00,-23.24554788485116,
2022-08-17 18:30:00,-23.24554788485116,
2022-08-17 20:00:00,-23.24554788485116,
2022-08-17 23:00:00,-17.01409128548472,
2022-08-17 23:59:59,-22.58393896105125,c
2022-08-18 00:00:00,-30.231828985203517,
2022-08-18 01:00:00,-37.41727115734707,
2022-08-18 02:30:00,-37.41727115734707,
2022-08-18 03:00:00,-37.41727115734707,
2022-08-18 18:30:00,-37.41727115734707,
2022-08-18 20:00:00,-37.41727115734707,
2022-08-18 23:00:00,-25.67257927400046,
2022-08-18 23:59:59,-26.653715565217457,c
2022-08-19 00:00:00,-27.010063989948993,
2022-08-19 01:00:00,-27.796802888207917,
2022-08-19 02:30:00,-27.796802888207917,
2022-08-19 03:00:00,-27.796802888207917,
2022-08-19 18:30:00,-27.796802888207917,
2022-08-19 20:00:00,-27.796802888207917,
2022-08-19 23:00:00,-27.796802888207917,
2022-08-19 23:59:59,-42.53535741921519,w
2022-08-22 00:00:00,-13.945019375566396,
2022-08-22 01:00:00,-6.146166230115973,
2022-08-22 02:30:00,-6.146166230115973,
2022-08-22 03:00:00,-6.146166230115973,
2022-08-22 18:30:00,-6.146166230115973,
2022-08-22 20:00:00,-6.146166230115973,
2022-08-22 23:00:00,20.529451745387483,
2022-08-22 23:59:59,11.946957457309507,c
2022-08-23 00:00:00,14.962478716517397,
2022-08-23 01:00:00,15.933805666356292,
2022-08-23 02:30:00,15.933805666356292,
2022-08-23 03:00:00,15.933805666356292,
2022-08-23 18:30:00,15.933805666356292,
2022-08-23 20:00:00,15.933805666356292,
2022-08-23 23:00:00,42.346240632793254,
2022-08-23 23:59:59,39.20689919090766,c
2022-08-24 00:00:00,26.708649831465763,
2022-08-24 01:00:00,32.107189179689016,
2022-08-24 02:30:00,32.107189179689016,
2022-08-24 03:00:00,32.107189179689016,
2022-08-24 18:30:00,32.107189179689016,
2022-08-24 20:00:00,32.107189179689016,
2022-08-24 23:00:00,-56.011944933859624,
2022-08-24 23:59:59,-35.654390424874876,c
2022-08-25 00:00:00,-37.135437070033106,
2022-08-25 01:00:00,-27.960991300271065,
2022-08-25 02:30:00,-27.960991300271065,
2022-08-25 03:00:00,-27.960991300271065,
2022-08-25 18:30:00,-27.960991300271065,
2022-08-25 20:00:00,-27.960991300271065,
2022-08-25 23:00:00,-35.60844435184556,
2022-08-25 23:59:59,-47.462717001049185,c
2022-08-26 00:00:00,-55.62218145634746,
2022-08-26 01:00:00,-60.2533450416539,
2022-08-26 02:30:00,-60.2533450416539,
2022-08-26 03:00:00,-60.2533450416539,
2022-08-26 18:30:00,-60.2533450416539,
2022-08-26 20:00:00,-60.2533450416539,
2022-08-26 23:00:00,-60.2533450416539,
2022-08-26 23:59:59,-61.89006541482826,w
2022-08-29 00:00:00,-72.97443903621871,
2022-08-29 01:00:00,-69.74209947289698,
2022-08-29 02:30:00,-69.74209947289698,
2022-08-29 03:00:00,-69.74209947289698,
2022-08-29 18:30:00,-69.74209947289698,
2022-08-29 20:00:00,-69.74209947289698,
2022-08-29 23:00:00,-37.07980341217258,
2022-08-29 23:59:59,-29.266269238006846,c
2022-08-30 00:00:00,-29.43809012818851,
2022-08-30 01:00:00,-35.161446319211734,
2022-08-30 02:30:00,-35.161446319211734,
2022-08-30 03:00:00,-35.161446319211734,
2022-08-30 18:30:00,-35.161446319211734,
2022-08-30 20:00:00,-35.161446319211734,
2022-08-30 23:00:00,-7.453231993761992,
2022-08-30 23:59:59,-0.615414540183723,c
2022-08-31 00:00:00,-5.513878335074645,
2022-08-31 01:00:00,-8.385356081267169,
2022-08-31 02:30:00,-8.385356081267169,
2022-08-31 03:00:00,-8.385356081267169,
2022-08-31 18:30:00,-8.385356081267169,
2022-08-31 20:00:00,-8.385356081267169,
2022-08-31 23:00:00,-11.156440328799576,
2022-08-31 23:59:59,-26.308566348601314,c
2022-09-01 00:00:00,-18.998766783682363,
2022-09-01 01:00:00,-20.079087905723682,
2022-09-01 02:30:00,-20.079087905723682,
2022-09-01 03:00:00,-20.079087905723682,
2022-09-01 18:30:00,-20.079087905723682,
2022-09-01 20:00:00,-20.079087905723682,
2022-09-01 23:00:00,-24.876702465343723,
2022-09-01 23:59:59,-27.431591679244523,c
2022-09-02 00:00:00,-30.666975555217515,
2022-09-02 01:00:00,-31.593907555655885,
2022-09-02 02:30:00,-31.593907555655885,
2022-09-02 03:00:00,-31.593907555655885,
2022-09-02 18:30:00,-31.593907555655885,
2022-09-02 20:00:00,-31.593907555655885,
2022-09-02 23:00:00,-31.593907555655885,
2022-09-02 23:59:59,-33.47597202528274,w
2022-09-05 00:00:00,7.633641247915509,
2022-09-05 01:00:00,21.043551244766384,
