date,EU_FTSEUK_AD_2022_Q3,meta
2022-08-10 00:00:00,-32.37669688346301,
2022-08-10 03:30:00,-36.1137988123197,
2022-08-10 04:00:00,-40.702249962892566,
2022-08-10 06:00:00,-116.31363342343963,
2022-08-10 08:00:00,-28.3998274912892,
2022-08-10 10:30:00,-47.9082031700607,
2022-08-10 11:00:00,-61.986079291972146,
2022-08-10 23:59:59,-90.77033071038727,c
2022-08-11 00:00:00,-125.89218695903389,
2022-08-11 03:30:00,-131.23026646652733,
2022-08-11 04:00:00,-131.33820500785313,
2022-08-11 06:00:00,-156.18348927040563,
2022-08-11 08:00:00,-93.617840412032,
2022-08-11 10:30:00,-123.39450119788387,
2022-08-11 11:00:00,-90.68883671345546,
2022-08-11 23:59:59,-102.66887955751636,c
2022-08-12 00:00:00,-146.6546628976271,
2022-08-12 03:30:00,-143.8072283220519,
2022-08-12 04:00:00,-122.64458474206381,
2022-08-12 06:00:00,-97.8797629088221,
2022-08-12 08:00:00,-94.24126815702061,
2022-08-12 10:30:00,-116.55229600216012,
2022-08-12 11:00:00,-6.904184949850176,
2022-08-12 23:59:59,-42.99181584878173,w
2022-08-15 00:00:00,-13.595199381363884,
2022-08-15 03:30:00,-5.3694133747012245,
2022-08-15 04:00:00,-1.5186532207534214,
2022-08-15 06:00:00,-6.399577331456797,
2022-08-15 08:00:00,84.03203818551947,
2022-08-15 10:30:00,114.4395806266956,
2022-08-15 11:00:00,96.8168422747849,
2022-08-15 23:59:59,103.68568970259368,c
2022-08-16 00:00:00,42.470967769721895,
2022-08-16 03:30:00,48.945176785244215,
2022-08-16 04:00:00,39.91604549774256,
2022-08-16 06:00:00,54.59773643143829,
2022-08-16 08:00:00,38.873333154188224,
2022-08-16 10:30:00,61.050157120468626,
2022-08-16 11:00:00,72.28463434360042,
2022-08-16 23:59:59,90.27309076123876,c
2022-08-17 00:00:00,37.681223870188134,
2022-08-17 03:30:00,61.51679415543246,
2022-08-17 04:00:00,64.33808214354332,
2022-08-17 06:00:00,64.32220664256387,
2022-08-17 08:00:00,111.08403429375939,
2022-08-17 10:30:00,88.52985811596741,
2022-08-17 11:00:00,84.400252872356,
2022-08-17 23:59:59,107.24387233423877,c
2022-08-18 00:00:00,63.62238588027477,
2022-08-18 03:30:00,58.307680769725394,
2022-08-18 04:00:00,67.22904373643837,
2022-08-18 06:00:00,79.09410719773065,
2022-08-18 08:00:00,101.36831943120916,
2022-08-18 10:30:00,44.6140071623365,
2022-08-18 11:00:00,127.92080840602881,
2022-08-18 23:59:59,126.48173636827494,c
2022-08-19 00:00:00,136.5353860911743,
2022-08-19 03:30:00,67.03462466578154,
2022-08-19 04:00:00,48.67859252518055,
2022-08-19 06:00:00,71.28554439342152,
2022-08-19 08:00:00,15.554988162234721,
2022-08-19 10:30:00,44.52350922190384,
2022-08-19 11:00:00,39.703357155629234,
2022-08-19 23:59:59,33.345772190769715,w
2022-08-22 00:00:00,131.48386838109354,
2022-08-22 03:30:00,124.40338443165274,
2022-08-22 04:00:00,139.87942147384575,
2022-08-22 06:00:00,79.26847021081242,
2022-08-22 08:00:00,120.09205783708202,
2022-08-22 10:30:00,82.76133328135835,
2022-08-22 11:00:00,97.80034984502593,
2022-08-22 23:59:59,55.78632454063798,c
2022-08-23 00:00:00,105.81494686625706,
2022-08-23 03:30:00,63.47846792899635,
2022-08-23 04:00:00,75.9873970785212,
2022-08-23 06:00:00,66.14211546076008,
2022-08-23 08:00:00,75.41957389565522,
2022-08-23 10:30:00,29.381103587083125,
2022-08-23 11:00:00,38.66143143162973,
2022-08-23 23:59:59,50.172205306625905,c
2022-08-24 00:00:00,161.61354072368226,
2022-08-24 03:30:00,157.82629537357053,
2022-08-24 04:00:00,152.48027039519758,
2022-08-24 06:00:00,110.72379576673956,
2022-08-24 08:00:00,127.46335012143257,
2022-08-24 10:30:00,112.41106076135785,
2022-08-24 11:00:00,114.90422805829553,
2022-08-24 23:59:59,112.30492795363536,c
2022-08-25 00:00:00,80.40942601160435,
2022-08-25 03:30:00,42.54044385776187,
2022-08-25 04:00:00,19.46738624275141,
2022-08-25 06:00:00,20.30756861022688,
2022-08-25 08:00:00,6.24618434306992,
2022-08-25 10:30:00,68.06387285517728,
2022-08-25 11:00:00,37.60268769741994,
2022-08-25 23:59:59,17.802852386056635,c
2022-08-26 00:00:00,26.85089432257616,
2022-08-26 03:30:00,15.689021027615873,
2022-08-26 04:00:00,25.710640712382578,
2022-08-26 06:00:00,15.441663327761098,
2022-08-26 08:00:00,22.089214757190547,
2022-08-26 10:30:00,43.755580644510374,
2022-08-26 11:00:00,18.659291154978035,
2022-08-26 23:59:59,22.88180271552836,w
2022-08-29 00:00:00,22.287719266741128,
2022-08-29 03:30:00,22.287719266741128,
2022-08-29 04:00:00,22.287719266741128,
2022-08-29 06:00:00,22.287719266741128,
2022-08-29 08:00:00,22.287719266741128,
2022-08-29 10:30:00,52.25363396595941,
2022-08-29 11:00:00,52.25363396595941,
2022-08-29 23:59:59,46.05105721820163,c
2022-08-30 00:00:00,60.10734819037598,
2022-08-30 03:30:00,17.473560380310687,
2022-08-30 04:00:00,-5.392263192106796,
2022-08-30 06:00:00,4.775727054570673,
2022-08-30 08:00:00,5.0124874622736755,
2022-08-30 10:30:00,19.909429644190112,
2022-08-30 11:00:00,20.014388843404653,
2022-08-30 23:59:59,31.614222570689698,c
2022-08-31 00:00:00,17.247069781110746,
2022-08-31 03:30:00,29.98516458239274,
2022-08-31 04:00:00,19.132983583112058,
2022-08-31 06:00:00,50.148508489550025,
2022-08-31 08:00:00,51.03469277226042,
2022-08-31 10:30:00,28.14003853212764,
2022-08-31 11:00:00,-4.681989092593341,
2022-08-31 23:59:59,0.0,a
2022-09-01 00:00:00,35.21753609079379,
2022-09-01 03:30:00,121.60282241152959,
2022-09-01 04:00:00,90.24440535798782,
2022-09-01 06:00:00,57.61286191162827,
2022-09-01 08:00:00,54.42620186732214,
2022-09-01 10:30:00,63.85027207304876,
2022-09-01 11:00:00,96.33348671652034,
2022-09-01 23:59:59,67.67330469079462,c
2022-09-02 00:00:00,74.26568975229956,
2022-09-02 03:30:00,57.548677456353666,
2022-09-02 04:00:00,116.8057109731653,
2022-09-02 06:00:00,43.513490449041626,
2022-09-02 08:00:00,45.2493389562366,
2022-09-02 10:30:00,24.984692184992916,
2022-09-02 11:00:00,28.848879648098347,
2022-09-02 23:59:59,22.583654021243404,w
2022-09-05 00:00:00,-4.135192235897335,
2022-09-05 03:30:00,39.96170234198489,
2022-09-05 04:00:00,17.993758964884393,
2022-09-05 06:00:00,-16.773519622685868,
2022-09-05 08:00:00,3.6273243950011533,
2022-09-05 10:30:00,-19.33984386403081,
2022-09-05 11:00:00,-43.90930387620304,
2022-09-05 23:59:59,-40.92529589053231,c
2022-09-06 00:00:00,-28.624643576918302,
2022-09-06 03:30:00,-26.651658022717868,
2022-09-06 04:00:00,23.392542540711403,
2022-09-06 06:00:00,-31.819585891045662,
2022-09-06 08:00:00,-50.43643952832444,
2022-09-06 10:30:00,-62.84515501594126,
2022-09-06 11:00:00,6.49585663149054,
2022-09-06 23:59:59,11.265217588402415,c
2022-09-07 00:00:00,41.191924752057474,
2022-09-07 03:30:00,79.62450353299235,
2022-09-07 04:00:00,23.983916832802286,
2022-09-07 06:00:00,44.57240373495725,
2022-09-07 08:00:00,-18.678098432469184,
2022-09-07 10:30:00,13.265488133801398,
2022-09-07 11:00:00,24.09821897112895,
2022-09-07 23:59:59,5.759815858422769,c
2022-09-08 00:00:00,-14.492756759445285,
2022-09-08 03:30:00,-16.18921379193027,
2022-09-08 04:00:00,-15.922241251707476,
2022-09-08 06:00:00,-41.67391111079856,
2022-09-08 08:00:00,-11.007825890526163,
2022-09-08 10:30:00,-37.73915940802368,
2022-09-08 11:00:00,-58.058425063126734,
2022-09-08 23:59:59,-48.5088917836931,c
2022-09-09 00:00:00,-38.28438116798412,
2022-09-09 03:30:00,-78.5908257057446,
2022-09-09 04:00:00,-74.92225411200013,
2022-09-09 06:00:00,-105.75126726857116,
2022-09-09 08:00:00,-84.74814761578139,
2022-09-09 10:30:00,-97.47254995699348,
2022-09-09 11:00:00,-100.52500710496003,
2022-09-09 23:59:59,-102.50504298343122,w
2022-09-12 00:00:00,-62.9702720602304,
2022-09-12 03:30:00,-88.15069996290765,
2022-09-12 04:00:00,-104.14513596568113,
2022-09-12 06:00:00,-88.88137329912018,
2022-09-12 08:00:00,-80.74779315578203,
2022-09-12 10:30:00,-94.35496914783221,
2022-09-12 11:00:00,-66.73902769140233,
2022-09-12 23:59:59,-62.369749047051215,c
2022-09-13 00:00:00,-41.671064888808914,
2022-09-13 03:30:00,-43.823162623392435,
2022-09-13 04:00:00,-56.336202372549494,
2022-09-13 06:00:00,-28.7618185702094,
2022-09-13 08:00:00,-76.52789107659879,
2022-09-13 10:30:00,-75.956583999001,
2022-09-13 11:00:00,-27.62426505201482,
2022-09-13 23:59:59,-39.3959191908761,c
2022-09-14 00:00:00,4.383184924602361,
2022-09-14 03:30:00,-16.898196071460163,
2022-09-14 04:00:00,-29.544413088288778,
2022-09-14 06:00:00,-47.23307036366175,
