date,SCHD_HEDGED_2020_Q4,meta
2020-11-20 00:00:00,45.20540072020812,
2020-11-20 10:00:00,57.9595998811876,
2020-11-20 10:30:00,60.867044182130776,
2020-11-20 12:00:00,60.2519050251554,
2020-11-20 13:30:00,67.81424128109248,
2020-11-20 15:00:00,60.69621088561055,
2020-11-20 15:30:30,60.69621088561055,
2020-11-20 23:59:59,58.448572441481495,w
2020-11-23 00:00:00,61.02984469104678,
2020-11-23 10:00:00,49.68857041642215,
2020-11-23 10:30:00,56.0352812506628,
2020-11-23 12:00:00,73.61233996805059,
2020-11-23 13:30:00,68.47210916031158,
2020-11-23 15:00:00,68.58578162724984,
2020-11-23 15:30:30,68.58578162724984,
2020-11-23 23:59:59,67.13492090428898,c
2020-11-24 00:00:00,57.874035683419564,
2020-11-24 10:00:00,73.51812852703296,
2020-11-24 10:30:00,71.20627360635137,
2020-11-24 12:00:00,73.9041768594556,
2020-11-24 13:30:00,80.0064067969616,
2020-11-24 15:00:00,67.14487689907538,
2020-11-24 15:30:30,67.14487689907538,
2020-11-24 23:59:59,64.05808594027343,c
2020-11-25 00:00:00,77.1971680415269,
2020-11-25 10:00:00,46.99136341506178,
2020-11-25 10:30:00,48.72960093498864,
2020-11-25 12:00:00,59.13156834818798,
2020-11-25 13:30:00,65.54602309634683,
2020-11-25 15:00:00,57.797314772908315,
2020-11-25 15:30:30,57.797314772908315,
2020-11-25 23:59:59,59.11471937045785,c
2020-11-26 00:00:00,59.11471937045785,
2020-11-26 10:00:00,59.11471937045785,
2020-11-26 10:30:00,59.11471937045785,
2020-11-26 12:00:00,59.11471937045785,
2020-11-26 13:30:00,59.11471937045785,
2020-11-26 15:00:00,59.11471937045785,
2020-11-26 15:30:30,59.11471937045785,
2020-11-26 23:59:59,59.11471937045785,c
2020-11-27 00:00:00,59.90332580559183,
2020-11-27 10:00:00,34.415536232887405,
2020-11-27 10:30:00,21.79431887075603,
2020-11-27 12:00:00,22.01599848809913,
2020-11-27 13:30:00,22.01599848809913,
2020-11-27 15:00:00,22.01599848809913,
2020-11-27 15:30:30,22.01599848809913,
2020-11-27 23:59:59,28.893635272364428,w
2020-11-30 00:00:00,44.712577450952395,
2020-11-30 10:00:00,47.86016277346453,
2020-11-30 10:30:00,42.622802837231504,
2020-11-30 12:00:00,54.83036563127069,
2020-11-30 13:30:00,55.394881914867945,
2020-11-30 15:00:00,59.09953131150442,
2020-11-30 15:30:30,59.09953131150442,s
2020-11-30 23:59:59,69.01286277759941,c
2020-12-01 00:00:00,63.76436358198658,
2020-12-01 10:00:00,59.866245420408035,
2020-12-01 10:30:00,52.83146413583422,
2020-12-01 12:00:00,31.573824718103147,
