date,MSCI_CAD_SC_2021_Q1,meta
2021-01-05 00:00:00,-574.6065784629245,
2021-01-05 10:00:00,-616.9230952124008,
2021-01-05 10:30:00,-634.080743684659,
2021-01-05 12:00:00,-629.677915512234,
2021-01-05 13:30:00,-648.271852141178,
2021-01-05 15:00:00,-630.2129621763097,
2021-01-05 15:30:30,-630.2129621763097,
2021-01-05 23:59:59,-649.7506760791593,c
2021-01-06 00:00:00,-647.2519634528062,
2021-01-06 10:00:00,-622.6164133959701,
2021-01-06 10:30:00,-605.8243876552078,
2021-01-06 12:00:00,-616.9581903083945,
2021-01-06 13:30:00,-610.7553876111242,
2021-01-06 15:00:00,-617.101550729366,
2021-01-06 15:30:30,-617.101550729366,
2021-01-06 23:59:59,-622.7976828937581,c
2021-01-07 00:00:00,-590.9878592749756,
2021-01-07 10:00:00,-591.05367261232,
2021-01-07 10:30:00,-592.4903961927375,
2021-01-07 12:00:00,-610.4931208874286,
2021-01-07 13:30:00,-606.7169344236927,
2021-01-07 15:00:00,-599.3538333638362,
2021-01-07 15:30:30,-599.3538333638362,
2021-01-07 23:59:59,-618.9727609990578,c
2021-01-08 00:00:00,-608.1298121783175,
2021-01-08 10:00:00,-625.1850380639917,
2021-01-08 10:30:00,-622.7393279499156,
2021-01-08 12:00:00,-633.6983911687175,
2021-01-08 13:30:00,-673.8986868245147,
2021-01-08 15:00:00,-665.1202048048572,
2021-01-08 15:30:30,-665.1202048048572,
2021-01-08 23:59:59,-630.513602949417,w
2021-01-11 00:00:00,-664.1407033935548,
2021-01-11 10:00:00,-622.5488499337962,
2021-01-11 10:30:00,-572.7371421056669,
2021-01-11 12:00:00,-541.1943278134395,
2021-01-11 13:30:00,-534.4237572200927,
2021-01-11 15:00:00,-553.5735203354479,
2021-01-11 15:30:30,-553.5735203354479,
2021-01-11 23:59:59,-571.9799722614553,c
2021-01-12 00:00:00,-553.7269288188127,
2021-01-12 10:00:00,-574.4565018890507,
2021-01-12 10:30:00,-600.6399957649992,
2021-01-12 12:00:00,-624.1211863153094,
2021-01-12 13:30:00,-634.2799561397051,
2021-01-12 15:00:00,-614.7611762928436,
2021-01-12 15:30:30,-614.7611762928436,
2021-01-12 23:59:59,-653.1793776142331,c
2021-01-13 00:00:00,-655.5903047458396,
2021-01-13 10:00:00,-640.8235014163474,
2021-01-13 10:30:00,-658.9936505843552,
2021-01-13 12:00:00,-648.1972308899049,
2021-01-13 13:30:00,-618.941382363143,
2021-01-13 15:00:00,-629.5037363845759,
2021-01-13 15:30:30,-629.5037363845759,
2021-01-13 23:59:59,-654.492413714649,c
2021-01-14 00:00:00,-627.0713214825337,
2021-01-14 10:00:00,-614.109539123263,
2021-01-14 10:30:00,-629.366937818103,
2021-01-14 12:00:00,-629.2268390165091,
2021-01-14 13:30:00,-652.7843230586222,
2021-01-14 15:00:00,-649.9734797948104,
2021-01-14 15:30:30,-649.9734797948104,
2021-01-14 23:59:59,-644.2900554173466,c
2021-01-15 00:00:00,-633.9229464311984,
2021-01-15 10:00:00,-647.9838688638874,
2021-01-15 10:30:00,-697.0301313806804,
2021-01-15 12:00:00,-668.7700705407697,
2021-01-15 13:30:00,-657.1554870684968,
2021-01-15 15:00:00,-573.6677365442229,
2021-01-15 15:30:30,-573.6677365442229,
2021-01-15 23:59:59,-599.4948698242642,w
2021-01-18 00:00:00,-582.9661270872339,
2021-01-18 10:00:00,-607.6761663679172,
2021-01-18 10:30:00,-570.1326419366624,
2021-01-18 12:00:00,-524.8082473725326,
2021-01-18 13:30:00,-524.2438362634894,
2021-01-18 15:00:00,-526.1474900087815,
2021-01-18 15:30:30,-526.1474900087815,
2021-01-18 23:59:59,-525.8987375624438,c
2021-01-19 00:00:00,-533.0716700055382,
2021-01-19 10:00:00,-590.2107878079851,
2021-01-19 10:30:00,-586.4787722177907,
2021-01-19 12:00:00,-562.6138295371866,
2021-01-19 13:30:00,-531.5807779492725,
2021-01-19 15:00:00,-504.21619915728024,
2021-01-19 15:30:30,-504.21619915728024,s
2021-01-19 23:59:59,-489.2994695053976,c
2021-01-20 00:00:00,-471.1196847614692,
2021-01-20 10:00:00,-447.0178868429048,
2021-01-20 10:30:00,-419.61947779204183,
2021-01-20 12:00:00,-405.4197976762189,
2021-01-20 13:30:00,-387.6534160823867,
2021-01-20 15:00:00,-376.43368032967464,
2021-01-20 15:30:30,-376.43368032967464,
2021-01-20 23:59:59,-377.1877592930623,c
2021-01-21 00:00:00,-387.03704496694627,
2021-01-21 10:00:00,-453.2675110682694,
2021-01-21 10:30:00,-456.3097273484336,
2021-01-21 12:00:00,-426.3574045380383,
2021-01-21 13:30:00,-425.6840718086887,
2021-01-21 15:00:00,-409.4005947304331,
2021-01-21 15:30:30,-409.4005947304331,
2021-01-21 23:59:59,-414.6495372725958,c
2021-01-22 00:00:00,-428.73536840388715,
2021-01-22 10:00:00,-443.99037470211806,
2021-01-22 10:30:00,-466.55497565792575,
2021-01-22 12:00:00,-503.53605282354056,
2021-01-22 13:30:00,-486.1340958987794,
2021-01-22 15:00:00,-447.71736862554917,
2021-01-22 15:30:30,-447.71736862554917,
2021-01-22 23:59:59,-432.3928521215057,w
2021-01-25 00:00:00,-411.0954323284832,
2021-01-25 10:00:00,-406.2717211501795,
2021-01-25 10:30:00,-387.484549655529,
2021-01-25 12:00:00,-430.5726947779858,
2021-01-25 13:30:00,-475.4606386345722,
2021-01-25 15:00:00,-465.82335565551875,
2021-01-25 15:30:30,-465.82335565551875,
2021-01-25 23:59:59,-461.1935185997381,c
2021-01-26 00:00:00,-447.08470149299046,
2021-01-26 10:00:00,-376.7159644338435,
2021-01-26 10:30:00,-389.86534180070885,
2021-01-26 12:00:00,-405.8124334622498,
2021-01-26 13:30:00,-395.4325638899436,
2021-01-26 15:00:00,-399.75514669404856,
2021-01-26 15:30:30,-399.75514669404856,
2021-01-26 23:59:59,-382.1420971489142,c
2021-01-27 00:00:00,-449.3941348654653,
2021-01-27 10:00:00,-507.4506321424169,
2021-01-27 10:30:00,-475.8889919597259,
2021-01-27 12:00:00,-453.55776703424453,
2021-01-27 13:30:00,-444.2391675760209,
2021-01-27 15:00:00,-493.4071260204755,
2021-01-27 15:30:30,-493.4071260204755,
2021-01-27 23:59:59,-501.2537923721311,c
2021-01-28 00:00:00,-271.7453385902072,
2021-01-28 10:00:00,-256.75314558598984,
2021-01-28 10:30:00,-230.46876279704975,
2021-01-28 12:00:00,-350.43836865323647,
2021-01-28 13:30:00,-383.73053917633933,
2021-01-28 15:00:00,-318.1162410704537,
2021-01-28 15:30:30,-318.1162410704537,
2021-01-28 23:59:59,-334.49055300111104,c
2021-01-29 00:00:00,-252.5161726374081,
2021-01-29 10:00:00,-280.2781636334839,
2021-01-29 10:30:00,-300.1484636364521,
2021-01-29 12:00:00,-307.35711064637053,
2021-01-29 13:30:00,-351.9192548031069,
2021-01-29 15:00:00,-378.4590400678617,
2021-01-29 15:30:30,-378.4590400678617,
