date,MSCI_VNQ_2022_Q4,meta
2022-10-14 00:00:00,-186.62506661623783,
2022-10-14 10:00:00,-190.00456560778352,
2022-10-14 10:30:00,-182.9438606310916,
2022-10-14 12:00:00,-185.4962197730015,
2022-10-14 13:30:00,-172.56349182147713,
2022-10-14 15:00:00,-180.10352755619866,
2022-10-14 15:30:30,-180.10352755619866,
2022-10-14 23:59:59,-178.99101787324068,w
2022-10-17 00:00:00,-194.87872167970752,
2022-10-17 10:00:00,-177.5204651251672,
2022-10-17 10:30:00,-177.24017844249525,
2022-10-17 12:00:00,-182.1253193392317,
2022-10-17 13:30:00,-188.96109881940694,
2022-10-17 15:00:00,-180.18113964162868,
2022-10-17 15:30:30,-180.18113964162868,
2022-10-17 23:59:59,-190.15731342652052,c
2022-10-18 00:00:00,-206.9607223410059,
2022-10-18 10:00:00,-201.38278154433848,
2022-10-18 10:30:00,-195.78711374467096,
2022-10-18 12:00:00,-174.9479866320123,
2022-10-18 13:30:00,-165.57550471308397,
2022-10-18 15:00:00,-151.37310364762865,
2022-10-18 15:30:30,-151.37310364762865,
2022-10-18 23:59:59,-155.2833864451492,c
2022-10-19 00:00:00,-149.9395637189718,
2022-10-19 10:00:00,-135.6535066508355,
2022-10-19 10:30:00,-147.4471939212601,
2022-10-19 12:00:00,-141.78158743843468,
2022-10-19 13:30:00,-146.17731699427665,
2022-10-19 15:00:00,-149.95638347067128,
2022-10-19 15:30:30,-149.95638347067128,
2022-10-19 23:59:59,-148.42001003495542,c
2022-10-20 00:00:00,-150.27060874631607,
2022-10-20 10:00:00,-183.74806747443253,
2022-10-20 10:30:00,-181.78998699090315,
2022-10-20 12:00:00,-173.33573233184265,
2022-10-20 13:30:00,-172.01403815834314,
2022-10-20 15:00:00,-176.32381613888256,
2022-10-20 15:30:30,-176.32381613888256,
2022-10-20 23:59:59,-172.2367125556374,c
2022-10-21 00:00:00,-167.71389528191426,
2022-10-21 10:00:00,-184.80832858863792,
2022-10-21 10:30:00,-187.78113516363354,
2022-10-21 12:00:00,-208.1112457768925,
2022-10-21 13:30:00,-207.05823453350425,
2022-10-21 15:00:00,-209.7193522320421,
2022-10-21 15:30:30,-209.7193522320421,
2022-10-21 23:59:59,-221.56436016875344,w
2022-10-24 00:00:00,-212.28935553126584,
2022-10-24 10:00:00,-217.7691277418127,
2022-10-24 10:30:00,-230.09346314378493,
2022-10-24 12:00:00,-229.71001556397206,
2022-10-24 13:30:00,-228.45902094243982,
2022-10-24 15:00:00,-229.9863235065786,
2022-10-24 15:30:30,-229.9863235065786,
2022-10-24 23:59:59,-227.66909137376135,c
2022-10-25 00:00:00,-227.67206183822609,
2022-10-25 10:00:00,-226.07181326654714,
2022-10-25 10:30:00,-214.58005426661228,
2022-10-25 12:00:00,-227.89848681933668,
2022-10-25 13:30:00,-215.66405200264674,
2022-10-25 15:00:00,-198.29856218313122,
2022-10-25 15:30:30,-198.29856218313122,
2022-10-25 23:59:59,-200.21570948311702,c
2022-10-26 00:00:00,-215.87724665298552,
2022-10-26 10:00:00,-198.40657355409493,
2022-10-26 10:30:00,-199.2120895618303,
2022-10-26 12:00:00,-189.9799097183288,
2022-10-26 13:30:00,-177.8362490927813,
2022-10-26 15:00:00,-180.63547911936737,
2022-10-26 15:30:30,-180.63547911936737,
2022-10-26 23:59:59,-184.65562082366372,c
2022-10-27 00:00:00,-167.70804966058844,
2022-10-27 10:00:00,-127.6504084981066,
2022-10-27 10:30:00,-136.60992361888563,
2022-10-27 12:00:00,-157.82591257820698,
2022-10-27 13:30:00,-167.25379156399984,
2022-10-27 15:00:00,-161.05371094900985,
2022-10-27 15:30:30,-161.05371094900985,
2022-10-27 23:59:59,-158.24086702061877,c
2022-10-28 00:00:00,-144.12636704217678,
2022-10-28 10:00:00,-138.41653803120082,
2022-10-28 10:30:00,-126.23459426533114,
2022-10-28 12:00:00,-114.88651314323297,
2022-10-28 13:30:00,-118.85660385293824,
2022-10-28 15:00:00,-142.19283167291192,
2022-10-28 15:30:30,-142.19283167291192,
2022-10-28 23:59:59,-140.48942001364006,w
2022-10-31 00:00:00,-143.36297160484176,
2022-10-31 10:00:00,-142.7494551018406,
2022-10-31 10:30:00,-130.47025897892863,
2022-10-31 12:00:00,-119.03571854249117,
2022-10-31 13:30:00,-116.5648261509119,
2022-10-31 15:00:00,-117.59086362662413,
2022-10-31 15:30:30,-117.59086362662413,s
2022-10-31 23:59:59,-115.63268320213916,c
2022-11-01 00:00:00,-134.05236550583655,
2022-11-01 10:00:00,-120.31125716528524,
2022-11-01 10:30:00,-119.43894868239315,
2022-11-01 12:00:00,-122.0196827122999,
2022-11-01 13:30:00,-140.27662974496397,
2022-11-01 15:00:00,-133.42578101355562,
2022-11-01 15:30:30,-133.42578101355562,
2022-11-01 23:59:59,-124.70090916441686,c
2022-11-02 00:00:00,-118.97620720248943,
2022-11-02 10:00:00,-106.13633232198444,
2022-11-02 10:30:00,-109.360330289681,
2022-11-02 12:00:00,-98.06308733472343,
2022-11-02 13:30:00,-80.71080637152392,
2022-11-02 15:00:00,-72.5207258029813,
2022-11-02 15:30:30,-72.5207258029813,
2022-11-02 23:59:59,-50.39700770403988,c
2022-11-03 00:00:00,-45.08467599582892,
2022-11-03 10:00:00,-46.547036764195155,
2022-11-03 10:30:00,-60.71525071497794,
2022-11-03 12:00:00,-68.58057996395107,
2022-11-03 13:30:00,-75.25685018713168,
2022-11-03 15:00:00,-66.10827961426264,
2022-11-03 15:30:30,-66.10827961426264,
2022-11-03 23:59:59,-66.11188648127916,c
2022-11-04 00:00:00,-60.51334368113584,
2022-11-04 10:00:00,-65.33725178289643,
2022-11-04 10:30:00,-86.02516701011632,
2022-11-04 12:00:00,-72.54721063325519,
2022-11-04 13:30:00,-73.21151607431503,
2022-11-04 15:00:00,-69.7788200898606,
2022-11-04 15:30:30,-69.7788200898606,
2022-11-04 23:59:59,-69.85555185025265,w
2022-11-07 00:00:00,-76.45986740655877,
