date,BUG_2022_Q4,meta
2022-10-21 00:00:00,-199.71765151583514,
2022-10-21 10:00:00,-152.06909477244898,
2022-10-21 10:30:00,-172.109658821246,
2022-10-21 12:00:00,-160.30865315827447,
2022-10-21 13:30:00,-189.67003282935883,
2022-10-21 15:00:00,-210.3865481724352,
2022-10-21 15:30:30,-210.3865481724352,
2022-10-21 23:59:59,-203.61188023754397,w
2022-10-24 00:00:00,-220.7038877652081,
2022-10-24 10:00:00,-217.53971154699428,
2022-10-24 10:30:00,-242.44319280060785,
2022-10-24 12:00:00,-224.86727295627753,
2022-10-24 13:30:00,-214.1825978851778,
2022-10-24 15:00:00,-233.20429387994312,
2022-10-24 15:30:30,-233.20429387994312,
2022-10-24 23:59:59,-221.08764312190323,c
2022-10-25 00:00:00,-239.28924885589555,
2022-10-25 10:00:00,-227.31849857123763,
2022-10-25 10:30:00,-228.21084875216008,
2022-10-25 12:00:00,-174.61830547156757,
2022-10-25 13:30:00,-182.98966428217733,
2022-10-25 15:00:00,-192.7883969085014,
2022-10-25 15:30:30,-192.7883969085014,
2022-10-25 23:59:59,-203.86066453843824,c
2022-10-26 00:00:00,-227.5676367456701,
2022-10-26 10:00:00,-274.88272088193804,
2022-10-26 10:30:00,-299.3537608542152,
2022-10-26 12:00:00,-274.98940758079635,
2022-10-26 13:30:00,-272.7773894871705,
2022-10-26 15:00:00,-256.17927436566157,
2022-10-26 15:30:30,-256.17927436566157,
2022-10-26 23:59:59,-227.81243012750036,c
2022-10-27 00:00:00,-263.81841744370314,
2022-10-27 10:00:00,-322.1428553225248,
2022-10-27 10:30:00,-304.75557400016027,
2022-10-27 12:00:00,-289.14632696434575,
2022-10-27 13:30:00,-306.45904736277254,
2022-10-27 15:00:00,-331.8417965478823,
2022-10-27 15:30:30,-331.8417965478823,
2022-10-27 23:59:59,-352.71265104677826,c
2022-10-28 00:00:00,-366.10359591400044,
2022-10-28 10:00:00,-333.7014530309869,
2022-10-28 10:30:00,-312.9427886823701,
2022-10-28 12:00:00,-288.64480980222146,
2022-10-28 13:30:00,-262.239035468561,
2022-10-28 15:00:00,-303.98766281025786,
2022-10-28 15:30:30,-303.98766281025786,
2022-10-28 23:59:59,-305.22483498362766,w
2022-10-31 00:00:00,-289.17241343479367,
2022-10-31 10:00:00,-335.2878314489124,
2022-10-31 10:30:00,-317.6384541904387,
2022-10-31 12:00:00,-333.3298550484182,
2022-10-31 13:30:00,-326.1199563496802,
2022-10-31 15:00:00,-346.7966182813596,
2022-10-31 15:30:30,-346.7966182813596,
2022-10-31 23:59:59,-342.5319195006526,c
2022-11-01 00:00:00,-468.1753209370084,
2022-11-01 10:00:00,-469.04102832476036,
2022-11-01 10:30:00,-461.2184085725831,
2022-11-01 12:00:00,-460.59744195735374,
2022-11-01 13:30:00,-456.8123999021063,
2022-11-01 15:00:00,-451.967334353177,
2022-11-01 15:30:30,-451.967334353177,
2022-11-01 23:59:59,-443.7748313128496,c
2022-11-02 00:00:00,-448.5438247089408,
2022-11-02 10:00:00,-420.8408711455674,
2022-11-02 10:30:00,-388.21359512150406,
2022-11-02 12:00:00,-391.7565123649177,
2022-11-02 13:30:00,-388.8426700351086,
2022-11-02 15:00:00,-319.1820813782476,
2022-11-02 15:30:30,-319.1820813782476,
2022-11-02 23:59:59,-304.5934401861494,c
2022-11-03 00:00:00,-338.4657538645428,
2022-11-03 10:00:00,-248.1758290689708,
2022-11-03 10:30:00,-240.13784651866928,
2022-11-03 12:00:00,-260.1092991660931,
2022-11-03 13:30:00,-277.20223665751695,
2022-11-03 15:00:00,-293.0631585752272,
2022-11-03 15:30:30,-293.0631585752272,
2022-11-03 23:59:59,-317.8631494171289,c
2022-11-04 00:00:00,-302.89320386426044,
2022-11-04 10:00:00,-227.94815128941292,
2022-11-04 10:30:00,-189.04804885095126,
2022-11-04 12:00:00,-126.69155909520981,
2022-11-04 13:30:00,-90.46464347023544,
2022-11-04 15:00:00,-29.522456714047678,
2022-11-04 15:30:30,-29.522456714047678,
2022-11-04 23:59:59,0.0,a
2022-11-07 00:00:00,0.7171419178977771,
2022-11-07 10:00:00,92.28361119169233,
2022-11-07 10:30:00,199.1368498657718,
2022-11-07 12:00:00,321.0851250959517,
2022-11-07 13:30:00,512.4173049779104,
2022-11-07 15:00:00,450.8147834785458,
2022-11-07 15:30:30,450.8147834785458,
2022-11-07 23:59:59,510.4333924395738,c
2022-11-08 00:00:00,451.13405828951096,
2022-11-08 10:00:00,386.0089221109019,
2022-11-08 10:30:00,439.56305443050616,
2022-11-08 12:00:00,463.42187998488913,
2022-11-08 13:30:00,544.0489675684456,
2022-11-08 15:00:00,603.3427569142427,
2022-11-08 15:30:30,603.3427569142427,
2022-11-08 23:59:59,727.4849573828374,c
2022-11-09 00:00:00,518.0295244559776,
2022-11-09 10:00:00,346.519280432255,
2022-11-09 10:30:00,293.71624633185206,
2022-11-09 12:00:00,370.7748915840582,
2022-11-09 13:30:00,357.2815399446086,
2022-11-09 15:00:00,357.4656391470978,
2022-11-09 15:30:30,357.4656391470978,
2022-11-09 23:59:59,339.6448191689606,c
2022-11-10 00:00:00,204.63712794971792,
2022-11-10 10:00:00,302.08210741067205,
2022-11-10 10:30:00,244.21887063130882,
2022-11-10 12:00:00,258.65272236013266,
2022-11-10 13:30:00,210.20570176547372,
2022-11-10 15:00:00,223.91093345742013,
2022-11-10 15:30:30,223.91093345742013,
2022-11-10 23:59:59,191.88358840963687,c
2022-11-11 00:00:00,229.92858497275247,
2022-11-11 10:00:00,258.72683008821093,
2022-11-11 10:30:00,296.11166299799027,
2022-11-11 12:00:00,147.17936602166677,
2022-11-11 13:30:00,71.86055396865572,
2022-11-11 15:00:00,87.6391821843589,
2022-11-11 15:30:30,87.6391821843589,
2022-11-11 23:59:59,-24.60952441716762,e
2022-11-14 00:00:00,-27.323402196759673,
2022-11-14 10:00:00,-6.278681685044148,
2022-11-14 10:30:00,-44.04376104818675,
2022-11-14 12:00:00,12.311375053782626,
2022-11-14 13:30:00,-54.21911242095331,
2022-11-14 15:00:00,-89.50705608237848,
2022-11-14 15:30:30,-89.50705608237848,
2022-11-14 23:59:59,-50.99393277146987,c
2022-11-15 00:00:00,-37.321406415896206,
2022-11-15 10:00:00,-138.6195147344136,
2022-11-15 10:30:00,-97.8714092014045,
2022-11-15 12:00:00,-91.58254067363845,
2022-11-15 13:30:00,-108.71060789404612,
2022-11-15 15:00:00,-107.3797572550186,
2022-11-15 15:30:30,-107.3797572550186,
2022-11-15 23:59:59,-120.16480897480989,c
2022-11-16 00:00:00,-135.16467874845256,
2022-11-16 10:00:00,-110.35827640131714,
2022-11-16 10:30:00,-109.68065034178215,
2022-11-16 12:00:00,-83.3209147610084,
2022-11-16 13:30:00,-112.28381219894419,
2022-11-16 15:00:00,-91.3841092271769,
2022-11-16 15:30:30,-91.3841092271769,
2022-11-16 23:59:59,-70.1130915648327,c
2022-11-17 00:00:00,-81.57124581175754,
