date,SDY_HEDGED_2021_Q3,meta
2021-06-18 00:00:00,117.95586037821155,
2021-06-18 10:00:00,127.92543423706582,
2021-06-18 10:30:00,127.38687568311923,
2021-06-18 12:00:00,133.18066903103937,
2021-06-18 13:30:00,135.81676930562048,
2021-06-18 15:00:00,136.64947227276332,
2021-06-18 15:30:30,136.64947227276332,q
2021-06-18 23:59:59,136.71427961652796,w
2021-06-21 00:00:00,143.0802704956022,
2021-06-21 10:00:00,128.516834260133,
2021-06-21 10:30:00,126.85727079854473,
2021-06-21 12:00:00,131.52454028493645,
2021-06-21 13:30:00,129.31618297289265,
2021-06-21 15:00:00,125.12025247195268,
2021-06-21 15:30:30,125.12025247195268,
2021-06-21 23:59:59,123.81655842565529,c
2021-06-22 00:00:00,122.0797120380267,
2021-06-22 10:00:00,119.63708827900695,
2021-06-22 10:30:00,118.62924688694842,
2021-06-22 12:00:00,114.2629010259759,
2021-06-22 13:30:00,117.99870360969439,
2021-06-22 15:00:00,123.0931654427763,
2021-06-22 15:30:30,123.0931654427763,
2021-06-22 23:59:59,117.37485103096789,c
2021-06-23 00:00:00,115.82352971706179,
2021-06-23 10:00:00,107.76626665001916,
2021-06-23 10:30:00,104.13439967037209,
2021-06-23 12:00:00,105.29263152338805,
2021-06-23 13:30:00,106.34704668253563,
2021-06-23 15:00:00,101.92645947091137,
2021-06-23 15:30:30,101.92645947091137,
2021-06-23 23:59:59,97.58772907350621,c
2021-06-24 00:00:00,95.33162589445325,
2021-06-24 10:00:00,97.93757424198813,
2021-06-24 10:30:00,98.14053864025396,
2021-06-24 12:00:00,98.80578376039863,
2021-06-24 13:30:00,98.3753914265969,
2021-06-24 15:00:00,96.82664049548103,
2021-06-24 15:30:30,96.82664049548103,
2021-06-24 23:59:59,92.85156165181725,c
2021-06-25 00:00:00,101.23554138426434,
2021-06-25 10:00:00,104.06732325516978,
2021-06-25 10:30:00,104.74409269738774,
2021-06-25 12:00:00,102.14707301559082,
2021-06-25 13:30:00,102.17257004186897,
2021-06-25 15:00:00,101.41884841061216,
2021-06-25 15:30:30,101.41884841061216,
2021-06-25 23:59:59,98.71480085785157,w
2021-06-28 00:00:00,93.82900789641758,
2021-06-28 10:00:00,103.75843466886397,
2021-06-28 10:30:00,98.51968130070836,
2021-06-28 12:00:00,97.5484288767384,
2021-06-28 13:30:00,98.595731566383,
2021-06-28 15:00:00,102.61170992427199,
2021-06-28 15:30:30,102.61170992427199,
2021-06-28 23:59:59,104.48906987119202,c
2021-06-29 00:00:00,108.4906892739794,
2021-06-29 10:00:00,103.70055862368883,
2021-06-29 10:30:00,100.47420514806913,
2021-06-29 12:00:00,103.14777328821054,
2021-06-29 13:30:00,104.21216326673954,
2021-06-29 15:00:00,99.56396152081413,
2021-06-29 15:30:30,99.56396152081413,
2021-06-29 23:59:59,96.83476396529039,c
2021-06-30 00:00:00,96.78468217841751,
2021-06-30 10:00:00,96.52756656586163,
2021-06-30 10:30:00,97.49181780414908,
2021-06-30 12:00:00,105.59229106554773,
2021-06-30 13:30:00,107.83015745478002,
2021-06-30 15:00:00,106.76948124708187,
2021-06-30 15:30:30,106.76948124708187,s
2021-06-30 23:59:59,106.71362497534003,c
2021-07-01 00:00:00,103.49144719763149,
2021-07-01 10:00:00,88.9221226017033,
2021-07-01 10:30:00,88.99583674931142,
2021-07-01 12:00:00,87.33935117005532,
2021-07-01 13:30:00,87.18749693057806,
2021-07-01 15:00:00,85.18030918249008,
2021-07-01 15:30:30,85.18030918249008,
2021-07-01 23:59:59,81.5635649169818,c
2021-07-02 00:00:00,83.66789872992615,
2021-07-02 10:00:00,75.30953537751301,
2021-07-02 10:30:00,75.6998712282325,
2021-07-02 12:00:00,78.46417162455666,
2021-07-02 13:30:00,80.30470409518288,
2021-07-02 15:00:00,74.97134796814188,
2021-07-02 15:30:30,74.97134796814188,
2021-07-02 23:59:59,74.39170719566172,w
2021-07-05 00:00:00,74.39170719566172,
2021-07-05 10:00:00,74.39170719566172,
2021-07-05 10:30:00,74.39170719566172,
2021-07-05 12:00:00,74.39170719566172,
2021-07-05 13:30:00,74.39170719566172,
2021-07-05 15:00:00,74.39170719566172,
2021-07-05 15:30:30,74.39170719566172,
2021-07-05 23:59:59,74.39170719566172,c
2021-07-06 00:00:00,77.31409054058118,
2021-07-06 10:00:00,78.07890434205339,
2021-07-06 10:30:00,74.68152134119119,
2021-07-06 12:00:00,73.96409768514671,
2021-07-06 13:30:00,75.99475446709798,
2021-07-06 15:00:00,73.11645188158751,
2021-07-06 15:30:30,73.11645188158751,
2021-07-06 23:59:59,70.9106105450536,c
2021-07-07 00:00:00,70.64668550839636,
2021-07-07 10:00:00,64.13713213285516,
2021-07-07 10:30:00,69.14516506192376,
2021-07-07 12:00:00,66.11373196442953,
2021-07-07 13:30:00,60.56360153694307,
2021-07-07 15:00:00,54.45225484498086,
2021-07-07 15:30:30,54.45225484498086,
2021-07-07 23:59:59,50.789721732160736,c
2021-07-08 00:00:00,59.372274746702566,
2021-07-08 10:00:00,57.73252760136512,
2021-07-08 10:30:00,52.35070788860417,
2021-07-08 12:00:00,44.53300967227259,
2021-07-08 13:30:00,43.995004107703124,
2021-07-08 15:00:00,45.44323784910575,
2021-07-08 15:30:30,45.44323784910575,
2021-07-08 23:59:59,47.661832568979065,c
2021-07-09 00:00:00,42.71195408801687,
2021-07-09 10:00:00,44.176177687699756,
2021-07-09 10:30:00,46.71865696814656,
2021-07-09 12:00:00,43.37626734806357,
2021-07-09 13:30:00,47.316379711565475,
2021-07-09 15:00:00,48.270609446609214,
2021-07-09 15:30:30,48.270609446609214,
2021-07-09 23:59:59,41.25835990734542,w
2021-07-12 00:00:00,31.714066885527103,
2021-07-12 10:00:00,15.509475487883051,
2021-07-12 10:30:00,8.181510131734989,
2021-07-12 12:00:00,0.9009470731269928,
2021-07-12 13:30:00,11.711695848499573,
2021-07-12 15:00:00,8.511007101128179,
2021-07-12 15:30:30,8.511007101128179,
2021-07-12 23:59:59,13.225073582352174,c
2021-07-13 00:00:00,18.819657287152538,
2021-07-13 10:00:00,20.91282608387163,
2021-07-13 10:30:00,27.133714181435685,
2021-07-13 12:00:00,27.491306668595918,
2021-07-13 13:30:00,23.45738338404702,
2021-07-13 15:00:00,28.02483150953247,
2021-07-13 15:30:30,28.02483150953247,
2021-07-13 23:59:59,28.857295568642115,c
2021-07-14 00:00:00,21.54545628652938,
2021-07-14 10:00:00,18.21171451577544,
2021-07-14 10:30:00,19.016434921792438,
2021-07-14 12:00:00,22.25704123873961,
2021-07-14 13:30:00,21.370976829882586,
2021-07-14 15:00:00,20.041925868091084,
2021-07-14 15:30:30,20.041925868091084,
2021-07-14 23:59:59,22.846033754503537,c
2021-07-15 00:00:00,20.126957537030023,
2021-07-15 10:00:00,27.839476455030905,
2021-07-15 10:30:00,30.529886456307864,
2021-07-15 12:00:00,27.72852818324297,
2021-07-15 13:30:00,37.39769169088333,
2021-07-15 15:00:00,38.05554304145901,
2021-07-15 15:30:30,38.05554304145901,
2021-07-15 23:59:59,39.886527586046725,c
2021-07-16 00:00:00,42.486837988946704,
2021-07-16 10:00:00,34.11614260553064,
2021-07-16 10:30:00,41.61669650671655,
2021-07-16 12:00:00,52.108305088603686,
2021-07-16 13:30:00,49.86440113454384,
2021-07-16 15:00:00,47.488855583286096,
2021-07-16 15:30:30,47.488855583286096,
2021-07-16 23:59:59,46.976391451599135,w
2021-07-19 00:00:00,54.594680093352835,
2021-07-19 10:00:00,59.67713111199198,
2021-07-19 10:30:00,63.51492569607592,
2021-07-19 12:00:00,52.90417013489623,
2021-07-19 13:30:00,61.17935795648252,
2021-07-19 15:00:00,59.20377237572401,
2021-07-19 15:30:30,59.20377237572401,
2021-07-19 23:59:59,50.25616520053437,c
2021-07-20 00:00:00,45.67221269709833,
2021-07-20 10:00:00,46.31267972056135,
2021-07-20 10:30:00,50.769470051020384,
2021-07-20 12:00:00,44.03558849001123,
2021-07-20 13:30:00,33.23134702947832,
2021-07-20 15:00:00,26.78478405151636,
2021-07-20 15:30:30,26.78478405151636,
