date,CALF_2022_Q2,meta
2022-06-02 00:00:00,257.9788873978329,
2022-06-02 10:00:00,253.29230900894876,
2022-06-02 10:30:00,250.14164971699174,
2022-06-02 12:00:00,276.335222635128,
2022-06-02 13:30:00,257.1624750183444,
2022-06-02 15:00:00,270.35441985734377,
2022-06-02 15:30:30,270.35441985734377,
2022-06-02 23:59:59,260.5633087331218,c
2022-06-03 00:00:00,251.59659693246374,
2022-06-03 10:00:00,238.6875825658979,
2022-06-03 10:30:00,217.5437584369077,
2022-06-03 12:00:00,193.0998450799771,
2022-06-03 13:30:00,182.92281739444815,
2022-06-03 15:00:00,180.40815038199787,
2022-06-03 15:30:30,180.40815038199787,s
2022-06-03 23:59:59,179.13854361407178,w
2022-06-06 00:00:00,248.27582163461088,
2022-06-06 10:00:00,253.8374846939534,
2022-06-06 10:30:00,251.3899229046591,
2022-06-06 12:00:00,227.85624475485082,
2022-06-06 13:30:00,218.66525673504617,
2022-06-06 15:00:00,191.52591654290237,
2022-06-06 15:30:30,191.52591654290237,
2022-06-06 23:59:59,165.05873943831656,c
2022-06-07 00:00:00,179.51870222315034,
2022-06-07 10:00:00,187.04385072068308,
2022-06-07 10:30:00,182.0242264877158,
2022-06-07 12:00:00,193.7422220519337,
2022-06-07 13:30:00,216.05338129120145,
2022-06-07 15:00:00,220.0471537727844,
2022-06-07 15:30:30,220.0471537727844,u
2022-06-07 23:59:59,219.91686001815305,c
2022-06-08 00:00:00,192.30418181697704,
2022-06-08 10:00:00,147.5129907709547,
2022-06-08 10:30:00,111.66497416176276,
2022-06-08 12:00:00,89.04490044256272,
2022-06-08 13:30:00,89.12178760376435,
2022-06-08 15:00:00,61.51202399669541,
2022-06-08 15:30:30,61.51202399669541,
2022-06-08 23:59:59,68.2941336120783,c
2022-06-09 00:00:00,58.4597031885835,
2022-06-09 10:00:00,59.33130708247763,
2022-06-09 10:30:00,67.17258165395822,
2022-06-09 12:00:00,61.60944631082734,
2022-06-09 13:30:00,40.438989875005134,
2022-06-09 15:00:00,26.804750130670236,
2022-06-09 15:30:30,26.804750130670236,
2022-06-09 23:59:59,18.045485017777906,c
2022-06-10 00:00:00,36.16123895481378,
2022-06-10 10:00:00,33.37767148707078,
2022-06-10 10:30:00,25.117355661749457,
2022-06-10 12:00:00,0.49452120130366595,
2022-06-10 13:30:00,16.517688200679224,
2022-06-10 15:00:00,49.50048046023954,
2022-06-10 15:30:30,49.50048046023954,
2022-06-10 23:59:59,40.20476364126688,w
2022-06-13 00:00:00,36.56127769008332,
2022-06-13 10:00:00,16.01402732628254,
2022-06-13 10:30:00,15.664376375004176,
2022-06-13 12:00:00,-37.27341972818663,
2022-06-13 13:30:00,-29.489773255517093,
2022-06-13 15:00:00,-49.553276860542475,
2022-06-13 15:30:30,-49.553276860542475,
2022-06-13 23:59:59,-53.17835528082533,c
2022-06-14 00:00:00,-57.545825052963224,
2022-06-14 10:00:00,-54.718776432874094,
2022-06-14 10:30:00,-66.08160617971282,
2022-06-14 12:00:00,-55.77391913615072,
2022-06-14 13:30:00,-54.89976102548306,
2022-06-14 15:00:00,-57.84837748116506,
2022-06-14 15:30:30,-57.84837748116506,
2022-06-14 23:59:59,-55.431603506068406,c
2022-06-15 00:00:00,-40.265054718993994,
2022-06-15 10:00:00,-22.81554253887075,
2022-06-15 10:30:00,4.281337384793408,
2022-06-15 12:00:00,1.5225062222920638,
2022-06-15 13:30:00,-11.286645286939168,
2022-06-15 15:00:00,11.75991592467442,
2022-06-15 15:30:30,11.75991592467442,
2022-06-15 23:59:59,14.486178147043525,c
2022-06-16 00:00:00,13.891785188662949,
2022-06-16 10:00:00,28.26914895754853,
2022-06-16 10:30:00,32.33774990872328,
2022-06-16 12:00:00,25.673723401022414,
2022-06-16 13:30:00,22.013635526262092,
2022-06-16 15:00:00,7.666015045190178,
2022-06-16 15:30:30,7.666015045190178,
2022-06-16 23:59:59,0.0,a
2022-06-17 00:00:00,44.45973096239028,
2022-06-17 10:00:00,103.12708187954443,
2022-06-17 10:30:00,128.7028299009648,
2022-06-17 12:00:00,120.6600933359272,
2022-06-17 13:30:00,143.2362911250942,
2022-06-17 15:00:00,112.78108846678374,
2022-06-17 15:30:30,112.78108846678374,
2022-06-17 23:59:59,143.48506886744926,e
2022-06-20 00:00:00,143.48506886744926,
2022-06-20 10:00:00,143.48506886744926,
2022-06-20 10:30:00,143.48506886744926,
2022-06-20 12:00:00,143.48506886744926,
2022-06-20 13:30:00,143.48506886744926,
2022-06-20 15:00:00,143.48506886744926,
2022-06-20 15:30:30,143.48506886744926,
2022-06-20 23:59:59,143.48506886744926,c
2022-06-21 00:00:00,119.71026708762341,
2022-06-21 10:00:00,128.77846103507125,
2022-06-21 10:30:00,94.47578043534757,
2022-06-21 12:00:00,91.68979986604876,
2022-06-21 13:30:00,98.08549048989346,
2022-06-21 15:00:00,90.13098433065339,
2022-06-21 15:30:30,90.13098433065339,
2022-06-21 23:59:59,70.15594540681231,c
2022-06-22 00:00:00,108.7090065189313,
2022-06-22 10:00:00,123.25907503462447,
2022-06-22 10:30:00,124.07565506423185,
2022-06-22 12:00:00,140.54539474120008,
2022-06-22 13:30:00,137.04490775658985,
2022-06-22 15:00:00,137.81180290543446,
2022-06-22 15:30:30,137.81180290543446,
2022-06-22 23:59:59,114.0768982797248,c
2022-06-23 00:00:00,128.7799686553413,
2022-06-23 10:00:00,135.42675498443342,
2022-06-23 10:30:00,135.94832827660608,
2022-06-23 12:00:00,174.13656439316222,
2022-06-23 13:30:00,178.34029855308015,
2022-06-23 15:00:00,189.31431343266857,
2022-06-23 15:30:30,189.31431343266857,
2022-06-23 23:59:59,178.62538811670254,c
2022-06-24 00:00:00,159.33214504085146,
2022-06-24 10:00:00,122.26581874480068,
2022-06-24 10:30:00,117.54222815733851,
2022-06-24 12:00:00,96.38356406908161,
2022-06-24 13:30:00,107.19174845652367,
2022-06-24 15:00:00,132.56147572011196,
2022-06-24 15:30:30,132.56147572011196,
2022-06-24 23:59:59,124.91231524084299,w
2022-06-27 00:00:00,129.97350815681526,
2022-06-27 10:00:00,174.96506503088366,
2022-06-27 10:30:00,179.83449350217884,
2022-06-27 12:00:00,159.85836539768007,
2022-06-27 13:30:00,177.50863690048274,
2022-06-27 15:00:00,194.1284544310197,
2022-06-27 15:30:30,194.1284544310197,
2022-06-27 23:59:59,180.20566892388925,c
2022-06-28 00:00:00,171.35785475009789,
2022-06-28 10:00:00,155.8917894753469,
2022-06-28 10:30:00,189.7898315848892,
2022-06-28 12:00:00,170.38003474058314,
2022-06-28 13:30:00,162.4389194284637,
2022-06-28 15:00:00,180.72518147467676,
2022-06-28 15:30:30,180.72518147467676,
2022-06-28 23:59:59,182.72798485799515,c
2022-06-29 00:00:00,158.14312448996193,
2022-06-29 10:00:00,194.1244432166677,
2022-06-29 10:30:00,218.08351765742498,
2022-06-29 12:00:00,239.06450474178848,
2022-06-29 13:30:00,271.94076094698386,
2022-06-29 15:00:00,263.41804451739443,
2022-06-29 15:30:30,263.41804451739443,
2022-06-29 23:59:59,285.85142164944864,c
2022-06-30 00:00:00,291.2855504000313,
2022-06-30 10:00:00,267.64497526257867,
2022-06-30 10:30:00,252.2271038425884,
2022-06-30 12:00:00,257.6137503883779,
2022-06-30 13:30:00,243.5061519860827,
2022-06-30 15:00:00,240.1410460375561,
2022-06-30 15:30:30,240.1410460375561,
2022-06-30 23:59:59,235.10126271003094,c
2022-07-01 00:00:00,242.487960757608,
2022-07-01 10:00:00,257.5738935053747,
2022-07-01 10:30:00,263.95709473813184,
2022-07-01 12:00:00,282.00498684421956,
2022-07-01 13:30:00,276.68664374336447,
2022-07-01 15:00:00,283.37982254573524,
2022-07-01 15:30:30,283.37982254573524,
2022-07-01 23:59:59,295.1661920268207,w
