date,CIBR_2021_Q3,meta
2021-08-20 00:00:00,225.89704574946518,
2021-08-20 10:00:00,228.8592007237039,
2021-08-20 10:30:00,247.68264687582405,
2021-08-20 12:00:00,279.9265583552792,
2021-08-20 13:30:00,244.3601361387673,
2021-08-20 15:00:00,251.6845903931885,
2021-08-20 15:30:30,251.6845903931885,
2021-08-20 23:59:59,253.30819030330736,w
2021-08-23 00:00:00,235.14169893300914,
2021-08-23 10:00:00,183.10165343285462,
2021-08-23 10:30:00,174.59372602240546,
2021-08-23 12:00:00,190.48320609773782,
2021-08-23 13:30:00,198.23972668676197,
2021-08-23 15:00:00,197.48040984554336,
2021-08-23 15:30:30,197.48040984554336,
2021-08-23 23:59:59,203.65383086927432,c
2021-08-24 00:00:00,136.81457032140906,
2021-08-24 10:00:00,171.11838130070691,
2021-08-24 10:30:00,191.94226732969037,
2021-08-24 12:00:00,164.127398524638,
2021-08-24 13:30:00,168.49403355550567,
2021-08-24 15:00:00,168.30909079310595,
2021-08-24 15:30:30,168.30909079310595,
2021-08-24 23:59:59,179.38282860772506,c
2021-08-25 00:00:00,225.11218940756135,
2021-08-25 10:00:00,205.54345728872886,
2021-08-25 10:30:00,175.6993107554108,
2021-08-25 12:00:00,154.11254342007442,
2021-08-25 13:30:00,143.94794260546678,
2021-08-25 15:00:00,150.43403356582166,
2021-08-25 15:30:30,150.43403356582166,
2021-08-25 23:59:59,151.76659075694533,c
2021-08-26 00:00:00,143.49111781186002,
2021-08-26 10:00:00,93.35865624910366,
2021-08-26 10:30:00,114.69643575759119,
2021-08-26 12:00:00,84.54566627916302,
2021-08-26 13:30:00,72.37459243120111,
2021-08-26 15:00:00,75.6559665373411,
2021-08-26 15:30:30,75.6559665373411,
2021-08-26 23:59:59,114.84029630156601,c
2021-08-27 00:00:00,84.52028590695181,
2021-08-27 10:00:00,59.96698485115712,
2021-08-27 10:30:00,22.52488489942789,
2021-08-27 12:00:00,15.129973454737865,
2021-08-27 13:30:00,-20.495927747376754,
2021-08-27 15:00:00,-28.414147245579898,
2021-08-27 15:30:30,-28.414147245579898,
2021-08-27 23:59:59,-20.05434112703051,w
2021-08-30 00:00:00,-33.84505573753722,
2021-08-30 10:00:00,-47.308478750982886,
2021-08-30 10:30:00,-73.15418511856069,
2021-08-30 12:00:00,-107.98185299355009,
2021-08-30 13:30:00,-104.6663426506093,
2021-08-30 15:00:00,-125.32497445334229,
2021-08-30 15:30:30,-125.32497445334229,
2021-08-30 23:59:59,-124.36742764224255,c
2021-08-31 00:00:00,-112.1740288128376,
2021-08-31 10:00:00,-105.61731224958521,
2021-08-31 10:30:00,-99.81481593930903,
2021-08-31 12:00:00,-117.8196322748231,
2021-08-31 13:30:00,-120.86625098646664,
2021-08-31 15:00:00,-126.41434830871003,
2021-08-31 15:30:30,-126.41434830871003,s
2021-08-31 23:59:59,-117.08801622305691,c
2021-09-01 00:00:00,-73.1106629815522,
2021-09-01 10:00:00,-129.52818443530032,
2021-09-01 10:30:00,-91.02393486386654,
2021-09-01 12:00:00,-92.94929933142384,
2021-09-01 13:30:00,-68.05543631598903,
2021-09-01 15:00:00,-76.093739491841,
2021-09-01 15:30:30,-76.093739491841,
2021-09-01 23:59:59,-71.13689655446024,c
2021-09-02 00:00:00,-75.8966444310272,
