date,EU_SXXEP6_AD_2022_Q4,meta
2022-11-10 00:00:00,-264.5280320785064,
2022-11-10 03:30:00,-225.2092935411838,
2022-11-10 04:00:00,-226.09254685796486,
2022-11-10 06:00:00,-245.01457647719872,
2022-11-10 08:00:00,-238.57399783735718,
2022-11-10 10:30:00,-389.8412003700164,
2022-11-10 11:00:00,-404.93422172538976,
2022-11-10 23:59:59,-431.662061107575,c
2022-11-11 00:00:00,-406.71089311827654,
2022-11-11 03:30:00,-431.41658198877394,
2022-11-11 04:00:00,-459.7897330498704,
2022-11-11 06:00:00,-479.9975131629385,
2022-11-11 08:00:00,-514.8745714361739,
2022-11-11 10:30:00,-564.1700810314728,
2022-11-11 11:00:00,-564.8273589163905,
2022-11-11 23:59:59,-604.4173196521597,w
2022-11-14 00:00:00,-619.4909419533446,
2022-11-14 03:30:00,-557.1352866642164,
2022-11-14 04:00:00,-577.9313032950454,
2022-11-14 06:00:00,-660.930138461717,
2022-11-14 08:00:00,-671.4895619621916,
2022-11-14 10:30:00,-690.6228330811687,
2022-11-14 11:00:00,-709.8290821599221,
2022-11-14 23:59:59,-719.2775136999585,c
2022-11-15 00:00:00,-718.1183480200534,
2022-11-15 03:30:00,-649.3496704937425,
2022-11-15 04:00:00,-644.7684889332882,
2022-11-15 06:00:00,-627.2530831782396,
2022-11-15 08:00:00,-631.8958407671216,
2022-11-15 10:30:00,-642.5851074700204,
2022-11-15 11:00:00,-641.1641913895496,
2022-11-15 23:59:59,-628.5355071120348,c
2022-11-16 00:00:00,-609.228850904482,
2022-11-16 03:30:00,-539.684190688994,
2022-11-16 04:00:00,-526.3083001760224,
2022-11-16 06:00:00,-562.1145225191385,
2022-11-16 08:00:00,-553.4492780326477,
2022-11-16 10:30:00,-507.9295770882154,
2022-11-16 11:00:00,-499.93692662918556,
2022-11-16 23:59:59,-502.91572001362056,c
2022-11-17 00:00:00,-480.0472948961392,
2022-11-17 03:30:00,-454.87504729530656,
2022-11-17 04:00:00,-446.56520911248754,
2022-11-17 06:00:00,-469.7163501127261,
2022-11-17 08:00:00,-436.18156099158705,
2022-11-17 10:30:00,-451.545870084065,
2022-11-17 11:00:00,-461.36730946889065,
2022-11-17 23:59:59,-425.2499503885447,c
2022-11-18 00:00:00,-386.05591224445016,
2022-11-18 03:30:00,-401.5103000325166,
2022-11-18 04:00:00,-349.3635283927829,
2022-11-18 06:00:00,-352.0142599312726,
2022-11-18 08:00:00,-368.3284210588604,
2022-11-18 10:30:00,-365.35179647135874,
2022-11-18 11:00:00,-367.38614435674026,
2022-11-18 23:59:59,-380.74662384116937,w
2022-11-21 00:00:00,-378.6657753208915,
2022-11-21 03:30:00,-307.11562912064846,
2022-11-21 04:00:00,-314.67682068007207,
2022-11-21 06:00:00,-317.4261379176314,
2022-11-21 08:00:00,-321.2821989188542,
2022-11-21 10:30:00,-346.5731929493845,
2022-11-21 11:00:00,-322.72908042103745,
2022-11-21 23:59:59,-332.46503759979987,c
2022-11-22 00:00:00,-284.61667433314506,
2022-11-22 03:30:00,-281.9696447068791,
2022-11-22 04:00:00,-295.67986157361884,
2022-11-22 06:00:00,-269.42341988053613,
2022-11-22 08:00:00,-295.7345887906599,
2022-11-22 10:30:00,-239.94432991771373,
2022-11-22 11:00:00,-215.46252093590738,
2022-11-22 23:59:59,-233.87082665150638,c
2022-11-23 00:00:00,-244.10261351073586,
2022-11-23 03:30:00,-238.61238772205343,
2022-11-23 04:00:00,-237.70164758606188,
2022-11-23 06:00:00,-248.00743606967126,
