date,EU_RBOT_2022_Q2,meta
2022-05-20 00:00:00,-301.7106153695995,
2022-05-20 03:30:00,-333.84184017169764,
2022-05-20 04:00:00,-323.0436886257712,
2022-05-20 06:00:00,-318.40926116113906,
2022-05-20 08:00:00,-366.32272581194957,
2022-05-20 10:30:00,-429.3475238921119,
2022-05-20 11:00:00,-435.2061234868156,
2022-05-20 23:59:59,-420.37093221324903,w
2022-05-23 00:00:00,-326.3681096136811,
2022-05-23 03:30:00,-325.6250347750197,
2022-05-23 04:00:00,-334.4322260280228,
2022-05-23 06:00:00,-334.30109492756037,
2022-05-23 08:00:00,-333.1948714788359,
2022-05-23 10:30:00,-356.45582387306104,
2022-05-23 11:00:00,-368.6856458859229,
2022-05-23 23:59:59,-344.4732620996351,c
2022-05-24 00:00:00,-338.6704571774144,
2022-05-24 03:30:00,-360.6454286349858,
2022-05-24 04:00:00,-340.26628984837953,
2022-05-24 06:00:00,-374.38111505752386,
2022-05-24 08:00:00,-362.4553310652418,
2022-05-24 10:30:00,-419.5417177858426,
2022-05-24 11:00:00,-423.7830447126694,
2022-05-24 23:59:59,-454.9118751599003,c
2022-05-25 00:00:00,-410.327482577924,
2022-05-25 03:30:00,-428.3685660704241,
2022-05-25 04:00:00,-427.1296416456157,
2022-05-25 06:00:00,-469.35562193390933,
2022-05-25 08:00:00,-470.55939218894173,
2022-05-25 10:30:00,-445.7630652830371,
2022-05-25 11:00:00,-454.9130585458802,
2022-05-25 23:59:59,-442.588846379349,c
2022-05-26 00:00:00,-429.96034672962696,
2022-05-26 03:30:00,-446.3052782386608,
2022-05-26 04:00:00,-436.54417934842377,
2022-05-26 06:00:00,-433.316041777121,
2022-05-26 08:00:00,-423.67837092094123,
2022-05-26 10:30:00,-402.44208901041657,
2022-05-26 11:00:00,-405.3525257386109,
2022-05-26 23:59:59,-397.17920278469,c
2022-05-27 00:00:00,-380.17862118746643,
2022-05-27 03:30:00,-346.27161642799183,
2022-05-27 04:00:00,-353.57733594452156,
2022-05-27 06:00:00,-328.21678156384996,
2022-05-27 08:00:00,-323.4115651088837,
2022-05-27 10:30:00,-313.14294025807294,
2022-05-27 11:00:00,-310.76502602732717,
2022-05-27 23:59:59,-305.3953981648274,w
2022-05-30 00:00:00,-237.4158702765144,
2022-05-30 03:30:00,-195.52690688451503,
2022-05-30 04:00:00,-223.32865780056682,
2022-05-30 06:00:00,-192.27851678388333,
2022-05-30 08:00:00,-216.84392104288054,
2022-05-30 10:30:00,-221.3019987032999,
2022-05-30 11:00:00,-203.6133652726594,
2022-05-30 23:59:59,-210.06350898970413,c
2022-05-31 00:00:00,-216.3775993381728,
2022-05-31 03:30:00,-232.77035000520618,
2022-05-31 04:00:00,-237.11299609790603,
2022-05-31 06:00:00,-183.42799303040056,
2022-05-31 08:00:00,-193.23834657155385,
2022-05-31 10:30:00,-165.36856687982072,
