date,FVD_2022_Apr,meta
2022-04-11 00:00:00,141.18266774861522,
2022-04-11 10:00:00,176.36580095420865,
2022-04-11 10:30:00,168.22355012988265,
2022-04-11 12:00:00,163.63203199388508,
2022-04-11 13:30:00,170.16373557371872,
2022-04-11 15:00:00,161.16235130287163,
2022-04-11 15:30:30,161.16235130287163,
2022-04-11 23:59:59,157.47351103642146,c
2022-04-12 00:00:00,185.0263854275016,
2022-04-12 10:00:00,186.76030004506683,
2022-04-12 10:30:00,182.14121463606577,
2022-04-12 12:00:00,167.63897691409488,
2022-04-12 13:30:00,152.1644434426825,
2022-04-12 15:00:00,134.45753908860993,
2022-04-12 15:30:30,134.45753908860993,
2022-04-12 23:59:59,137.4885807070504,c
2022-04-13 00:00:00,133.91835873436037,
2022-04-13 10:00:00,130.84492959139044,
2022-04-13 10:30:00,140.8342873748823,
2022-04-13 12:00:00,151.2022585006704,
2022-04-13 13:30:00,148.2500487074891,
2022-04-13 15:00:00,148.9217264172224,
2022-04-13 15:30:30,148.9217264172224,
2022-04-13 23:59:59,147.41010157523766,c
2022-04-14 00:00:00,152.90227398700344,
2022-04-14 10:00:00,117.68137316329653,
2022-04-14 10:30:00,118.04301570387766,
2022-04-14 12:00:00,109.35255579372881,
2022-04-14 13:30:00,93.09290342760913,
2022-04-14 15:00:00,87.05358348619507,
2022-04-14 15:30:30,87.05358348619507,
2022-04-14 23:59:59,87.67594743836072,c
2022-04-15 00:00:00,87.67594743836072,
2022-04-15 10:00:00,87.67594743836072,
2022-04-15 10:30:00,87.67594743836072,
2022-04-15 12:00:00,87.67594743836072,
2022-04-15 13:30:00,87.67594743836072,
2022-04-15 15:00:00,87.67594743836072,
2022-04-15 15:30:30,87.67594743836072,
2022-04-15 23:59:59,87.67594743836072,w
2022-04-18 00:00:00,82.09831070370775,
2022-04-18 10:00:00,73.05202022934584,
2022-04-18 10:30:00,85.42080451154408,
2022-04-18 12:00:00,81.15751827777841,
2022-04-18 13:30:00,81.47919260277627,
2022-04-18 15:00:00,104.14743239359326,
2022-04-18 15:30:30,104.14743239359326,
2022-04-18 23:59:59,100.47307205987966,c
2022-04-19 00:00:00,104.42514042358732,
2022-04-19 10:00:00,111.17723937323517,
2022-04-19 10:30:00,117.63808374308395,
2022-04-19 12:00:00,127.24768775874549,
2022-04-19 13:30:00,125.60921886234202,
2022-04-19 15:00:00,123.93546849466482,
2022-04-19 15:30:30,123.93546849466482,
2022-04-19 23:59:59,129.9785341921067,c
2022-04-20 00:00:00,138.16416299775824,
2022-04-20 10:00:00,113.16143636248133,
2022-04-20 10:30:00,109.34113529813207,
2022-04-20 12:00:00,99.08615935698589,
2022-04-20 13:30:00,109.74091178640582,
2022-04-20 15:00:00,94.22236000605287,
2022-04-20 15:30:30,94.22236000605287,
2022-04-20 23:59:59,94.08910719025918,c
