date,EU_SPI_2022_Q4,meta
2022-12-29 04:00:00,-268.2584244480438,
2022-12-29 06:00:00,-256.17204337723444,
2022-12-29 08:00:00,-271.2017379426536,
2022-12-29 10:30:00,-247.62146580307763,
2022-12-29 11:00:00,-246.63382194819394,
2022-12-29 23:59:59,-229.10195392211494,c
2022-12-30 00:00:00,-230.02213967670343,
2022-12-30 03:30:00,-246.6914732798681,
2022-12-30 04:00:00,-241.22869635238635,
2022-12-30 06:00:00,-244.0742562999128,
2022-12-30 08:00:00,-242.82701913941492,
2022-12-30 10:30:00,-250.68066749509217,
2022-12-30 11:00:00,-256.8515526103994,
2022-12-30 23:59:59,-256.353780518554,w
2023-01-02 00:00:00,-256.353780518554,
2023-01-02 03:30:00,-256.353780518554,
2023-01-02 04:00:00,-256.353780518554,
2023-01-02 06:00:00,-256.353780518554,
2023-01-02 08:00:00,-256.353780518554,
2023-01-02 10:30:00,-256.353780518554,
2023-01-02 11:00:00,-256.353780518554,
2023-01-02 23:59:59,-256.353780518554,c
2023-01-03 00:00:00,-256.3232823626471,
2023-01-03 03:30:00,-280.4119075134611,
2023-01-03 04:00:00,-270.72513620330983,
2023-01-03 06:00:00,-257.9215698373139,
2023-01-03 08:00:00,-266.61478002765534,
2023-01-03 10:30:00,-269.561857752303,
2023-01-03 11:00:00,-275.9925712014681,
2023-01-03 23:59:59,-277.913109625473,c
2023-01-04 00:00:00,-269.9082215171022,
2023-01-04 03:30:00,-273.2012381164169,
2023-01-04 04:00:00,-276.713459183458,
2023-01-04 06:00:00,-298.2601955824899,
2023-01-04 08:00:00,-301.32845403931447,
2023-01-04 10:30:00,-322.86352066827976,
2023-01-04 11:00:00,-332.5703051484835,
2023-01-04 23:59:59,-323.8245471302905,c
2023-01-05 00:00:00,-311.4307184256403,
2023-01-05 03:30:00,-315.7042243189295,
2023-01-05 04:00:00,-321.79553229154317,
2023-01-05 06:00:00,-316.83855753262935,
2023-01-05 08:00:00,-318.6868618243901,
2023-01-05 10:30:00,-335.05208902279276,
2023-01-05 11:00:00,-331.97108860962624,
2023-01-05 23:59:59,-335.3566319698522,c
2023-01-06 00:00:00,-336.557295093428,
2023-01-06 03:30:00,-338.4158557117023,
2023-01-06 04:00:00,-328.4240564228803,
2023-01-06 06:00:00,-310.44659694577354,
2023-01-06 08:00:00,-320.51664271420793,
2023-01-06 10:30:00,-364.11147124865454,
2023-01-06 11:00:00,-369.57749846725835,
2023-01-06 23:59:59,-356.01530260488346,w
