date,EU_SPI_2022_Q4,meta
2022-11-14 00:00:00,-11.608745271523787,
2022-11-14 03:30:00,39.23635728463785,
2022-11-14 04:00:00,60.27020108043331,
2022-11-14 06:00:00,78.34111626888767,
2022-11-14 08:00:00,54.785462215587415,
2022-11-14 10:30:00,48.72924229115108,
2022-11-14 11:00:00,41.89336382649873,
2022-11-14 23:59:59,44.13303007756832,c
2022-11-15 00:00:00,40.069543733629644,
2022-11-15 03:30:00,17.761409710093858,
2022-11-15 04:00:00,24.724569881375146,
2022-11-15 06:00:00,5.845139815652885,
2022-11-15 08:00:00,11.914993653457486,
2022-11-15 10:30:00,16.306356284681442,
2022-11-15 11:00:00,26.82090138578849,
2022-11-15 23:59:59,31.44473561091968,c
2022-11-16 00:00:00,9.160084706572604,
2022-11-16 03:30:00,8.958316687697334,
2022-11-16 04:00:00,15.764256866710127,
2022-11-16 06:00:00,21.029723013981425,
2022-11-16 08:00:00,30.760067358929234,
2022-11-16 10:30:00,50.38320974799052,
2022-11-16 11:00:00,50.52336586632566,
2022-11-16 23:59:59,44.53940755857775,c
2022-11-17 00:00:00,18.492537723927626,
2022-11-17 03:30:00,41.19600962674923,
2022-11-17 04:00:00,50.12416645971359,
2022-11-17 06:00:00,64.20677115610556,
2022-11-17 08:00:00,70.55270261048281,
2022-11-17 10:30:00,50.751575508966255,
2022-11-17 11:00:00,53.01598233009702,
2022-11-17 23:59:59,57.12293890735606,c
2022-11-18 00:00:00,47.019362990879756,
2022-11-18 03:30:00,48.15957568430218,
2022-11-18 04:00:00,39.759736081600465,
2022-11-18 06:00:00,52.73850302946789,
2022-11-18 08:00:00,44.1905328588868,
2022-11-18 10:30:00,39.256382853474236,
2022-11-18 11:00:00,46.4910585806914,
2022-11-18 23:59:59,39.842932003136355,w
2022-11-21 00:00:00,44.61478489829483,
2022-11-21 03:30:00,44.98370204278365,
2022-11-21 04:00:00,43.884733998882325,
2022-11-21 06:00:00,40.18684859970682,
2022-11-21 08:00:00,42.04560638641982,
2022-11-21 10:30:00,50.58969605872721,
2022-11-21 11:00:00,40.27794959324763,
2022-11-21 23:59:59,32.736509372086175,c
2022-11-22 00:00:00,10.925956590506075,
2022-11-22 03:30:00,28.52325065870042,
2022-11-22 04:00:00,21.666319487470332,
2022-11-22 06:00:00,6.8688613344442615,
2022-11-22 08:00:00,5.5042751781905395,
2022-11-22 10:30:00,0.34310753100567126,
2022-11-22 11:00:00,5.5142706624315,
2022-11-22 23:59:59,13.755653089095233,c
2022-11-23 00:00:00,-8.65406559282411,
2022-11-23 03:30:00,1.6628839066850105,
2022-11-23 04:00:00,-11.109478654369354,
2022-11-23 06:00:00,-8.39685239822819,
2022-11-23 08:00:00,-6.518597009720509,
2022-11-23 10:30:00,-29.73959253497594,
2022-11-23 11:00:00,-24.46348235063641,
2022-11-23 23:59:59,-29.08081929788966,c
2022-11-24 00:00:00,-33.81322303503299,
2022-11-24 03:30:00,-43.1782468372063,
2022-11-24 04:00:00,-31.14336125466758,
2022-11-24 06:00:00,-34.26819505050872,
2022-11-24 08:00:00,-24.7008262323248,
2022-11-24 10:30:00,-23.669758485917328,
2022-11-24 11:00:00,-24.240429454846662,
2022-11-24 23:59:59,-39.293465151985345,c
2022-11-25 00:00:00,-46.513793821754405,
2022-11-25 03:30:00,-31.084896791214305,
2022-11-25 04:00:00,-45.74790891137951,
2022-11-25 06:00:00,-31.984693719586517,
2022-11-25 08:00:00,-40.0921705568407,
2022-11-25 10:30:00,-51.07936633302097,
2022-11-25 11:00:00,-49.47013691967453,
2022-11-25 23:59:59,-63.38325394683966,w
2022-11-28 00:00:00,-33.37053069369392,
2022-11-28 03:30:00,-52.494647083434984,
2022-11-28 04:00:00,-107.23404253193797,
2022-11-28 06:00:00,-72.11342880316113,
2022-11-28 08:00:00,-74.81987954740106,
2022-11-28 10:30:00,-52.15754042818105,
2022-11-28 11:00:00,-45.72501175945166,
2022-11-28 23:59:59,-64.39288531221297,c
2022-11-29 00:00:00,-67.18683306986031,
2022-11-29 03:30:00,-69.75971274681103,
2022-11-29 04:00:00,-81.1794863587935,
2022-11-29 06:00:00,-82.24693289573031,
2022-11-29 08:00:00,-108.96303280401128,
2022-11-29 10:30:00,-118.71954711996432,
2022-11-29 11:00:00,-113.12546412711464,
2022-11-29 23:59:59,-118.01145987548819,c
2022-11-30 00:00:00,-106.42784734999668,
2022-11-30 03:30:00,-103.85039883121544,
2022-11-30 04:00:00,-114.3934910157264,
2022-11-30 06:00:00,-110.5649942924154,
2022-11-30 08:00:00,-100.31758466919518,
2022-11-30 10:30:00,-75.33023391648658,
2022-11-30 11:00:00,-78.60868157754004,
2022-11-30 23:59:59,-73.08605827522013,c
2022-12-01 00:00:00,-86.5858332764713,
2022-12-01 03:30:00,-90.45640443625871,
2022-12-01 04:00:00,-112.27829259467643,
2022-12-01 06:00:00,-119.11234113559101,
2022-12-01 08:00:00,-122.59200400362067,
2022-12-01 10:30:00,-111.29930363486471,
2022-12-01 11:00:00,-116.11221609776788,
2022-12-01 23:59:59,-106.72199532499104,c
2022-12-02 00:00:00,-91.37440959662456,
2022-12-02 03:30:00,-109.99976144760058,
2022-12-02 04:00:00,-102.22042839915594,
2022-12-02 06:00:00,-68.07636547615397,
2022-12-02 08:00:00,-58.67748017747948,
2022-12-02 10:30:00,-43.3306630950334,
2022-12-02 11:00:00,-41.07606397239891,
2022-12-02 23:59:59,-36.69405701619223,w
2022-12-05 00:00:00,-17.012227295457706,
2022-12-05 03:30:00,-33.94276314390322,
2022-12-05 04:00:00,-49.99428283798409,
2022-12-05 06:00:00,-93.21750507621107,
2022-12-05 08:00:00,-103.98290966659994,
2022-12-05 10:30:00,-63.382546307112534,
2022-12-05 11:00:00,-64.63881798533555,
2022-12-05 23:59:59,-79.32696218091667,c
2022-12-06 00:00:00,-69.26736516530752,
2022-12-06 03:30:00,-58.25099006802162,
2022-12-06 04:00:00,-71.02586696326568,
2022-12-06 06:00:00,-76.87755427422985,
2022-12-06 08:00:00,-89.02788950078963,
2022-12-06 10:30:00,-100.04779371383762,
2022-12-06 11:00:00,-84.15782906085292,
2022-12-06 23:59:59,-88.02806019877534,c
2022-12-07 00:00:00,-93.4642247121435,
2022-12-07 03:30:00,-78.55837822044174,
2022-12-07 04:00:00,-73.55844945523705,
2022-12-07 06:00:00,-63.42232143252136,
2022-12-07 08:00:00,-65.2421617256436,
2022-12-07 10:30:00,-75.6226633034903,
2022-12-07 11:00:00,-76.61312097079445,
2022-12-07 23:59:59,-69.00052526368512,c
2022-12-08 00:00:00,-67.02366668016344,
2022-12-08 03:30:00,-73.43837638785743,
2022-12-08 04:00:00,-70.20638105135043,
2022-12-08 06:00:00,-59.59541217508939,
2022-12-08 08:00:00,-63.77688021185497,
2022-12-08 10:30:00,-31.5431448600919,
2022-12-08 11:00:00,-24.80349972320772,
2022-12-08 23:59:59,-29.037252407728886,c
2022-12-09 00:00:00,4.80079800578909,
2022-12-09 03:30:00,0.009067645648713096,
2022-12-09 04:00:00,0.3573304712449499,
2022-12-09 06:00:00,19.31516646615046,
2022-12-09 08:00:00,22.29361421957543,
2022-12-09 10:30:00,5.54440241129754,
2022-12-09 11:00:00,-4.48312435155799,
2022-12-09 23:59:59,-2.616796279204266,w
2022-12-12 00:00:00,-5.027140150177104,
2022-12-12 03:30:00,-3.915840300242678,
2022-12-12 04:00:00,-8.825198054522446,
2022-12-12 06:00:00,-6.912430932648363,
2022-12-12 08:00:00,13.004277314783565,
2022-12-12 10:30:00,11.34776977422871,
2022-12-12 11:00:00,10.461975714455889,
2022-12-12 23:59:59,0.0,a
2022-12-13 00:00:00,-3.799703142264434,
2022-12-13 03:30:00,-28.150095678067032,
2022-12-13 04:00:00,-34.14586134772327,
2022-12-13 06:00:00,-26.365004802869805,
2022-12-13 08:00:00,-28.229283221716116,
2022-12-13 10:30:00,-29.66879673777703,
2022-12-13 11:00:00,-49.403704677968165,
2022-12-13 23:59:59,-45.92633013019508,c
2022-12-14 00:00:00,-36.15112511245201,
2022-12-14 03:30:00,-33.081926055769145,
2022-12-14 04:00:00,-31.51674346888933,
2022-12-14 06:00:00,-25.456257298315393,
2022-12-14 08:00:00,-30.66080671748142,
2022-12-14 10:30:00,-21.176294515337247,
2022-12-14 11:00:00,-23.24101435480003,
2022-12-14 23:59:59,-25.59750408190041,c
2022-12-15 00:00:00,-39.34255052473287,
2022-12-15 03:30:00,-41.04655088728765,
2022-12-15 04:00:00,-40.88883754017576,
2022-12-15 06:00:00,-20.05461843669849,
2022-12-15 08:00:00,-20.05743694694894,
2022-12-15 10:30:00,-20.041784947696044,
2022-12-15 11:00:00,-33.59233718117133,
2022-12-15 23:59:59,-44.628599269275355,c
0,-44.628599269275355,
0,-44.628599269275355,
0,-44.628599269275355,
0,-44.628599269275355,
0,-44.628599269275355,
0,-44.628599269275355,
0,-44.628599269275355,
0,-44.628599269275355,
2022-12-16 00:00:00,-30.147901254848932,
2022-12-16 03:30:00,-35.286349808733064,
2022-12-16 04:00:00,-33.37031114410962,
2022-12-16 06:00:00,-35.13044426197689,
2022-12-16 08:00:00,-38.676555388019096,
2022-12-16 10:30:00,-59.99726226481698,
2022-12-16 11:00:00,-62.71997810266828,
2022-12-16 23:59:59,-76.03282498859596,e
2022-12-19 00:00:00,-80.62012776571811,
2022-12-19 03:30:00,-99.46737212736878,
2022-12-19 04:00:00,-105.66103671575269,
2022-12-19 06:00:00,-103.41432096641239,
2022-12-19 08:00:00,-121.64960816998723,
2022-12-19 10:30:00,-128.18792679932085,
2022-12-19 11:00:00,-127.49757833681304,
2022-12-19 23:59:59,-141.71490877170862,c
2022-12-20 00:00:00,-143.86574441855987,
2022-12-20 03:30:00,-138.59256250786268,
2022-12-20 04:00:00,-154.33812097587548,
2022-12-20 06:00:00,-163.79505763469,
2022-12-20 08:00:00,-157.9194787364636,
2022-12-20 10:30:00,-167.41200618110554,
2022-12-20 11:00:00,-164.37339990748103,
2022-12-20 23:59:59,-155.78681679691692,c
2022-12-21 00:00:00,-148.45623517507755,
2022-12-21 03:30:00,-145.2561703803342,
2022-12-21 04:00:00,-156.903673761474,
2022-12-21 06:00:00,-179.6050886617545,
2022-12-21 08:00:00,-197.76454142802118,
2022-12-21 10:30:00,-211.08000525993157,
2022-12-21 11:00:00,-217.953788523434,
2022-12-21 23:59:59,-207.26419298807718,c
2022-12-22 00:00:00,-205.20511849442426,
2022-12-22 03:30:00,-185.49933626549478,
2022-12-22 04:00:00,-200.5050998059637,
2022-12-22 06:00:00,-204.15288255033545,
2022-12-22 08:00:00,-219.15086032725992,
2022-12-22 10:30:00,-211.67019221832072,
2022-12-22 11:00:00,-191.15729428065742,
2022-12-22 23:59:59,-205.4299121685258,c
2022-12-23 00:00:00,-207.5072972889128,
2022-12-23 03:30:00,-197.92280241354172,
2022-12-23 04:00:00,-208.28878166976813,
2022-12-23 06:00:00,-213.24442869474353,
2022-12-23 08:00:00,-230.45783044708287,
2022-12-23 10:30:00,-236.3318786446988,
2022-12-23 11:00:00,-223.85949862925918,
2022-12-23 23:59:59,-228.69546984798342,w
2022-12-26 00:00:00,-228.69546984798342,
2022-12-26 03:30:00,-228.69546984798342,
2022-12-26 04:00:00,-228.69546984798342,
2022-12-26 06:00:00,-228.69546984798342,
2022-12-26 08:00:00,-228.69546984798342,
2022-12-26 10:30:00,-228.69546984798342,
2022-12-26 11:00:00,-228.69546984798342,
2022-12-26 23:59:59,-228.69546984798342,c
2022-12-27 00:00:00,-238.39974589592907,
2022-12-27 03:30:00,-244.73880430352006,
2022-12-27 04:00:00,-241.65229476197453,
2022-12-27 06:00:00,-245.9272658677396,
2022-12-27 08:00:00,-243.2893993697777,
2022-12-27 10:30:00,-252.52604974123437,
2022-12-27 11:00:00,-248.7374673093334,
2022-12-27 23:59:59,-256.23981738053726,c
2022-12-28 00:00:00,-264.86311499324495,
2022-12-28 03:30:00,-260.882626608986,
2022-12-28 04:00:00,-255.5801744713956,
2022-12-28 06:00:00,-266.2981210775321,
2022-12-28 08:00:00,-273.50887840181633,
2022-12-28 10:30:00,-260.764666936773,
2022-12-28 11:00:00,-260.1951640612971,
2022-12-28 23:59:59,-254.2985939970048,c
2022-12-29 00:00:00,-256.06833251206797,
2022-12-29 03:30:00,-275.18823013135864,
