date,FBT_2023_Q1,meta
2023-01-04 00:00:00,774.0304189528675,
2023-01-04 10:00:00,780.2345945486347,
2023-01-04 10:30:00,809.478590930765,
2023-01-04 12:00:00,794.1857584832097,
2023-01-04 13:30:00,814.4142631583796,
2023-01-04 15:00:00,811.1797541255353,
2023-01-04 15:30:30,811.1797541255353,
2023-01-04 23:59:59,826.3018244385911,c
2023-01-05 00:00:00,884.8951115660353,
2023-01-05 10:00:00,892.6798356422811,
2023-01-05 10:30:00,878.6089224956081,
2023-01-05 12:00:00,871.1269819219527,
2023-01-05 13:30:00,881.9360985078595,
2023-01-05 15:00:00,876.0399297111977,
2023-01-05 15:30:30,876.0399297111977,
2023-01-05 23:59:59,895.1973302749831,c
2023-01-06 00:00:00,908.8188888196968,
2023-01-06 10:00:00,953.2329264285808,
2023-01-06 10:30:00,1000.100519542285,
2023-01-06 12:00:00,1000.7887393536004,
2023-01-06 13:30:00,1001.02947253216,
2023-01-06 15:00:00,982.1062637880385,
2023-01-06 15:30:30,982.1062637880385,
2023-01-06 23:59:59,961.31569349853,w
2023-01-09 00:00:00,679.7195455775843,
2023-01-09 10:00:00,502.73269406250466,
2023-01-09 10:30:00,486.00209905393905,
2023-01-09 12:00:00,507.40453136374373,
2023-01-09 13:30:00,488.378573195746,
2023-01-09 15:00:00,378.33813118963747,
2023-01-09 15:30:30,378.33813118963747,
2023-01-09 23:59:59,360.68543807124826,c
2023-01-10 00:00:00,329.6642650349699,
2023-01-10 10:00:00,327.77318205683486,
2023-01-10 10:30:00,349.8356139304552,
2023-01-10 12:00:00,365.30499524376955,
2023-01-10 13:30:00,337.88997532027565,
2023-01-10 15:00:00,299.49813818333877,
2023-01-10 15:30:30,299.49813818333877,
2023-01-10 23:59:59,317.96234349903796,c
2023-01-11 00:00:00,305.1763030267263,
2023-01-11 10:00:00,176.45771773612353,
2023-01-11 10:30:00,167.35674055379786,
2023-01-11 12:00:00,193.4198994200052,
2023-01-11 13:30:00,144.85875990707663,
2023-01-11 15:00:00,91.75409677449957,
2023-01-11 15:30:30,91.75409677449957,
2023-01-11 23:59:59,73.06703758067118,c
2023-01-12 00:00:00,41.95763228143574,
2023-01-12 10:00:00,81.20185165796732,
2023-01-12 10:30:00,15.246435673453753,
2023-01-12 12:00:00,1.861644143657358,
2023-01-12 13:30:00,-15.532158646937255,
2023-01-12 15:00:00,18.527421421434546,
2023-01-12 15:30:30,18.527421421434546,
2023-01-12 23:59:59,9.051905890975064,c
2023-01-13 00:00:00,20.669145643888776,
2023-01-13 10:00:00,59.03246835973818,
2023-01-13 10:30:00,33.695865134250504,
2023-01-13 12:00:00,60.23585475681863,
2023-01-13 13:30:00,33.092414771224576,
2023-01-13 15:00:00,25.091256448619127,
2023-01-13 15:30:30,25.091256448619127,
2023-01-13 23:59:59,5.171516722563304,w
2023-01-16 00:00:00,5.171516722563304,
2023-01-16 10:00:00,5.171516722563304,
2023-01-16 10:30:00,5.171516722563304,
2023-01-16 12:00:00,5.171516722563304,
2023-01-16 13:30:00,5.171516722563304,
2023-01-16 15:00:00,5.171516722563304,
2023-01-16 15:30:30,5.171516722563304,
2023-01-16 23:59:59,5.171516722563304,c
2023-01-17 00:00:00,21.525458044649746,
2023-01-17 10:00:00,62.07288259732908,
2023-01-17 10:30:00,19.531363620720278,
2023-01-17 12:00:00,35.58793854059899,
2023-01-17 13:30:00,51.99154342077656,
2023-01-17 15:00:00,40.614597324608205,
2023-01-17 15:30:30,40.614597324608205,
2023-01-17 23:59:59,41.50921386534851,c
2023-01-18 00:00:00,-27.777558225086874,
2023-01-18 10:00:00,-23.65751450140812,
2023-01-18 10:30:00,-54.81336578055198,
2023-01-18 12:00:00,-28.28185637632127,
2023-01-18 13:30:00,-24.57078291004672,
2023-01-18 15:00:00,-27.627790151042603,
2023-01-18 15:30:30,-27.627790151042603,s
2023-01-18 23:59:59,0.0,a
2023-01-19 00:00:00,49.57671694679636,
2023-01-19 10:00:00,118.47222002053843,
2023-01-19 10:30:00,130.24466224838517,
2023-01-19 12:00:00,122.26335008977372,
2023-01-19 13:30:00,87.81173376713647,
2023-01-19 15:00:00,55.88738671993848,
2023-01-19 15:30:30,55.88738671993848,
2023-01-19 23:59:59,71.64572084231017,c
2023-01-20 00:00:00,62.70205742908268,
2023-01-20 10:00:00,83.02620268942556,
2023-01-20 10:30:00,98.15084779754932,
2023-01-20 12:00:00,102.3832206159172,
