date,ICLN_2023_Q1,meta
2022-12-09 00:00:00,104.38427456952354,
2022-12-09 10:00:00,118.86860642889246,
2022-12-09 10:30:00,106.46478194968017,
2022-12-09 12:00:00,145.19755395671996,
2022-12-09 13:30:00,121.92258372757328,
2022-12-09 15:00:00,130.48123714728786,
2022-12-09 15:30:30,130.48123714728786,
2022-12-09 23:59:59,112.49331899728554,w
2022-12-12 00:00:00,112.05568298435378,
2022-12-12 10:00:00,138.38165070959326,
2022-12-12 10:30:00,150.16463353261383,
2022-12-12 12:00:00,179.13068150881804,
2022-12-12 13:30:00,154.85062449273187,
2022-12-12 15:00:00,129.4476023287632,
2022-12-12 15:30:30,129.4476023287632,
2022-12-12 23:59:59,148.74614216601935,c
2022-12-13 00:00:00,231.73418308143414,
2022-12-13 10:00:00,279.19867732026,
2022-12-13 10:30:00,245.31087686235446,
2022-12-13 12:00:00,251.48664307119293,
2022-12-13 13:30:00,276.9460620345292,
2022-12-13 15:00:00,255.7145833481352,
2022-12-13 15:30:30,255.7145833481352,
2022-12-13 23:59:59,264.43859195350547,c
2022-12-14 00:00:00,291.53862907991993,
2022-12-14 10:00:00,333.8997330238851,
2022-12-14 10:30:00,370.145594512431,
2022-12-14 12:00:00,408.82561238958783,
2022-12-14 13:30:00,401.78997674476454,
2022-12-14 15:00:00,386.78917525345037,
2022-12-14 15:30:30,386.78917525345037,
2022-12-14 23:59:59,385.66966604518234,c
2022-12-15 00:00:00,332.096961344668,
2022-12-15 10:00:00,416.42126191803504,
2022-12-15 10:30:00,426.5073229597631,
2022-12-15 12:00:00,299.1651119178921,
2022-12-15 13:30:00,296.0895651457215,
2022-12-15 15:00:00,299.18678435478,
2022-12-15 15:30:30,299.18678435478,
2022-12-15 23:59:59,302.19158155393575,c
2022-12-16 00:00:00,266.13719850414486,
2022-12-16 10:00:00,257.34810085390905,
2022-12-16 10:30:00,219.54744581370255,
2022-12-16 12:00:00,190.59767915831594,
2022-12-16 13:30:00,205.65953728327418,
2022-12-16 15:00:00,221.4428248815177,
2022-12-16 15:30:30,221.4428248815177,s
2022-12-16 23:59:59,218.25127938875744,w
2022-12-19 00:00:00,239.5969810864192,
2022-12-19 10:00:00,169.90424256352458,
2022-12-19 10:30:00,193.13759460830283,
2022-12-19 12:00:00,124.20336536333275,
2022-12-19 13:30:00,136.95886454344623,
2022-12-19 15:00:00,128.39893114406982,
2022-12-19 15:30:30,128.39893114406982,
2022-12-19 23:59:59,121.29317775693266,c
2022-12-20 00:00:00,92.0321253299469,
2022-12-20 10:00:00,103.62915410867981,
2022-12-20 10:30:00,181.84758585916074,
2022-12-20 12:00:00,156.00877914486296,
2022-12-20 13:30:00,161.56115321356424,
2022-12-20 15:00:00,123.75927381610632,
2022-12-20 15:30:30,123.75927381610632,
2022-12-20 23:59:59,107.73844465936122,c
2022-12-21 00:00:00,126.8651683883943,
2022-12-21 10:00:00,81.79509781731258,
2022-12-21 10:30:00,108.02860366557138,
2022-12-21 12:00:00,149.37678983716546,
2022-12-21 13:30:00,190.21855690791813,
2022-12-21 15:00:00,218.57308506829554,
2022-12-21 15:30:30,218.57308506829554,
2022-12-21 23:59:59,237.01595368307176,c
2022-12-22 00:00:00,179.8265572926341,
2022-12-22 10:00:00,121.21148384551839,
2022-12-22 10:30:00,76.04945682372886,
2022-12-22 12:00:00,56.66404391365859,
2022-12-22 13:30:00,21.645652852684634,
2022-12-22 15:00:00,84.46320617182005,
2022-12-22 15:30:30,84.46320617182005,
2022-12-22 23:59:59,90.45539701747225,c
2022-12-23 00:00:00,110.88782344276001,
2022-12-23 10:00:00,32.16299440141984,
