date,EU_FTSE_EU_DM_AW_STAYS_2021_Q4,meta
2021-11-26 00:00:00,30.19749764339832,
2021-11-26 03:30:00,44.204034644563535,
2021-11-26 04:00:00,38.49285199153701,
2021-11-26 06:00:00,27.03371992115291,
2021-11-26 08:00:00,35.201305619342804,
2021-11-26 10:30:00,35.8229727285393,
2021-11-26 11:00:00,32.886498614613856,
2021-11-26 23:59:59,39.23131891306002,w
2021-11-29 00:00:00,29.597197472148764,
2021-11-29 03:30:00,22.720384752361383,
2021-11-29 04:00:00,20.423989190664656,
2021-11-29 06:00:00,3.8919329763998007,
2021-11-29 08:00:00,10.677332883672364,
2021-11-29 10:30:00,15.216617221733372,
2021-11-29 11:00:00,15.26141469037276,
2021-11-29 23:59:59,25.14282402312699,c
2021-11-30 00:00:00,30.19019204058094,
2021-11-30 03:30:00,18.09659674933954,
2021-11-30 04:00:00,28.443913139791107,
2021-11-30 06:00:00,33.60306419435062,
2021-11-30 08:00:00,33.49211131708853,
2021-11-30 10:30:00,24.857827726994003,
2021-11-30 11:00:00,30.538428873482644,
2021-11-30 23:59:59,39.154751656282485,c
2021-12-01 00:00:00,39.33929561551304,
2021-12-01 03:30:00,31.34957925320805,
2021-12-01 04:00:00,18.12540647595449,
2021-12-01 06:00:00,16.969402328270974,
2021-12-01 08:00:00,18.631481583645893,
2021-12-01 10:30:00,23.734927067748515,
2021-12-01 11:00:00,19.005360960507005,
2021-12-01 23:59:59,28.517261857772723,c
2021-12-02 00:00:00,41.48093928945235,
2021-12-02 03:30:00,34.569761382761385,
2021-12-02 04:00:00,39.12095193720688,
2021-12-02 06:00:00,28.734847420848382,
2021-12-02 08:00:00,31.47484478369057,
2021-12-02 10:30:00,28.07027512842859,
2021-12-02 11:00:00,28.92329803367113,
2021-12-02 23:59:59,33.50751547914899,c
2021-12-03 00:00:00,25.490785024781246,
2021-12-03 03:30:00,22.095200028377292,
2021-12-03 04:00:00,27.713427471828652,
2021-12-03 06:00:00,22.883603490997984,
2021-12-03 08:00:00,13.856658787661445,
2021-12-03 10:30:00,21.298348077556284,
2021-12-03 11:00:00,23.593528305371194,
2021-12-03 23:59:59,18.869242313308064,w
2021-12-06 00:00:00,17.392737152919267,
2021-12-06 03:30:00,0.2661303844000713,
2021-12-06 04:00:00,-1.440219855559576,
2021-12-06 06:00:00,8.522570685421385,
2021-12-06 08:00:00,13.187607822095458,
2021-12-06 10:30:00,16.143189963144607,
2021-12-06 11:00:00,9.066368287056548,
2021-12-06 23:59:59,14.080339156084847,c
2021-12-07 00:00:00,14.080339156084847,
2021-12-07 03:30:00,11.715718283743627,
2021-12-07 04:00:00,18.08877931816727,
2021-12-07 06:00:00,28.849050312551128,
2021-12-07 08:00:00,30.262586487584258,
2021-12-07 10:30:00,19.922571833669963,
2021-12-07 11:00:00,16.91705263748969,
2021-12-07 23:59:59,18.78374550357705,c
2021-12-08 00:00:00,12.751378488004036,
2021-12-08 03:30:00,13.635553297059857,
2021-12-08 04:00:00,16.61614961739093,
2021-12-08 06:00:00,32.641991645284065,
2021-12-08 08:00:00,15.382821730010562,
2021-12-08 10:30:00,24.879656613306054,
2021-12-08 11:00:00,27.227290469225977,
2021-12-08 23:59:59,27.823692438584885,c
2021-12-09 00:00:00,26.557026228027325,
2021-12-09 03:30:00,31.469955732797757,
2021-12-09 04:00:00,40.608424665905204,
2021-12-09 06:00:00,37.67962578579238,
2021-12-09 08:00:00,40.09273880859723,
2021-12-09 10:30:00,41.01542351088267,
2021-12-09 11:00:00,39.03296559944192,
2021-12-09 23:59:59,40.61184459067164,c
2021-12-10 00:00:00,37.76961364867259,
2021-12-10 03:30:00,32.00606390637904,
2021-12-10 04:00:00,31.27278455401205,
2021-12-10 06:00:00,21.36826296097854,
2021-12-10 08:00:00,25.725783396120903,
2021-12-10 10:30:00,26.927928827051346,
2021-12-10 11:00:00,27.33368204066676,
2021-12-10 23:59:59,28.962105523335936,w
2021-12-13 00:00:00,16.05080732874518,
2021-12-13 03:30:00,20.52777962445913,
2021-12-13 04:00:00,28.977987507949422,
2021-12-13 06:00:00,34.62453951754151,
2021-12-13 08:00:00,38.965153116921385,
2021-12-13 10:30:00,52.61521580295391,
2021-12-13 11:00:00,50.48210831507316,
2021-12-13 23:59:59,55.43419197743634,c
2021-12-14 00:00:00,54.019552309451285,
2021-12-14 03:30:00,43.44974238146307,
2021-12-14 04:00:00,40.580317364657844,
2021-12-14 06:00:00,42.48582261922468,
2021-12-14 08:00:00,41.300518167972314,
2021-12-14 10:30:00,26.563476556929572,
2021-12-14 11:00:00,28.239531680057382,
2021-12-14 23:59:59,31.56033020522841,c
2021-12-15 00:00:00,28.450470833372833,
2021-12-15 03:30:00,27.29476217570334,
2021-12-15 04:00:00,35.10935935223529,
2021-12-15 06:00:00,35.98959350685283,
2021-12-15 08:00:00,41.0505518244928,
2021-12-15 10:30:00,41.52752946111889,
2021-12-15 11:00:00,40.42654689207052,
2021-12-15 23:59:59,43.28308485738353,c
2021-12-16 00:00:00,14.014127479817432,
2021-12-16 03:30:00,9.783410553776605,
2021-12-16 04:00:00,17.559111117588543,
2021-12-16 06:00:00,14.135446355036265,
2021-12-16 08:00:00,6.753980647790684,
2021-12-16 10:30:00,11.325130889013394,
2021-12-16 11:00:00,10.883491963534198,
2021-12-16 23:59:59,20.0584222492476,c
2021-12-17 00:00:00,28.74922135020438,
2021-12-17 03:30:00,25.549756089244454,
2021-12-17 04:00:00,25.47598452828123,
2021-12-17 06:00:00,10.436918981850567,
2021-12-17 08:00:00,27.48681351282636,
2021-12-17 10:30:00,12.149920672250516,
2021-12-17 11:00:00,16.59789795843642,
2021-12-17 23:59:59,10.865165800689283,e
2021-12-20 00:00:00,26.590670076520382,
2021-12-20 03:30:00,19.38070929114923,
2021-12-20 04:00:00,21.563893354985908,
2021-12-20 06:00:00,7.677048634624725,
2021-12-20 08:00:00,15.120447983276051,
2021-12-20 10:30:00,6.325268755766444,
2021-12-20 11:00:00,11.719458166125662,
2021-12-20 23:59:59,13.333344575526837,c
2021-12-21 00:00:00,-0.17384651908321302,
2021-12-21 03:30:00,11.30052870242912,
2021-12-21 04:00:00,-0.9892710432341687,
2021-12-21 06:00:00,-1.0328912694992596,
2021-12-21 08:00:00,-7.595955384598028,
2021-12-21 10:30:00,-3.2812182243322354,
2021-12-21 11:00:00,-4.597307420700133,
2021-12-21 23:59:59,-10.666441940048628,c
2021-12-22 00:00:00,-20.277492231609813,
2021-12-22 03:30:00,-9.251074242828508,
2021-12-22 04:00:00,-10.278925256772311,
2021-12-22 06:00:00,-17.267485100000954,
2021-12-22 08:00:00,-16.03920696217847,
2021-12-22 10:30:00,-8.086190536163599,
2021-12-22 11:00:00,-18.227222918797793,
2021-12-22 23:59:59,-19.977655459726066,c
2021-12-23 00:00:00,-17.89723387476772,
2021-12-23 03:30:00,-20.08609775707589,
2021-12-23 04:00:00,-19.49099046249603,
2021-12-23 06:00:00,-15.479807602520395,
2021-12-23 08:00:00,-15.130492563303733,
2021-12-23 10:30:00,-15.239121371963734,
2021-12-23 11:00:00,-12.20334061570702,
2021-12-23 23:59:59,-16.515728609237158,c
2021-12-24 00:00:00,-19.131399448223647,
2021-12-24 03:30:00,-23.46003861517022,
2021-12-24 04:00:00,-20.894502405735466,
2021-12-24 06:00:00,-17.261814501541494,
2021-12-24 08:00:00,-17.261814501541494,
2021-12-24 10:30:00,-17.261814501541494,
2021-12-24 11:00:00,-17.261814501541494,
2021-12-24 23:59:59,-14.646430273640021,w
2021-12-27 00:00:00,-7.3359407244931845,
2021-12-27 03:30:00,-13.511318921501356,
2021-12-27 04:00:00,-12.01838352057041,
2021-12-27 06:00:00,-8.89173246093003,
2021-12-27 08:00:00,-10.285525560152166,
2021-12-27 10:30:00,-14.91147253129077,
2021-12-27 11:00:00,-16.955116944381075,
2021-12-27 23:59:59,-14.016444992636366,c
2021-12-28 00:00:00,-21.68662378134377,
2021-12-28 03:30:00,-23.91489285257478,
2021-12-28 04:00:00,-21.188487018163073,
2021-12-28 06:00:00,-18.308984963568832,
2021-12-28 08:00:00,-23.154733266067524,
2021-12-28 10:30:00,-17.211501096330835,
2021-12-28 11:00:00,-13.073734468637213,
2021-12-28 23:59:59,-11.690367218069298,c
2021-12-29 00:00:00,-22.625614374646034,
2021-12-29 03:30:00,-15.753263450393888,
2021-12-29 04:00:00,-11.048166588493245,
2021-12-29 06:00:00,-2.3417925801814476,
2021-12-29 08:00:00,1.8341933554485763,
2021-12-29 10:30:00,-3.4083595029720186,
2021-12-29 11:00:00,-5.318927711794231,
2021-12-29 23:59:59,-4.077204168415278,c
2021-12-30 00:00:00,-0.08099308993456589,
2021-12-30 03:30:00,-2.193600680555221,
2021-12-30 04:00:00,-1.8367980303993363,
2021-12-30 06:00:00,-4.187657856349915,
2021-12-30 08:00:00,-3.9932655495570657,
2021-12-30 10:30:00,-0.3420389887243118,
2021-12-30 11:00:00,-2.224764738918907,
2021-12-30 23:59:59,-1.7404315671544168,c
2021-12-31 00:00:00,-5.62597503560238,
2021-12-31 03:30:00,-7.136202309530006,
2021-12-31 04:00:00,-9.590375800282516,
2021-12-31 06:00:00,-11.032694341289698,
2021-12-31 08:00:00,-11.032694341289698,
2021-12-31 10:30:00,-11.032694341289698,
2021-12-31 11:00:00,-11.032694341289698,
2021-12-31 23:59:59,-4.117631841043192,w
2022-01-03 00:00:00,-0.254873201909561,
2022-01-03 03:30:00,-17.152981967471533,
2022-01-03 04:00:00,-15.85377861337895,
2022-01-03 06:00:00,-19.02077840753168,
2022-01-03 08:00:00,-16.379261384832034,
2022-01-03 10:30:00,-16.284707374431264,
2022-01-03 11:00:00,-13.556177746116077,
2022-01-03 23:59:59,-16.795817803178238,c
2022-01-04 00:00:00,-27.138734394214907,
2022-01-04 03:30:00,-35.69452012394197,
2022-01-04 04:00:00,-40.554995300992346,
2022-01-04 06:00:00,-47.406280629226785,
2022-01-04 08:00:00,-54.27229533123091,
2022-01-04 10:30:00,-58.473302841662644,
2022-01-04 11:00:00,-52.47580685774119,
2022-01-04 23:59:59,-52.99008436850863,c
2022-01-05 00:00:00,-53.03519387591473,
2022-01-05 03:30:00,-40.79492966052533,
2022-01-05 04:00:00,-42.81369930078131,
2022-01-05 06:00:00,-35.574322641128674,
2022-01-05 08:00:00,-32.72409704374286,
2022-01-05 10:30:00,-31.125300801712797,
2022-01-05 11:00:00,-25.531874327342734,
2022-01-05 23:59:59,-27.506711049187402,c
2022-01-06 00:00:00,-6.488344284283528,
2022-01-06 03:30:00,-14.911836046601934,
2022-01-06 04:00:00,-23.888876916256322,
2022-01-06 06:00:00,-22.46489892258353,
2022-01-06 08:00:00,-34.169512160355794,
2022-01-06 10:30:00,-36.547506220403875,
2022-01-06 11:00:00,-39.309487144956506,
2022-01-06 23:59:59,-46.36919171917566,c
2022-01-07 00:00:00,-62.73396224192345,
2022-01-07 03:30:00,-66.11941814056274,
2022-01-07 04:00:00,-74.6380180155403,
2022-01-07 06:00:00,-64.94392863987923,
2022-01-07 08:00:00,-56.696230123431064,
2022-01-07 10:30:00,-66.12848808051422,
2022-01-07 11:00:00,-65.76683172560354,
2022-01-07 23:59:59,-70.57346678635952,w
