date,EU_FTSE_EU_DM_AW_STAYS_2021_Q4,meta
2021-10-08 00:00:00,-20.380558152349522,
2021-10-08 03:30:00,-22.0890460310535,
2021-10-08 04:00:00,-20.91083451237739,
2021-10-08 06:00:00,-33.963516176802386,
2021-10-08 08:00:00,-27.61593531832432,
2021-10-08 10:30:00,-31.87288366660357,
2021-10-08 11:00:00,-26.736212998800397,
2021-10-08 23:59:59,-24.6422561317695,w
2021-10-11 00:00:00,-19.505708820378572,
2021-10-11 03:30:00,-15.883113813988643,
2021-10-11 04:00:00,-11.471843966814959,
2021-10-11 06:00:00,-14.684685864560493,
2021-10-11 08:00:00,-12.055200685580985,
2021-10-11 10:30:00,-19.125388651040794,
2021-10-11 11:00:00,-16.196044469466756,
2021-10-11 23:59:59,-17.962791275873315,c
2021-10-12 00:00:00,-18.886668708265802,
2021-10-12 03:30:00,-19.490585366816163,
2021-10-12 04:00:00,-20.00983991200485,
2021-10-12 06:00:00,-27.89921211494982,
2021-10-12 08:00:00,-25.446222668283667,
2021-10-12 10:30:00,-21.914527319278136,
2021-10-12 11:00:00,-19.00612783138081,
2021-10-12 23:59:59,-9.255023252919273,c
2021-10-13 00:00:00,-10.419961156349643,
2021-10-13 03:30:00,-6.630631617640006,
2021-10-13 04:00:00,-10.648917365118052,
2021-10-13 06:00:00,-13.501289729703899,
2021-10-13 08:00:00,-4.296743903041033,
2021-10-13 10:30:00,0.25758485969612366,
2021-10-13 11:00:00,2.239167963684679,
2021-10-13 23:59:59,6.160281473790349,c
2021-10-14 00:00:00,-14.071132508832306,
2021-10-14 03:30:00,-4.578825343276094,
2021-10-14 04:00:00,-4.61189387233361,
2021-10-14 06:00:00,-15.018378703591793,
2021-10-14 08:00:00,-12.820992926632698,
2021-10-14 10:30:00,-7.518540102601719,
2021-10-14 11:00:00,-8.281558750280283,
2021-10-14 23:59:59,-3.8328918659443616,c
2021-10-15 00:00:00,-17.363837504283424,
2021-10-15 03:30:00,-13.015553920518073,
2021-10-15 04:00:00,-12.92113652079945,
2021-10-15 06:00:00,-14.128458186800913,
2021-10-15 08:00:00,-11.562230434191463,
2021-10-15 10:30:00,-12.406382878593718,
2021-10-15 11:00:00,-18.44490400549182,
2021-10-15 23:59:59,-20.87646916559254,w
2021-10-18 00:00:00,-28.64718800588298,
2021-10-18 03:30:00,-27.15475392981864,
2021-10-18 04:00:00,-21.17316147887334,
2021-10-18 06:00:00,-15.399883539240705,
2021-10-18 08:00:00,-20.810063862576044,
2021-10-18 10:30:00,-18.328609585971094,
2021-10-18 11:00:00,-17.255390550145535,
2021-10-18 23:59:59,-15.603258376326949,c
2021-10-19 00:00:00,-26.18386521677735,
2021-10-19 03:30:00,-19.559791877037583,
2021-10-19 04:00:00,-23.87903708766953,
2021-10-19 06:00:00,-21.138877941737405,
2021-10-19 08:00:00,-17.80694523877753,
2021-10-19 10:30:00,-10.841841903754414,
2021-10-19 11:00:00,-13.086119421582566,
2021-10-19 23:59:59,-17.156506136221537,c
2021-10-20 00:00:00,-22.109830901634382,
2021-10-20 03:30:00,-44.09146467076562,
2021-10-20 04:00:00,-36.200809189797496,
2021-10-20 06:00:00,-29.995086689551954,
2021-10-20 08:00:00,-33.50985363648465,
2021-10-20 10:30:00,-19.785711981928102,
2021-10-20 11:00:00,-21.582931889182305,
2021-10-20 23:59:59,-20.063799854750528,c
2021-10-21 00:00:00,-24.348799000873214,
2021-10-21 03:30:00,-28.204882403238685,
2021-10-21 04:00:00,-23.46469049333939,
2021-10-21 06:00:00,-22.621413708248497,
2021-10-21 08:00:00,-19.040587285665083,
2021-10-21 10:30:00,-27.171836469054142,
2021-10-21 11:00:00,-20.301703876129523,
2021-10-21 23:59:59,-15.80834250738701,c
2021-10-22 00:00:00,-33.96154328192972,
2021-10-22 03:30:00,-39.60859339184378,
2021-10-22 04:00:00,-36.6467225569811,
2021-10-22 06:00:00,-32.04521265458743,
2021-10-22 08:00:00,-38.007765824109015,
2021-10-22 10:30:00,-53.800897353222695,
2021-10-22 11:00:00,-48.514870019913474,
2021-10-22 23:59:59,-43.977836801789636,w
2021-10-25 00:00:00,-45.65754857457125,
2021-10-25 03:30:00,-48.25669930989375,
2021-10-25 04:00:00,-49.40021336426241,
2021-10-25 06:00:00,-40.60631809764561,
2021-10-25 08:00:00,-42.28169635766528,
2021-10-25 10:30:00,-40.606084170531744,
2021-10-25 11:00:00,-33.940789124274716,
2021-10-25 23:59:59,-41.34800428435619,c
2021-10-26 00:00:00,-34.324800605981864,
2021-10-26 03:30:00,-25.204257799077595,
2021-10-26 04:00:00,-25.089862519738972,
2021-10-26 06:00:00,-35.40452887909896,
2021-10-26 08:00:00,-31.71607237854664,
2021-10-26 10:30:00,-23.121354707903606,
2021-10-26 11:00:00,-20.93357501334185,
2021-10-26 23:59:59,-26.327497368125933,c
2021-10-27 00:00:00,-29.35864675032144,
2021-10-27 03:30:00,-28.304549758395297,
2021-10-27 04:00:00,-35.89824573880628,
2021-10-27 06:00:00,-33.03961443998105,
2021-10-27 08:00:00,-35.769609673733044,
2021-10-27 10:30:00,-35.03847025382436,
2021-10-27 11:00:00,-33.46246282600475,
2021-10-27 23:59:59,-37.285072927804094,c
2021-10-28 00:00:00,-33.74071848721724,
2021-10-28 03:30:00,-38.08623737364587,
2021-10-28 04:00:00,-29.590553727508563,
2021-10-28 06:00:00,-21.646116185338883,
2021-10-28 08:00:00,-26.222945327443995,
2021-10-28 10:30:00,-30.346551266956226,
2021-10-28 11:00:00,-23.666696761307662,
2021-10-28 23:59:59,-21.10341543461095,c
2021-10-29 00:00:00,-21.10341543461095,
2021-10-29 03:30:00,-29.69124779753065,
2021-10-29 04:00:00,-23.54130802237023,
2021-10-29 06:00:00,-24.318086599760022,
2021-10-29 08:00:00,-22.24771100439989,
2021-10-29 10:30:00,-25.076463759548915,
2021-10-29 11:00:00,-26.627300392107713,
2021-10-29 23:59:59,-29.03752274612657,w
2021-11-01 00:00:00,-27.781150975108744,
2021-11-01 03:30:00,-27.781150975108744,
2021-11-01 04:00:00,-27.787576391977495,
2021-11-01 06:00:00,-27.38986220373954,
2021-11-01 08:00:00,-21.979947884717944,
2021-11-01 10:30:00,-15.19091871389412,
2021-11-01 11:00:00,-20.11361632843068,
2021-11-01 23:59:59,-19.974684516282423,c
2021-11-02 00:00:00,-19.4328400947594,
2021-11-02 03:30:00,-19.4328400947594,
2021-11-02 04:00:00,-19.430055793784618,
2021-11-02 06:00:00,-9.430200959463377,
2021-11-02 08:00:00,-9.19080014655384,
2021-11-02 10:30:00,-1.4425944328212381,
2021-11-02 11:00:00,-6.703026074635943,
2021-11-02 23:59:59,-5.430635922495867,c
2021-11-03 00:00:00,6.7516889921068355,
2021-11-03 03:30:00,6.7516889921068355,
2021-11-03 04:00:00,6.7516889921068355,
2021-11-03 06:00:00,-6.368084086204533,
2021-11-03 08:00:00,-3.8691125028040574,
2021-11-03 10:30:00,-4.039307891912529,
2021-11-03 11:00:00,-9.281319277616092,
2021-11-03 23:59:59,-20.40544043880834,c
2021-11-04 00:00:00,-19.907976771215772,
2021-11-04 03:30:00,-19.907976771215772,
2021-11-04 04:00:00,-19.92475972429486,
2021-11-04 06:00:00,-29.97403513571203,
2021-11-04 08:00:00,-37.533764868783805,
2021-11-04 10:30:00,-36.98415734420837,
2021-11-04 11:00:00,-39.15105449192845,
2021-11-04 23:59:59,-33.834600556006876,c
2021-11-05 00:00:00,-36.91544831873216,
2021-11-05 03:30:00,-36.91544831873216,
2021-11-05 04:00:00,-36.91544831873216,
2021-11-05 06:00:00,-51.13877595413555,
2021-11-05 08:00:00,-57.25547010155981,
2021-11-05 10:30:00,-64.79175832437079,
2021-11-05 11:00:00,-67.57751811454875,
2021-11-05 23:59:59,-66.6347232297993,w
2021-11-08 00:00:00,-65.07812932195884,
2021-11-08 03:30:00,-68.69578370860654,
2021-11-08 04:00:00,-72.7643867657863,
2021-11-08 06:00:00,-70.94540548137002,
2021-11-08 08:00:00,-67.03852973012886,
2021-11-08 10:30:00,-58.344238422033186,
2021-11-08 11:00:00,-57.33552435642116,
2021-11-08 23:59:59,-54.31060588561161,c
2021-11-09 00:00:00,-49.16354357537682,
2021-11-09 03:30:00,-58.11119868413323,
2021-11-09 04:00:00,-61.122621240485614,
2021-11-09 06:00:00,-60.62321823545881,
2021-11-09 08:00:00,-60.724011441633365,
2021-11-09 10:30:00,-62.13579069658249,
2021-11-09 11:00:00,-61.04207780275556,
2021-11-09 23:59:59,-60.62101760494693,c
2021-11-10 00:00:00,-75.12861393383514,
2021-11-10 03:30:00,-84.29319637169965,
2021-11-10 04:00:00,-76.12618411822996,
2021-11-10 06:00:00,-67.01781627891648,
2021-11-10 08:00:00,-59.70504011072035,
2021-11-10 10:30:00,-57.23538243391579,
2021-11-10 11:00:00,-49.65730035856188,
2021-11-10 23:59:59,-52.5591223341396,c
2021-11-11 00:00:00,-53.543740059841866,
2021-11-11 03:30:00,-62.68402338487272,
2021-11-11 04:00:00,-59.439865413021266,
2021-11-11 06:00:00,-58.91647904716774,
2021-11-11 08:00:00,-53.5251143681179,
2021-11-11 10:30:00,-59.419749464303095,
2021-11-11 11:00:00,-62.53290801843082,
2021-11-11 23:59:59,-55.830634857605105,c
2021-11-12 00:00:00,-42.12939673779465,
2021-11-12 03:30:00,-35.02319952590665,
2021-11-12 04:00:00,-36.1876166597159,
2021-11-12 06:00:00,-34.31216718708413,
2021-11-12 08:00:00,-36.10114728869189,
2021-11-12 10:30:00,-40.426623863757186,
2021-11-12 11:00:00,-42.784382295384944,
2021-11-12 23:59:59,-45.08416487503746,w
2021-11-15 00:00:00,-34.18236094764825,
2021-11-15 03:30:00,-49.98548002694736,
2021-11-15 04:00:00,-53.168204928191244,
2021-11-15 06:00:00,-58.01286489723827,
2021-11-15 08:00:00,-51.1739907993923,
2021-11-15 10:30:00,-52.40088380722,
2021-11-15 11:00:00,-51.951080348473056,
2021-11-15 23:59:59,-53.20092190715309,c
2021-11-16 00:00:00,-59.14171816418775,
2021-11-16 03:30:00,-53.871851480541295,
2021-11-16 04:00:00,-52.85610070134544,
2021-11-16 06:00:00,-60.95235552483723,
2021-11-16 08:00:00,-65.43639684078289,
2021-11-16 10:30:00,-59.10477241208707,
2021-11-16 11:00:00,-57.35021256723735,
2021-11-16 23:59:59,-57.53178526072543,c
2021-11-17 00:00:00,-53.62712355292001,
2021-11-17 03:30:00,-60.07326230588865,
2021-11-17 04:00:00,-65.27724123482858,
2021-11-17 06:00:00,-60.33829985598868,
2021-11-17 08:00:00,-51.36676843030068,
2021-11-17 10:30:00,-51.81370635996723,
2021-11-17 11:00:00,-54.33980682436527,
2021-11-17 23:59:59,-50.300542717353665,c
2021-11-18 00:00:00,-33.138394989553376,
2021-11-18 03:30:00,-40.42753290077678,
2021-11-18 04:00:00,-37.814989966384246,
2021-11-18 06:00:00,-41.137972034761674,
2021-11-18 08:00:00,-45.731673750175446,
2021-11-18 10:30:00,-42.696023985593,
2021-11-18 11:00:00,-42.286341381478564,
2021-11-18 23:59:59,-39.106454794478054,c
2021-11-19 00:00:00,-36.48741695493186,
2021-11-19 03:30:00,-33.21168746869739,
2021-11-19 04:00:00,-26.95599880611826,
2021-11-19 06:00:00,-12.868711906193312,
2021-11-19 08:00:00,-1.0241733719962554,
2021-11-19 10:30:00,-3.2215015458648395,
2021-11-19 11:00:00,-5.398501154437611,
2021-11-19 23:59:59,0.0,a
2021-11-22 00:00:00,4.928763584977048,
2021-11-22 03:30:00,-6.04572700352935,
2021-11-22 04:00:00,-3.245880489682918,
2021-11-22 06:00:00,-5.783445991273652,
2021-11-22 08:00:00,2.61865789227312,
2021-11-22 10:30:00,-2.2448979360235626,
2021-11-22 11:00:00,-1.8315839637644444,
2021-11-22 23:59:59,-3.15430283272093,c
2021-11-23 00:00:00,-5.75095826254983,
2021-11-23 03:30:00,-2.2675474269225333,
2021-11-23 04:00:00,-10.336842164782695,
2021-11-23 06:00:00,-2.728829751099056,
2021-11-23 08:00:00,-10.012882824242865,
2021-11-23 10:30:00,-10.91862148040957,
2021-11-23 11:00:00,-10.950508675964613,
2021-11-23 23:59:59,-6.407453660137776,c
2021-11-24 00:00:00,-16.036164040467156,
2021-11-24 03:30:00,-7.3003429659873404,
2021-11-24 04:00:00,-7.711492427617145,
2021-11-24 06:00:00,-0.6148917658043729,
2021-11-24 08:00:00,-4.4376501833586985,
2021-11-24 10:30:00,-10.27942113122441,
2021-11-24 11:00:00,-11.275085872994964,
2021-11-24 23:59:59,-11.440385554975762,c
2021-11-25 00:00:00,-11.571408605373676,
2021-11-25 03:30:00,-1.8325338363437709,
2021-11-25 04:00:00,-1.6589366742055631,
2021-11-25 06:00:00,-2.771428035680401,
2021-11-25 08:00:00,-3.906822321395282,
2021-11-25 10:30:00,-11.75482597894387,
2021-11-25 11:00:00,-9.133589287919449,
2021-11-25 23:59:59,-6.83714133545601,c
