date,AS_MSCI_MINVOL_2022_Q4,meta
2022-10-14 00:00:00,192.92506363051643,
2022-10-14 01:00:00,197.76151081866192,
2022-10-14 02:30:00,175.56881031238754,
2022-10-14 03:00:00,168.86924241168254,
2022-10-14 18:30:00,168.86924241168254,
2022-10-14 20:00:00,168.86924241168254,
2022-10-14 23:00:00,168.86924241168254,
2022-10-14 23:59:59,160.53544949307752,w
2022-10-17 00:00:00,173.6566792800313,
2022-10-17 01:00:00,181.07610702746751,
2022-10-17 02:30:00,185.6042526569954,
2022-10-17 03:00:00,187.5976512471766,
2022-10-17 18:30:00,177.772817389196,
2022-10-17 20:00:00,178.29371050540658,
2022-10-17 23:00:00,195.82089033253533,
2022-10-17 23:59:59,183.25888210704443,c
2022-10-18 00:00:00,198.0270647927132,
2022-10-18 01:00:00,193.8458598659481,
2022-10-18 02:30:00,179.4816480891668,
2022-10-18 03:00:00,181.99930816705137,
2022-10-18 18:30:00,186.04297567373987,
2022-10-18 20:00:00,185.51628953296904,
2022-10-18 23:00:00,206.92189458718485,
2022-10-18 23:59:59,200.38613507257423,c
2022-10-19 00:00:00,206.13408130993457,
2022-10-19 01:00:00,206.77180659496298,
2022-10-19 02:30:00,213.48645868416907,
2022-10-19 03:00:00,214.20275230585594,
2022-10-19 18:30:00,216.31061837378184,
2022-10-19 20:00:00,216.20663433846994,
2022-10-19 23:00:00,195.6177380751542,
2022-10-19 23:59:59,200.06350237265997,c
2022-10-20 00:00:00,204.9726439945016,
2022-10-20 01:00:00,205.6239980056148,
2022-10-20 02:30:00,217.5931697416936,
2022-10-20 03:00:00,227.80105744568618,
2022-10-20 18:30:00,228.43448873194666,
2022-10-20 20:00:00,229.84440445635892,
2022-10-20 23:00:00,240.7294184757152,
2022-10-20 23:59:59,247.6740762262666,c
2022-10-21 00:00:00,246.9574428760543,
2022-10-21 01:00:00,248.89811832863325,
2022-10-21 02:30:00,247.60492242858254,
2022-10-21 03:00:00,258.5737508892412,
2022-10-21 18:30:00,258.5737508892412,
2022-10-21 20:00:00,258.5737508892412,
2022-10-21 23:00:00,258.5737508892412,
2022-10-21 23:59:59,260.9218427985893,w
2022-10-24 00:00:00,182.69779115306528,
2022-10-24 01:00:00,178.29823765008769,
2022-10-24 02:30:00,157.3565494585382,
2022-10-24 03:00:00,160.2894351902105,
2022-10-24 18:30:00,162.4643628062795,
2022-10-24 20:00:00,161.8871356612949,
2022-10-24 23:00:00,130.37396755044028,
2022-10-24 23:59:59,141.22662172159653,c
2022-10-25 00:00:00,150.48375618911223,
2022-10-25 01:00:00,156.86837041149693,
2022-10-25 02:30:00,156.47737812149626,
2022-10-25 03:00:00,139.91566280883944,
2022-10-25 18:30:00,140.6802368540889,
2022-10-25 20:00:00,140.58858862946863,
2022-10-25 23:00:00,144.73271431475632,
2022-10-25 23:59:59,151.65777823063354,c
2022-10-26 00:00:00,144.7992467797817,
2022-10-26 01:00:00,139.83209213962436,
2022-10-26 02:30:00,124.20101238072175,
2022-10-26 03:00:00,118.28474008414514,
2022-10-26 18:30:00,126.15772015727316,
2022-10-26 20:00:00,127.59330169861414,
2022-10-26 23:00:00,78.58861084493356,
2022-10-26 23:59:59,72.35542041812778,c
2022-10-27 00:00:00,82.85459530203798,
2022-10-27 01:00:00,89.69439636485413,
2022-10-27 02:30:00,98.0281758423348,
2022-10-27 03:00:00,98.04016747109608,
2022-10-27 18:30:00,95.30297793171712,
2022-10-27 20:00:00,95.45089365309013,
2022-10-27 23:00:00,101.36089850123562,
2022-10-27 23:59:59,83.79917551821245,c
2022-10-28 00:00:00,93.93834056755941,
2022-10-28 01:00:00,90.1691658936038,
2022-10-28 02:30:00,62.115660158659466,
2022-10-28 03:00:00,60.567229228150154,
2022-10-28 18:30:00,60.567229228150154,
2022-10-28 20:00:00,60.567229228150154,
2022-10-28 23:00:00,60.567229228150154,
2022-10-28 23:59:59,73.57129713018048,w
2022-10-31 00:00:00,93.20771960427419,
2022-10-31 01:00:00,92.67359812672066,
2022-10-31 02:30:00,57.921664243678606,
2022-10-31 03:00:00,51.534317629000725,
2022-10-31 18:30:00,45.72846999136573,
