date,CNY_2018,meta
2018-02-19 23:59:59,12.547977466682196,c
2018-02-20 00:00:00,-63.397845714850426,
2018-02-20 10:00:00,-56.27626307828784,
2018-02-20 10:30:00,-57.803277491228584,
2018-02-20 12:00:00,-69.70546912689149,
2018-02-20 13:30:00,-58.77413448361814,
2018-02-20 15:00:00,-50.16436146324098,
2018-02-20 15:30:30,-50.16436146324098,
2018-02-20 23:59:59,-56.45180406806409,c
2018-02-21 00:00:00,1.9219816399520637,
2018-02-21 10:00:00,-11.73337758162141,
2018-02-21 10:30:00,-12.983626638407706,
2018-02-21 12:00:00,-18.908455373825433,
2018-02-21 13:30:00,-10.861118247352241,
2018-02-21 15:00:00,-13.266157939479948,
2018-02-21 15:30:30,-13.266157939479948,
2018-02-21 23:59:59,0.0,a
2018-02-22 00:00:00,15.161231836472153,
2018-02-22 10:00:00,17.472735088785292,
2018-02-22 10:30:00,12.471738861635329,
2018-02-22 12:00:00,9.128451798944473,
2018-02-22 13:30:00,17.468891125507355,
2018-02-22 15:00:00,23.31171531095326,
2018-02-22 15:30:30,23.31171531095326,
2018-02-22 23:59:59,23.40332976912439,c
2018-02-23 00:00:00,24.40532286408365,
2018-02-23 10:00:00,11.544062390084864,
2018-02-23 10:30:00,8.589335948935151,
2018-02-23 12:00:00,-13.955188357408046,
2018-02-23 13:30:00,-9.772603945574165,
2018-02-23 15:00:00,-20.79110045621574,
2018-02-23 15:30:30,-20.79110045621574,
2018-02-23 23:59:59,-24.940274420538547,w
2018-02-26 00:00:00,29.539576484939456,
2018-02-26 10:00:00,18.586683614273667,
2018-02-26 10:30:00,13.444902231997252,
2018-02-26 12:00:00,16.336799093339444,
2018-02-26 13:30:00,20.688530702698234,
2018-02-26 15:00:00,28.024222093949316,
2018-02-26 15:30:30,28.024222093949316,
2018-02-26 23:59:59,26.094104065057635,c
2018-02-27 00:00:00,-102.0469745125997,
2018-02-27 10:00:00,-113.88510009360016,
2018-02-27 10:30:00,-117.59580597979725,
2018-02-27 12:00:00,-124.74013206576467,
2018-02-27 13:30:00,-121.46283303937555,
2018-02-27 15:00:00,-122.51639930834234,
2018-02-27 15:30:30,-122.51639930834234,
2018-02-27 23:59:59,-103.11559630441546,c
2018-02-28 00:00:00,-108.95842048986376,
2018-02-28 10:00:00,-121.96286859603941,
2018-02-28 10:30:00,-128.83776488911332,
2018-02-28 12:00:00,-120.51113179732918,
2018-02-28 13:30:00,-125.23632365914405,
2018-02-28 15:00:00,-112.17645841568411,
2018-02-28 15:30:30,-112.17645841568411,
2018-02-28 23:59:59,-106.69240413635671,c
2018-03-01 00:00:00,-39.49319906796396,
2018-03-01 10:00:00,-39.32246303228259,
2018-03-01 10:30:00,-61.26957137887239,
2018-03-01 12:00:00,-43.411158641003965,
2018-03-01 13:30:00,-24.50654723045528,
2018-03-01 15:00:00,-33.372437117565276,
2018-03-01 15:30:30,-33.372437117565276,
2018-03-01 23:59:59,-31.984977791501283,c
2018-03-02 00:00:00,-17.25298852128446,
2018-03-02 10:00:00,-16.140161151750682,
2018-03-02 10:30:00,-13.27128322385311,
2018-03-02 12:00:00,-17.461203198942542,
2018-03-02 13:30:00,2.669632497897148,
2018-03-02 15:00:00,-2.749394735944271,
2018-03-02 15:30:30,-2.749394735944271,
2018-03-02 23:59:59,-5.632687526142002,w
2018-03-05 00:00:00,-4.229640928979516,
2018-03-05 10:00:00,-24.495015340610742,
2018-03-05 10:30:00,-23.48149035581052,
2018-03-05 12:00:00,-38.50177687201798,
2018-03-05 13:30:00,-51.56177024759054,
2018-03-05 15:00:00,-62.24689904278517,
2018-03-05 15:30:30,-62.24689904278517,
2018-03-05 23:59:59,-56.9233302303952,c
2018-03-06 00:00:00,-1.979641089142561,
2018-03-06 10:00:00,6.44664675067246,
2018-03-06 10:30:00,4.685861710866093,
2018-03-06 12:00:00,4.139948452464938,
2018-03-06 13:30:00,-6.113368727681637,
2018-03-06 15:00:00,-7.041865244731307,
2018-03-06 15:30:30,-7.041865244731307,
2018-03-06 23:59:59,-2.0674115840274094,c
2018-03-07 00:00:00,10.450454836966395,
2018-03-07 10:00:00,-6.627313024808168,
2018-03-07 10:30:00,-19.360620774430632,
2018-03-07 12:00:00,-18.513167816532253,
2018-03-07 13:30:00,-23.792851381475923,
2018-03-07 15:00:00,-23.131113102838395,
2018-03-07 15:30:30,-23.131113102838395,
2018-03-07 23:59:59,-30.09951380269289,e
