date,CNY_2018,meta
2018-02-07 00:00:00,71.16457352187574,
2018-02-07 10:00:00,43.853855078734156,
2018-02-07 10:30:00,41.21305230544031,
2018-02-07 12:00:00,16.543136635589597,
2018-02-07 13:30:00,22.337334685546754,
2018-02-07 15:00:00,18.289686198047995,
2018-02-07 15:30:30,18.289686198047995,
2018-02-07 23:59:59,6.318194311051369,c
2018-02-08 00:00:00,-12.559509356537461,
2018-02-08 10:00:00,-24.389947010976673,
2018-02-08 10:30:00,-24.02576352323294,
2018-02-08 12:00:00,-26.306162706001402,
2018-02-08 13:30:00,-13.9753691646266,
2018-02-08 15:00:00,-12.908419496844411,
2018-02-08 15:30:30,-12.908419496844411,
2018-02-08 23:59:59,36.50035332428753,c
2018-02-09 00:00:00,-155.86659269173265,
2018-02-09 10:00:00,-161.24785298634768,
2018-02-09 10:30:00,-161.31605130153895,
2018-02-09 12:00:00,-173.69268410502434,
2018-02-09 13:30:00,-162.92894626075864,
2018-02-09 15:00:00,-149.7034702659905,
2018-02-09 15:30:30,-149.7034702659905,
2018-02-09 23:59:59,-159.40595391473292,w
2018-02-12 00:00:00,-103.45834969688057,
2018-02-12 10:00:00,-103.65730682964326,
2018-02-12 10:30:00,-107.2853354722941,
2018-02-12 12:00:00,-120.12577447852611,
2018-02-12 13:30:00,-108.00896155973315,
2018-02-12 15:00:00,-101.07637378443063,
2018-02-12 15:30:30,-101.07637378443063,
2018-02-12 23:59:59,-85.80430767338454,c
2018-02-13 00:00:00,-57.84844405976593,
2018-02-13 10:00:00,-52.52871921065688,
2018-02-13 10:30:00,-40.18094816479802,
2018-02-13 12:00:00,-51.81624061672807,
2018-02-13 13:30:00,-52.54435132799625,
2018-02-13 15:00:00,-61.3893749010998,
2018-02-13 15:30:30,-61.3893749010998,
2018-02-13 23:59:59,-41.40268782725691,c
2018-02-14 00:00:00,-24.26758084655583,
2018-02-14 10:00:00,-25.94162685495496,
2018-02-14 10:30:00,-17.449671309108734,
2018-02-14 12:00:00,-8.291428794746995,
2018-02-14 13:30:00,-14.787086077229379,
2018-02-14 15:00:00,-20.020962413091066,
2018-02-14 15:30:30,-20.020962413091066,s
2018-02-14 23:59:59,-18.221026607279775,c
2018-02-15 00:00:00,4.886317989292144,
2018-02-15 10:00:00,41.71020488964319,
2018-02-15 10:30:00,40.74440911556959,
2018-02-15 12:00:00,27.319059843455552,
2018-02-15 13:30:00,18.67333295320153,
2018-02-15 15:00:00,15.380658073697687,
2018-02-15 15:30:30,15.380658073697687,
2018-02-15 23:59:59,14.02918465053916,c
2018-02-16 00:00:00,32.67977415434063,
2018-02-16 10:00:00,11.164150685920717,
2018-02-16 10:30:00,8.008897493669986,
2018-02-16 12:00:00,1.2441627815937997,
2018-02-16 13:30:00,3.9394217013490196,
2018-02-16 15:00:00,-0.9680380859905481,
2018-02-16 15:30:30,-0.9680380859905481,
2018-02-16 23:59:59,12.547977466682196,w
2018-02-19 00:00:00,12.547977466682196,
2018-02-19 10:00:00,12.547977466682196,
2018-02-19 10:30:00,12.547977466682196,
2018-02-19 12:00:00,12.547977466682196,
2018-02-19 13:30:00,12.547977466682196,
2018-02-19 15:00:00,12.547977466682196,
2018-02-19 15:30:30,12.547977466682196,
