date,EU_MSCI_DM_MIG_2022_Q3,meta
2022-06-30 00:00:00,-746.6972420202601,
2022-06-30 03:30:00,-779.1597412811931,
2022-06-30 04:00:00,-792.7105344691289,
2022-06-30 06:00:00,-749.1553229394777,
2022-06-30 08:00:00,-749.8156836096362,
2022-06-30 10:30:00,-730.9392977181055,
2022-06-30 11:00:00,-729.7903097640323,
2022-06-30 23:59:59,-706.5305874445519,c
2022-07-01 00:00:00,-717.5040527508098,
2022-07-01 03:30:00,-751.5413343773822,
2022-07-01 04:00:00,-741.9645502694784,
2022-07-01 06:00:00,-711.1279781503363,
2022-07-01 08:00:00,-705.0942002313764,
2022-07-01 10:30:00,-724.0660257514621,
2022-07-01 11:00:00,-722.2320603684943,
2022-07-01 23:59:59,-746.0057464533978,w
2022-07-04 00:00:00,-744.7706560567163,
2022-07-04 03:30:00,-735.6908958092928,
2022-07-04 04:00:00,-747.9616628796197,
2022-07-04 06:00:00,-766.8430184270918,
2022-07-04 08:00:00,-760.771284686109,
2022-07-04 10:30:00,-772.5974941453997,
2022-07-04 11:00:00,-757.6979827110342,
2022-07-04 23:59:59,-760.7815648141278,c
2022-07-05 00:00:00,-759.2392812278944,
2022-07-05 03:30:00,-790.8569100340269,
2022-07-05 04:00:00,-784.0071232429635,
2022-07-05 06:00:00,-745.2699246052404,
2022-07-05 08:00:00,-764.5977858675219,
2022-07-05 10:30:00,-705.4558012435804,
2022-07-05 11:00:00,-701.51613523884,
2022-07-05 23:59:59,-698.5186577944688,c
2022-07-06 00:00:00,-728.9706774120217,
2022-07-06 03:30:00,-766.6012750059884,
2022-07-06 04:00:00,-736.1111312775181,
2022-07-06 06:00:00,-743.9423487419785,
2022-07-06 08:00:00,-716.0852501037755,
2022-07-06 10:30:00,-732.2474976688795,
2022-07-06 11:00:00,-730.0589383630344,
2022-07-06 23:59:59,-738.0961234292373,c
2022-07-07 00:00:00,-755.9675371203044,
2022-07-07 03:30:00,-739.1123604365306,
2022-07-07 04:00:00,-742.8492265821538,
2022-07-07 06:00:00,-736.6565990437518,
2022-07-07 08:00:00,-722.8769375088476,
2022-07-07 10:30:00,-714.3002519026867,
2022-07-07 11:00:00,-687.2756172830909,
2022-07-07 23:59:59,-685.9243949290013,c
2022-07-08 00:00:00,-685.1602444269062,
2022-07-08 03:30:00,-690.9958792346852,
2022-07-08 04:00:00,-708.8532106829092,
2022-07-08 06:00:00,-743.0164645204643,
2022-07-08 08:00:00,-759.2764127567177,
2022-07-08 10:30:00,-733.8753015623614,
2022-07-08 11:00:00,-746.8640568837295,
2022-07-08 23:59:59,-759.4532745759437,w
2022-07-11 00:00:00,-750.9536751266643,
2022-07-11 03:30:00,-774.2781927906808,
2022-07-11 04:00:00,-781.5309191752533,
2022-07-11 06:00:00,-778.2805389354239,
2022-07-11 08:00:00,-763.8167971542086,
2022-07-11 10:30:00,-629.0096160015695,
2022-07-11 11:00:00,-588.7823102515376,
2022-07-11 23:59:59,-571.5407389173581,c
2022-07-12 00:00:00,-511.96051830640886,
2022-07-12 03:30:00,-446.43880117541187,
2022-07-12 04:00:00,-472.1719931323044,
2022-07-12 06:00:00,-472.5038950031448,
2022-07-12 08:00:00,-512.4141399545908,
2022-07-12 10:30:00,-504.07098869304343,
2022-07-12 11:00:00,-504.00883822002334,
2022-07-12 23:59:59,-514.7657953079051,c
2022-07-13 00:00:00,-476.5743530431054,
2022-07-13 03:30:00,-456.60895976503684,
2022-07-13 04:00:00,-451.7331131016406,
2022-07-13 06:00:00,-422.3950785845224,
2022-07-13 08:00:00,-439.6354040644359,
2022-07-13 10:30:00,-475.75042881923764,
2022-07-13 11:00:00,-470.9264774160331,
2022-07-13 23:59:59,-469.41834837907754,c
2022-07-14 00:00:00,-459.6092856815611,
2022-07-14 03:30:00,-431.9592052584878,
2022-07-14 04:00:00,-408.75212337720063,
2022-07-14 06:00:00,-331.2446108571639,
2022-07-14 08:00:00,-326.1634496345462,
2022-07-14 10:30:00,-309.5622182993448,
2022-07-14 11:00:00,-315.0530653712681,
2022-07-14 23:59:59,-276.57314521983164,c
2022-07-15 00:00:00,-292.0995373810493,
2022-07-15 03:30:00,-296.24287972337356,
2022-07-15 04:00:00,-290.67419991280167,
2022-07-15 06:00:00,-276.56260174117233,
2022-07-15 08:00:00,-288.8309543392236,
2022-07-15 10:30:00,-308.5693324764177,
2022-07-15 11:00:00,-319.28403917700865,
2022-07-15 23:59:59,-291.69522652084885,w
2022-07-18 00:00:00,-305.3972383740535,
2022-07-18 03:30:00,-306.1995702229275,
2022-07-18 04:00:00,-321.02377867849276,
2022-07-18 06:00:00,-378.1925063357078,
2022-07-18 08:00:00,-380.3310585486323,
2022-07-18 10:30:00,-366.3560233731252,
2022-07-18 11:00:00,-382.4095190675754,
2022-07-18 23:59:59,-391.366490180708,c
2022-07-19 00:00:00,-387.68436198146014,
2022-07-19 03:30:00,-386.6866120674114,
2022-07-19 04:00:00,-390.644552002607,
2022-07-19 06:00:00,-398.49764114846664,
2022-07-19 08:00:00,-399.36260102834706,
2022-07-19 10:30:00,-415.88078404104886,
2022-07-19 11:00:00,-438.4312784862228,
2022-07-19 23:59:59,-404.24581610809423,c
2022-07-20 00:00:00,-412.7958978860587,
2022-07-20 03:30:00,-378.9259088222887,
2022-07-20 04:00:00,-382.02325576117033,
2022-07-20 06:00:00,-386.05474075745855,
2022-07-20 08:00:00,-374.82969408039173,
2022-07-20 10:30:00,-372.3862698696761,
2022-07-20 11:00:00,-373.3813473826539,
2022-07-20 23:59:59,-372.01240498771836,c
2022-07-21 00:00:00,-311.9205819981384,
2022-07-21 03:30:00,-260.14848371872586,
2022-07-21 04:00:00,-275.93274709567135,
2022-07-21 06:00:00,-319.46336463871023,
2022-07-21 08:00:00,-304.8000761506202,
2022-07-21 10:30:00,-301.6582553798466,
2022-07-21 11:00:00,-314.0792123926444,
2022-07-21 23:59:59,-294.5218480870352,c
2022-07-22 00:00:00,-297.5340744157748,
2022-07-22 03:30:00,-301.2273363399154,
2022-07-22 04:00:00,-339.00313487602796,
2022-07-22 06:00:00,-373.49361004247254,
2022-07-22 08:00:00,-402.6973534314383,
2022-07-22 10:30:00,-431.09274180205546,
2022-07-22 11:00:00,-426.56742378735,
2022-07-22 23:59:59,-398.636777232627,w
2022-07-25 00:00:00,-385.1610016967736,
2022-07-25 03:30:00,-382.02196350969365,
2022-07-25 04:00:00,-373.75013440710603,
2022-07-25 06:00:00,-327.0937700947705,
2022-07-25 08:00:00,-358.50717344604755,
2022-07-25 10:30:00,-374.64494719642147,
2022-07-25 11:00:00,-378.8025497973812,
2022-07-25 23:59:59,-370.32695405939234,c
2022-07-26 00:00:00,-277.55864939942,
2022-07-26 03:30:00,-322.2662824872207,
2022-07-26 04:00:00,-240.92852154193264,
2022-07-26 06:00:00,-245.7358240045345,
2022-07-26 08:00:00,-186.4395669614757,
2022-07-26 10:30:00,-150.07512055785963,
2022-07-26 11:00:00,-116.86224851997326,
2022-07-26 23:59:59,-133.67536594604508,c
2022-07-27 00:00:00,-161.44270701390968,
2022-07-27 03:30:00,-225.7576070066325,
2022-07-27 04:00:00,-181.52112051384103,
2022-07-27 06:00:00,-185.7587565416901,
2022-07-27 08:00:00,-187.04458855183321,
2022-07-27 10:30:00,-134.39810484118357,
2022-07-27 11:00:00,-157.60218331403956,
2022-07-27 23:59:59,-154.54878111128045,c
2022-07-28 00:00:00,-135.3376227764162,
2022-07-28 03:30:00,-122.52785809438797,
2022-07-28 04:00:00,-133.60928204356514,
2022-07-28 06:00:00,-130.93660978761693,
2022-07-28 08:00:00,-126.03452808034785,
2022-07-28 10:30:00,-131.7176722692269,
2022-07-28 11:00:00,-142.30618656831552,
2022-07-28 23:59:59,-136.4716107281663,c
2022-07-29 00:00:00,-151.4638314569138,
2022-07-29 03:30:00,-161.20198353143576,
2022-07-29 04:00:00,-167.0064295953938,
2022-07-29 06:00:00,-138.00056159547398,
2022-07-29 08:00:00,-136.84040978027997,
2022-07-29 10:30:00,-131.74692837749137,
2022-07-29 11:00:00,-126.19565943993791,
2022-07-29 23:59:59,-116.74689250175231,w
2022-08-01 00:00:00,-100.86717990287787,
2022-08-01 03:30:00,-92.11654065895652,
2022-08-01 04:00:00,-94.96582783603412,
2022-08-01 06:00:00,-115.31443504956633,
2022-08-01 08:00:00,-105.10877082559989,
2022-08-01 10:30:00,-103.58678939231265,
2022-08-01 11:00:00,-111.25769530039395,
2022-08-01 23:59:59,-119.71798090526227,c
2022-08-02 00:00:00,-140.61168662938456,
2022-08-02 03:30:00,-88.70585272365088,
2022-08-02 04:00:00,-71.97570487891198,
2022-08-02 06:00:00,-42.79886816119688,
2022-08-02 08:00:00,-57.13547467376634,
2022-08-02 10:30:00,-55.47557813705282,
2022-08-02 11:00:00,-58.75343534018373,
2022-08-02 23:59:59,-31.410112302110292,c
2022-08-03 00:00:00,-37.1813204092706,
2022-08-03 03:30:00,-33.28507325055364,
2022-08-03 04:00:00,-65.85049106965619,
2022-08-03 06:00:00,-56.8510905947677,
2022-08-03 08:00:00,-48.31555495802331,
2022-08-03 10:30:00,0.22276811965775778,
2022-08-03 11:00:00,-1.8826219162306188,
2022-08-03 23:59:59,-17.056201000176088,c
2022-08-04 00:00:00,8.45396033615043,
2022-08-04 03:30:00,44.53836603477532,
2022-08-04 04:00:00,26.88129252671024,
2022-08-04 06:00:00,-41.18033662364758,
2022-08-04 08:00:00,-11.230744895307339,
2022-08-04 10:30:00,12.740934365209796,
2022-08-04 11:00:00,21.950133012926926,
2022-08-04 23:59:59,25.57837580940111,c
2022-08-05 00:00:00,22.522462269203857,
2022-08-05 03:30:00,27.654599939461832,
2022-08-05 04:00:00,50.66415870957758,
