date,AS_TOPIX_2022_Q3,meta
2022-05-26 00:00:00,35.75620820978597,
2022-05-26 01:00:00,37.71687551229468,
2022-05-26 02:30:00,37.71687551229468,
2022-05-26 03:00:00,37.71687551229468,
2022-05-26 18:30:00,37.71687551229468,
2022-05-26 20:00:00,37.71687551229468,
2022-05-26 23:00:00,37.71687551229468,
2022-05-26 23:59:59,24.89537755785733,c
2022-05-27 00:00:00,29.449341969733155,
2022-05-27 01:00:00,23.27339812414573,
2022-05-27 02:30:00,23.27339812414573,
2022-05-27 03:00:00,23.27339812414573,
2022-05-27 18:30:00,23.27339812414573,
2022-05-27 20:00:00,23.27339812414573,
2022-05-27 23:00:00,23.27339812414573,
2022-05-27 23:59:59,24.84698353675134,w
2022-05-30 00:00:00,21.441577751754494,
2022-05-30 01:00:00,28.04084198742777,
2022-05-30 02:30:00,28.04084198742777,
2022-05-30 03:00:00,28.04084198742777,
2022-05-30 18:30:00,28.04084198742777,
2022-05-30 20:00:00,28.04084198742777,
2022-05-30 23:00:00,28.04084198742777,
2022-05-30 23:59:59,39.10453024749347,c
2022-05-31 00:00:00,38.38009382736607,
2022-05-31 01:00:00,33.97683167043667,
2022-05-31 02:30:00,33.97683167043667,
2022-05-31 03:00:00,33.97683167043667,
2022-05-31 18:30:00,33.97683167043667,
2022-05-31 20:00:00,33.97683167043667,
2022-05-31 23:00:00,33.97683167043667,
2022-05-31 23:59:59,46.93886585877078,c
2022-06-01 00:00:00,58.566700654311575,
2022-06-01 01:00:00,59.64379150972084,
2022-06-01 02:30:00,59.64379150972084,
2022-06-01 03:00:00,59.64379150972084,
2022-06-01 18:30:00,59.64379150972084,
2022-06-01 20:00:00,59.64379150972084,
2022-06-01 23:00:00,59.64379150972084,
2022-06-01 23:59:59,35.95956417091358,c
2022-06-02 00:00:00,43.437976025805995,
2022-06-02 01:00:00,49.16272305144304,
2022-06-02 02:30:00,49.16272305144304,
2022-06-02 03:00:00,49.16272305144304,
2022-06-02 18:30:00,49.16272305144304,
2022-06-02 20:00:00,49.16272305144304,
2022-06-02 23:00:00,49.16272305144304,
2022-06-02 23:59:59,45.98902607033483,c
2022-06-03 00:00:00,45.98902607033483,
2022-06-03 01:00:00,45.98902607033483,
2022-06-03 02:30:00,45.98902607033483,
2022-06-03 03:00:00,45.98902607033483,
2022-06-03 18:30:00,45.98902607033483,
2022-06-03 20:00:00,45.98902607033483,
