date,AS_MSCI_DM_STAY_2022_Q3,meta
2022-06-30 00:00:00,-79.92367733649507,
2022-06-30 01:00:00,-79.06280343586968,
2022-06-30 02:30:00,-82.61067033540888,
2022-06-30 03:00:00,-83.10097755687138,
2022-06-30 18:30:00,-80.12953874491888,
2022-06-30 20:00:00,-79.93323229063003,
2022-06-30 23:00:00,-94.65062595104922,
2022-06-30 23:59:59,-101.8382772634456,c
2022-07-01 00:00:00,-113.88051260776894,
2022-07-01 01:00:00,-113.59375756449379,
2022-07-01 02:30:00,-101.5917339464794,
2022-07-01 03:00:00,-105.04759939853204,
2022-07-01 18:30:00,-105.04759939853204,
2022-07-01 20:00:00,-105.04759939853204,
2022-07-01 23:00:00,-105.04759939853204,
2022-07-01 23:59:59,-108.7356638669392,w
2022-07-04 00:00:00,-83.75035988092162,
2022-07-04 01:00:00,-83.3894980947087,
2022-07-04 02:30:00,-85.34599094929064,
2022-07-04 03:00:00,-80.07532960130703,
2022-07-04 18:30:00,-84.19216925024273,
2022-07-04 20:00:00,-83.94593665986594,
2022-07-04 23:00:00,-64.26547658957412,
2022-07-04 23:59:59,-59.20516645496497,c
2022-07-05 00:00:00,-59.27215918310401,
2022-07-05 01:00:00,-59.55819467622973,
2022-07-05 02:30:00,-67.86363263522287,
2022-07-05 03:00:00,-67.6577009031372,
2022-07-05 18:30:00,-68.48085348388128,
2022-07-05 20:00:00,-68.59358249607027,
2022-07-05 23:00:00,-85.48897350174605,
2022-07-05 23:59:59,-80.43434615279762,c
2022-07-06 00:00:00,-81.8931414527454,
2022-07-06 01:00:00,-81.40375176222682,
2022-07-06 02:30:00,-79.47245758437367,
2022-07-06 03:00:00,-78.86190699008631,
2022-07-06 18:30:00,-75.09792548281342,
2022-07-06 20:00:00,-74.83306256938107,
2022-07-06 23:00:00,-70.42612552881656,
2022-07-06 23:59:59,-70.00932431363373,c
2022-07-07 00:00:00,-73.79751444518496,
2022-07-07 01:00:00,-70.10232725572149,
2022-07-07 02:30:00,-80.01982540644559,
2022-07-07 03:00:00,-77.97671516930905,
2022-07-07 18:30:00,-82.29490103125255,
2022-07-07 20:00:00,-82.15176773155372,
2022-07-07 23:00:00,-57.92806536664813,
2022-07-07 23:59:59,-66.85091656315751,c
2022-07-08 00:00:00,-54.60092668153874,
2022-07-08 01:00:00,-51.2907250876375,
2022-07-08 02:30:00,-68.87836328379547,
2022-07-08 03:00:00,-69.37266179076028,
2022-07-08 18:30:00,-69.37266179076028,
2022-07-08 20:00:00,-69.37266179076028,
2022-07-08 23:00:00,-69.37266179076028,
2022-07-08 23:59:59,-67.0694561856659,w
2022-07-11 00:00:00,-71.46167060778822,
2022-07-11 01:00:00,-72.36738399006623,
2022-07-11 02:30:00,-74.00038679396835,
2022-07-11 03:00:00,-74.08017650083076,
2022-07-11 18:30:00,-74.31314365564543,
2022-07-11 20:00:00,-73.26078172839391,
2022-07-11 23:00:00,-100.47111246013264,
2022-07-11 23:59:59,-99.23267217768546,c
2022-07-12 00:00:00,-104.39473563516725,
2022-07-12 01:00:00,-103.16609340147573,
2022-07-12 02:30:00,-101.50474577764635,
2022-07-12 03:00:00,-99.6255493406374,
2022-07-12 18:30:00,-94.87526491770745,
