date,CRSP_AD_HEDGED_2022_Q3,meta
2022-07-22 00:00:00,-353.320091073173,
2022-07-22 10:00:00,-433.1087732551928,
2022-07-22 10:30:00,-426.28160027851027,
2022-07-22 12:00:00,-453.81955275514883,
2022-07-22 13:30:00,-534.3443516133707,
2022-07-22 15:00:00,-556.7242456231643,
2022-07-22 15:30:30,-556.7242456231643,
2022-07-22 23:59:59,-592.4103524074108,w
2022-07-25 00:00:00,-566.8827397808031,
2022-07-25 10:00:00,-557.2891091162505,
2022-07-25 10:30:00,-565.8627487749977,
2022-07-25 12:00:00,-549.0986995447256,
2022-07-25 13:30:00,-553.5527987665223,
2022-07-25 15:00:00,-572.5697973267866,
2022-07-25 15:30:30,-572.5697973267866,
2022-07-25 23:59:59,-550.4479387891361,c
2022-07-26 00:00:00,-547.3772009635554,
2022-07-26 10:00:00,-551.5933582736488,
2022-07-26 10:30:00,-550.5036700738183,
2022-07-26 12:00:00,-479.4821367120594,
2022-07-26 13:30:00,-372.5491722180359,
2022-07-26 15:00:00,-382.2540318325673,
2022-07-26 15:30:30,-382.2540318325673,
2022-07-26 23:59:59,-380.53961852294833,c
2022-07-27 00:00:00,-354.4785979343578,
2022-07-27 10:00:00,-404.50195167927586,
2022-07-27 10:30:00,-307.5542429848165,
2022-07-27 12:00:00,-312.16911101288406,
2022-07-27 13:30:00,-339.6357079033305,
2022-07-27 15:00:00,-280.1899112945666,
2022-07-27 15:30:30,-280.1899112945666,
2022-07-27 23:59:59,-261.8713676802781,c
2022-07-28 00:00:00,-305.078782362928,
2022-07-28 10:00:00,-388.13937528837687,
2022-07-28 10:30:00,-380.8271685787349,
2022-07-28 12:00:00,-315.78729424184985,
2022-07-28 13:30:00,-301.616478193333,
2022-07-28 15:00:00,-254.72904923795159,
2022-07-28 15:30:30,-254.72904923795159,
2022-07-28 23:59:59,-305.16764684527425,c
2022-07-29 00:00:00,-298.07831883047584,
2022-07-29 10:00:00,-319.0898074567758,
2022-07-29 10:30:00,-293.42702679042304,
2022-07-29 12:00:00,-275.70164577042306,
2022-07-29 13:30:00,-295.579010800152,
2022-07-29 15:00:00,-218.30240807338214,
2022-07-29 15:30:30,-218.30240807338214,
2022-07-29 23:59:59,-223.92953196988765,w
2022-08-01 00:00:00,-209.47112843909872,
2022-08-01 10:00:00,-341.9150394688104,
2022-08-01 10:30:00,-352.21669393672255,
2022-08-01 12:00:00,-335.0703205847194,
2022-08-01 13:30:00,-321.7977496835156,
2022-08-01 15:00:00,-296.0300715692865,
2022-08-01 15:30:30,-296.0300715692865,
2022-08-01 23:59:59,-309.1708089779586,c
2022-08-02 00:00:00,-331.85806506273,
2022-08-02 10:00:00,-354.51305359004346,
2022-08-02 10:30:00,-302.6182913259736,
2022-08-02 12:00:00,-265.32584835964826,
2022-08-02 13:30:00,-251.79918008544792,
2022-08-02 15:00:00,-191.493458138375,
2022-08-02 15:30:30,-191.493458138375,
2022-08-02 23:59:59,-152.80594852336344,c
2022-08-03 00:00:00,-221.1169258474083,
2022-08-03 10:00:00,-189.23669333478392,
2022-08-03 10:30:00,-192.09531661039455,
2022-08-03 12:00:00,-130.41445387379554,
2022-08-03 13:30:00,-63.530649556356366,
2022-08-03 15:00:00,-72.4051195308648,
2022-08-03 15:30:30,-72.4051195308648,
2022-08-03 23:59:59,-30.85584270558411,c
2022-08-04 00:00:00,-29.315857463395332,
2022-08-04 10:00:00,-102.96209345166608,
2022-08-04 10:30:00,-75.39398015834468,
2022-08-04 12:00:00,-32.501975794759346,
2022-08-04 13:30:00,-26.554542893924918,
2022-08-04 15:00:00,4.186232163689965,
2022-08-04 15:30:30,4.186232163689965,
2022-08-04 23:59:59,57.22344008110122,c
2022-08-05 00:00:00,80.88246593352324,
2022-08-05 10:00:00,-18.93262640467765,
2022-08-05 10:30:00,8.656877830835583,
2022-08-05 12:00:00,-34.958559765002065,
2022-08-05 13:30:00,-11.33322821711863,
2022-08-05 15:00:00,40.12760643360616,
2022-08-05 15:30:30,40.12760643360616,
2022-08-05 23:59:59,31.56011276863046,w
2022-08-08 00:00:00,39.392950282007405,
2022-08-08 10:00:00,108.7469836264072,
2022-08-08 10:30:00,85.96170527633785,
2022-08-08 12:00:00,3.316634729242651,
2022-08-08 13:30:00,-31.87391387317075,
2022-08-08 15:00:00,23.574882812826218,
2022-08-08 15:30:30,23.574882812826218,
2022-08-08 23:59:59,65.31298565964335,c
2022-08-09 00:00:00,70.08207688668062,
2022-08-09 10:00:00,34.034108503612515,
2022-08-09 10:30:00,-7.1160928701292505,
2022-08-09 12:00:00,43.55204833165226,
2022-08-09 13:30:00,44.295694263312726,
2022-08-09 15:00:00,24.699589769427803,
2022-08-09 15:30:30,24.699589769427803,
2022-08-09 23:59:59,2.527989085569061,c
2022-08-10 00:00:00,120.09068958381522,
2022-08-10 10:00:00,60.98694862690081,
2022-08-10 10:30:00,85.78038747288883,
2022-08-10 12:00:00,108.94723968757899,
2022-08-10 13:30:00,116.40595788886458,
2022-08-10 15:00:00,146.89852855717345,
2022-08-10 15:30:30,146.89852855717345,
2022-08-10 23:59:59,189.7692230703624,c
2022-08-11 00:00:00,411.6807743208401,
2022-08-11 10:00:00,251.8611912607239,
2022-08-11 10:30:00,147.76075506863617,
2022-08-11 12:00:00,33.46623618852209,
2022-08-11 13:30:00,71.87229110843145,
2022-08-11 15:00:00,33.949024131910846,
2022-08-11 15:30:30,33.949024131910846,
2022-08-11 23:59:59,-44.98569562998,c
2022-08-12 00:00:00,-49.32935254621407,
2022-08-12 10:00:00,-47.73616530218169,
2022-08-12 10:30:00,82.66551774125674,
2022-08-12 12:00:00,60.65296190119443,
2022-08-12 13:30:00,105.15218787863432,
2022-08-12 15:00:00,225.24583980177795,
2022-08-12 15:30:30,225.24583980177795,
2022-08-12 23:59:59,175.11047332491125,w
2022-08-15 00:00:00,145.13834064174625,
2022-08-15 10:00:00,179.8706288053536,
2022-08-15 10:30:00,157.64350969885982,
2022-08-15 12:00:00,278.21875199850456,
2022-08-15 13:30:00,257.429823833545,
2022-08-15 15:00:00,259.6588214512449,
2022-08-15 15:30:30,259.6588214512449,
2022-08-15 23:59:59,295.0143818609713,c
2022-08-16 00:00:00,264.33511129742055,
2022-08-16 10:00:00,247.99220906800747,
2022-08-16 10:30:00,240.61989541390903,
2022-08-16 12:00:00,289.64851071799876,
2022-08-16 13:30:00,301.4836590831983,
2022-08-16 15:00:00,295.9142296340551,
2022-08-16 15:30:30,295.9142296340551,
2022-08-16 23:59:59,319.35312073549085,c
2022-08-17 00:00:00,257.9856880884281,
2022-08-17 10:00:00,285.1004943082635,
2022-08-17 10:30:00,248.36290138215554,
2022-08-17 12:00:00,161.19183903551038,
2022-08-17 13:30:00,164.34663155782982,
2022-08-17 15:00:00,180.73860459733532,
2022-08-17 15:30:30,180.73860459733532,
2022-08-17 23:59:59,220.28193986049882,c
2022-08-18 00:00:00,222.97104580429277,
2022-08-18 10:00:00,192.26980807519521,
2022-08-18 10:30:00,283.3434473100451,
2022-08-18 12:00:00,341.8065293937452,
2022-08-18 13:30:00,409.2666271740827,
2022-08-18 15:00:00,484.81084838918014,
2022-08-18 15:30:30,484.81084838918014,
2022-08-18 23:59:59,515.1679040820236,c
2022-08-19 00:00:00,476.13641912812545,
2022-08-19 10:00:00,256.4205668658997,
2022-08-19 10:30:00,288.2557366642959,
2022-08-19 12:00:00,344.1311558117195,
2022-08-19 13:30:00,377.2331150300406,
2022-08-19 15:00:00,345.994291322796,
2022-08-19 15:30:30,345.994291322796,
2022-08-19 23:59:59,429.8514428837343,w
2022-08-22 00:00:00,443.42628243516265,
2022-08-22 10:00:00,506.31293145453947,
2022-08-22 10:30:00,549.2360857136491,
2022-08-22 12:00:00,582.8799563165667,
2022-08-22 13:30:00,466.836716336712,
2022-08-22 15:00:00,473.9981824172446,
2022-08-22 15:30:30,473.9981824172446,
2022-08-22 23:59:59,508.26037974847986,c
2022-08-23 00:00:00,524.3358601232103,
2022-08-23 10:00:00,484.78262902213646,
2022-08-23 10:30:00,510.3430358047408,
2022-08-23 12:00:00,454.01202673682565,
2022-08-23 13:30:00,430.38270619138893,
2022-08-23 15:00:00,411.5222762515259,
