date,AS_RBOT_2021_Q2,meta
2021-05-21 00:00:00,-110.98330586070824,
2021-05-21 01:00:00,-117.32773190423268,
2021-05-21 02:30:00,-155.9006129901345,
2021-05-21 03:00:00,-161.34657540533135,
2021-05-21 18:30:00,-161.34657540533135,
2021-05-21 20:00:00,-161.34657540533135,
2021-05-21 23:00:00,-161.34657540533135,
2021-05-21 23:59:59,-133.47433839988526,w
2021-05-24 00:00:00,-166.62142256639845,
2021-05-24 01:00:00,-152.8471645096979,
2021-05-24 02:30:00,-191.0682536645577,
2021-05-24 03:00:00,-207.4263984100694,
2021-05-24 18:30:00,-207.4263984100694,
2021-05-24 20:00:00,-207.4263984100694,
2021-05-24 23:00:00,-94.97339361590593,
2021-05-24 23:59:59,-99.25915844066913,c
2021-05-25 00:00:00,-54.96694961744379,
2021-05-25 01:00:00,-48.773494823223245,
2021-05-25 02:30:00,-87.91777728280795,
2021-05-25 03:00:00,-87.80450708334138,
2021-05-25 18:30:00,-87.80450708334138,
2021-05-25 20:00:00,-87.80450708334138,
2021-05-25 23:00:00,-108.65971711682141,
2021-05-25 23:59:59,-137.48751464107545,c
2021-05-26 00:00:00,-96.51500270994757,
2021-05-26 01:00:00,-101.93127624206682,
2021-05-26 02:30:00,-100.18401851442741,
2021-05-26 03:00:00,-94.92641672619357,
2021-05-26 18:30:00,-94.92641672619357,
2021-05-26 20:00:00,-94.92641672619357,
2021-05-26 23:00:00,-129.46717582872316,
2021-05-26 23:59:59,-123.2457648517643,c
2021-05-27 00:00:00,-74.8313466856107,
2021-05-27 01:00:00,-91.85827865648344,
2021-05-27 02:30:00,-62.43636372269293,
2021-05-27 03:00:00,-57.25147950199835,
2021-05-27 18:30:00,-57.25147950199835,
2021-05-27 20:00:00,-57.25147950199835,
2021-05-27 23:00:00,-23.99258324824632,
2021-05-27 23:59:59,-41.640335240263994,c
2021-05-28 00:00:00,-32.442098334797265,
2021-05-28 01:00:00,-11.596732984648497,
2021-05-28 02:30:00,-73.57173659280215,
2021-05-28 03:00:00,-63.34494120000272,
2021-05-28 18:30:00,-63.34494120000272,
2021-05-28 20:00:00,-63.34494120000272,
2021-05-28 23:00:00,-63.34494120000272,
2021-05-28 23:59:59,-57.294934269029,w
2021-05-31 00:00:00,80.61508082745013,
2021-05-31 01:00:00,88.8548965384939,
2021-05-31 02:30:00,63.15994988340253,
2021-05-31 03:00:00,83.5888762031027,
2021-05-31 18:30:00,83.5888762031027,
2021-05-31 20:00:00,83.5888762031027,
2021-05-31 23:00:00,45.99187567999934,
2021-05-31 23:59:59,52.64046305815509,c
2021-06-01 00:00:00,77.39892844435599,
2021-06-01 01:00:00,49.32726088139543,
2021-06-01 02:30:00,25.274935243774507,
2021-06-01 03:00:00,35.28041666874924,
2021-06-01 18:30:00,35.28041666874924,
2021-06-01 20:00:00,35.28041666874924,
2021-06-01 23:00:00,3.714879477348859,
2021-06-01 23:59:59,-1.2006521814550979,c
2021-06-02 00:00:00,2.1645306983386945,
2021-06-02 01:00:00,13.69025512218468,
2021-06-02 02:30:00,21.018960176985274,
2021-06-02 03:00:00,5.743814266687423,
2021-06-02 18:30:00,5.743814266687423,
2021-06-02 20:00:00,5.743814266687423,
2021-06-02 23:00:00,60.909746001933854,
2021-06-02 23:59:59,24.29060705833308,c
2021-06-03 00:00:00,43.32412348729804,
2021-06-03 01:00:00,57.21162421205372,
2021-06-03 02:30:00,26.340029996009434,
2021-06-03 03:00:00,21.312341287288746,
2021-06-03 18:30:00,21.312341287288746,
2021-06-03 20:00:00,21.312341287288746,
2021-06-03 23:00:00,81.59275639481484,
2021-06-03 23:59:59,64.75136564662762,c
2021-06-04 00:00:00,53.97740807686114,
2021-06-04 01:00:00,55.971726597242196,
2021-06-04 02:30:00,37.86568286835063,
2021-06-04 03:00:00,38.00338241024292,
2021-06-04 18:30:00,38.00338241024292,
2021-06-04 20:00:00,38.00338241024292,
2021-06-04 23:00:00,38.00338241024292,
2021-06-04 23:59:59,0.0,a
2021-06-07 00:00:00,-169.781123618317,
2021-06-07 01:00:00,-166.99841089917254,
2021-06-07 02:30:00,-163.0781580560897,
2021-06-07 03:00:00,-152.90510185011317,
2021-06-07 18:30:00,-152.90510185011317,
2021-06-07 20:00:00,-152.90510185011317,
2021-06-07 23:00:00,-205.26209371605273,
2021-06-07 23:59:59,-197.2506472851387,c
2021-06-08 00:00:00,-169.64768284874572,
2021-06-08 01:00:00,-175.46223786772407,
2021-06-08 02:30:00,-167.43208564194902,
2021-06-08 03:00:00,-167.3585774933672,
2021-06-08 18:30:00,-167.3585774933672,
2021-06-08 20:00:00,-167.3585774933672,
2021-06-08 23:00:00,-177.06120696576772,
2021-06-08 23:59:59,-203.15325370426035,c
2021-06-09 00:00:00,-210.80015356090098,
2021-06-09 01:00:00,-213.4811788958723,
2021-06-09 02:30:00,-240.58501336900326,
2021-06-09 03:00:00,-240.6031763010119,
2021-06-09 18:30:00,-240.6031763010119,
2021-06-09 20:00:00,-240.6031763010119,
2021-06-09 23:00:00,-205.47926268498668,
2021-06-09 23:59:59,-199.55672939195574,c
2021-06-10 00:00:00,-175.79435840201722,
2021-06-10 01:00:00,-173.95756067697675,
2021-06-10 02:30:00,-203.28702617909448,
2021-06-10 03:00:00,-223.40778547925538,
2021-06-10 18:30:00,-223.40778547925538,
2021-06-10 20:00:00,-223.40778547925538,
2021-06-10 23:00:00,-219.30699057882475,
2021-06-10 23:59:59,-245.7394031669569,c
2021-06-11 00:00:00,-243.13212536089395,
2021-06-11 01:00:00,-258.49238451708607,
2021-06-11 02:30:00,-255.95029763800176,
2021-06-11 03:00:00,-261.01192423497514,
2021-06-11 18:30:00,-261.01192423497514,
2021-06-11 20:00:00,-261.01192423497514,
2021-06-11 23:00:00,-261.01192423497514,
2021-06-11 23:59:59,-247.3525883314146,w
2021-06-14 00:00:00,-284.05720501911037,
2021-06-14 01:00:00,-286.0675730335038,
2021-06-14 02:30:00,-286.0675730335038,
2021-06-14 03:00:00,-286.0675730335038,
2021-06-14 18:30:00,-286.0675730335038,
2021-06-14 20:00:00,-286.0675730335038,
2021-06-14 23:00:00,-378.58264009553795,
2021-06-14 23:59:59,-318.3415253139972,c
2021-06-15 00:00:00,-283.8155395630747,
2021-06-15 01:00:00,-280.8211666638258,
2021-06-15 02:30:00,-286.36311863046035,
2021-06-15 03:00:00,-286.38127849547413,
2021-06-15 18:30:00,-286.38127849547413,
2021-06-15 20:00:00,-286.38127849547413,
2021-06-15 23:00:00,-291.2160043826725,
2021-06-15 23:59:59,-297.57103038369905,c
2021-06-16 00:00:00,-291.91619833450864,
2021-06-16 01:00:00,-311.23842480261965,
2021-06-16 02:30:00,-342.8386923560397,
2021-06-16 03:00:00,-347.89640503490386,
2021-06-16 18:30:00,-347.89640503490386,
2021-06-16 20:00:00,-347.89640503490386,
2021-06-16 23:00:00,-265.7883426632375,
2021-06-16 23:59:59,-223.69108769378363,c
2021-06-17 00:00:00,-238.75166127010243,
2021-06-17 01:00:00,-224.42506596621433,
2021-06-17 02:30:00,-261.0015639052517,
2021-06-17 03:00:00,-256.2774753585586,
2021-06-17 18:30:00,-256.2774753585586,
2021-06-17 20:00:00,-256.2774753585586,
2021-06-17 23:00:00,-226.13855834633296,
2021-06-17 23:59:59,-217.41582212750973,c
2021-06-18 00:00:00,-214.98390419219368,
2021-06-18 01:00:00,-226.1500745805115,
2021-06-18 02:30:00,-216.8305911628081,
2021-06-18 03:00:00,-216.75723567561226,
2021-06-18 18:30:00,-216.75723567561226,
2021-06-18 20:00:00,-216.75723567561226,
2021-06-18 23:00:00,-216.75723567561226,
2021-06-18 23:59:59,-158.59081760898198,e
2021-06-21 00:00:00,-193.8933937709171,
2021-06-21 01:00:00,-189.13575205085635,
2021-06-21 02:30:00,-193.6963098809142,
2021-06-21 03:00:00,-193.82408578167042,
2021-06-21 18:30:00,-193.82408578167042,
2021-06-21 20:00:00,-193.82408578167042,
2021-06-21 23:00:00,-268.35925501394377,
2021-06-21 23:59:59,-252.08100969498992,c
2021-06-22 00:00:00,-260.3696986586074,
2021-06-22 01:00:00,-267.7255867750637,
2021-06-22 02:30:00,-345.53012586052023,
2021-06-22 03:00:00,-325.1431545696073,
2021-06-22 18:30:00,-325.1431545696073,
2021-06-22 20:00:00,-325.1431545696073,
2021-06-22 23:00:00,-307.7297149622352,
2021-06-22 23:59:59,-289.2116310215606,c
2021-06-23 00:00:00,-275.46934156870157,
2021-06-23 01:00:00,-274.98106887603626,
2021-06-23 02:30:00,-256.22358846795487,
2021-06-23 03:00:00,-235.8723282679248,
2021-06-23 18:30:00,-235.8723282679248,
2021-06-23 20:00:00,-235.8723282679248,
2021-06-23 23:00:00,-237.92385485580098,
2021-06-23 23:59:59,-258.3204687547195,c
2021-06-24 00:00:00,-255.66728433244316,
2021-06-24 01:00:00,-259.8783874705755,
2021-06-24 02:30:00,-246.6963945565949,
2021-06-24 03:00:00,-251.61176365058554,
2021-06-24 18:30:00,-251.61176365058554,
2021-06-24 20:00:00,-251.61176365058554,
2021-06-24 23:00:00,-181.3843460583562,
2021-06-24 23:59:59,-163.65884979794328,c
2021-06-25 00:00:00,-165.06029316945887,
2021-06-25 01:00:00,-167.45427040705817,
2021-06-25 02:30:00,-170.03085201852036,
2021-06-25 03:00:00,-164.75621638522898,
2021-06-25 18:30:00,-164.75621638522898,
2021-06-25 20:00:00,-164.75621638522898,
2021-06-25 23:00:00,-164.75621638522898,
2021-06-25 23:59:59,-171.2032126481131,w
2021-06-28 00:00:00,-205.25254739879983,
2021-06-28 01:00:00,-199.05175057048018,
2021-06-28 02:30:00,-234.19866273412208,
2021-06-28 03:00:00,-213.84360057385447,
2021-06-28 18:30:00,-213.84360057385447,
2021-06-28 20:00:00,-213.84360057385447,
2021-06-28 23:00:00,-218.9456102122508,
2021-06-28 23:59:59,-228.76090771582813,c
2021-06-29 00:00:00,-223.76014453660355,
2021-06-29 01:00:00,-211.61710014318078,
2021-06-29 02:30:00,-230.88180355249233,
2021-06-29 03:00:00,-225.88234132905882,
2021-06-29 18:30:00,-225.88234132905882,
2021-06-29 20:00:00,-225.88234132905882,
2021-06-29 23:00:00,-258.68512600914937,
2021-06-29 23:59:59,-266.6697085460396,c
2021-06-30 00:00:00,-272.26751930399314,
2021-06-30 01:00:00,-267.66295204133075,
2021-06-30 02:30:00,-268.0749389422963,
2021-06-30 03:00:00,-257.9260267681457,
2021-06-30 18:30:00,-257.9260267681457,
2021-06-30 20:00:00,-257.9260267681457,
2021-06-30 23:00:00,-235.35820994676806,
2021-06-30 23:59:59,-243.91819597873882,c
2021-07-01 00:00:00,-238.60858830191546,
2021-07-01 01:00:00,-255.0527042661588,
2021-07-01 02:30:00,-255.0527042661588,
2021-07-01 03:00:00,-255.0527042661588,
2021-07-01 18:30:00,-255.0527042661588,
2021-07-01 20:00:00,-255.0527042661588,
2021-07-01 23:00:00,-327.51641143065626,
2021-07-01 23:59:59,-329.20075861141004,c
2021-07-02 00:00:00,-331.9698693265757,
2021-07-02 01:00:00,-322.18337432446333,
2021-07-02 02:30:00,-323.13776151982506,
2021-07-02 03:00:00,-328.4308844224822,
2021-07-02 18:30:00,-328.4308844224822,
2021-07-02 20:00:00,-328.4308844224822,
2021-07-02 23:00:00,-328.4308844224822,
2021-07-02 23:59:59,-310.20567887469224,w
