date,CAD_BBCA_2022_Q2,meta
2022-05-30 10:30:00,-661.514959896575,
2022-05-30 12:00:00,-637.7626310973833,
2022-05-30 13:30:00,-632.6634074264416,
2022-05-30 15:00:00,-572.5267991124651,
2022-05-30 15:30:30,-572.5267991124651,
2022-05-30 23:59:59,-572.5267991124651,c
2022-05-31 00:00:00,-572.5267991124651,
2022-05-31 10:00:00,-573.3679467262655,
2022-05-31 10:30:00,-632.2642857289907,
2022-05-31 12:00:00,-708.3246356833592,
2022-05-31 13:30:00,-653.405840312304,
2022-05-31 15:00:00,-642.6896958000752,
2022-05-31 15:30:30,-642.6896958000752,s
2022-05-31 23:59:59,-642.6896958000752,c
2022-06-01 00:00:00,-642.6896958000752,
2022-06-01 10:00:00,-616.2141574578823,
2022-06-01 10:30:00,-598.1015132294488,
2022-06-01 12:00:00,-484.64414498261976,
2022-06-01 13:30:00,-460.25589627722957,
2022-06-01 15:00:00,-500.89670148583036,
2022-06-01 15:30:30,-500.89670148583036,
2022-06-01 23:59:59,-500.89670148583036,c
2022-06-02 00:00:00,-500.89670148583036,
2022-06-02 10:00:00,-530.4755618968829,
2022-06-02 10:30:00,-529.6354254308321,
2022-06-02 12:00:00,-644.4606512416062,
2022-06-02 13:30:00,-664.5232847253133,
2022-06-02 15:00:00,-691.4094114935715,
2022-06-02 15:30:30,-691.4094114935715,
2022-06-02 23:59:59,-691.4094114935715,c
2022-06-03 00:00:00,-691.4094114935715,
2022-06-03 10:00:00,-685.5967216902964,
2022-06-03 10:30:00,-654.7318636196605,
2022-06-03 12:00:00,-618.5759204438532,
2022-06-03 13:30:00,-626.9554004258912,
2022-06-03 15:00:00,-616.9369773309372,
2022-06-03 15:30:30,-616.9369773309372,
2022-06-03 23:59:59,-616.9369773309372,w
2022-06-06 00:00:00,-616.9369773309372,
2022-06-06 10:00:00,-501.1724956774224,
2022-06-06 10:30:00,-531.3079191775155,
2022-06-06 12:00:00,-432.6880300446146,
2022-06-06 13:30:00,-374.57061135886806,
2022-06-06 15:00:00,-368.0350391690072,
2022-06-06 15:30:30,-368.0350391690072,
2022-06-06 23:59:59,-368.0350391690072,c
2022-06-07 00:00:00,-368.0350391690072,
2022-06-07 10:00:00,-265.5896759484167,
2022-06-07 10:30:00,-325.99035833135576,
2022-06-07 12:00:00,-320.9196367685213,
2022-06-07 13:30:00,-258.7356569012677,
2022-06-07 15:00:00,-282.85284133856794,
2022-06-07 15:30:30,-282.85284133856794,u
2022-06-07 23:59:59,-282.85284133856794,c
2022-06-08 00:00:00,-282.85284133856794,
2022-06-08 10:00:00,-293.28376669434465,
2022-06-08 10:30:00,-230.26841026581178,
2022-06-08 12:00:00,-184.68389621925644,
2022-06-08 13:30:00,-177.37614645142594,
2022-06-08 15:00:00,-225.26500074850856,
2022-06-08 15:30:30,-225.26500074850856,
2022-06-08 23:59:59,-225.26500074850856,c
2022-06-09 00:00:00,-225.26500074850856,
2022-06-09 10:00:00,-167.53664723194015,
2022-06-09 10:30:00,-190.5996549734664,
2022-06-09 12:00:00,-116.68533063700443,
2022-06-09 13:30:00,-96.6480621313899,
2022-06-09 15:00:00,-90.28715145529213,
2022-06-09 15:30:30,-90.28715145529213,
2022-06-09 23:59:59,-90.28715145529213,c
2022-06-10 00:00:00,-90.28715145529213,
2022-06-10 10:00:00,-24.43121350469346,
2022-06-10 10:30:00,-2.5822520558549513,
2022-06-10 12:00:00,20.704061323381666,
2022-06-10 13:30:00,-12.87538763440034,
2022-06-10 15:00:00,0.0,
2022-06-10 15:30:30,0.0,
2022-06-10 23:59:59,0.0,a
2022-06-13 00:00:00,0.0,
2022-06-13 10:00:00,146.81416560490607,
2022-06-13 10:30:00,99.7731003840322,
2022-06-13 12:00:00,221.78477284900328,
2022-06-13 13:30:00,226.86336828287904,
2022-06-13 15:00:00,262.02561539108683,
2022-06-13 15:30:30,262.02561539108683,
2022-06-13 23:59:59,262.02561539108683,c
2022-06-14 00:00:00,262.02561539108683,
2022-06-14 10:00:00,96.02245498466209,
2022-06-14 10:30:00,198.26909161135927,
2022-06-14 12:00:00,158.7181875121123,
2022-06-14 13:30:00,88.99567630748925,
2022-06-14 15:00:00,180.1503833396032,
2022-06-14 15:30:30,180.1503833396032,
2022-06-14 23:59:59,180.1503833396032,c
2022-06-15 00:00:00,180.1503833396032,
2022-06-15 10:00:00,107.67474149262489,
2022-06-15 10:30:00,135.87681445367343,
2022-06-15 12:00:00,53.61981428064928,
2022-06-15 13:30:00,101.64609461224882,
2022-06-15 15:00:00,-28.540432878181946,
2022-06-15 15:30:30,-28.540432878181946,
2022-06-15 23:59:59,-28.540432878181946,c
2022-06-16 00:00:00,-28.540432878181946,
2022-06-16 10:00:00,51.10336888584925,
2022-06-16 10:30:00,110.24858829177356,
2022-06-16 12:00:00,94.45409219559997,
2022-06-16 13:30:00,144.60293773081094,
2022-06-16 15:00:00,112.46827205988438,
2022-06-16 15:30:30,112.46827205988438,
2022-06-16 23:59:59,112.46827205988438,c
2022-06-17 00:00:00,112.46827205988438,
2022-06-17 10:00:00,-98.09713304245815,
2022-06-17 10:30:00,-74.44288649222744,
2022-06-17 12:00:00,-206.1040852296892,
2022-06-17 13:30:00,-335.7179815350232,
2022-06-17 15:00:00,-248.04240132217637,
2022-06-17 15:30:30,-248.04240132217637,
2022-06-17 23:59:59,-248.04240132217637,e
2022-06-20 00:00:00,-248.04240132217637,
2022-06-20 10:00:00,-288.7656741267192,
2022-06-20 10:30:00,-327.0378938752201,
2022-06-20 12:00:00,-374.9169009064535,
2022-06-20 13:30:00,-332.86224967837916,
2022-06-20 15:00:00,-326.798234515064,
2022-06-20 15:30:30,-326.798234515064,
2022-06-20 23:59:59,-326.798234515064,c
2022-06-21 00:00:00,-326.798234515064,
2022-06-21 10:00:00,-342.85702784430396,
2022-06-21 10:30:00,-325.3028555358037,
2022-06-21 12:00:00,-325.4779310725594,
2022-06-21 13:30:00,-342.5574238705053,
2022-06-21 15:00:00,-332.06071518876115,
2022-06-21 15:30:30,-332.06071518876115,
2022-06-21 23:59:59,-332.06071518876115,c
2022-06-22 00:00:00,-332.06071518876115,
2022-06-22 10:00:00,-387.7793591721429,
2022-06-22 10:30:00,-384.9411667312788,
2022-06-22 12:00:00,-359.31935425226266,
2022-06-22 13:30:00,-387.16304721898405,
2022-06-22 15:00:00,-411.68738134338264,
2022-06-22 15:30:30,-411.68738134338264,
2022-06-22 23:59:59,-411.68738134338264,c
2022-06-23 00:00:00,-411.68738134338264,
2022-06-23 10:00:00,-411.68738134338264,
2022-06-23 10:30:00,-411.68738134338264,
2022-06-23 12:00:00,-411.68738134338264,
2022-06-23 13:30:00,-411.68738134338264,
2022-06-23 15:00:00,-411.68738134338264,
2022-06-23 15:30:30,-411.68738134338264,
2022-06-23 23:59:59,-411.68738134338264,c
2022-06-24 00:00:00,-411.68738134338264,
2022-06-24 10:00:00,-461.8731893451395,
2022-06-24 10:30:00,-469.9607294396387,
2022-06-24 12:00:00,-432.4567471887108,
2022-06-24 13:30:00,-510.28175069103463,
2022-06-24 15:00:00,-516.6384217674281,
2022-06-24 15:30:30,-516.6384217674281,
2022-06-24 23:59:59,-516.6384217674281,w
2022-06-27 00:00:00,-516.6384217674281,
2022-06-27 10:00:00,-361.49780759958094,
2022-06-27 10:30:00,-321.136448465335,
2022-06-27 12:00:00,-407.5746590342851,
2022-06-27 13:30:00,-368.58466901594784,
2022-06-27 15:00:00,-315.2135637912952,
2022-06-27 15:30:30,-315.2135637912952,
2022-06-27 23:59:59,-315.2135637912952,c
2022-06-28 00:00:00,-315.2135637912952,
2022-06-28 10:00:00,-245.80974780849283,
2022-06-28 10:30:00,-199.78089152063285,
2022-06-28 12:00:00,-76.33107713700747,
2022-06-28 13:30:00,-33.81998559275826,
2022-06-28 15:00:00,44.74797562231879,
2022-06-28 15:30:30,44.74797562231879,
2022-06-28 23:59:59,44.74797562231879,c
2022-06-29 00:00:00,44.74797562231879,
2022-06-29 10:00:00,130.11057264077635,
2022-06-29 10:30:00,84.06382915656877,
2022-06-29 12:00:00,76.9883998385576,
2022-06-29 13:30:00,121.70912269228666,
2022-06-29 15:00:00,99.64122480578908,
2022-06-29 15:30:30,99.64122480578908,
2022-06-29 23:59:59,99.64122480578908,c
2022-06-30 00:00:00,99.64122480578908,
2022-06-30 10:00:00,237.27278637860172,
2022-06-30 10:30:00,206.84176226828413,
2022-06-30 12:00:00,67.99344048199782,
2022-06-30 13:30:00,43.64127879392663,
2022-06-30 15:00:00,4.551548984356032,
2022-06-30 15:30:30,4.551548984356032,
2022-06-30 23:59:59,4.551548984356032,c
2022-07-01 00:00:00,4.551548984356032,
2022-07-01 10:00:00,4.551548984356032,
2022-07-01 10:30:00,4.551548984356032,
2022-07-01 12:00:00,4.551548984356032,
2022-07-01 13:30:00,4.551548984356032,
2022-07-01 15:00:00,4.551548984356032,
2022-07-01 15:30:30,4.551548984356032,
2022-07-01 23:59:59,4.551548984356032,w
