date,AR_MIGRATION_HEDGED_2021_Q2,meta
2021-04-23 00:00:00,-137.58827500162906,
2021-04-23 10:00:00,-160.44644613480617,
2021-04-23 10:30:00,-161.13442001274788,
2021-04-23 12:00:00,-151.2204209226666,
2021-04-23 13:30:00,-154.02164868035507,
2021-04-23 15:00:00,-164.86595575466586,
2021-04-23 15:30:30,-164.86595575466586,
2021-04-23 23:59:59,-164.29876303480293,w
2021-04-26 00:00:00,-179.74918145192325,
2021-04-26 10:00:00,-164.38413324722833,
2021-04-26 10:30:00,-155.834753276445,
2021-04-26 12:00:00,-170.9611579878309,
2021-04-26 13:30:00,-169.91374814085722,
2021-04-26 15:00:00,-178.1244914117705,
2021-04-26 15:30:30,-178.1244914117705,
2021-04-26 23:59:59,-186.33131660407125,c
2021-04-27 00:00:00,-189.98267260207697,
2021-04-27 10:00:00,-225.80252699774817,
2021-04-27 10:30:00,-226.9817606256377,
2021-04-27 12:00:00,-219.82979417887813,
2021-04-27 13:30:00,-212.4809781507308,
2021-04-27 15:00:00,-228.3714077117617,
2021-04-27 15:30:30,-228.3714077117617,
2021-04-27 23:59:59,-233.4458225719981,c
2021-04-28 00:00:00,-236.98853904567372,
2021-04-28 10:00:00,-201.04568408753968,
2021-04-28 10:30:00,-206.94049663714625,
2021-04-28 12:00:00,-209.04256694078876,
2021-04-28 13:30:00,-211.9320934301596,
2021-04-28 15:00:00,-210.77446846548318,
2021-04-28 15:30:30,-210.77446846548318,
2021-04-28 23:59:59,-215.81418184865467,c
2021-04-29 00:00:00,-216.30439499212824,
2021-04-29 10:00:00,-219.2624581074185,
2021-04-29 10:30:00,-215.43606063930363,
2021-04-29 12:00:00,-200.5585425177072,
2021-04-29 13:30:00,-176.5339045490259,
2021-04-29 15:00:00,-190.83118774013045,
2021-04-29 15:30:30,-190.83118774013045,
2021-04-29 23:59:59,-190.70520033947994,c
2021-04-30 00:00:00,-178.95874906431615,
2021-04-30 10:00:00,-202.79204974378766,
2021-04-30 10:30:00,-211.94496531405767,
2021-04-30 12:00:00,-188.219536920646,
2021-04-30 13:30:00,-188.80233992726195,
2021-04-30 15:00:00,-179.85246347421636,
2021-04-30 15:30:30,-179.85246347421636,
2021-04-30 23:59:59,-198.84827860540233,w
2021-05-03 00:00:00,-214.86242366284168,
2021-05-03 10:00:00,-205.18766130848283,
2021-05-03 10:30:00,-198.35018569848157,
2021-05-03 12:00:00,-202.46579332002565,
2021-05-03 13:30:00,-198.7450496268759,
2021-05-03 15:00:00,-189.0861364340246,
2021-05-03 15:30:30,-189.0861364340246,
2021-05-03 23:59:59,-185.33841768273217,c
2021-05-04 00:00:00,-154.89467457869867,
2021-05-04 10:00:00,-162.86460450527343,
2021-05-04 10:30:00,-191.88897727107812,
2021-05-04 12:00:00,-175.76890646679632,
2021-05-04 13:30:00,-189.2474057531086,
2021-05-04 15:00:00,-199.5866792547882,
2021-05-04 15:30:30,-199.5866792547882,
2021-05-04 23:59:59,-217.82832884134527,c
2021-05-05 00:00:00,-261.37014629578516,
2021-05-05 10:00:00,-243.81291774585182,
2021-05-05 10:30:00,-233.57559018809096,
2021-05-05 12:00:00,-245.54744832474663,
2021-05-05 13:30:00,-239.57139435795867,
2021-05-05 15:00:00,-237.815675805719,
2021-05-05 15:30:30,-237.815675805719,
2021-05-05 23:59:59,-231.48246145761001,c
2021-05-06 00:00:00,-247.9808127604165,
2021-05-06 10:00:00,-237.00115084763402,
2021-05-06 10:30:00,-225.9656020343982,
2021-05-06 12:00:00,-201.13155872876914,
2021-05-06 13:30:00,-203.4541789628037,
2021-05-06 15:00:00,-185.36167170493164,
2021-05-06 15:30:30,-185.36167170493164,
2021-05-06 23:59:59,-198.3674681112167,c
2021-05-07 00:00:00,-211.22633121238502,
2021-05-07 10:00:00,-202.8118932162828,
2021-05-07 10:30:00,-206.74712315875288,
2021-05-07 12:00:00,-210.955127970424,
2021-05-07 13:30:00,-248.50791492926547,
2021-05-07 15:00:00,-245.20683107815765,
2021-05-07 15:30:30,-245.20683107815765,s
2021-05-07 23:59:59,-246.6763258136872,w
2021-05-10 00:00:00,-254.66948363745476,
2021-05-10 10:00:00,-254.48953124443406,
2021-05-10 10:30:00,-244.67864997947348,
2021-05-10 12:00:00,-223.2524269452633,
2021-05-10 13:30:00,-228.8203474559988,
2021-05-10 15:00:00,-211.44612342615224,
2021-05-10 15:30:30,-211.44612342615224,
2021-05-10 23:59:59,-192.37576543845827,c
2021-05-11 00:00:00,-157.0333165870439,
2021-05-11 10:00:00,-212.35432656602816,
2021-05-11 10:30:00,-167.9797431146636,
2021-05-11 12:00:00,-185.78255451574134,
2021-05-11 13:30:00,-188.37894018794233,
2021-05-11 15:00:00,-161.81183562874244,
2021-05-11 15:30:30,-161.81183562874244,
2021-05-11 23:59:59,-161.7019997224011,c
2021-05-12 00:00:00,-152.73181769108393,
2021-05-12 10:00:00,-151.15623295379154,
2021-05-12 10:30:00,-147.52788051198408,
2021-05-12 12:00:00,-105.33904347349718,
2021-05-12 13:30:00,-121.14923806453257,
2021-05-12 15:00:00,-100.47959436515251,
2021-05-12 15:30:30,-100.47959436515251,
2021-05-12 23:59:59,-100.18918614624022,c
2021-05-13 00:00:00,-118.37920902441121,
2021-05-13 10:00:00,-158.07718986998734,
2021-05-13 10:30:00,-137.34172348131685,
2021-05-13 12:00:00,-130.2113889286887,
2021-05-13 13:30:00,-133.80128845253435,
2021-05-13 15:00:00,-147.34643010517252,
2021-05-13 15:30:30,-147.34643010517252,u
2021-05-13 23:59:59,-172.58604096174176,c
2021-05-14 00:00:00,-183.08017765083255,
2021-05-14 10:00:00,-197.45133315595322,
2021-05-14 10:30:00,-194.48671966865177,
2021-05-14 12:00:00,-185.90247253438613,
2021-05-14 13:30:00,-169.7632706511064,
2021-05-14 15:00:00,-185.68208276191385,
2021-05-14 15:30:30,-185.68208276191385,
2021-05-14 23:59:59,-176.22691231994744,w
2021-05-17 00:00:00,-170.17921337919253,
2021-05-17 10:00:00,-120.71434134279562,
2021-05-17 10:30:00,-121.79021569299849,
2021-05-17 12:00:00,-109.45516131053913,
2021-05-17 13:30:00,-124.69161491702548,
2021-05-17 15:00:00,-145.76854755489754,
2021-05-17 15:30:30,-145.76854755489754,
2021-05-17 23:59:59,-158.67782440237752,c
2021-05-18 00:00:00,-159.10613085984878,
2021-05-18 10:00:00,-158.85507107945855,
2021-05-18 10:30:00,-143.7285283216942,
2021-05-18 12:00:00,-135.99571444670877,
2021-05-18 13:30:00,-140.75431588668673,
2021-05-18 15:00:00,-130.26506888460474,
2021-05-18 15:30:30,-130.26506888460474,
2021-05-18 23:59:59,-122.2176343220232,c
2021-05-19 00:00:00,-82.07231825261601,
2021-05-19 10:00:00,-74.12461491347406,
2021-05-19 10:30:00,-71.43900304885415,
2021-05-19 12:00:00,-40.493941600292516,
2021-05-19 13:30:00,-35.337131954131365,
2021-05-19 15:00:00,-37.193187249158,
2021-05-19 15:30:30,-37.193187249158,
2021-05-19 23:59:59,-41.1223053791247,c
2021-05-20 00:00:00,-58.54814312666133,
2021-05-20 10:00:00,-24.025364660278598,
2021-05-20 10:30:00,-18.376526371842232,
2021-05-20 12:00:00,-9.91075295155457,
2021-05-20 13:30:00,-14.238563586658387,
2021-05-20 15:00:00,-8.892275974574233,
2021-05-20 15:30:30,-8.892275974574233,
2021-05-20 23:59:59,-7.621109856879343,c
2021-05-21 00:00:00,-38.73250231216281,
2021-05-21 10:00:00,-46.8408413231256,
2021-05-21 10:30:00,-36.211592416735584,
2021-05-21 12:00:00,-20.01689734898224,
2021-05-21 13:30:00,-28.101331696655194,
2021-05-21 15:00:00,-30.067320138129105,
2021-05-21 15:30:30,-30.067320138129105,
2021-05-21 23:59:59,-32.606863992610556,w
2021-05-24 00:00:00,-33.44776354502929,
2021-05-24 10:00:00,-41.55701076443219,
2021-05-24 10:30:00,-25.440313980367364,
2021-05-24 12:00:00,-34.317415648912686,
2021-05-24 13:30:00,-39.772515408442956,
2021-05-24 15:00:00,-28.986526509324904,
2021-05-24 15:30:30,-28.986526509324904,
2021-05-24 23:59:59,-24.787899888249058,c
2021-05-25 00:00:00,-27.364660326596265,
2021-05-25 10:00:00,-21.444677699969503,
2021-05-25 10:30:00,-37.777509340657446,
2021-05-25 12:00:00,-46.24924849885389,
2021-05-25 13:30:00,-34.8887911502504,
2021-05-25 15:00:00,-36.49359832197953,
2021-05-25 15:30:30,-36.49359832197953,
2021-05-25 23:59:59,-46.88753506002408,c
2021-05-26 00:00:00,-58.302210504391724,
2021-05-26 10:00:00,-61.40193294605402,
2021-05-26 10:30:00,-73.97008521183818,
2021-05-26 12:00:00,-67.06169330735611,
2021-05-26 13:30:00,-58.815145696969296,
2021-05-26 15:00:00,-53.80410958352047,
2021-05-26 15:30:30,-53.80410958352047,
2021-05-26 23:59:59,-62.97651496765289,c
2021-05-27 00:00:00,-87.16831755099156,
2021-05-27 10:00:00,-109.26271248623712,
2021-05-27 10:30:00,-95.06938116120455,
2021-05-27 12:00:00,-56.64396174319961,
2021-05-27 13:30:00,-62.39439340993931,
2021-05-27 15:00:00,-67.95436382407735,
2021-05-27 15:30:30,-67.95436382407735,m
2021-05-27 23:59:59,-63.79013050722858,c
2021-05-28 00:00:00,-65.09012528548814,
2021-05-28 10:00:00,-23.05250772877835,
2021-05-28 10:30:00,-15.192740071214956,
2021-05-28 12:00:00,-27.242718054644826,
2021-05-28 13:30:00,-39.556298997902104,
2021-05-28 15:00:00,-36.16174682854805,
2021-05-28 15:30:30,-36.16174682854805,
