date,AR_MIGRATION_HEDGED_2021_Q2,meta
2021-05-28 23:59:59,-39.44266808415276,w
2021-05-31 00:00:00,-39.44266808415276,
2021-05-31 10:00:00,-39.44266808415276,
2021-05-31 10:30:00,-39.44266808415276,
2021-05-31 12:00:00,-39.44266808415276,
2021-05-31 13:30:00,-39.44266808415276,
2021-05-31 15:00:00,-39.44266808415276,
2021-05-31 15:30:30,-39.44266808415276,
2021-05-31 23:59:59,-39.44266808415276,c
2021-06-01 00:00:00,-42.84421638415424,
2021-06-01 10:00:00,-41.247262044918216,
2021-06-01 10:30:00,-45.84098603563265,
2021-06-01 12:00:00,-36.497776100001914,
2021-06-01 13:30:00,-17.652440603734192,
2021-06-01 15:00:00,-21.183811029470718,
2021-06-01 15:30:30,-21.183811029470718,
2021-06-01 23:59:59,-16.89739655723494,c
2021-06-02 00:00:00,-9.167610610091685,
2021-06-02 10:00:00,29.89663036254592,
2021-06-02 10:30:00,27.16337450926403,
2021-06-02 12:00:00,31.647716723134977,
2021-06-02 13:30:00,19.027583849610693,
2021-06-02 15:00:00,16.17539148859609,
2021-06-02 15:30:30,16.17539148859609,
2021-06-02 23:59:59,6.008358659062537,c
2021-06-03 00:00:00,14.18152159889948,
2021-06-03 10:00:00,31.45426696402332,
2021-06-03 10:30:00,30.97740431865651,
2021-06-03 12:00:00,11.058258084516126,
2021-06-03 13:30:00,8.004926913000304,
2021-06-03 15:00:00,9.62785312581147,
2021-06-03 15:30:30,9.62785312581147,
2021-06-03 23:59:59,14.862532252939303,c
2021-06-04 00:00:00,1.065202098594824,
2021-06-04 10:00:00,-11.946474052593658,
2021-06-04 10:30:00,-14.041316609613176,
2021-06-04 12:00:00,-8.847839964270747,
2021-06-04 13:30:00,-10.52504669170716,
2021-06-04 15:00:00,-0.6867072935816907,
2021-06-04 15:30:30,-0.6867072935816907,
2021-06-04 23:59:59,0.0,a
2021-06-07 00:00:00,-0.7902237647192578,
2021-06-07 10:00:00,-11.514314195807742,
2021-06-07 10:30:00,-12.600758303291684,
2021-06-07 12:00:00,-0.5333692723999661,
2021-06-07 13:30:00,-1.4262042687080054,
2021-06-07 15:00:00,4.547163122436842,
2021-06-07 15:30:30,4.547163122436842,
2021-06-07 23:59:59,0.6116752843853135,c
2021-06-08 00:00:00,-9.530998827096965,
2021-06-08 10:00:00,15.968589496190305,
2021-06-08 10:30:00,9.105375717165174,
2021-06-08 12:00:00,20.241812803900586,
2021-06-08 13:30:00,19.052938699462175,
2021-06-08 15:00:00,3.4967618509889746,
2021-06-08 15:30:30,3.4967618509889746,
2021-06-08 23:59:59,10.337308689021143,c
2021-06-09 00:00:00,-2.7233092245314765,
2021-06-09 10:00:00,11.229008138665478,
2021-06-09 10:30:00,12.088449564372723,
2021-06-09 12:00:00,-15.632018108554718,
2021-06-09 13:30:00,-24.07564668209133,
2021-06-09 15:00:00,-36.35449868597746,
2021-06-09 15:30:30,-36.35449868597746,
2021-06-09 23:59:59,-28.48717794152796,c
2021-06-10 00:00:00,-37.82113675376809,
2021-06-10 10:00:00,-22.856120616351063,
2021-06-10 10:30:00,-32.264849598995795,
2021-06-10 12:00:00,-4.3026977506991955,
2021-06-10 13:30:00,3.048789719677245,
2021-06-10 15:00:00,2.5427042874068206,
2021-06-10 15:30:30,2.5427042874068206,
2021-06-10 23:59:59,3.8738621303460548,c
2021-06-11 00:00:00,-2.188925843121126,
2021-06-11 10:00:00,-28.951061733089546,
2021-06-11 10:30:00,-10.078878923679866,
2021-06-11 12:00:00,3.2264960238790366,
2021-06-11 13:30:00,0.1392292039686538,
2021-06-11 15:00:00,-0.8228094173445584,
2021-06-11 15:30:30,-0.8228094173445584,
2021-06-11 23:59:59,-3.0933354439767697,w
2021-06-14 00:00:00,-8.193827095391725,
2021-06-14 10:00:00,19.630435227065078,
2021-06-14 10:30:00,22.709928944112704,
2021-06-14 12:00:00,42.24799184394904,
2021-06-14 13:30:00,52.89411406550498,
2021-06-14 15:00:00,45.04659282757059,
2021-06-14 15:30:30,45.04659282757059,
2021-06-14 23:59:59,48.02896911969228,c
2021-06-15 00:00:00,70.67062095619713,
2021-06-15 10:00:00,74.41851897638979,
2021-06-15 10:30:00,89.63984808508833,
2021-06-15 12:00:00,76.95400988178945,
2021-06-15 13:30:00,69.460840520921,
2021-06-15 15:00:00,57.764870271454654,
2021-06-15 15:30:30,57.764870271454654,
2021-06-15 23:59:59,59.362506392222144,c
2021-06-16 00:00:00,65.92126001584369,
2021-06-16 10:00:00,95.86800795001042,
2021-06-16 10:30:00,105.90837202323628,
2021-06-16 12:00:00,108.18629151494758,
2021-06-16 13:30:00,116.2716229928569,
2021-06-16 15:00:00,99.91303880994172,
2021-06-16 15:30:30,99.91303880994172,
2021-06-16 23:59:59,102.37339024870076,c
2021-06-17 00:00:00,101.54229317779993,
2021-06-17 10:00:00,125.16365579501486,
2021-06-17 10:30:00,146.33282707294114,
2021-06-17 12:00:00,161.52823247982525,
2021-06-17 13:30:00,150.31278059723704,
2021-06-17 15:00:00,146.8598707717207,
2021-06-17 15:30:30,146.8598707717207,
2021-06-17 23:59:59,139.81413052790165,c
2021-06-18 00:00:00,155.55770195529527,
2021-06-18 10:00:00,166.2096330887714,
2021-06-18 10:30:00,177.22355749461803,
2021-06-18 12:00:00,179.0726788501335,
2021-06-18 13:30:00,188.16504197244066,
2021-06-18 15:00:00,188.85459544704705,
2021-06-18 15:30:30,188.85459544704705,q
2021-06-18 23:59:59,201.05077679615908,w
2021-06-21 00:00:00,185.11615092928,
2021-06-21 10:00:00,159.17606212213155,
2021-06-21 10:30:00,152.7386865346656,
2021-06-21 12:00:00,168.12679008703134,
2021-06-21 13:30:00,171.61768956336263,
2021-06-21 15:00:00,160.77108655495937,
2021-06-21 15:30:30,160.77108655495937,
2021-06-21 23:59:59,154.39181914590628,c
2021-06-22 00:00:00,143.21329501320497,
2021-06-22 10:00:00,144.41529787131276,
2021-06-22 10:30:00,133.1442188527764,
2021-06-22 12:00:00,121.98534960715574,
2021-06-22 13:30:00,129.43043767514862,
2021-06-22 15:00:00,111.92018427275883,
2021-06-22 15:30:30,111.92018427275883,
2021-06-22 23:59:59,97.30181601612433,c
2021-06-23 00:00:00,97.4572480473517,
2021-06-23 10:00:00,119.12713680650108,
2021-06-23 10:30:00,107.44639422502857,
2021-06-23 12:00:00,121.14236843525006,
2021-06-23 13:30:00,103.85027503518307,
2021-06-23 15:00:00,89.39399858654777,
2021-06-23 15:30:30,89.39399858654777,
2021-06-23 23:59:59,87.23768908001088,c
2021-06-24 00:00:00,70.49869917454059,
2021-06-24 10:00:00,106.43223071660903,
2021-06-24 10:30:00,112.67355340362025,
2021-06-24 12:00:00,121.81252694054436,
2021-06-24 13:30:00,111.64427913786952,
2021-06-24 15:00:00,108.84291522685471,
2021-06-24 15:30:30,108.84291522685471,
2021-06-24 23:59:59,110.08490340697543,c
2021-06-25 00:00:00,95.51613154314049,
2021-06-25 10:00:00,80.33645997668741,
2021-06-25 10:30:00,76.27717408307952,
2021-06-25 12:00:00,90.06052650111721,
2021-06-25 13:30:00,114.83640428575944,
2021-06-25 15:00:00,108.96389275778103,
2021-06-25 15:30:30,108.96389275778103,
2021-06-25 23:59:59,73.94045207682599,e
2021-06-28 00:00:00,53.115951835464415,
2021-06-28 10:00:00,30.3015393983584,
2021-06-28 10:30:00,30.583533746007177,
2021-06-28 12:00:00,29.86874847533352,
2021-06-28 13:30:00,40.333954422462185,
2021-06-28 15:00:00,32.7549312510658,
2021-06-28 15:30:30,32.7549312510658,
2021-06-28 23:59:59,46.319996676203985,c
2021-06-29 00:00:00,37.80329352239232,
2021-06-29 10:00:00,23.751408017302367,
2021-06-29 10:30:00,13.52506188669642,
2021-06-29 12:00:00,32.89046660744354,
2021-06-29 13:30:00,19.593136484800482,
2021-06-29 15:00:00,14.501800660035457,
2021-06-29 15:30:30,14.501800660035457,
2021-06-29 23:59:59,14.201860827767234,c
2021-06-30 00:00:00,-0.43093048471084217,
2021-06-30 10:00:00,-5.409592137848364,
2021-06-30 10:30:00,4.4890990902712815,
2021-06-30 12:00:00,10.110411554454743,
2021-06-30 13:30:00,14.770775728479634,
2021-06-30 15:00:00,6.93871372997512,
2021-06-30 15:30:30,6.93871372997512,
2021-06-30 23:59:59,3.740753741481285,c
2021-07-01 00:00:00,-3.163907798743196,
2021-07-01 10:00:00,-0.5337581718929698,
2021-07-01 10:30:00,-7.441108197222832,
2021-07-01 12:00:00,1.4033233481953857,
2021-07-01 13:30:00,2.2889382974395005,
2021-07-01 15:00:00,-2.655332019607698,
2021-07-01 15:30:30,-2.655332019607698,
2021-07-01 23:59:59,-0.209399271429902,c
2021-07-02 00:00:00,2.8848945810222517,
2021-07-02 10:00:00,8.491436656450873,
2021-07-02 10:30:00,6.3570084756082395,
2021-07-02 12:00:00,0.2950615768434943,
2021-07-02 13:30:00,-8.553116833842552,
2021-07-02 15:00:00,-3.6074512252997692,
2021-07-02 15:30:30,-3.6074512252997692,
2021-07-02 23:59:59,-8.783442757918664,w
2021-07-05 00:00:00,-8.783442757918664,
2021-07-05 10:00:00,-8.783442757918664,
2021-07-05 10:30:00,-8.783442757918664,
2021-07-05 12:00:00,-8.783442757918664,
2021-07-05 13:30:00,-8.783442757918664,
2021-07-05 15:00:00,-8.783442757918664,
2021-07-05 15:30:30,-8.783442757918664,
2021-07-05 23:59:59,-8.783442757918664,c
2021-07-06 00:00:00,-0.8293523468171315,
2021-07-06 10:00:00,0.11943035956682024,
2021-07-06 10:30:00,20.451366060725036,
2021-07-06 12:00:00,26.668285322228144,
2021-07-06 13:30:00,28.488681513341632,
2021-07-06 15:00:00,26.809235235319505,
2021-07-06 15:30:30,26.809235235319505,
2021-07-06 23:59:59,45.89769636983769,c
2021-07-07 00:00:00,48.391363593258546,
2021-07-07 10:00:00,37.11253194661397,
2021-07-07 10:30:00,73.42133292668483,
2021-07-07 12:00:00,66.82289686090265,
2021-07-07 13:30:00,77.34447999052139,
2021-07-07 15:00:00,81.0132033889974,
2021-07-07 15:30:30,81.0132033889974,
2021-07-07 23:59:59,80.61185584686534,c
2021-07-08 00:00:00,109.43325689967315,
2021-07-08 10:00:00,83.3949915360418,
2021-07-08 10:30:00,71.4290331898924,
2021-07-08 12:00:00,54.0055345241847,
2021-07-08 13:30:00,64.12229610657246,
2021-07-08 15:00:00,67.85338905780796,
2021-07-08 15:30:30,67.85338905780796,
2021-07-08 23:59:59,67.96625377541305,c
2021-07-09 00:00:00,66.421654320697,
2021-07-09 10:00:00,60.60977392757073,
2021-07-09 10:30:00,59.38260367234156,
2021-07-09 12:00:00,65.00424235882963,
2021-07-09 13:30:00,54.11949313105137,
2021-07-09 15:00:00,55.629946379308976,
2021-07-09 15:30:30,55.629946379308976,
2021-07-09 23:59:59,59.611874534823016,w
2021-07-12 00:00:00,40.816202455869984,
2021-07-12 10:00:00,27.422167766495463,
2021-07-12 10:30:00,18.895248503054404,
2021-07-12 12:00:00,3.942786943604915,
2021-07-12 13:30:00,2.235653241765533,
2021-07-12 15:00:00,0.6282488501558703,
2021-07-12 15:30:30,0.6282488501558703,
2021-07-12 23:59:59,13.11171678383937,c
2021-07-13 00:00:00,30.03821002355035,
2021-07-13 10:00:00,39.989765203076146,
2021-07-13 10:30:00,35.87766089910495,
2021-07-13 12:00:00,19.625498530605824,
2021-07-13 13:30:00,22.909831136738717,
2021-07-13 15:00:00,21.999283217611435,
2021-07-13 15:30:30,21.999283217611435,
2021-07-13 23:59:59,26.091043168519604,c
2021-07-14 00:00:00,24.082619506075048,
2021-07-14 10:00:00,17.707791297209525,
2021-07-14 10:30:00,28.765986741267156,
2021-07-14 12:00:00,37.85241002475277,
2021-07-14 13:30:00,35.93922731816767,
2021-07-14 15:00:00,56.66558913414454,
2021-07-14 15:30:30,56.66558913414454,
2021-07-14 23:59:59,60.51977291489952,c
2021-07-15 00:00:00,61.98672668082821,
2021-07-15 10:00:00,42.701093280873835,
2021-07-15 10:30:00,32.54126539922363,
2021-07-15 12:00:00,44.189777501438726,
2021-07-15 13:30:00,49.75549552625867,
2021-07-15 15:00:00,50.18005002700123,
2021-07-15 15:30:30,50.18005002700123,
2021-07-15 23:59:59,44.320822770718195,c
2021-07-16 00:00:00,47.74725842580983,
2021-07-16 10:00:00,57.89431661331851,
2021-07-16 10:30:00,66.83003097823634,
2021-07-16 12:00:00,48.36265503962812,
2021-07-16 13:30:00,50.72915092201427,
2021-07-16 15:00:00,58.399395799493206,
2021-07-16 15:30:30,58.399395799493206,
2021-07-16 23:59:59,68.82484840435842,w
2021-07-19 00:00:00,79.74366822028972,
2021-07-19 10:00:00,75.66491710522241,
2021-07-19 10:30:00,71.83677130025937,
2021-07-19 12:00:00,49.95705141867204,
2021-07-19 13:30:00,54.45750261239267,
2021-07-19 15:00:00,54.37010557306465,
2021-07-19 15:30:30,54.37010557306465,
2021-07-19 23:59:59,63.746653796830714,c
2021-07-20 00:00:00,57.98937640488393,
2021-07-20 10:00:00,50.60683514698398,
2021-07-20 10:30:00,45.16916085409402,
2021-07-20 12:00:00,39.729555369103934,
2021-07-20 13:30:00,38.36671980748932,
2021-07-20 15:00:00,38.996261532665386,
2021-07-20 15:30:30,38.996261532665386,
2021-07-20 23:59:59,32.55738778064514,c
2021-07-21 00:00:00,19.318218478823013,
2021-07-21 10:00:00,-7.309809731667286,
2021-07-21 10:30:00,2.736919159417056,
2021-07-21 12:00:00,-11.531392272488915,
2021-07-21 13:30:00,-19.731354324882375,
2021-07-21 15:00:00,-26.821494462922175,
2021-07-21 15:30:30,-26.821494462922175,
2021-07-21 23:59:59,-23.9124402717203,c
2021-07-22 00:00:00,-15.649151059808247,
2021-07-22 10:00:00,-25.098515330921657,
2021-07-22 10:30:00,-30.56072201572198,
2021-07-22 12:00:00,-27.803076426723408,
2021-07-22 13:30:00,-42.651358513109074,
2021-07-22 15:00:00,-42.62425464810053,
2021-07-22 15:30:30,-42.62425464810053,
2021-07-22 23:59:59,-43.492297406328504,c
2021-07-23 00:00:00,-40.74428855573012,
2021-07-23 10:00:00,-36.68433109508305,
2021-07-23 10:30:00,-23.965434567067234,
2021-07-23 12:00:00,-41.03728964193843,
2021-07-23 13:30:00,-35.34781430357617,
2021-07-23 15:00:00,-32.70203976335915,
2021-07-23 15:30:30,-32.70203976335915,
2021-07-23 23:59:59,-29.955888714398952,w
2021-07-26 00:00:00,-31.228032827615863,
2021-07-26 10:00:00,-23.737320000584162,
2021-07-26 10:30:00,-6.397213264639049,
2021-07-26 12:00:00,-9.711135105974563,
2021-07-26 13:30:00,-1.538748919135429,
2021-07-26 15:00:00,-12.23663381338676,
2021-07-26 15:30:30,-12.23663381338676,
2021-07-26 23:59:59,-12.179336180164881,c
2021-07-27 00:00:00,-11.846073237416562,
2021-07-27 10:00:00,-9.032186698758863,
2021-07-27 10:30:00,-10.975445030364284,
2021-07-27 12:00:00,-2.2171897609712232,
2021-07-27 13:30:00,-14.118440705261065,
2021-07-27 15:00:00,-25.576313068387208,
2021-07-27 15:30:30,-25.576313068387208,
2021-07-27 23:59:59,-31.416272653711758,c
2021-07-28 00:00:00,-31.680759094393267,
2021-07-28 10:00:00,-30.58990154831463,
2021-07-28 10:30:00,-7.162023030645855,
2021-07-28 12:00:00,-30.264592708335044,
2021-07-28 13:30:00,-41.894407724393545,
2021-07-28 15:00:00,-37.46199398405673,
2021-07-28 15:30:30,-37.46199398405673,
2021-07-28 23:59:59,-36.74182446707121,c
2021-07-29 00:00:00,-39.130685002230564,
2021-07-29 10:00:00,-30.94967233370849,
2021-07-29 10:30:00,-52.16669069100439,
2021-07-29 12:00:00,-50.52500762054814,
2021-07-29 13:30:00,-20.61003078357018,
2021-07-29 15:00:00,-12.759195702488938,
2021-07-29 15:30:30,-12.759195702488938,
2021-07-29 23:59:59,-14.039997963059676,c
2021-07-30 00:00:00,-29.131296014648314,
2021-07-30 10:00:00,-40.17206085050057,
2021-07-30 10:30:00,-33.12699086999203,
2021-07-30 12:00:00,-27.703138690546496,
2021-07-30 13:30:00,-33.79520560071535,
2021-07-30 15:00:00,-38.87275085581618,
2021-07-30 15:30:30,-38.87275085581618,
2021-07-30 23:59:59,-43.171254199253895,w
