date,DJSECT_2021_Q4,meta
2021-11-19 00:00:00,162.19435746475688,
2021-11-19 10:00:00,97.52245502667711,
2021-11-19 10:30:00,137.25031410503084,
2021-11-19 12:00:00,133.87641261862018,
2021-11-19 13:30:00,141.61421701338804,
2021-11-19 15:00:00,144.822191022281,
2021-11-19 15:30:30,144.822191022281,
2021-11-19 23:59:59,149.16157880712854,w
2021-11-22 00:00:00,192.5417339914809,
2021-11-22 10:00:00,201.40063493293906,
2021-11-22 10:30:00,181.14530408680002,
2021-11-22 12:00:00,138.65246195622308,
2021-11-22 13:30:00,110.599596971668,
2021-11-22 15:00:00,103.73990682193312,
2021-11-22 15:30:30,103.73990682193312,u
2021-11-22 23:59:59,112.50759645911558,c
2021-11-23 00:00:00,49.24999443672641,
2021-11-23 10:00:00,92.38466302006236,
2021-11-23 10:30:00,79.22442972828799,
2021-11-23 12:00:00,23.522126090532765,
2021-11-23 13:30:00,39.48347726872066,
2021-11-23 15:00:00,36.849412647446115,
2021-11-23 15:30:30,36.849412647446115,
2021-11-23 23:59:59,19.36992587831287,c
2021-11-24 00:00:00,32.23957604617499,
2021-11-24 10:00:00,26.611191499818915,
2021-11-24 10:30:00,60.18978728607112,
2021-11-24 12:00:00,51.586132115892724,
2021-11-24 13:30:00,40.321602967277386,
2021-11-24 15:00:00,32.319284402366065,
2021-11-24 15:30:30,32.319284402366065,
2021-11-24 23:59:59,26.53238416068075,c
2021-11-25 00:00:00,26.53238416068075,
2021-11-25 10:00:00,26.53238416068075,
2021-11-25 10:30:00,26.53238416068075,
2021-11-25 12:00:00,26.53238416068075,
2021-11-25 13:30:00,26.53238416068075,
2021-11-25 15:00:00,26.53238416068075,
2021-11-25 15:30:30,26.53238416068075,
2021-11-25 23:59:59,26.53238416068075,c
2021-11-26 00:00:00,-4.857128590868342,
2021-11-26 10:00:00,-113.32265816603012,
2021-11-26 10:30:00,-116.4038343068014,
2021-11-26 12:00:00,-149.228839158131,
2021-11-26 13:30:00,-149.228839158131,
2021-11-26 15:00:00,-149.228839158131,
2021-11-26 15:30:30,-149.228839158131,
2021-11-26 23:59:59,-142.99285702864745,w
2021-11-29 00:00:00,-110.76443008146475,
2021-11-29 10:00:00,-136.8649330504618,
2021-11-29 10:30:00,-137.48898054197366,
2021-11-29 12:00:00,-170.85542309422158,
2021-11-29 13:30:00,-155.86186891279726,
2021-11-29 15:00:00,-149.42390471700605,
2021-11-29 15:30:30,-149.42390471700605,
2021-11-29 23:59:59,-164.97476161508598,c
2021-11-30 00:00:00,-212.02052737483928,
2021-11-30 10:00:00,-219.59424352713563,
2021-11-30 10:30:00,-235.5002117121336,
2021-11-30 12:00:00,-246.71873462913675,
2021-11-30 13:30:00,-233.59277900933876,
2021-11-30 15:00:00,-229.13160292955024,
2021-11-30 15:30:30,-229.13160292955024,m
2021-11-30 23:59:59,-228.35252526293607,c
2021-12-01 00:00:00,-164.9302158272949,
2021-12-01 10:00:00,-167.81049715184145,
2021-12-01 10:30:00,-169.24465411778806,
2021-12-01 12:00:00,-197.2965973504015,
2021-12-01 13:30:00,-222.6456744196953,
2021-12-01 15:00:00,-236.5500626469419,
2021-12-01 15:30:30,-236.5500626469419,
2021-12-01 23:59:59,-251.78081760501414,c
2021-12-02 00:00:00,-211.3414716480902,
2021-12-02 10:00:00,-182.3478214724555,
2021-12-02 10:30:00,-183.5532756347286,
2021-12-02 12:00:00,-169.88144261054072,
2021-12-02 13:30:00,-164.15444073881736,
2021-12-02 15:00:00,-144.99732325687341,
2021-12-02 15:30:30,-144.99732325687341,
2021-12-02 23:59:59,-130.18949548235605,c
2021-12-03 00:00:00,-138.49967475197536,
2021-12-03 10:00:00,-157.05396515958523,
2021-12-03 10:30:00,-152.33047678737262,
2021-12-03 12:00:00,-148.88749995362673,
2021-12-03 13:30:00,-123.50272804454221,
2021-12-03 15:00:00,-134.6932626368132,
2021-12-03 15:30:30,-134.6932626368132,
2021-12-03 23:59:59,-109.87832147507197,w
2021-12-06 00:00:00,-68.8543160079148,
2021-12-06 10:00:00,-19.54946290514681,
2021-12-06 10:30:00,22.473301658315677,
2021-12-06 12:00:00,46.903344672588446,
2021-12-06 13:30:00,55.53891519031254,
2021-12-06 15:00:00,43.314825781900026,
2021-12-06 15:30:30,43.314825781900026,
2021-12-06 23:59:59,42.846589287593815,c
2021-12-07 00:00:00,39.03833790577232,
