date,FTSE_EM_ADR_2021_Q2,meta
2021-04-09 00:00:00,867.9352914549133,
2021-04-09 10:00:00,864.3235743249707,
2021-04-09 10:30:00,850.8672816921946,
2021-04-09 12:00:00,836.1589950946138,
2021-04-09 13:30:00,835.1687556886545,
2021-04-09 15:00:00,824.0825480756025,
2021-04-09 15:30:30,824.0825480756025,
2021-04-09 23:59:59,848.7220659873474,w
2021-04-12 00:00:00,834.762764621524,
2021-04-12 10:00:00,756.8484867519055,
2021-04-12 10:30:00,716.3720538339439,
2021-04-12 12:00:00,696.0266475019032,
2021-04-12 13:30:00,660.7898424519415,
2021-04-12 15:00:00,667.4324196632303,
2021-04-12 15:30:30,667.4324196632303,
2021-04-12 23:59:59,678.3726835623906,c
2021-04-13 00:00:00,689.9854939363377,
2021-04-13 10:00:00,700.8621122914412,
2021-04-13 10:30:00,709.0151158379813,
2021-04-13 12:00:00,652.8293750628943,
2021-04-13 13:30:00,662.0291618487461,
2021-04-13 15:00:00,654.4080007328769,
2021-04-13 15:30:30,654.4080007328769,
2021-04-13 23:59:59,667.7254327665928,c
2021-04-14 00:00:00,667.2287843615263,
2021-04-14 10:00:00,608.9910108734764,
2021-04-14 10:30:00,562.074672723975,
2021-04-14 12:00:00,522.305075557445,
2021-04-14 13:30:00,520.8575346481705,
2021-04-14 15:00:00,507.23705539715775,
2021-04-14 15:30:30,507.23705539715775,
2021-04-14 23:59:59,503.1437872827996,c
2021-04-15 00:00:00,572.0219416478228,
2021-04-15 10:00:00,529.9624684358653,
2021-04-15 10:30:00,520.2004393564521,
2021-04-15 12:00:00,480.88772041660286,
2021-04-15 13:30:00,460.79361535136195,
2021-04-15 15:00:00,480.91518221161664,
2021-04-15 15:30:30,480.91518221161664,
2021-04-15 23:59:59,493.7612978848408,c
2021-04-16 00:00:00,496.97259754298125,
2021-04-16 10:00:00,418.4913262522048,
2021-04-16 10:30:00,443.1649034337804,
2021-04-16 12:00:00,437.162277849008,
2021-04-16 13:30:00,451.3425646048663,
2021-04-16 15:00:00,465.22917122454805,
2021-04-16 15:30:30,465.22917122454805,
2021-04-16 23:59:59,469.06018548368456,w
2021-04-19 00:00:00,497.30183677699983,
2021-04-19 10:00:00,520.4576390278205,
2021-04-19 10:30:00,451.1055914748856,
2021-04-19 12:00:00,428.95070532412296,
2021-04-19 13:30:00,456.93685336871386,
2021-04-19 15:00:00,458.6253757349946,
2021-04-19 15:30:30,458.6253757349946,
2021-04-19 23:59:59,471.22191653156483,c
2021-04-20 00:00:00,497.2335561559537,
2021-04-20 10:00:00,482.94130749355463,
2021-04-20 10:30:00,464.2187745289764,
2021-04-20 12:00:00,382.19756120648185,
2021-04-20 13:30:00,401.38919428805616,
2021-04-20 15:00:00,379.4981442044416,
2021-04-20 15:30:30,379.4981442044416,
2021-04-20 23:59:59,403.2370713098412,c
2021-04-21 00:00:00,380.4962034985065,
2021-04-21 10:00:00,424.62637965322347,
2021-04-21 10:30:00,477.43269688479586,
2021-04-21 12:00:00,529.4354379811064,
2021-04-21 13:30:00,541.3907062879348,
2021-04-21 15:00:00,571.9710174302845,
2021-04-21 15:30:30,571.9710174302845,
2021-04-21 23:59:59,584.4512891283784,c
2021-04-22 00:00:00,595.2262271930103,
2021-04-22 10:00:00,628.3885473995881,
2021-04-22 10:30:00,653.9730443770998,
2021-04-22 12:00:00,654.6366103688456,
2021-04-22 13:30:00,628.1987710200417,
2021-04-22 15:00:00,604.9308307945225,
2021-04-22 15:30:30,604.9308307945225,
2021-04-22 23:59:59,595.4018992544702,c
2021-04-23 00:00:00,605.879523030158,
2021-04-23 10:00:00,667.3993211729639,
2021-04-23 10:30:00,676.8341491006872,
2021-04-23 12:00:00,668.8444525532716,
2021-04-23 13:30:00,716.4506278927611,
2021-04-23 15:00:00,728.8793361635533,
2021-04-23 15:30:30,728.8793361635533,
2021-04-23 23:59:59,736.5552984668334,w
2021-04-26 00:00:00,727.8107595568924,
2021-04-26 10:00:00,699.7325592111961,
2021-04-26 10:30:00,722.0757784179966,
2021-04-26 12:00:00,740.66144191235,
2021-04-26 13:30:00,755.138249054867,
2021-04-26 15:00:00,795.074223826568,
2021-04-26 15:30:30,795.074223826568,
2021-04-26 23:59:59,790.662700437884,c
2021-04-27 00:00:00,821.9663009215944,
2021-04-27 10:00:00,742.1683524882051,
2021-04-27 10:30:00,739.1325414400658,
2021-04-27 12:00:00,768.0544720324629,
2021-04-27 13:30:00,734.7250160817368,
