date,KBE_2021_Q2,meta
2021-05-21 00:00:00,24.794851379040214,
2021-05-21 10:00:00,38.0179302096593,
2021-05-21 10:30:00,19.28920686248496,
2021-05-21 12:00:00,2.3609173502181307,
2021-05-21 13:30:00,11.539012814356289,
2021-05-21 15:00:00,7.500071429557858,
2021-05-21 15:30:30,7.500071429557858,
2021-05-21 23:59:59,7.465092892464668,w
2021-05-24 00:00:00,1.2093448672969203,
2021-05-24 10:00:00,-13.757196413101578,
2021-05-24 10:30:00,-24.555287509800838,
2021-05-24 12:00:00,-39.08100814169569,
2021-05-24 13:30:00,-44.09519662906061,
2021-05-24 15:00:00,-33.00268188492113,
2021-05-24 15:30:30,-33.00268188492113,
2021-05-24 23:59:59,-34.43282567038224,c
2021-05-25 00:00:00,-25.334142171670482,
2021-05-25 10:00:00,-43.74889013943796,
2021-05-25 10:30:00,-31.684078019680495,
2021-05-25 12:00:00,-43.12142821695947,
2021-05-25 13:30:00,-57.9487632620323,
2021-05-25 15:00:00,-75.0258173018466,
2021-05-25 15:30:30,-75.0258173018466,
2021-05-25 23:59:59,-85.34066450659088,c
2021-05-26 00:00:00,-72.59232054294799,
2021-05-26 10:00:00,-71.856647885117,
2021-05-26 10:30:00,-70.47970959967972,
2021-05-26 12:00:00,-60.284899158197234,
2021-05-26 13:30:00,-42.968541993808785,
2021-05-26 15:00:00,-42.10839948712484,
2021-05-26 15:30:30,-42.10839948712484,
2021-05-26 23:59:59,-43.0440235674907,c
2021-05-27 00:00:00,-43.67705976355458,
2021-05-27 10:00:00,-33.93575184206041,
2021-05-27 10:30:00,-38.81333882875954,
2021-05-27 12:00:00,-37.17520539103954,
2021-05-27 13:30:00,-28.33953245834555,
2021-05-27 15:00:00,-20.723275260543634,
2021-05-27 15:30:30,-20.723275260543634,m
2021-05-27 23:59:59,-30.259427784072177,c
2021-05-28 00:00:00,-35.438561252500506,
2021-05-28 10:00:00,-31.42657425931721,
2021-05-28 10:30:00,-34.52209807291203,
2021-05-28 12:00:00,-33.1279116826604,
2021-05-28 13:30:00,-30.259771817010222,
2021-05-28 15:00:00,-38.58890964118909,
2021-05-28 15:30:30,-38.58890964118909,
2021-05-28 23:59:59,-35.09297355214741,w
2021-05-31 00:00:00,-35.09297355214741,
2021-05-31 10:00:00,-35.09297355214741,
2021-05-31 10:30:00,-35.09297355214741,
2021-05-31 12:00:00,-35.09297355214741,
2021-05-31 13:30:00,-35.09297355214741,
2021-05-31 15:00:00,-35.09297355214741,
2021-05-31 15:30:30,-35.09297355214741,s
2021-05-31 23:59:59,-35.09297355214741,c
2021-06-01 00:00:00,-56.34899758872801,
2021-06-01 10:00:00,-42.271335784394,
2021-06-01 10:30:00,-32.440090138086546,
2021-06-01 12:00:00,-17.49553125397554,
2021-06-01 13:30:00,-9.027666588035437,
2021-06-01 15:00:00,-4.244368002972749,
2021-06-01 15:30:30,-4.244368002972749,
2021-06-01 23:59:59,-10.490318873029203,c
2021-06-02 00:00:00,3.6559331838396787,
2021-06-02 10:00:00,-20.53412319094178,
2021-06-02 10:30:00,-17.48694088224965,
2021-06-02 12:00:00,-19.618657873409834,
2021-06-02 13:30:00,-22.576411840071753,
2021-06-02 15:00:00,-23.531692545566113,
2021-06-02 15:30:30,-23.531692545566113,
2021-06-02 23:59:59,-15.665757176791484,c
2021-06-03 00:00:00,-7.29847770380043,
2021-06-03 10:00:00,-28.393556615044854,
2021-06-03 10:30:00,-27.738347746182203,
2021-06-03 12:00:00,-24.694730964135207,
2021-06-03 13:30:00,1.4952922323187003,
2021-06-03 15:00:00,-2.261769370918902,
2021-06-03 15:30:30,-2.261769370918902,
2021-06-03 23:59:59,3.767644478844135,c
2021-06-04 00:00:00,-2.0839598695283534,
2021-06-04 10:00:00,-2.868353182186251,
2021-06-04 10:30:00,4.564036833279015,
2021-06-04 12:00:00,2.9351381550169435,
2021-06-04 13:30:00,7.075583672607257,
2021-06-04 15:00:00,1.527631693429317,
2021-06-04 15:30:30,1.527631693429317,
2021-06-04 23:59:59,7.168560722496313,w
2021-06-07 00:00:00,13.234924100124125,
2021-06-07 10:00:00,17.555230338636612,
2021-06-07 10:30:00,7.457912992018194,
2021-06-07 12:00:00,16.580719090667703,
2021-06-07 13:30:00,20.699238999627788,
2021-06-07 15:00:00,29.47582532846581,
2021-06-07 15:30:30,29.47582532846581,
2021-06-07 23:59:59,36.21429485786935,c
2021-06-08 00:00:00,39.48849621963245,
2021-06-08 10:00:00,44.37043035296466,
2021-06-08 10:30:00,38.95348493242794,
2021-06-08 12:00:00,29.617645699483,
2021-06-08 13:30:00,33.84321268474747,
2021-06-08 15:00:00,24.185989722080702,
2021-06-08 15:30:30,24.185989722080702,
2021-06-08 23:59:59,18.26144448599658,c
2021-06-09 00:00:00,38.07147323017995,
2021-06-09 10:00:00,20.11713209483038,
2021-06-09 10:30:00,8.895828628134728,
2021-06-09 12:00:00,12.306055800133507,
2021-06-09 13:30:00,22.82459183369519,
2021-06-09 15:00:00,31.18770872320608,
2021-06-09 15:30:30,31.18770872320608,
2021-06-09 23:59:59,24.344614250003076,c
2021-06-10 00:00:00,27.457367337421843,
2021-06-10 10:00:00,21.715587469231593,
2021-06-10 10:30:00,21.31260977188151,
2021-06-10 12:00:00,20.44213824070658,
2021-06-10 13:30:00,17.93818173316085,
2021-06-10 15:00:00,14.328865174615963,
2021-06-10 15:30:30,14.328865174615963,
2021-06-10 23:59:59,8.440980215020774,c
2021-06-11 00:00:00,27.165150630688377,
2021-06-11 10:00:00,4.555007974488847,
2021-06-11 10:30:00,3.102845691202635,
2021-06-11 12:00:00,9.509505663096927,
2021-06-11 13:30:00,3.7609434256580787,
2021-06-11 15:00:00,3.9378511141942827,
2021-06-11 15:30:30,3.9378511141942827,
2021-06-11 23:59:59,0.0,a
2021-06-14 00:00:00,24.040144648351536,
2021-06-14 10:00:00,32.639006281524246,
2021-06-14 10:30:00,18.968080714779422,
2021-06-14 12:00:00,34.14398144699335,
2021-06-14 13:30:00,32.27395542377283,
2021-06-14 15:00:00,19.96869453899505,
2021-06-14 15:30:30,19.96869453899505,
