date,FDN_2021_Q3,meta
2021-08-13 00:00:00,-110.15514965371258,
2021-08-13 10:00:00,-69.84767398747229,
2021-08-13 10:30:00,-36.42949822300545,
2021-08-13 12:00:00,-64.3810590571294,
2021-08-13 13:30:00,-78.47411526288354,
2021-08-13 15:00:00,-44.76728190998371,
2021-08-13 15:30:30,-44.76728190998371,
2021-08-13 23:59:59,-13.64368699940384,w
2021-08-16 00:00:00,-28.723700768481656,
2021-08-16 10:00:00,-112.13300411174467,
2021-08-16 10:30:00,-145.29810831229156,
2021-08-16 12:00:00,-106.94390619833277,
2021-08-16 13:30:00,-146.02820823537473,
2021-08-16 15:00:00,-161.4045956515758,
2021-08-16 15:30:30,-161.4045956515758,
2021-08-16 23:59:59,-173.4056972056593,c
2021-08-17 00:00:00,-211.2765320291254,
2021-08-17 10:00:00,-222.7706081177369,
2021-08-17 10:30:00,-188.53385496716734,
2021-08-17 12:00:00,-189.51462636694782,
2021-08-17 13:30:00,-174.81175856627596,
2021-08-17 15:00:00,-176.0366652664227,
2021-08-17 15:30:30,-176.0366652664227,
2021-08-17 23:59:59,-166.1026941835358,c
2021-08-18 00:00:00,-156.02412023524704,
2021-08-18 10:00:00,-218.9731290228549,
2021-08-18 10:30:00,-240.57269323981075,
2021-08-18 12:00:00,-183.89386376112378,
2021-08-18 13:30:00,-140.0173769677475,
2021-08-18 15:00:00,-144.65358151924568,
2021-08-18 15:30:30,-144.65358151924568,
2021-08-18 23:59:59,-163.2933110714382,c
2021-08-19 00:00:00,-202.60618695488182,
2021-08-19 10:00:00,-224.78762894077283,
2021-08-19 10:30:00,-227.80181832057815,
2021-08-19 12:00:00,-219.3505990123165,
2021-08-19 13:30:00,-231.8565431236264,
2021-08-19 15:00:00,-226.1554577241344,
2021-08-19 15:30:30,-226.1554577241344,
2021-08-19 23:59:59,-228.95859572662766,c
2021-08-20 00:00:00,-271.7803744959034,
2021-08-20 10:00:00,-364.22257063186913,
2021-08-20 10:30:00,-359.49440331215595,
2021-08-20 12:00:00,-308.0216264395844,
2021-08-20 13:30:00,-293.40483611911475,
2021-08-20 15:00:00,-281.88831991059817,
2021-08-20 15:30:30,-281.88831991059817,s
2021-08-20 23:59:59,-273.3282790753584,w
2021-08-23 00:00:00,-237.407249392948,
2021-08-23 10:00:00,-227.70359432845467,
2021-08-23 10:30:00,-246.44220841077245,
2021-08-23 12:00:00,-248.5526355075948,
2021-08-23 13:30:00,-237.9399069754742,
2021-08-23 15:00:00,-240.98515371113467,
2021-08-23 15:30:30,-240.98515371113467,
2021-08-23 23:59:59,-234.31953505426924,c
2021-08-24 00:00:00,-229.43983527301407,
2021-08-24 10:00:00,-127.20948178952031,
2021-08-24 10:30:00,-121.99313599990296,
2021-08-24 12:00:00,-132.40384738903978,
2021-08-24 13:30:00,-132.57766024760193,
2021-08-24 15:00:00,-129.8653759642995,
2021-08-24 15:30:30,-129.8653759642995,
2021-08-24 23:59:59,-120.89404560852878,c
2021-08-25 00:00:00,-153.54495441764635,
2021-08-25 10:00:00,-121.35153419747962,
2021-08-25 10:30:00,-106.90901910712032,
2021-08-25 12:00:00,-125.29903095708944,
2021-08-25 13:30:00,-118.1732460579621,
2021-08-25 15:00:00,-119.29998160692145,
2021-08-25 15:30:30,-119.29998160692145,
2021-08-25 23:59:59,-107.17579312787714,c
2021-08-26 00:00:00,-70.56013053873471,
2021-08-26 10:00:00,-91.35067200351763,
2021-08-26 10:30:00,-138.61934885300997,
2021-08-26 12:00:00,-94.86639542653234,
2021-08-26 13:30:00,-129.64011963397508,
2021-08-26 15:00:00,-139.2484707191952,
2021-08-26 15:30:30,-139.2484707191952,
2021-08-26 23:59:59,-132.45881114634363,c
2021-08-27 00:00:00,-167.0013369936653,
2021-08-27 10:00:00,-207.20093525345095,
2021-08-27 10:30:00,-192.31171312048178,
2021-08-27 12:00:00,-182.41341554909536,
2021-08-27 13:30:00,-192.075109690763,
2021-08-27 15:00:00,-203.8563487745455,
2021-08-27 15:30:30,-203.8563487745455,
2021-08-27 23:59:59,-206.75273760895297,w
2021-08-30 00:00:00,-201.52348109698804,
2021-08-30 10:00:00,-236.99085258382567,
2021-08-30 10:30:00,-222.6484586511471,
2021-08-30 12:00:00,-213.27207295466462,
2021-08-30 13:30:00,-225.773337702715,
2021-08-30 15:00:00,-197.46335105724606,
2021-08-30 15:30:30,-197.46335105724606,
2021-08-30 23:59:59,-215.6167394249621,c
2021-08-31 00:00:00,-208.7833604201791,
2021-08-31 10:00:00,-201.74194985961617,
2021-08-31 10:30:00,-222.13518160762106,
2021-08-31 12:00:00,-170.82294144154827,
2021-08-31 13:30:00,-188.56166076262008,
2021-08-31 15:00:00,-165.02586590384152,
