date,AS_MSCI_FACTOR_2021_Q4,meta
2021-10-14 00:00:00,-277.1072898201634,
2021-10-14 01:00:00,-290.1440657572231,
2021-10-14 02:30:00,-290.1440657572231,
2021-10-14 03:00:00,-290.1440657572231,
2021-10-14 18:30:00,-290.1440657572231,
2021-10-14 20:00:00,-290.1440657572231,
2021-10-14 23:00:00,-277.07266301206926,
2021-10-14 23:59:59,-275.18204407540475,c
2021-10-15 00:00:00,-284.7497736868467,
2021-10-15 01:00:00,-279.5728971125025,
2021-10-15 02:30:00,-279.5728971125025,
2021-10-15 03:00:00,-279.5728971125025,
2021-10-15 18:30:00,-279.5728971125025,
2021-10-15 20:00:00,-279.5728971125025,
2021-10-15 23:00:00,-279.5728971125025,
2021-10-15 23:59:59,-301.1716018368395,w
2021-10-18 00:00:00,-276.94135500633,
2021-10-18 01:00:00,-275.9334640559705,
2021-10-18 02:30:00,-275.9334640559705,
2021-10-18 03:00:00,-275.9334640559705,
2021-10-18 18:30:00,-275.9334640559705,
2021-10-18 20:00:00,-275.9334640559705,
2021-10-18 23:00:00,-275.13902288102815,
2021-10-18 23:59:59,-265.0036396134322,c
2021-10-19 00:00:00,-273.00652063233923,
2021-10-19 01:00:00,-270.16676156355385,
2021-10-19 02:30:00,-270.16676156355385,
2021-10-19 03:00:00,-270.16676156355385,
2021-10-19 18:30:00,-270.16676156355385,
2021-10-19 20:00:00,-270.16676156355385,
2021-10-19 23:00:00,-338.2448816031979,
2021-10-19 23:59:59,-322.5507857455228,c
2021-10-20 00:00:00,-321.34200229820175,
2021-10-20 01:00:00,-325.8085561795136,
2021-10-20 02:30:00,-325.8085561795136,
2021-10-20 03:00:00,-325.8085561795136,
2021-10-20 18:30:00,-325.8085561795136,
2021-10-20 20:00:00,-325.8085561795136,
2021-10-20 23:00:00,-296.01935173958105,
2021-10-20 23:59:59,-292.9683018950516,c
2021-10-21 00:00:00,-304.46678205490895,
2021-10-21 01:00:00,-274.4940071483104,
2021-10-21 02:30:00,-274.4940071483104,
2021-10-21 03:00:00,-274.4940071483104,
2021-10-21 18:30:00,-274.4940071483104,
2021-10-21 20:00:00,-274.4940071483104,
2021-10-21 23:00:00,-257.9906839759124,
2021-10-21 23:59:59,-287.5768559000291,c
2021-10-22 00:00:00,-308.71783377629697,
2021-10-22 01:00:00,-314.05014655014185,
2021-10-22 02:30:00,-314.05014655014185,
2021-10-22 03:00:00,-314.05014655014185,
2021-10-22 18:30:00,-314.05014655014185,
2021-10-22 20:00:00,-314.05014655014185,
2021-10-22 23:00:00,-314.05014655014185,
2021-10-22 23:59:59,-333.82999022844774,w
2021-10-25 00:00:00,-359.53883946939834,
2021-10-25 01:00:00,-362.56589605495293,
2021-10-25 02:30:00,-362.56589605495293,
2021-10-25 03:00:00,-362.56589605495293,
2021-10-25 18:30:00,-362.56589605495293,
2021-10-25 20:00:00,-362.56589605495293,
2021-10-25 23:00:00,-312.49552726180315,
2021-10-25 23:59:59,-341.61094257782867,c
2021-10-26 00:00:00,-329.71879502315284,
2021-10-26 01:00:00,-305.29563004876275,
2021-10-26 02:30:00,-305.29563004876275,
2021-10-26 03:00:00,-305.29563004876275,
2021-10-26 18:30:00,-305.29563004876275,
2021-10-26 20:00:00,-305.29563004876275,
2021-10-26 23:00:00,-210.13599866411758,
2021-10-26 23:59:59,-208.28338268593697,c
2021-10-27 00:00:00,-214.1744726507818,
2021-10-27 01:00:00,-200.52138157580072,
2021-10-27 02:30:00,-200.52138157580072,
2021-10-27 03:00:00,-200.52138157580072,
2021-10-27 18:30:00,-200.52138157580072,
2021-10-27 20:00:00,-200.52138157580072,
2021-10-27 23:00:00,-183.41714901131346,
2021-10-27 23:59:59,-148.8854011322578,c
2021-10-28 00:00:00,-139.4811094156072,
2021-10-28 01:00:00,-142.56064395887375,
2021-10-28 02:30:00,-142.56064395887375,
2021-10-28 03:00:00,-142.56064395887375,
2021-10-28 18:30:00,-142.56064395887375,
2021-10-28 20:00:00,-142.56064395887375,
2021-10-28 23:00:00,-138.63761690697595,
2021-10-28 23:59:59,-150.2970746376345,c
2021-10-29 00:00:00,-154.19000237702554,
2021-10-29 01:00:00,-179.83619312441127,
2021-10-29 02:30:00,-179.83619312441127,
2021-10-29 03:00:00,-179.83619312441127,
2021-10-29 18:30:00,-179.83619312441127,
2021-10-29 20:00:00,-179.83619312441127,
2021-10-29 23:00:00,-179.83619312441127,
2021-10-29 23:59:59,-199.90750731492906,w
2021-11-01 00:00:00,-199.15918115988111,
2021-11-01 01:00:00,-191.2271826961961,
2021-11-01 02:30:00,-191.2271826961961,
2021-11-01 03:00:00,-191.2271826961961,
2021-11-01 18:30:00,-191.2271826961961,
2021-11-01 20:00:00,-191.2271826961961,
2021-11-01 23:00:00,-104.24048781222061,
2021-11-01 23:59:59,-101.38592137074629,c
2021-11-02 00:00:00,-87.0230375275968,
2021-11-02 01:00:00,-61.385855620202236,
2021-11-02 02:30:00,-61.385855620202236,
2021-11-02 03:00:00,-61.385855620202236,
2021-11-02 18:30:00,-61.385855620202236,
2021-11-02 20:00:00,-61.385855620202236,
2021-11-02 23:00:00,-32.094921319419285,
2021-11-02 23:59:59,-53.99010631960975,c
2021-11-03 00:00:00,-47.47532654043124,
2021-11-03 01:00:00,-32.488864117051136,
2021-11-03 02:30:00,-32.488864117051136,
2021-11-03 03:00:00,-32.488864117051136,
2021-11-03 18:30:00,-32.488864117051136,
2021-11-03 20:00:00,-32.488864117051136,
2021-11-03 23:00:00,-32.48824353161396,
2021-11-03 23:59:59,-53.74751982622041,c
2021-11-04 00:00:00,-67.82320032568352,
2021-11-04 01:00:00,-51.80074193039968,
2021-11-04 02:30:00,-51.80074193039968,
2021-11-04 03:00:00,-51.80074193039968,
2021-11-04 18:30:00,-51.80074193039968,
2021-11-04 20:00:00,-51.80074193039968,
2021-11-04 23:00:00,-22.776898051960384,
2021-11-04 23:59:59,-34.3721083274597,c
2021-11-05 00:00:00,-27.548356064622705,
2021-11-05 01:00:00,9.272266383590106,
2021-11-05 02:30:00,9.272266383590106,
2021-11-05 03:00:00,9.272266383590106,
2021-11-05 18:30:00,9.272266383590106,
2021-11-05 20:00:00,9.272266383590106,
2021-11-05 23:00:00,9.272266383590106,
2021-11-05 23:59:59,-28.170152750160018,w
2021-11-08 00:00:00,83.21302233851377,
2021-11-08 01:00:00,106.93270692807071,
2021-11-08 02:30:00,106.93270692807071,
2021-11-08 03:00:00,106.93270692807071,
2021-11-08 18:30:00,106.93270692807071,
2021-11-08 20:00:00,159.27255985088055,
2021-11-08 23:00:00,183.12528341854753,
2021-11-08 23:59:59,170.01097412505956,c
