date,AS_MSCI_ESG_2022_Q2,meta
2022-05-10 20:00:00,-233.74594185041187,
2022-05-10 23:00:00,-219.21964607213474,
2022-05-10 23:59:59,-213.60927183527215,c
2022-05-11 00:00:00,-220.87410978085947,
2022-05-11 01:00:00,-214.18104271770218,
2022-05-11 02:30:00,-215.50349159507235,
2022-05-11 03:00:00,-213.67003128138495,
2022-05-11 18:30:00,-217.80709223456094,
2022-05-11 20:00:00,-216.60953347252516,
2022-05-11 23:00:00,-179.6371170833007,
2022-05-11 23:59:59,-185.88635131374727,c
2022-05-12 00:00:00,-190.4173236088259,
2022-05-12 01:00:00,-187.48076346488907,
2022-05-12 02:30:00,-187.52116725188765,
2022-05-12 03:00:00,-185.93622137159443,
2022-05-12 18:30:00,-184.85275055761153,
2022-05-12 20:00:00,-185.03382036599558,
2022-05-12 23:00:00,-150.916203151073,
2022-05-12 23:59:59,-150.26563218558775,c
2022-05-13 00:00:00,-129.53756583176627,
2022-05-13 01:00:00,-130.49940868809105,
2022-05-13 02:30:00,-126.65265112573658,
2022-05-13 03:00:00,-126.52581246779599,
2022-05-13 18:30:00,-126.52581246779599,
2022-05-13 20:00:00,-126.52581246779599,
2022-05-13 23:00:00,-126.52581246779599,
2022-05-13 23:59:59,-125.54308924986051,w
2022-05-16 00:00:00,-85.07819446987494,
2022-05-16 01:00:00,-77.25516042069776,
2022-05-16 02:30:00,-70.22662036788839,
2022-05-16 03:00:00,-69.64733723218899,
2022-05-16 18:30:00,-68.06685226344976,
2022-05-16 20:00:00,-68.3176984231304,
2022-05-16 23:00:00,-90.01629869881103,
2022-05-16 23:59:59,-90.16347651968121,c
2022-05-17 00:00:00,-71.4602159425481,
2022-05-17 01:00:00,-60.95255090919159,
2022-05-17 02:30:00,-53.718179715456785,
2022-05-17 03:00:00,-54.34094343333902,
2022-05-17 18:30:00,-52.058187895136626,
2022-05-17 20:00:00,-52.71187714610397,
2022-05-17 23:00:00,-82.41791785501627,
2022-05-17 23:59:59,-94.17642703690697,c
2022-05-18 00:00:00,-82.03155211114003,
2022-05-18 01:00:00,-77.74294394736049,
2022-05-18 02:30:00,-78.0452250542817,
2022-05-18 03:00:00,-77.81589913936781,
2022-05-18 18:30:00,-75.23974900842015,
2022-05-18 20:00:00,-75.20946709379248,
2022-05-18 23:00:00,-75.8595582678175,
2022-05-18 23:59:59,-79.99447922328531,c
2022-05-19 00:00:00,-79.8506263918816,
2022-05-19 01:00:00,-79.09027654528634,
2022-05-19 02:30:00,-79.51192238651109,
2022-05-19 03:00:00,-78.65527806104987,
2022-05-19 18:30:00,-75.37069261337027,
2022-05-19 20:00:00,-75.45945567345487,
2022-05-19 23:00:00,-21.424193373676076,
2022-05-19 23:59:59,0.0,a
2022-05-20 00:00:00,9.317102863874823,
2022-05-20 01:00:00,3.2981135023653394,
2022-05-20 02:30:00,5.6685625882751935,
2022-05-20 03:00:00,5.862073990612515,
2022-05-20 18:30:00,5.862073990612515,
2022-05-20 20:00:00,5.862073990612515,
2022-05-20 23:00:00,5.862073990612515,
2022-05-20 23:59:59,6.825232782937604,w
2022-05-23 00:00:00,-4.720922205139544,
2022-05-23 01:00:00,-9.728902912705422,
2022-05-23 02:30:00,-13.271478559984615,
2022-05-23 03:00:00,-13.351724482194953,
2022-05-23 18:30:00,-8.83029291047228,
2022-05-23 20:00:00,-9.301456938786174,
2022-05-23 23:00:00,3.4494517729393976,
2022-05-23 23:59:59,0.8436746726945046,c
2022-05-24 00:00:00,-7.48357417787372,
2022-05-24 01:00:00,-8.174169731446767,
2022-05-24 02:30:00,-14.477637651925733,
2022-05-24 03:00:00,-15.229911466823154,
2022-05-24 18:30:00,-10.639080671092728,
2022-05-24 20:00:00,-10.044357548749787,
2022-05-24 23:00:00,-5.700521007680294,
2022-05-24 23:59:59,-9.024155510782549,c
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
0,-9.024155510782549,
2022-05-25 00:00:00,-12.3938756485297,
2022-05-25 01:00:00,3.3724611363060433,
2022-05-25 02:30:00,2.9353006906225687,
2022-05-25 03:00:00,3.9918600528786214,
2022-05-25 18:30:00,2.0485289941921394,
2022-05-25 20:00:00,2.3992401128033407,
2022-05-25 23:00:00,-24.403895896683878,
2022-05-25 23:59:59,-14.31833212683452,c
2022-05-26 00:00:00,-23.24305553616088,
2022-05-26 01:00:00,-15.337261654667572,
2022-05-26 02:30:00,-17.634661987014027,
2022-05-26 03:00:00,-17.088090888452797,
2022-05-26 18:30:00,-15.597344272574617,
2022-05-26 20:00:00,-16.310412517676156,
2022-05-26 23:00:00,-23.23404620123219,
2022-05-26 23:59:59,-31.709849863523544,c
2022-05-27 00:00:00,-26.653688602961466,
2022-05-27 01:00:00,-27.671542288101563,
2022-05-27 02:30:00,-30.332113380484486,
2022-05-27 03:00:00,-33.59631591431565,
2022-05-27 18:30:00,-33.59631591431565,
2022-05-27 20:00:00,-33.59631591431565,
2022-05-27 23:00:00,-33.59631591431565,
2022-05-27 23:59:59,-30.95387954101136,w
2022-05-30 00:00:00,0.5070054308517058,
2022-05-30 01:00:00,-4.795121354069124,
2022-05-30 02:30:00,-5.160777096860073,
2022-05-30 03:00:00,-4.92831160313699,
2022-05-30 18:30:00,-3.048605473001288,
2022-05-30 20:00:00,-3.838932423650732,
2022-05-30 23:00:00,5.341170316853578,
2022-05-30 23:59:59,13.942577192354833,c
2022-05-31 00:00:00,4.582512087615811,
2022-05-31 01:00:00,24.851015947003106,
2022-05-31 02:30:00,-14.725271755471198,
2022-05-31 03:00:00,-15.794376140551634,
2022-05-31 18:30:00,-12.029075462422043,
2022-05-31 20:00:00,-12.13523329546257,
2022-05-31 23:00:00,-73.83649247724716,
2022-05-31 23:59:59,-81.34389461093278,e
2022-06-01 00:00:00,-82.38459143836721,
2022-06-01 01:00:00,-93.42755406929902,
2022-06-01 02:30:00,-86.80974763482047,
2022-06-01 03:00:00,-86.78704986816078,
2022-06-01 18:30:00,-87.05818611834806,
2022-06-01 20:00:00,-86.6728059772714,
2022-06-01 23:00:00,-93.71458588791106,
2022-06-01 23:59:59,-91.41697424390011,c
2022-06-02 00:00:00,-95.66180454461917,
2022-06-02 01:00:00,-92.71096516810749,
2022-06-02 02:30:00,-89.62790870976656,
2022-06-02 03:00:00,-91.17968980263029,
2022-06-02 18:30:00,-91.17968980263029,
2022-06-02 20:00:00,-91.17968980263029,
2022-06-02 23:00:00,-89.08962778333463,
2022-06-02 23:59:59,-89.44203448889894,c
2022-06-03 00:00:00,-89.15737642461042,
2022-06-03 01:00:00,-89.1135583226363,
2022-06-03 02:30:00,-89.1135583226363,
2022-06-03 03:00:00,-89.1135583226363,
2022-06-03 18:30:00,-89.1135583226363,
2022-06-03 20:00:00,-89.1135583226363,
2022-06-03 23:00:00,-89.1135583226363,
2022-06-03 23:59:59,-89.38429477978687,w
2022-06-06 00:00:00,-80.31171023808875,
2022-06-06 01:00:00,-78.9961616185524,
2022-06-06 02:30:00,-73.69888852762651,
2022-06-06 03:00:00,-72.18596443310219,
2022-06-06 18:30:00,-69.29654228838567,
2022-06-06 20:00:00,-68.90100167862394,
2022-06-06 23:00:00,-87.32080241049928,
2022-06-06 23:59:59,-84.47143960807645,c
2022-06-07 00:00:00,-89.26533643324697,
2022-06-07 01:00:00,-91.05502687177935,
2022-06-07 02:30:00,-91.483616361799,
2022-06-07 03:00:00,-92.88601231630886,
2022-06-07 18:30:00,-94.0103897377289,
2022-06-07 20:00:00,-93.812711029241,
2022-06-07 23:00:00,-83.89666203159268,
2022-06-07 23:59:59,-77.4428791711945,c
2022-06-08 00:00:00,-78.56374210018808,
2022-06-08 01:00:00,-79.3734629655801,
2022-06-08 02:30:00,-79.93958588638642,
2022-06-08 03:00:00,-79.36321357867806,
2022-06-08 18:30:00,-79.9373259215412,
2022-06-08 20:00:00,-79.38284530627814,
2022-06-08 23:00:00,-86.97391267159898,
2022-06-08 23:59:59,-89.5635368489508,c
2022-06-09 00:00:00,-88.477643845355,
2022-06-09 01:00:00,-87.66433953833754,
2022-06-09 02:30:00,-91.26278863716837,
2022-06-09 03:00:00,-91.1592115298429,
2022-06-09 18:30:00,-90.18889001971749,
2022-06-09 20:00:00,-90.35968402952861,
2022-06-09 23:00:00,-142.0380743946832,
2022-06-09 23:59:59,-145.12669427778465,c
2022-06-10 00:00:00,-144.51154754355653,
2022-06-10 01:00:00,-145.06112849612512,
2022-06-10 02:30:00,-152.72518623416303,
2022-06-10 03:00:00,-152.37920273307762,
2022-06-10 18:30:00,-152.37920273307762,
2022-06-10 20:00:00,-152.37920273307762,
2022-06-10 23:00:00,-152.37920273307762,
2022-06-10 23:59:59,-149.34604884806512,w
2022-06-13 00:00:00,-182.01139976068,
2022-06-13 01:00:00,-177.66743488536642,
2022-06-13 02:30:00,-177.32480001119322,
2022-06-13 03:00:00,-178.26142784945725,
2022-06-13 18:30:00,-177.77860460981432,
2022-06-13 20:00:00,-177.28288861321667,
2022-06-13 23:00:00,-194.6498153593851,
2022-06-13 23:59:59,-190.8524517182856,c
2022-06-14 00:00:00,-196.35546600927714,
2022-06-14 01:00:00,-200.06647810503276,
2022-06-14 02:30:00,-199.52171422388173,
2022-06-14 03:00:00,-200.4574038948928,
2022-06-14 18:30:00,-198.02667678705623,
2022-06-14 20:00:00,-197.39624062035264,
2022-06-14 23:00:00,-215.12257946332076,
2022-06-14 23:59:59,-222.2879520055212,c
2022-06-15 00:00:00,-226.8654548566088,
2022-06-15 01:00:00,-221.70944445988064,
2022-06-15 02:30:00,-223.89590136187948,
2022-06-15 03:00:00,-221.11458139821352,
2022-06-15 18:30:00,-220.55169757742377,
2022-06-15 20:00:00,-220.8747440506264,
2022-06-15 23:00:00,-249.1333511272151,
2022-06-15 23:59:59,-250.06392086669345,c
2022-06-16 00:00:00,-246.0973468969934,
2022-06-16 01:00:00,-247.13599898177395,
2022-06-16 02:30:00,-253.6644150607095,
2022-06-16 03:00:00,-252.84752080426992,
2022-06-16 18:30:00,-250.3070334591707,
2022-06-16 20:00:00,-250.3555459844741,
2022-06-16 23:00:00,-253.5364302559137,
2022-06-16 23:59:59,-257.4471732240431,c
2022-06-17 00:00:00,-255.07495346187366,
2022-06-17 01:00:00,-261.4564922098367,
2022-06-17 02:30:00,-259.3920621635741,
2022-06-17 03:00:00,-261.69948341357554,
2022-06-17 18:30:00,-261.69948341357554,
2022-06-17 20:00:00,-261.69948341357554,
2022-06-17 23:00:00,-261.69948341357554,
2022-06-17 23:59:59,-266.08776271464103,w
2022-06-20 00:00:00,-264.33250558458565,
2022-06-20 01:00:00,-261.7380082625956,
2022-06-20 02:30:00,-261.68532062013946,
2022-06-20 03:00:00,-262.6727083294136,
2022-06-20 18:30:00,-259.99320602553644,
2022-06-20 20:00:00,-260.6736805158472,
2022-06-20 23:00:00,-268.84271572550676,
2022-06-20 23:59:59,-267.96996531749846,c
2022-06-21 00:00:00,-261.4451746141309,
2022-06-21 01:00:00,-257.51311447015564,
2022-06-21 02:30:00,-257.33562467077365,
2022-06-21 03:00:00,-258.3396560622523,
2022-06-21 18:30:00,-258.3396560622523,
2022-06-21 20:00:00,-258.3396560622523,
2022-06-21 23:00:00,-258.3396560622523,
2022-06-21 23:59:59,-257.46180117209315,c
