date,AS_MSCI_AS_EM_REST_MIG_2022_Q1,meta
2022-01-17 18:30:00,740.0615584016859,
2022-01-17 20:00:00,682.6389259407192,
2022-01-17 23:00:00,725.0325614038534,
2022-01-17 23:59:59,712.8681882500878,c
2022-01-18 00:00:00,739.8493133980983,
2022-01-18 01:00:00,704.2982253826417,
2022-01-18 02:30:00,704.2982253826417,
2022-01-18 03:00:00,704.2982253826417,
2022-01-18 18:30:00,704.2982253826417,
2022-01-18 20:00:00,769.6603802694208,
2022-01-18 23:00:00,722.7023574415684,
2022-01-18 23:59:59,739.0200121789121,c
2022-01-19 00:00:00,754.2166262619708,
2022-01-19 01:00:00,643.1444304156166,
2022-01-19 02:30:00,643.1444304156166,
2022-01-19 03:00:00,643.1444304156166,
2022-01-19 18:30:00,643.1444304156166,
2022-01-19 20:00:00,671.194541988159,
2022-01-19 23:00:00,591.7334062411455,
2022-01-19 23:59:59,572.0292745942679,c
2022-01-20 00:00:00,562.6276515984077,
2022-01-20 01:00:00,534.6862716615024,
2022-01-20 02:30:00,534.6862716615024,
2022-01-20 03:00:00,534.6862716615024,
2022-01-20 18:30:00,534.6862716615024,
2022-01-20 20:00:00,729.9444742865085,
2022-01-20 23:00:00,758.8937700548081,
2022-01-20 23:59:59,774.1703378353686,c
2022-01-21 00:00:00,778.6175136675761,
2022-01-21 01:00:00,699.0186894232729,
2022-01-21 02:30:00,699.0186894232729,
2022-01-21 03:00:00,699.0186894232729,
2022-01-21 18:30:00,699.0186894232729,
2022-01-21 20:00:00,699.0186894232729,
2022-01-21 23:00:00,699.0186894232729,
2022-01-21 23:59:59,699.0701782423339,w
2022-01-24 00:00:00,589.0803845707455,
2022-01-24 01:00:00,597.3783872980171,
2022-01-24 02:30:00,597.3783872980171,
2022-01-24 03:00:00,597.3783872980171,
2022-01-24 18:30:00,597.3783872980171,
2022-01-24 20:00:00,508.476468371844,
2022-01-24 23:00:00,642.9483032429657,
2022-01-24 23:59:59,570.5233383099876,c
2022-01-25 00:00:00,563.9923677199372,
2022-01-25 01:00:00,594.8609403807254,
2022-01-25 02:30:00,594.8609403807254,
2022-01-25 03:00:00,594.8609403807254,
2022-01-25 18:30:00,594.8609403807254,
2022-01-25 20:00:00,635.8424420118031,
2022-01-25 23:00:00,552.2134722037026,
2022-01-25 23:59:59,543.7664716118497,c
2022-01-26 00:00:00,535.3014258239828,
2022-01-26 01:00:00,510.7907378977675,
2022-01-26 02:30:00,510.7907378977675,
2022-01-26 03:00:00,510.7907378977675,
2022-01-26 18:30:00,510.7907378977675,
2022-01-26 20:00:00,603.998871201999,
2022-01-26 23:00:00,476.92779770871675,
2022-01-26 23:59:59,526.5006671323545,c
2022-01-27 00:00:00,506.3682777430872,
2022-01-27 01:00:00,519.0690446975054,
2022-01-27 02:30:00,519.0690446975054,
2022-01-27 03:00:00,519.0690446975054,
2022-01-27 18:30:00,519.0690446975054,
2022-01-27 20:00:00,430.6555219110969,
2022-01-27 23:00:00,370.6905559005613,
2022-01-27 23:59:59,346.685898260841,c
2022-01-28 00:00:00,337.49358116766825,
2022-01-28 01:00:00,329.64389828505955,
2022-01-28 02:30:00,329.64389828505955,
2022-01-28 03:00:00,329.64389828505955,
2022-01-28 18:30:00,329.64389828505955,
2022-01-28 20:00:00,329.64389828505955,
2022-01-28 23:00:00,329.64389828505955,
2022-01-28 23:59:59,319.57307048753773,w
2022-01-31 00:00:00,319.57307048753773,
2022-01-31 01:00:00,319.57307048753773,
2022-01-31 02:30:00,319.57307048753773,
2022-01-31 03:00:00,319.57307048753773,
2022-01-31 18:30:00,319.57307048753773,
2022-01-31 20:00:00,319.57307048753773,
2022-01-31 23:00:00,319.57307048753773,
2022-01-31 23:59:59,319.57307048753773,c
2022-02-01 00:00:00,319.57307048753773,
2022-02-01 01:00:00,319.57307048753773,
2022-02-01 02:30:00,319.57307048753773,
2022-02-01 03:00:00,319.57307048753773,
2022-02-01 18:30:00,319.57307048753773,
2022-02-01 20:00:00,319.57307048753773,
2022-02-01 23:00:00,319.57307048753773,
2022-02-01 23:59:59,319.57307048753773,c
2022-02-02 00:00:00,319.57307048753773,
2022-02-02 01:00:00,319.57307048753773,
2022-02-02 02:30:00,319.57307048753773,
2022-02-02 03:00:00,319.57307048753773,
2022-02-02 18:30:00,319.57307048753773,
2022-02-02 20:00:00,423.9068805330985,
2022-02-02 23:00:00,533.7162013465158,
2022-02-02 23:59:59,533.7162013465158,c
2022-02-03 00:00:00,513.7819056009944,
2022-02-03 01:00:00,510.1234690845472,
2022-02-03 02:30:00,510.1234690845472,
2022-02-03 03:00:00,510.1234690845472,
2022-02-03 18:30:00,510.1234690845472,
2022-02-03 20:00:00,549.272288149642,
2022-02-03 23:00:00,475.0700440629853,
2022-02-03 23:59:59,455.8383840716356,c
2022-02-04 00:00:00,466.38557694494966,
2022-02-04 01:00:00,490.97173508053766,
2022-02-04 02:30:00,490.97173508053766,
2022-02-04 03:00:00,490.97173508053766,
2022-02-04 18:30:00,490.97173508053766,
2022-02-04 20:00:00,490.97173508053766,
2022-02-04 23:00:00,490.97173508053766,
2022-02-04 23:59:59,488.8158924595441,w
2022-02-07 00:00:00,339.0554986088341,
2022-02-07 01:00:00,325.81319154445737,
2022-02-07 02:30:00,325.81319154445737,
2022-02-07 03:00:00,325.81319154445737,
2022-02-07 18:30:00,325.81319154445737,
2022-02-07 20:00:00,335.4766305970961,
2022-02-07 23:00:00,269.25994635304596,
2022-02-07 23:59:59,292.06833562401835,c
2022-02-08 00:00:00,291.93723295816153,
2022-02-08 01:00:00,312.0351782351795,
2022-02-08 02:30:00,312.0351782351795,
2022-02-08 03:00:00,312.0351782351795,
2022-02-08 18:30:00,312.0351782351795,
2022-02-08 20:00:00,314.7972820135824,
2022-02-08 23:00:00,329.1591457198829,
2022-02-08 23:59:59,341.91550008891636,c
2022-02-09 00:00:00,332.3017189525358,
2022-02-09 01:00:00,272.7099878323015,
2022-02-09 02:30:00,272.7099878323015,
2022-02-09 03:00:00,272.7099878323015,
2022-02-09 18:30:00,272.7099878323015,
2022-02-09 20:00:00,111.41138670066948,
2022-02-09 23:00:00,3.8370074015065256,
2022-02-09 23:59:59,0.0,a
2022-02-10 00:00:00,93.20660261811554,
2022-02-10 01:00:00,97.98997842149038,
2022-02-10 02:30:00,97.98997842149038,
2022-02-10 03:00:00,97.98997842149038,
2022-02-10 18:30:00,97.98997842149038,
2022-02-10 20:00:00,143.02184176686978,
2022-02-10 23:00:00,86.25323776040204,
2022-02-10 23:59:59,108.6693539654616,c
2022-02-11 00:00:00,114.70454669046376,
2022-02-11 01:00:00,120.79987927460525,
2022-02-11 02:30:00,120.79987927460525,
2022-02-11 03:00:00,120.79987927460525,
2022-02-11 18:30:00,120.79987927460525,
2022-02-11 20:00:00,120.79987927460525,
2022-02-11 23:00:00,120.79987927460525,
2022-02-11 23:59:59,99.77577548876525,w
2022-02-14 00:00:00,246.84717368004658,
2022-02-14 01:00:00,261.6538492687605,
2022-02-14 02:30:00,261.6538492687605,
2022-02-14 03:00:00,261.6538492687605,
2022-02-14 18:30:00,261.6538492687605,
2022-02-14 20:00:00,143.13609006685328,
2022-02-14 23:00:00,119.54505038047455,
2022-02-14 23:59:59,46.72829860750289,c
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
0,46.72829860750289,
2022-02-15 00:00:00,65.37664672324763,
2022-02-15 01:00:00,2.74306227399984,
2022-02-15 02:30:00,2.74306227399984,
2022-02-15 03:00:00,2.74306227399984,
2022-02-15 18:30:00,2.74306227399984,
2022-02-15 20:00:00,-35.78933233196585,
2022-02-15 23:00:00,-8.752185471173561,
2022-02-15 23:59:59,-9.583633898766948,c
2022-02-16 00:00:00,-7.155529366893461,
2022-02-16 01:00:00,-56.160844503313456,
2022-02-16 02:30:00,-56.160844503313456,
2022-02-16 03:00:00,-56.160844503313456,
2022-02-16 18:30:00,-56.160844503313456,
2022-02-16 20:00:00,49.42570286214732,
2022-02-16 23:00:00,-11.889337621988489,
2022-02-16 23:59:59,-7.9854547278350765,c
2022-02-17 00:00:00,-21.961517180491228,
2022-02-17 01:00:00,-52.457293439440036,
2022-02-17 02:30:00,-52.457293439440036,
2022-02-17 03:00:00,-52.457293439440036,
2022-02-17 18:30:00,-52.457293439440036,
2022-02-17 20:00:00,-32.90331959274317,
2022-02-17 23:00:00,-22.283579291206934,
2022-02-17 23:59:59,2.664052305527548,c
2022-02-18 00:00:00,13.873609968389246,
2022-02-18 01:00:00,-7.0888287662492075,
2022-02-18 02:30:00,-7.0888287662492075,
2022-02-18 03:00:00,-7.0888287662492075,
2022-02-18 18:30:00,-7.0888287662492075,
2022-02-18 20:00:00,-7.0888287662492075,
2022-02-18 23:00:00,-7.0888287662492075,
2022-02-18 23:59:59,-4.93431699771827,w
2022-02-21 00:00:00,-54.9816776465791,
2022-02-21 01:00:00,-72.76011543538561,
2022-02-21 02:30:00,-72.76011543538561,
2022-02-21 03:00:00,-72.76011543538561,
2022-02-21 18:30:00,-72.76011543538561,
2022-02-21 20:00:00,-23.47085853793169,
2022-02-21 23:00:00,-45.27803464461749,
2022-02-21 23:59:59,-43.66321564828695,c
2022-02-22 00:00:00,44.68123835067718,
2022-02-22 01:00:00,38.5288814959099,
2022-02-22 02:30:00,38.5288814959099,
2022-02-22 03:00:00,38.5288814959099,
2022-02-22 18:30:00,38.5288814959099,
2022-02-22 20:00:00,63.90863234906783,
2022-02-22 23:00:00,118.28293567514038,
2022-02-22 23:59:59,78.03404030221964,c
2022-02-23 00:00:00,70.6750695299279,
2022-02-23 01:00:00,56.9605423771136,
2022-02-23 02:30:00,56.9605423771136,
2022-02-23 03:00:00,56.9605423771136,
2022-02-23 18:30:00,56.9605423771136,
2022-02-23 20:00:00,57.66188761252897,
2022-02-23 23:00:00,80.78388901432345,
2022-02-23 23:59:59,47.62636574445969,c
2022-02-24 00:00:00,48.459131505679125,
2022-02-24 01:00:00,159.59405184874004,
2022-02-24 02:30:00,159.59405184874004,
2022-02-24 03:00:00,159.59405184874004,
2022-02-24 18:30:00,159.59405184874004,
2022-02-24 20:00:00,239.60357784317057,
2022-02-24 23:00:00,274.2367243092576,
2022-02-24 23:59:59,158.22461566837592,c
2022-02-25 00:00:00,158.67976193193454,
2022-02-25 01:00:00,94.76284619885473,
2022-02-25 02:30:00,94.76284619885473,
2022-02-25 03:00:00,94.76284619885473,
2022-02-25 18:30:00,94.76284619885473,
2022-02-25 20:00:00,94.76284619885473,
2022-02-25 23:00:00,94.76284619885473,
2022-02-25 23:59:59,48.951397955657285,w
2022-02-28 00:00:00,-154.48627616945805,
2022-02-28 01:00:00,-220.6605615377607,
2022-02-28 02:30:00,-220.6605615377607,
2022-02-28 03:00:00,-220.6605615377607,
2022-02-28 18:30:00,-220.6605615377607,
2022-02-28 20:00:00,-220.6605615377607,
2022-02-28 23:00:00,-229.12247968025804,
2022-02-28 23:59:59,-314.45702320945566,e
2022-03-01 00:00:00,-287.38242621985637,
2022-03-01 01:00:00,-287.38242621985637,
2022-03-01 02:30:00,-287.38242621985637,
2022-03-01 03:00:00,-287.38242621985637,
2022-03-01 18:30:00,-287.38242621985637,
2022-03-01 20:00:00,-466.9382315698422,
2022-03-01 23:00:00,-349.29237236350036,
2022-03-01 23:59:59,-349.59109617830563,c
2022-03-02 00:00:00,-403.3089779000343,
2022-03-02 01:00:00,-379.2683938256205,
2022-03-02 02:30:00,-379.2683938256205,
2022-03-02 03:00:00,-379.2683938256205,
2022-03-02 18:30:00,-379.2683938256205,
2022-03-02 20:00:00,-456.99173995366345,
2022-03-02 23:00:00,-491.2575770849294,
2022-03-02 23:59:59,-480.4062800074321,c
2022-03-03 00:00:00,-469.70396452994237,
2022-03-03 01:00:00,-463.4998661691934,
2022-03-03 02:30:00,-463.4998661691934,
2022-03-03 03:00:00,-463.4998661691934,
2022-03-03 18:30:00,-463.4998661691934,
2022-03-03 20:00:00,-472.77747831726583,
2022-03-03 23:00:00,-501.9379318262336,
2022-03-03 23:59:59,-530.7172360231216,c
2022-03-04 00:00:00,-558.7758511359953,
2022-03-04 01:00:00,-536.6026226227755,
2022-03-04 02:30:00,-536.6026226227755,
2022-03-04 03:00:00,-536.6026226227755,
2022-03-04 18:30:00,-536.6026226227755,
2022-03-04 20:00:00,-536.6026226227755,
2022-03-04 23:00:00,-536.6026226227755,
2022-03-04 23:59:59,-581.6875190119035,w
2022-03-07 00:00:00,-553.9033655706244,
2022-03-07 01:00:00,-543.1795620054049,
2022-03-07 02:30:00,-543.1795620054049,
2022-03-07 03:00:00,-543.1795620054049,
2022-03-07 18:30:00,-543.1795620054049,
2022-03-07 20:00:00,-543.1795620054049,
2022-03-07 23:00:00,-543.1795620054049,
2022-03-07 23:59:59,-569.8927632015893,c
2022-03-08 00:00:00,-569.8927632015893,
2022-03-08 01:00:00,-569.8927632015893,
2022-03-08 02:30:00,-569.8927632015893,
2022-03-08 03:00:00,-569.8927632015893,
2022-03-08 18:30:00,-569.8927632015893,
2022-03-08 20:00:00,-569.8927632015893,
2022-03-08 23:00:00,-569.8927632015893,
2022-03-08 23:59:59,-569.8927632015893,c
2022-03-09 00:00:00,-569.8927632015893,
2022-03-09 01:00:00,-569.8927632015893,
2022-03-09 02:30:00,-569.8927632015893,
2022-03-09 03:00:00,-569.8927632015893,
2022-03-09 18:30:00,-569.8927632015893,
2022-03-09 20:00:00,-569.8927632015893,
2022-03-09 23:00:00,-569.8927632015893,
2022-03-09 23:59:59,-569.8927632015893,c
2022-03-10 00:00:00,-569.8927632015893,
2022-03-10 01:00:00,-569.8927632015893,
2022-03-10 02:30:00,-569.8927632015893,
2022-03-10 03:00:00,-569.8927632015893,
2022-03-10 18:30:00,-569.8927632015893,
2022-03-10 20:00:00,-569.8927632015893,
2022-03-10 23:00:00,-569.8927632015893,
2022-03-10 23:59:59,-569.8927632015893,c
2022-03-11 00:00:00,-569.8927632015893,
2022-03-11 01:00:00,-569.8927632015893,
2022-03-11 02:30:00,-569.8927632015893,
2022-03-11 03:00:00,-569.8927632015893,
2022-03-11 18:30:00,-569.8927632015893,
2022-03-11 20:00:00,-569.8927632015893,
2022-03-11 23:00:00,-569.8927632015893,
2022-03-11 23:59:59,-569.8927632015893,w
2022-03-14 00:00:00,-569.8927632015893,
2022-03-14 01:00:00,-569.8927632015893,
2022-03-14 02:30:00,-569.8927632015893,
2022-03-14 03:00:00,-569.8927632015893,
2022-03-14 18:30:00,-569.8927632015893,
2022-03-14 20:00:00,-569.8927632015893,
2022-03-14 23:00:00,-569.8927632015893,
2022-03-14 23:59:59,-569.8927632015893,c
2022-03-15 00:00:00,-569.8927632015893,
2022-03-15 01:00:00,-569.8927632015893,
2022-03-15 02:30:00,-569.8927632015893,
2022-03-15 03:00:00,-569.8927632015893,
2022-03-15 18:30:00,-569.8927632015893,
2022-03-15 20:00:00,-569.8927632015893,
2022-03-15 23:00:00,-569.8927632015893,
2022-03-15 23:59:59,-569.8927632015893,c
2022-03-16 00:00:00,-569.8927632015893,
2022-03-16 01:00:00,-569.8927632015893,
2022-03-16 02:30:00,-569.8927632015893,
2022-03-16 03:00:00,-569.8927632015893,
2022-03-16 18:30:00,-569.8927632015893,
2022-03-16 20:00:00,-569.8927632015893,
2022-03-16 23:00:00,-569.8927632015893,
2022-03-16 23:59:59,-569.8927632015893,c
2022-03-17 00:00:00,-569.8927632015893,
2022-03-17 01:00:00,-569.8927632015893,
2022-03-17 02:30:00,-569.8927632015893,
2022-03-17 03:00:00,-569.8927632015893,
2022-03-17 18:30:00,-569.8927632015893,
2022-03-17 20:00:00,-569.8927632015893,
2022-03-17 23:00:00,-569.8927632015893,
2022-03-17 23:59:59,-569.8927632015893,c
2022-03-18 00:00:00,-569.8927632015893,
2022-03-18 01:00:00,-569.8927632015893,
2022-03-18 02:30:00,-569.8927632015893,
2022-03-18 03:00:00,-569.8927632015893,
2022-03-18 18:30:00,-569.8927632015893,
2022-03-18 20:00:00,-569.8927632015893,
2022-03-18 23:00:00,-569.8927632015893,
2022-03-18 23:59:59,-569.8927632015893,w
2022-03-21 00:00:00,-569.8927632015893,
2022-03-21 01:00:00,-569.8927632015893,
2022-03-21 02:30:00,-569.8927632015893,
2022-03-21 03:00:00,-569.8927632015893,
2022-03-21 18:30:00,-569.8927632015893,
2022-03-21 20:00:00,-569.8927632015893,
2022-03-21 23:00:00,-569.8927632015893,
2022-03-21 23:59:59,-569.8927632015893,c
