date,EU_SXXEP6_STAY_2022_Q4,meta
2022-11-10 00:00:00,-21.930167115817028,
2022-11-10 03:30:00,-13.121560683264434,
2022-11-10 04:00:00,-12.809654570870393,
2022-11-10 06:00:00,-28.439738690395473,
2022-11-10 08:00:00,-37.297750424569195,
2022-11-10 10:30:00,-35.72575560912088,
2022-11-10 11:00:00,-35.210064993204455,
2022-11-10 23:59:59,-38.247874023066466,c
2022-11-11 00:00:00,-30.27562514866384,
2022-11-11 03:30:00,-18.55702887364427,
2022-11-11 04:00:00,-16.07223272282903,
2022-11-11 06:00:00,-27.767633967917483,
2022-11-11 08:00:00,-34.07139150366529,
2022-11-11 10:30:00,-29.356676721441467,
2022-11-11 11:00:00,-29.145045034124564,
2022-11-11 23:59:59,-34.219852450202026,w
2022-11-14 00:00:00,-40.81902488194419,
2022-11-14 03:30:00,-36.46228826128859,
2022-11-14 04:00:00,-35.7686634160076,
2022-11-14 06:00:00,-37.33741018054547,
2022-11-14 08:00:00,-33.09130456319684,
2022-11-14 10:30:00,-12.782741452423288,
2022-11-14 11:00:00,-16.542086486623703,
2022-11-14 23:59:59,-13.28667511127015,c
2022-11-15 00:00:00,-7.647625430973179,
2022-11-15 03:30:00,9.296688246627845,
2022-11-15 04:00:00,9.508294379603825,
2022-11-15 06:00:00,3.4778832347303705,
2022-11-15 08:00:00,3.782878230413715,
2022-11-15 10:30:00,-11.736605386135174,
2022-11-15 11:00:00,-21.387437605273295,
2022-11-15 23:59:59,-21.087481426675346,c
2022-11-16 00:00:00,-0.4038011928256111,
2022-11-16 03:30:00,0.3632229988466378,
2022-11-16 04:00:00,-2.552061167441721,
2022-11-16 06:00:00,-2.535956257069607,
2022-11-16 08:00:00,-18.92751824447545,
2022-11-16 10:30:00,-20.862790010739182,
2022-11-16 11:00:00,-20.913246418346215,
2022-11-16 23:59:59,-26.27145856743993,c
2022-11-17 00:00:00,-24.668733368970834,
2022-11-17 03:30:00,-29.39419193475786,
2022-11-17 04:00:00,-29.801536069704422,
2022-11-17 06:00:00,-49.23367091142391,
2022-11-17 08:00:00,-46.34188577821516,
2022-11-17 10:30:00,-67.58419098136982,
2022-11-17 11:00:00,-61.2785891665842,
2022-11-17 23:59:59,-61.061841268094966,c
2022-11-18 00:00:00,-23.219827906472556,
2022-11-18 03:30:00,-41.9091825840214,
2022-11-18 04:00:00,-24.816676394375463,
2022-11-18 06:00:00,-19.44438039913517,
2022-11-18 08:00:00,-19.372201088216087,
2022-11-18 10:30:00,-37.42379162397182,
2022-11-18 11:00:00,-24.68111812195491,
2022-11-18 23:59:59,-28.252755719149906,w
2022-11-21 00:00:00,-42.63691915141133,
2022-11-21 03:30:00,-36.91980421258705,
2022-11-21 04:00:00,-38.7772377993905,
2022-11-21 06:00:00,-45.530807327786235,
2022-11-21 08:00:00,-51.24888856362007,
2022-11-21 10:30:00,-56.920729049299254,
2022-11-21 11:00:00,-56.156518137735105,
2022-11-21 23:59:59,-51.0478811574447,c
2022-11-22 00:00:00,-48.511585213897455,
2022-11-22 03:30:00,-53.02229561728591,
2022-11-22 04:00:00,-66.01826243197274,
2022-11-22 06:00:00,-64.31319896983416,
2022-11-22 08:00:00,-64.9776750512062,
2022-11-22 10:30:00,-52.578952142495574,
2022-11-22 11:00:00,-51.70163657337256,
2022-11-22 23:59:59,-45.893344272151545,c
2022-11-23 00:00:00,-53.97251542102823,
2022-11-23 03:30:00,-39.167187110812314,
2022-11-23 04:00:00,-36.64235031033314,
2022-11-23 06:00:00,-48.879119247646855,
2022-11-23 08:00:00,-48.48772565990443,
2022-11-23 10:30:00,-41.78642537178182,
2022-11-23 11:00:00,-48.44887465619652,
2022-11-23 23:59:59,-41.77367620764437,c
2022-11-24 00:00:00,-43.73620282487595,
2022-11-24 03:30:00,-44.74111188450051,
2022-11-24 04:00:00,-42.9047407624285,
2022-11-24 06:00:00,-35.03549488062564,
2022-11-24 08:00:00,-46.240144502188116,
2022-11-24 10:30:00,-43.56340367359843,
2022-11-24 11:00:00,-41.65239993880971,
2022-11-24 23:59:59,-42.45473873336916,c
2022-11-25 00:00:00,-37.707359513763706,
2022-11-25 03:30:00,-44.05860765864031,
2022-11-25 04:00:00,-51.11127367580346,
2022-11-25 06:00:00,-45.88086239459945,
2022-11-25 08:00:00,-42.525481955620286,
2022-11-25 10:30:00,-45.52657584886365,
2022-11-25 11:00:00,-43.39264354561696,
2022-11-25 23:59:59,-41.27266221462827,w
2022-11-28 00:00:00,-45.240076265241136,
2022-11-28 03:30:00,-39.802986238424936,
2022-11-28 04:00:00,-32.82353634406789,
2022-11-28 06:00:00,-32.42923197864425,
2022-11-28 08:00:00,-32.098302348577256,
2022-11-28 10:30:00,-32.55371622806001,
2022-11-28 11:00:00,-35.563928915783954,
2022-11-28 23:59:59,-33.41397443310399,c
2022-11-29 00:00:00,-34.99200685410032,
2022-11-29 03:30:00,-13.911369406867124,
2022-11-29 04:00:00,-20.756582422869883,
2022-11-29 06:00:00,-12.205830144138574,
2022-11-29 08:00:00,-15.93775997263581,
2022-11-29 10:30:00,-4.6285418454594875,
2022-11-29 11:00:00,1.3458115671698394,
2022-11-29 23:59:59,3.3346494108512346,c
2022-11-30 00:00:00,3.749818227155089,
2022-11-30 03:30:00,-7.678574555173334,
2022-11-30 04:00:00,-11.917307665372725,
2022-11-30 06:00:00,-10.638509248551017,
2022-11-30 08:00:00,1.288347018806661,
2022-11-30 10:30:00,-2.546225663283259,
2022-11-30 11:00:00,2.517327523834801,
2022-11-30 23:59:59,2.476957630628334,c
2022-12-01 00:00:00,-0.27394366384856994,
2022-12-01 03:30:00,12.285226427285771,
2022-12-01 04:00:00,3.9374859012212937,
2022-12-01 06:00:00,10.506822585618089,
2022-12-01 08:00:00,10.927222412685886,
2022-12-01 10:30:00,1.5087278314990726,
2022-12-01 11:00:00,-5.079900680480655,
2022-12-01 23:59:59,0.0,a
2022-12-02 00:00:00,1.639266076994808,
2022-12-02 03:30:00,-6.507631264329618,
2022-12-02 04:00:00,-4.5103101915453365,
2022-12-02 06:00:00,3.92058932298945,
2022-12-02 08:00:00,11.094175384036745,
