date,EU_SXXEP6_STAY_2022_Q4,meta
2022-12-02 10:30:00,0.6256344408177981,
2022-12-02 11:00:00,4.195042032012097,
2022-12-02 23:59:59,1.8467897911622941,w
2022-12-05 00:00:00,-13.371311405911676,
2022-12-05 03:30:00,-10.60696052414707,
2022-12-05 04:00:00,-1.5376498584357776,
2022-12-05 06:00:00,0.2705515632455331,
2022-12-05 08:00:00,-7.833643570593779,
2022-12-05 10:30:00,-4.0879882097449,
2022-12-05 11:00:00,-5.614151387611166,
2022-12-05 23:59:59,-4.002521730699648,c
2022-12-06 00:00:00,10.62232346330753,
2022-12-06 03:30:00,16.854414841930698,
2022-12-06 04:00:00,13.275588555897848,
2022-12-06 06:00:00,9.502899375300863,
2022-12-06 08:00:00,23.416583595379414,
2022-12-06 10:30:00,29.793006111064166,
2022-12-06 11:00:00,35.54387557440989,
2022-12-06 23:59:59,39.12445569722785,c
0,39.12445569722785,
0,39.12445569722785,
0,39.12445569722785,
0,39.12445569722785,
0,39.12445569722785,
0,39.12445569722785,
0,39.12445569722785,
0,39.12445569722785,
2022-12-07 00:00:00,48.25742713714832,
2022-12-07 03:30:00,41.47782496738079,
2022-12-07 04:00:00,41.26370475221355,
2022-12-07 06:00:00,33.06092968601467,
2022-12-07 08:00:00,47.04516797985686,
2022-12-07 10:30:00,44.651295718598185,
2022-12-07 11:00:00,47.996654996211056,
2022-12-07 23:59:59,42.18337341935371,c
2022-12-08 00:00:00,34.62610048172612,
2022-12-08 03:30:00,39.97699060153355,
2022-12-08 04:00:00,48.207716427028664,
2022-12-08 06:00:00,47.58264687399258,
2022-12-08 08:00:00,53.04155282484427,
2022-12-08 10:30:00,62.550912278446624,
2022-12-08 11:00:00,55.08627131209966,
2022-12-08 23:59:59,56.489168645792454,c
2022-12-09 00:00:00,50.4715244644487,
2022-12-09 03:30:00,57.856634799599924,
2022-12-09 04:00:00,48.49437855718363,
2022-12-09 06:00:00,48.61673185247651,
2022-12-09 08:00:00,46.69972068542271,
2022-12-09 10:30:00,54.6180045617728,
2022-12-09 11:00:00,48.17797220654315,
2022-12-09 23:59:59,54.64611822172338,w
2022-12-12 00:00:00,55.51390871692356,
2022-12-12 03:30:00,49.83181576423758,
2022-12-12 04:00:00,56.04079039150111,
2022-12-12 06:00:00,56.12008915984365,
2022-12-12 08:00:00,60.247748908589934,
2022-12-12 10:30:00,58.6812486643042,
2022-12-12 11:00:00,49.49476606946488,
2022-12-12 23:59:59,49.07725586130828,c
2022-12-13 00:00:00,53.10727811019833,
2022-12-13 03:30:00,61.92882869250112,
2022-12-13 04:00:00,53.90046917949309,
2022-12-13 06:00:00,68.26309212527073,
2022-12-13 08:00:00,75.83389415653772,
2022-12-13 10:30:00,84.34414434922806,
2022-12-13 11:00:00,72.29424312508982,
2022-12-13 23:59:59,74.38080073570535,c
2022-12-14 00:00:00,73.21740255826288,
2022-12-14 03:30:00,76.58205555493043,
2022-12-14 04:00:00,74.84308682549067,
2022-12-14 06:00:00,71.74947296622344,
2022-12-14 08:00:00,74.87151059113276,
2022-12-14 10:30:00,59.76941294574721,
2022-12-14 11:00:00,59.51291277401416,
2022-12-14 23:59:59,63.3713192947534,c
2022-12-15 00:00:00,63.32815194185668,
2022-12-15 03:30:00,52.27446581651082,
2022-12-15 04:00:00,58.07951805525581,
2022-12-15 06:00:00,54.474577959445874,
2022-12-15 08:00:00,48.56577251361066,
2022-12-15 10:30:00,43.91102687488958,
2022-12-15 11:00:00,47.31461696986583,
2022-12-15 23:59:59,42.02080816501741,c
2022-12-16 00:00:00,49.128851903272796,
2022-12-16 03:30:00,48.878308967079555,
2022-12-16 04:00:00,48.77063459511927,
2022-12-16 06:00:00,42.96855496997511,
2022-12-16 08:00:00,34.59775104067172,
2022-12-16 10:30:00,36.38360700438698,
2022-12-16 11:00:00,32.41890467485141,
2022-12-16 23:59:59,19.223928477901033,e
2022-12-19 00:00:00,32.54585801022443,
2022-12-19 03:30:00,35.31703628415024,
2022-12-19 04:00:00,32.5120415599549,
2022-12-19 06:00:00,35.96654145774237,
2022-12-19 08:00:00,32.16145920665203,
2022-12-19 10:30:00,32.786388562653336,
2022-12-19 11:00:00,36.507885629654616,
2022-12-19 23:59:59,44.51739993853585,c
2022-12-20 00:00:00,40.33873354906775,
2022-12-20 03:30:00,61.90073432520314,
2022-12-20 04:00:00,47.04483012371755,
2022-12-20 06:00:00,56.34258156509605,
2022-12-20 08:00:00,56.311491070463084,
2022-12-20 10:30:00,60.74584588219869,
2022-12-20 11:00:00,66.86348419606821,
2022-12-20 23:59:59,64.90648977165202,c
2022-12-21 00:00:00,60.275631492563626,
2022-12-21 03:30:00,64.9573815502132,
2022-12-21 04:00:00,66.09783790723009,
2022-12-21 06:00:00,66.26895683706735,
2022-12-21 08:00:00,64.07497827193856,
2022-12-21 10:30:00,64.14093033571052,
2022-12-21 11:00:00,70.76404947383026,
2022-12-21 23:59:59,78.20644944533856,c
2022-12-22 00:00:00,79.0529228543111,
2022-12-22 03:30:00,79.90152128129301,
2022-12-22 04:00:00,76.23881368554771,
2022-12-22 06:00:00,79.28781060774128,
2022-12-22 08:00:00,74.31092599550612,
2022-12-22 10:30:00,76.01885338182927,
2022-12-22 11:00:00,74.38867412269121,
2022-12-22 23:59:59,75.84173170106729,c
2022-12-23 00:00:00,64.99405964586589,
2022-12-23 03:30:00,64.40307373905503,
2022-12-23 04:00:00,64.39399528858041,
2022-12-23 06:00:00,62.87444609051922,
2022-12-23 08:00:00,55.10516621041379,
2022-12-23 10:30:00,64.83297896184152,
2022-12-23 11:00:00,66.83443655540162,
2022-12-23 23:59:59,64.16254057795436,w
2022-12-26 00:00:00,64.16254057795436,
2022-12-26 03:30:00,64.16254057795436,
2022-12-26 04:00:00,64.16254057795436,
2022-12-26 06:00:00,64.16254057795436,
2022-12-26 08:00:00,64.16254057795436,
2022-12-26 10:30:00,64.16254057795436,
2022-12-26 11:00:00,64.16254057795436,
2022-12-26 23:59:59,64.16254057795436,c
2022-12-27 00:00:00,69.59519668140712,
2022-12-27 03:30:00,82.56237032533406,
2022-12-27 04:00:00,82.9222533323447,
2022-12-27 06:00:00,73.3176531754176,
2022-12-27 08:00:00,76.93514010074827,
2022-12-27 10:30:00,62.87520237370993,
2022-12-27 11:00:00,64.72516754754068,
2022-12-27 23:59:59,74.22554564254634,c
2022-12-28 00:00:00,71.49294278874939,
2022-12-28 03:30:00,82.03120257333597,
2022-12-28 04:00:00,78.08102109411399,
2022-12-28 06:00:00,67.31293896589511,
2022-12-28 08:00:00,77.12021664574476,
2022-12-28 10:30:00,68.46442881997234,
2022-12-28 11:00:00,63.69519579043277,
2022-12-28 23:59:59,63.34105999503357,c
2022-12-29 00:00:00,54.91169734890082,
2022-12-29 03:30:00,64.5377935050272,
2022-12-29 04:00:00,61.050702184696796,
2022-12-29 06:00:00,59.19277759697798,
2022-12-29 08:00:00,59.52579234262074,
2022-12-29 10:30:00,70.72474719967042,
2022-12-29 11:00:00,67.90864747254386,
2022-12-29 23:59:59,71.9327899671656,c
2022-12-30 00:00:00,66.80348532693307,
2022-12-30 03:30:00,68.50204891461186,
2022-12-30 04:00:00,75.36405184152682,
2022-12-30 06:00:00,69.4074605948517,
2022-12-30 08:00:00,67.81338242119995,
2022-12-30 10:30:00,60.053023959188515,
2022-12-30 11:00:00,56.36951644401967,
2022-12-30 23:59:59,51.71532564046348,w
