date,DGTL_2022_Q2,meta
2022-05-20 00:00:00,428.9478569200924,
2022-05-20 10:00:00,412.4401100769514,
2022-05-20 10:30:00,419.61801840881395,
2022-05-20 12:00:00,351.3717467433229,
2022-05-20 13:30:00,291.51912077638804,
2022-05-20 15:00:00,332.682333097219,
2022-05-20 15:30:30,332.682333097219,
2022-05-20 23:59:59,316.2909248964739,w
2022-05-23 00:00:00,290.3889919398159,
2022-05-23 10:00:00,215.2880945654715,
2022-05-23 10:30:00,224.20856699440682,
2022-05-23 12:00:00,244.19760293722624,
2022-05-23 13:30:00,260.4156578033708,
2022-05-23 15:00:00,251.13286675578976,
2022-05-23 15:30:30,251.13286675578976,
2022-05-23 23:59:59,287.80305165586515,c
2022-05-24 00:00:00,208.54554203819632,
2022-05-24 10:00:00,101.19233165455819,
2022-05-24 10:30:00,116.54993352692992,
2022-05-24 12:00:00,135.5310754592354,
2022-05-24 13:30:00,119.93899612690439,
2022-05-24 15:00:00,82.07699014751722,
2022-05-24 15:30:30,82.07699014751722,
2022-05-24 23:59:59,72.85001268520864,c
2022-05-25 00:00:00,120.14360782479838,
2022-05-25 10:00:00,66.80075907440533,
2022-05-25 10:30:00,73.09330339321008,
2022-05-25 12:00:00,54.66945994456523,
2022-05-25 13:30:00,90.87312717208948,
2022-05-25 15:00:00,70.59913117490697,
2022-05-25 15:30:30,70.59913117490697,
2022-05-25 23:59:59,69.6462531811045,c
2022-05-26 00:00:00,16.782590218237374,
2022-05-26 10:00:00,90.2849571553744,
2022-05-26 10:30:00,111.90727567967002,
2022-05-26 12:00:00,89.35499401403143,
2022-05-26 13:30:00,74.30158064129193,
2022-05-26 15:00:00,80.532132939436,
2022-05-26 15:30:30,80.532132939436,
2022-05-26 23:59:59,68.54354704817985,c
2022-05-27 00:00:00,68.06412775313856,
2022-05-27 10:00:00,110.02086986428168,
2022-05-27 10:30:00,162.40496114815562,
2022-05-27 12:00:00,127.76324589903544,
2022-05-27 13:30:00,143.72406871874546,
2022-05-27 15:00:00,146.12666740288847,
2022-05-27 15:30:30,146.12666740288847,
2022-05-27 23:59:59,154.53675282661294,w
2022-05-30 00:00:00,154.53675282661294,
2022-05-30 10:00:00,154.53675282661294,
2022-05-30 10:30:00,154.53675282661294,
2022-05-30 12:00:00,154.53675282661294,
2022-05-30 13:30:00,154.53675282661294,
2022-05-30 15:00:00,154.53675282661294,
2022-05-30 15:30:30,154.53675282661294,
2022-05-30 23:59:59,154.53675282661294,c
2022-05-31 00:00:00,210.84815109431983,
2022-05-31 10:00:00,222.90075816626816,
2022-05-31 10:30:00,235.01642536726723,
2022-05-31 12:00:00,252.4152942306818,
2022-05-31 13:30:00,218.79310685694927,
2022-05-31 15:00:00,161.57868269277856,
2022-05-31 15:30:30,161.57868269277856,s
2022-05-31 23:59:59,165.70226442325782,c
2022-06-01 00:00:00,176.9007168229142,
2022-06-01 10:00:00,209.01197638900172,
2022-06-01 10:30:00,171.7883641108533,
2022-06-01 12:00:00,91.45695760171026,
2022-06-01 13:30:00,80.60427382802567,
2022-06-01 15:00:00,91.1792520814455,
2022-06-01 15:30:30,91.1792520814455,
2022-06-01 23:59:59,83.96165153660974,c
2022-06-02 00:00:00,95.33504412257224,
2022-06-02 10:00:00,144.69429259527578,
2022-06-02 10:30:00,113.64883879038103,
2022-06-02 12:00:00,148.2404562357226,
2022-06-02 13:30:00,151.99610553382178,
2022-06-02 15:00:00,144.62998526351203,
2022-06-02 15:30:30,144.62998526351203,
2022-06-02 23:59:59,158.35085071424453,c
2022-06-03 00:00:00,82.72175147073597,
2022-06-03 10:00:00,82.14737021636677,
2022-06-03 10:30:00,47.31932003369707,
2022-06-03 12:00:00,49.43193136261431,
2022-06-03 13:30:00,18.17739295278676,
2022-06-03 15:00:00,15.173466888159567,
2022-06-03 15:30:30,15.173466888159567,
2022-06-03 23:59:59,0.0,a
2022-06-06 00:00:00,41.435132345530576,
2022-06-06 10:00:00,62.44789073959163,
2022-06-06 10:30:00,60.29357490037057,
2022-06-06 12:00:00,32.624302730353975,
2022-06-06 13:30:00,13.496423176697135,
2022-06-06 15:00:00,32.27865210028915,
2022-06-06 15:30:30,32.27865210028915,
2022-06-06 23:59:59,8.890390450820917,c
2022-06-07 00:00:00,-6.7447202486305855,
2022-06-07 10:00:00,-20.95946549586256,
2022-06-07 10:30:00,-36.1156467284863,
2022-06-07 12:00:00,-34.61545940804683,
2022-06-07 13:30:00,-42.72189707020965,
2022-06-07 15:00:00,-53.25460607716042,
2022-06-07 15:30:30,-53.25460607716042,u
2022-06-07 23:59:59,-37.95688700484186,c
2022-06-08 00:00:00,-26.872118563209483,
2022-06-08 10:00:00,70.78530096698222,
2022-06-08 10:30:00,69.31201258391621,
2022-06-08 12:00:00,85.78357282020784,
2022-06-08 13:30:00,89.35935316525172,
2022-06-08 15:00:00,110.3484194452493,
2022-06-08 15:30:30,110.3484194452493,
2022-06-08 23:59:59,115.91287616950058,c
2022-06-09 00:00:00,133.83827483247387,
2022-06-09 10:00:00,83.19587862641379,
2022-06-09 10:30:00,116.9312112867504,
2022-06-09 12:00:00,17.771199572862145,
2022-06-09 13:30:00,-35.969889349062896,
2022-06-09 15:00:00,-57.440288353859955,
2022-06-09 15:30:30,-57.440288353859955,
2022-06-09 23:59:59,-33.91275684636679,c
2022-06-10 00:00:00,-41.55064728242712,
2022-06-10 10:00:00,-77.75761968360894,
2022-06-10 10:30:00,-96.86552147205543,
2022-06-10 12:00:00,-112.04610087989215,
2022-06-10 13:30:00,-102.86252521940833,
2022-06-10 15:00:00,-111.25275191045625,
2022-06-10 15:30:30,-111.25275191045625,
2022-06-10 23:59:59,-114.58060112830617,w
2022-06-13 00:00:00,-129.2294060260972,
2022-06-13 10:00:00,-159.9611239626746,
2022-06-13 10:30:00,-158.23525041730989,
2022-06-13 12:00:00,-151.428693745509,
2022-06-13 13:30:00,-160.89575872962507,
2022-06-13 15:00:00,-188.02837443105227,
2022-06-13 15:30:30,-188.02837443105227,
2022-06-13 23:59:59,-168.97337283176023,c
2022-06-14 00:00:00,-139.5999256752607,
2022-06-14 10:00:00,-176.5807049871853,
2022-06-14 10:30:00,-193.6634427354702,
2022-06-14 12:00:00,-191.57796283470338,
2022-06-14 13:30:00,-186.27815585299015,
2022-06-14 15:00:00,-198.7702276839418,
2022-06-14 15:30:30,-198.7702276839418,
2022-06-14 23:59:59,-181.39815259601914,c
2022-06-15 00:00:00,-181.41597968000906,
2022-06-15 10:00:00,-145.5786200098686,
2022-06-15 10:30:00,-130.42628827441854,
2022-06-15 12:00:00,-92.86420388584611,
2022-06-15 13:30:00,-100.07150314829141,
2022-06-15 15:00:00,-83.43155425993507,
2022-06-15 15:30:30,-83.43155425993507,
2022-06-15 23:59:59,-68.97748974001348,c
2022-06-16 00:00:00,-97.52339038942137,
2022-06-16 10:00:00,-101.71517308363445,
2022-06-16 10:30:00,-54.66544409737941,
2022-06-16 12:00:00,-18.99964911818364,
2022-06-16 13:30:00,-37.96560473513796,
2022-06-16 15:00:00,-41.778834806109614,
2022-06-16 15:30:30,-41.778834806109614,
2022-06-16 23:59:59,-40.069695190563834,c
2022-06-17 00:00:00,-18.768949316605756,
2022-06-17 10:00:00,-7.1403963710330345,
2022-06-17 10:30:00,-34.492030447301715,
2022-06-17 12:00:00,-28.618636829539525,
2022-06-17 13:30:00,-10.125724418984476,
2022-06-17 15:00:00,-25.758994910594595,
2022-06-17 15:30:30,-25.758994910594595,
2022-06-17 23:59:59,-16.57392523356856,e
2022-06-20 00:00:00,-16.57392523356856,
2022-06-20 10:00:00,-16.57392523356856,
2022-06-20 10:30:00,-16.57392523356856,
2022-06-20 12:00:00,-16.57392523356856,
2022-06-20 13:30:00,-16.57392523356856,
2022-06-20 15:00:00,-16.57392523356856,
2022-06-20 15:30:30,-16.57392523356856,
2022-06-20 23:59:59,-16.57392523356856,c
2022-06-21 00:00:00,-55.61576360498594,
2022-06-21 10:00:00,41.55600145586379,
2022-06-21 10:30:00,26.498319556701915,
2022-06-21 12:00:00,-9.389760407201777,
2022-06-21 13:30:00,-9.600660490159953,
2022-06-21 15:00:00,-2.272424569856298,
2022-06-21 15:30:30,-2.272424569856298,
2022-06-21 23:59:59,-32.04987729066988,c
2022-06-22 00:00:00,-25.144723673356907,
2022-06-22 10:00:00,17.011540354866042,
2022-06-22 10:30:00,17.80078602140452,
2022-06-22 12:00:00,9.658974178589176,
2022-06-22 13:30:00,25.759272015744045,
2022-06-22 15:00:00,26.395659611085648,
2022-06-22 15:30:30,26.395659611085648,
