date,RDVY_2022_Q2,meta
2022-06-14 15:30:30,7.922436742160869,
2022-06-14 23:59:59,12.531139086022108,c
2022-06-15 00:00:00,31.11294489558469,
2022-06-15 10:00:00,48.513339283096144,
2022-06-15 10:30:00,54.590716868557706,
2022-06-15 12:00:00,73.1964176014603,
2022-06-15 13:30:00,73.33960580329418,
2022-06-15 15:00:00,92.12128615799946,
2022-06-15 15:30:30,92.12128615799946,
2022-06-15 23:59:59,92.03409383605276,c
2022-06-16 00:00:00,59.3944407819547,
2022-06-16 10:00:00,72.68662881756774,
2022-06-16 10:30:00,58.074804876357035,
2022-06-16 12:00:00,60.59327067797162,
2022-06-16 13:30:00,74.39827343688813,
2022-06-16 15:00:00,85.14110415844488,
2022-06-16 15:30:30,85.14110415844488,
2022-06-16 23:59:59,84.259676394814,c
2022-06-17 00:00:00,96.70978742267863,
2022-06-17 10:00:00,145.9957355132141,
2022-06-17 10:30:00,160.35888120209069,
2022-06-17 12:00:00,205.88517300856128,
2022-06-17 13:30:00,227.2812347124471,
2022-06-17 15:00:00,208.47006172887203,
2022-06-17 15:30:30,208.47006172887203,
2022-06-17 23:59:59,221.61303867224453,e
2022-06-20 00:00:00,221.61303867224453,
2022-06-20 10:00:00,221.61303867224453,
2022-06-20 10:30:00,221.61303867224453,
2022-06-20 12:00:00,221.61303867224453,
2022-06-20 13:30:00,221.61303867224453,
2022-06-20 15:00:00,221.61303867224453,
2022-06-20 15:30:30,221.61303867224453,
2022-06-20 23:59:59,221.61303867224453,c
2022-06-21 00:00:00,225.0173546267409,
2022-06-21 10:00:00,215.6512689852771,
2022-06-21 10:30:00,199.64582770055725,
2022-06-21 12:00:00,203.59494965780536,
2022-06-21 13:30:00,178.08343917287823,
2022-06-21 15:00:00,157.9351315720724,
2022-06-21 15:30:30,157.9351315720724,
2022-06-21 23:59:59,148.55836172511337,c
2022-06-22 00:00:00,181.9291383548577,
2022-06-22 10:00:00,177.63802120882028,
2022-06-22 10:30:00,172.53549973298288,
2022-06-22 12:00:00,155.19778653578555,
2022-06-22 13:30:00,157.14558006071377,
2022-06-22 15:00:00,171.03559148681896,
2022-06-22 15:30:30,171.03559148681896,
2022-06-22 23:59:59,171.73175565612434,c
2022-06-23 00:00:00,139.83260145221402,
2022-06-23 10:00:00,139.42456792529703,
2022-06-23 10:30:00,144.98735848200073,
2022-06-23 12:00:00,198.74383801481764,
2022-06-23 13:30:00,183.18283906151893,
2022-06-23 15:00:00,195.15195866193187,
2022-06-23 15:30:30,195.15195866193187,
2022-06-23 23:59:59,206.53077293503395,c
2022-06-24 00:00:00,195.59084276517103,
2022-06-24 10:00:00,241.36660974988436,
2022-06-24 10:30:00,239.78506480503685,
2022-06-24 12:00:00,254.12602909337664,
2022-06-24 13:30:00,260.6509202128481,
2022-06-24 15:00:00,268.95257570461695,
2022-06-24 15:30:30,268.95257570461695,
2022-06-24 23:59:59,268.83667413526297,w
2022-06-27 00:00:00,262.7992006798831,
2022-06-27 10:00:00,193.63030275375093,
2022-06-27 10:30:00,161.24990277417416,
2022-06-27 12:00:00,171.98702756701036,
2022-06-27 13:30:00,153.5352825417595,
2022-06-27 15:00:00,164.91746178615895,
2022-06-27 15:30:30,164.91746178615895,
2022-06-27 23:59:59,152.6909666926587,c
2022-06-28 00:00:00,128.96733904167098,
2022-06-28 10:00:00,124.83053910550473,
2022-06-28 10:30:00,103.6505582887273,
2022-06-28 12:00:00,83.79728038208191,
2022-06-28 13:30:00,80.35227552662596,
2022-06-28 15:00:00,64.34172321564986,
2022-06-28 15:30:30,64.34172321564986,
2022-06-28 23:59:59,46.550176161615695,c
2022-06-29 00:00:00,24.898176428126334,
2022-06-29 10:00:00,-10.732397765132987,
2022-06-29 10:30:00,-5.763400764400274,
2022-06-29 12:00:00,18.886304664402587,
2022-06-29 13:30:00,6.262290525164019,
2022-06-29 15:00:00,3.086329579676601,
2022-06-29 15:30:30,3.086329579676601,
2022-06-29 23:59:59,28.024681547425757,c
2022-06-30 00:00:00,-8.64857931873371,
2022-06-30 10:00:00,-55.991342369287224,
2022-06-30 10:30:00,-60.5148937618128,
2022-06-30 12:00:00,1.2586518631509307,
2022-06-30 13:30:00,-10.199261101360207,
2022-06-30 15:00:00,-5.567190447994392,
2022-06-30 15:30:30,-5.567190447994392,
2022-06-30 23:59:59,-22.909743536802125,c
2022-07-01 00:00:00,-40.407268042052976,
2022-07-01 10:00:00,-14.291834549519251,
2022-07-01 10:30:00,-15.908175128019309,
2022-07-01 12:00:00,-19.825658462527883,
2022-07-01 13:30:00,-33.46352212598805,
2022-07-01 15:00:00,-26.13158809300097,
2022-07-01 15:30:30,-26.13158809300097,
2022-07-01 23:59:59,-33.164303248289684,w
