date,AS_GDX_2022_Q4,meta
2022-12-13 20:00:00,-131.76827131142545,
2022-12-13 23:00:00,-92.63771939317758,
2022-12-13 23:59:59,-71.4235298517001,c
2022-12-14 00:00:00,-213.69489638814002,
2022-12-14 01:00:00,-213.69489638814002,
2022-12-14 02:30:00,-213.69489638814002,
2022-12-14 03:00:00,-213.69489638814002,
2022-12-14 18:30:00,-239.24696734121653,
2022-12-14 20:00:00,-164.51233037135808,
2022-12-14 23:00:00,-100.99671907008178,
2022-12-14 23:59:59,-118.51263695343914,c
2022-12-15 00:00:00,-80.27559530608141,
2022-12-15 01:00:00,-80.27559530608141,
2022-12-15 02:30:00,-80.27559530608141,
2022-12-15 03:00:00,-80.27559530608141,
2022-12-15 18:30:00,-88.57720040997037,
2022-12-15 20:00:00,-113.94701072303633,
2022-12-15 23:00:00,-148.36088747326403,
2022-12-15 23:59:59,-193.5644859017998,c
2022-12-16 00:00:00,-152.16810280107575,
2022-12-16 01:00:00,-152.16810280107575,
2022-12-16 02:30:00,-152.16810280107575,
2022-12-16 03:00:00,-152.16810280107575,
2022-12-16 18:30:00,-152.16810280107575,
2022-12-16 20:00:00,-152.16810280107575,
2022-12-16 23:00:00,-152.16810280107575,
2022-12-16 23:59:59,-152.8139724127518,e
2022-12-19 00:00:00,-330.7529949773184,
2022-12-19 01:00:00,-330.7529949773184,
2022-12-19 02:30:00,-330.7529949773184,
2022-12-19 03:00:00,-330.7529949773184,
2022-12-19 18:30:00,-290.55980697160567,
2022-12-19 20:00:00,-349.459949497927,
2022-12-19 23:00:00,-383.3482713857243,
2022-12-19 23:59:59,-370.1960838953323,c
2022-12-20 00:00:00,-360.1480120174806,
2022-12-20 01:00:00,-360.1480120174806,
2022-12-20 02:30:00,-360.1480120174806,
2022-12-20 03:00:00,-360.1480120174806,
2022-12-20 18:30:00,-399.0857358352423,
2022-12-20 20:00:00,-386.95084330214786,
2022-12-20 23:00:00,-378.5438082188921,
2022-12-20 23:59:59,-401.0979300486938,c
2022-12-21 00:00:00,-476.63529951261535,
2022-12-21 01:00:00,-476.63529951261535,
2022-12-21 02:30:00,-476.63529951261535,
2022-12-21 03:00:00,-476.63529951261535,
2022-12-21 18:30:00,-457.4182868969383,
2022-12-21 20:00:00,-432.43987374582366,
2022-12-21 23:00:00,-379.86168408640606,
2022-12-21 23:59:59,-391.49871676585735,c
2022-12-22 00:00:00,-350.5810665898298,
2022-12-22 01:00:00,-350.5810665898298,
2022-12-22 02:30:00,-350.5810665898298,
2022-12-22 03:00:00,-350.5810665898298,
2022-12-22 18:30:00,-450.68005969438445,
2022-12-22 20:00:00,-443.7248054247166,
2022-12-22 23:00:00,-486.2245120356238,
2022-12-22 23:59:59,-524.7323765316487,c
2022-12-23 00:00:00,-453.6923812347236,
2022-12-23 01:00:00,-453.6923812347236,
2022-12-23 02:30:00,-453.6923812347236,
2022-12-23 03:00:00,-453.6923812347236,
2022-12-23 18:30:00,-453.6923812347236,
2022-12-23 20:00:00,-453.6923812347236,
2022-12-23 23:00:00,-453.6923812347236,
2022-12-23 23:59:59,-447.72835313151563,w
2022-12-26 00:00:00,-447.72835313151563,
2022-12-26 01:00:00,-447.72835313151563,
2022-12-26 02:30:00,-447.72835313151563,
2022-12-26 03:00:00,-447.72835313151563,
2022-12-26 18:30:00,-447.72835313151563,
2022-12-26 20:00:00,-447.72835313151563,
2022-12-26 23:00:00,-447.72835313151563,
2022-12-26 23:59:59,-447.72835313151563,c
2022-12-27 00:00:00,-447.72835313151563,
2022-12-27 01:00:00,-447.72835313151563,
2022-12-27 02:30:00,-447.72835313151563,
2022-12-27 03:00:00,-447.72835313151563,
2022-12-27 18:30:00,-478.82638854349716,
2022-12-27 20:00:00,-474.65853786378284,
2022-12-27 23:00:00,-490.84140720279174,
2022-12-27 23:59:59,-490.84140720279174,c
2022-12-28 00:00:00,-535.9424839377507,
2022-12-28 01:00:00,-535.9424839377507,
2022-12-28 02:30:00,-535.9424839377507,
2022-12-28 03:00:00,-535.9424839377507,
2022-12-28 18:30:00,-543.2571011560067,
2022-12-28 20:00:00,-515.7762440594215,
2022-12-28 23:00:00,-528.9662565675912,
2022-12-28 23:59:59,-509.801911117313,c
2022-12-29 00:00:00,-467.0029727445817,
2022-12-29 01:00:00,-467.0029727445817,
2022-12-29 02:30:00,-467.0029727445817,
2022-12-29 03:00:00,-467.0029727445817,
2022-12-29 18:30:00,-429.8452975659934,
2022-12-29 20:00:00,-360.6791055430758,
2022-12-29 23:00:00,-373.55874137833916,
2022-12-29 23:59:59,-365.97207724273494,c
2022-12-30 00:00:00,-398.99113600356486,
2022-12-30 01:00:00,-398.99113600356486,
2022-12-30 02:30:00,-398.99113600356486,
2022-12-30 03:00:00,-398.99113600356486,
2022-12-30 18:30:00,-398.99113600356486,
2022-12-30 20:00:00,-398.99113600356486,
2022-12-30 23:00:00,-398.99113600356486,
2022-12-30 23:59:59,-399.45414739885655,w
