date,COMP_AD_HEDGED_2021_Q2,meta
2021-04-23 00:00:00,-397.85507895207206,
2021-04-23 10:00:00,-396.9426268934112,
2021-04-23 10:30:00,-386.54463815844474,
2021-04-23 12:00:00,-405.8303868504006,
2021-04-23 13:30:00,-413.01789135997456,
2021-04-23 15:00:00,-425.378605647139,
2021-04-23 15:30:30,-425.378605647139,
2021-04-23 23:59:59,-407.291135011468,w
2021-04-26 00:00:00,-398.91540819474835,
2021-04-26 10:00:00,-390.06006723415544,
2021-04-26 10:30:00,-395.8516384202135,
2021-04-26 12:00:00,-390.6814005472122,
2021-04-26 13:30:00,-392.64761947576835,
2021-04-26 15:00:00,-389.49391332413416,
2021-04-26 15:30:30,-389.49391332413416,
2021-04-26 23:59:59,-388.20264097922745,c
2021-04-27 00:00:00,-374.5031554069319,
2021-04-27 10:00:00,-385.13870544686415,
2021-04-27 10:30:00,-393.0531758628347,
2021-04-27 12:00:00,-399.2560501967448,
2021-04-27 13:30:00,-402.03035828480574,
2021-04-27 15:00:00,-368.1525469709841,
2021-04-27 15:30:30,-368.1525469709841,
2021-04-27 23:59:59,-395.3843311582582,c
2021-04-28 00:00:00,-393.95326650180846,
2021-04-28 10:00:00,-351.5441058751858,
2021-04-28 10:30:00,-358.50168334765453,
2021-04-28 12:00:00,-360.76188890954154,
2021-04-28 13:30:00,-368.37332787939863,
2021-04-28 15:00:00,-369.4189184532215,
2021-04-28 15:30:30,-369.4189184532215,
2021-04-28 23:59:59,-342.3246685631541,c
2021-04-29 00:00:00,-375.0456304698098,
2021-04-29 10:00:00,-356.4720515373765,
2021-04-29 10:30:00,-380.66279496058337,
2021-04-29 12:00:00,-358.89873636831453,
2021-04-29 13:30:00,-333.6107644640681,
2021-04-29 15:00:00,-324.7241268122891,
2021-04-29 15:30:30,-324.7241268122891,
2021-04-29 23:59:59,-316.0784187118593,c
2021-04-30 00:00:00,-296.9096009230791,
2021-04-30 10:00:00,-300.9917451541812,
2021-04-30 10:30:00,-323.1419164549002,
2021-04-30 12:00:00,-307.74260498845206,
2021-04-30 13:30:00,-287.87722716806616,
2021-04-30 15:00:00,-284.32501508034284,
2021-04-30 15:30:30,-284.32501508034284,
2021-04-30 23:59:59,-288.5354966306779,w
2021-05-03 00:00:00,-306.5222864652935,
2021-05-03 10:00:00,-308.81414735605176,
2021-05-03 10:30:00,-309.8270341528971,
2021-05-03 12:00:00,-341.94673976231866,
2021-05-03 13:30:00,-345.29569631945037,
2021-05-03 15:00:00,-352.6961982517673,
2021-05-03 15:30:30,-352.6961982517673,
2021-05-03 23:59:59,-331.8267807070463,c
2021-05-04 00:00:00,-321.7130732036951,
2021-05-04 10:00:00,-328.2478825688245,
2021-05-04 10:30:00,-342.83383871470255,
2021-05-04 12:00:00,-301.70123818785214,
2021-05-04 13:30:00,-305.5826532821577,
2021-05-04 15:00:00,-275.21131023551175,
2021-05-04 15:30:30,-275.21131023551175,
2021-05-04 23:59:59,-288.8537017329986,c
2021-05-05 00:00:00,-306.22118201751937,
2021-05-05 10:00:00,-267.81247161772035,
2021-05-05 10:30:00,-256.3535565932748,
2021-05-05 12:00:00,-258.75701232727556,
2021-05-05 13:30:00,-260.6963036027805,
2021-05-05 15:00:00,-252.89829410283505,
2021-05-05 15:30:30,-252.89829410283505,
2021-05-05 23:59:59,-229.96258318749256,c
2021-05-06 00:00:00,-271.67576251425794,
2021-05-06 10:00:00,-268.375660140224,
2021-05-06 10:30:00,-280.0647536821334,
2021-05-06 12:00:00,-340.5941550313005,
2021-05-06 13:30:00,-348.84789792123365,
2021-05-06 15:00:00,-361.02854309357804,
2021-05-06 15:30:30,-361.02854309357804,
2021-05-06 23:59:59,-397.559353250565,c
2021-05-07 00:00:00,-420.3535257982812,
2021-05-07 10:00:00,-422.94941798413197,
2021-05-07 10:30:00,-431.5118181912619,
2021-05-07 12:00:00,-432.03191913544697,
